NumVars,lambda,ROC,Sens,Spec
2,0,0.814814814814815,0.888888888888889,0.444444444444444
2,1e-04,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000115478198468946,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000133352143216332,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000153992652605949,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000177827941003892,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000205352502645715,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000237137370566166,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000273841963426436,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000316227766016838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000365174127254838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000421696503428582,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000486967525165863,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000562341325190349,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000649381631576211,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000749894209332456,0.814814814814815,0.888888888888889,0.444444444444444
2,0.000865964323360065,0.814814814814815,0.888888888888889,0.444444444444444
2,0.001,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00115478198468946,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00133352143216332,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00153992652605949,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00177827941003892,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00205352502645715,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00237137370566166,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00273841963426436,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00316227766016838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00365174127254838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00421696503428582,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00486967525165863,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00562341325190349,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00649381631576211,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00749894209332456,0.814814814814815,0.888888888888889,0.444444444444444
2,0.00865964323360065,0.814814814814815,0.888888888888889,0.444444444444444
2,0.01,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0115478198468946,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0133352143216332,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0153992652605949,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0177827941003892,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0205352502645715,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0237137370566166,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0273841963426436,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0316227766016838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0365174127254838,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0421696503428582,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0486967525165863,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0562341325190349,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0649381631576211,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0749894209332456,0.814814814814815,0.888888888888889,0.444444444444444
2,0.0865964323360065,0.814814814814815,0.888888888888889,0.444444444444444
2,0.1,0.814814814814815,0.888888888888889,0.444444444444444
3,0,0.91358024691358,1,0.555555555555556
3,1e-04,0.91358024691358,1,0.555555555555556
3,0.000115478198468946,0.91358024691358,1,0.555555555555556
3,0.000133352143216332,0.91358024691358,1,0.555555555555556
3,0.000153992652605949,0.91358024691358,1,0.555555555555556
3,0.000177827941003892,0.91358024691358,1,0.555555555555556
3,0.000205352502645715,0.91358024691358,1,0.555555555555556
3,0.000237137370566166,0.91358024691358,1,0.555555555555556
3,0.000273841963426436,0.91358024691358,1,0.555555555555556
3,0.000316227766016838,0.91358024691358,1,0.555555555555556
3,0.000365174127254838,0.91358024691358,1,0.555555555555556
3,0.000421696503428582,0.91358024691358,1,0.555555555555556
3,0.000486967525165863,0.91358024691358,1,0.555555555555556
3,0.000562341325190349,0.91358024691358,1,0.555555555555556
3,0.000649381631576211,0.91358024691358,1,0.555555555555556
3,0.000749894209332456,0.91358024691358,1,0.555555555555556
3,0.000865964323360065,0.91358024691358,1,0.555555555555556
3,0.001,0.91358024691358,1,0.555555555555556
3,0.00115478198468946,0.91358024691358,1,0.555555555555556
3,0.00133352143216332,0.91358024691358,1,0.555555555555556
3,0.00153992652605949,0.91358024691358,1,0.555555555555556
3,0.00177827941003892,0.91358024691358,1,0.555555555555556
3,0.00205352502645715,0.91358024691358,1,0.555555555555556
3,0.00237137370566166,0.91358024691358,1,0.555555555555556
3,0.00273841963426436,0.91358024691358,1,0.555555555555556
3,0.00316227766016838,0.91358024691358,1,0.555555555555556
3,0.00365174127254838,0.91358024691358,1,0.555555555555556
3,0.00421696503428582,0.91358024691358,1,0.555555555555556
3,0.00486967525165863,0.91358024691358,1,0.555555555555556
3,0.00562341325190349,0.91358024691358,1,0.555555555555556
3,0.00649381631576211,0.91358024691358,1,0.555555555555556
3,0.00749894209332456,0.91358024691358,1,0.555555555555556
3,0.00865964323360065,0.91358024691358,1,0.555555555555556
3,0.01,0.91358024691358,1,0.555555555555556
3,0.0115478198468946,0.91358024691358,1,0.555555555555556
3,0.0133352143216332,0.91358024691358,1,0.555555555555556
3,0.0153992652605949,0.91358024691358,1,0.555555555555556
3,0.0177827941003892,0.91358024691358,1,0.555555555555556
3,0.0205352502645715,0.91358024691358,1,0.555555555555556
3,0.0237137370566166,0.91358024691358,1,0.555555555555556
3,0.0273841963426436,0.91358024691358,1,0.555555555555556
3,0.0316227766016838,0.91358024691358,1,0.555555555555556
3,0.0365174127254838,0.91358024691358,1,0.555555555555556
3,0.0421696503428582,0.91358024691358,1,0.555555555555556
3,0.0486967525165863,0.91358024691358,1,0.555555555555556
3,0.0562341325190349,0.91358024691358,1,0.555555555555556
3,0.0649381631576211,0.91358024691358,1,0.555555555555556
3,0.0749894209332456,0.91358024691358,1,0.555555555555556
3,0.0865964323360065,0.91358024691358,1,0.555555555555556
3,0.1,0.925925925925926,1,0.555555555555556
4,0,0.925925925925926,0.888888888888889,0.777777777777778
4,1e-04,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000115478198468946,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000133352143216332,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000153992652605949,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000177827941003892,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000205352502645715,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000237137370566166,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000273841963426436,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000316227766016838,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000365174127254838,0.925925925925926,0.888888888888889,0.777777777777778
4,0.000421696503428582,0.925925925925926,0.888888888888889,0.777777777777778
