alpha,lambda,ROC,Sens,Spec
0.118367346938776,0.0837361900027288,1,1,1
0.118367346938776,0.0916492431537699,1,1,1
0.118367346938776,0.100310078239589,1,1,1
0.118367346938776,0.109789360502958,1,1,1
0.118367346938776,0.120164433037909,1,1,1
0.118367346938776,0.131519947845338,1,1,1
0.118367346938776,0.143948556523239,1,1,1
0.118367346938776,0.157551666227023,1,1,1
0.118367346938776,0.172440267067936,1,1,1
0.118367346938776,0.188735837700465,1,1,1
0.118367346938776,0.206571336487565,1,1,1
0.118367346938776,0.22609228633081,1,1,1
0.118367346938776,0.247457962016768,1,1,1
0.118367346938776,0.270842689767376,1,1,1
0.118367346938776,0.296437269597558,1,1,1
0.118367346938776,0.324450532085361,1,1,1
0.118367346938776,0.355111042256547,1,1,1
0.118367346938776,0.388668964485944,1,1,1
0.118367346938776,0.425398103631601,1,1,1
0.118367346938776,0.465598139055701,1,1,1
0.118367346938776,0.509597069760018,1,1,1
0.118367346938776,0.557753890586167,1,1,1
0.118367346938776,0.610461521316255,1,1,1
0.118367346938776,0.668150012572944,1,1,1
0.118367346938776,0.731290054676438,1,1,1
0.118367346938776,0.800396818087739,1,1,1
0.118367346938776,0.876034156773032,1,1,1
0.136734693877551,0.0104942743159907,1,1,1
0.136734693877551,0.0114859811328561,1,1,1
0.136734693877551,0.012571404044899,1,1,1
0.136734693877551,0.0137593992043069,1,1,1
0.136734693877551,0.0150596596678714,1,1,1
0.136734693877551,0.0164827944843058,1,1,1
0.136734693877551,0.018040415255298,1,1,1
0.136734693877551,0.0197452308765649,1,1,1
0.136734693877551,0.0216111512319183,1,1,1
0.136734693877551,0.0236534006863989,1,1,1
0.136734693877551,0.0258886423044884,1,1,1
0.136734693877551,0.028335113806918,1,1,1
0.136734693877551,0.0310127763753682,1,1,1
0.136734693877551,0.0339434775191823,1,1,1
0.136734693877551,0.0371511293329525,1,1,1
0.136734693877551,0.0406619035994109,1,1,1
0.136734693877551,0.0445044453295059,1,1,1
0.136734693877551,0.0487101064819718,1,1,1
0.136734693877551,0.0533132017693517,1,1,1
0.136734693877551,0.0583512886376378,1,1,1
0.136734693877551,0.0638654737039313,1,1,1
0.136734693877551,0.0699007481524004,1,1,1
0.136734693877551,0.0765063548250882,1,1,1
0.136734693877551,0.0837361900027288,1,1,1
0.136734693877551,0.0916492431537699,1,1,1
0.136734693877551,0.100310078239589,1,1,1
0.136734693877551,0.109789360502958,1,1,1
0.136734693877551,0.120164433037909,1,1,1
0.136734693877551,0.131519947845338,1,1,1
0.136734693877551,0.143948556523239,1,1,1
0.136734693877551,0.157551666227023,1,1,1
0.136734693877551,0.172440267067936,1,1,1
0.136734693877551,0.188735837700465,1,1,1
0.136734693877551,0.206571336487565,1,1,1
0.136734693877551,0.22609228633081,1,1,1
0.136734693877551,0.247457962016768,1,1,1
0.136734693877551,0.270842689767376,1,1,1
0.136734693877551,0.296437269597558,1,1,1
0.136734693877551,0.324450532085361,1,1,1
0.136734693877551,0.355111042256547,1,1,1
0.136734693877551,0.388668964485944,1,1,1
0.136734693877551,0.425398103631601,1,1,1
0.136734693877551,0.465598139055701,1,1,1
0.136734693877551,0.509597069760018,1,1,1
0.136734693877551,0.557753890586167,1,1,1
0.136734693877551,0.610461521316255,1,1,1
0.136734693877551,0.668150012572944,1,1,1
0.136734693877551,0.731290054676438,1,1,1
0.136734693877551,0.800396818087739,1,1,1
0.136734693877551,0.876034156773032,1,1,1
0.155102040816327,0.0104942743159907,1,1,1
0.155102040816327,0.0114859811328561,1,1,1
0.155102040816327,0.012571404044899,1,1,1
0.155102040816327,0.0137593992043069,1,1,1
0.155102040816327,0.0150596596678714,1,1,1
0.155102040816327,0.0164827944843058,1,1,1
0.155102040816327,0.018040415255298,1,1,1
0.155102040816327,0.0197452308765649,1,1,1
0.155102040816327,0.0216111512319183,1,1,1
0.155102040816327,0.0236534006863989,1,1,1
0.155102040816327,0.0258886423044884,1,1,1
0.155102040816327,0.028335113806918,1,1,1
0.155102040816327,0.0310127763753682,1,1,1
0.155102040816327,0.0339434775191823,1,1,1
0.155102040816327,0.0371511293329525,1,1,1
0.155102040816327,0.0406619035994109,1,1,1
0.155102040816327,0.0445044453295059,1,1,1
0.155102040816327,0.0487101064819718,1,1,1
0.155102040816327,0.0533132017693517,1,1,1
0.155102040816327,0.0583512886376378,1,1,1
0.155102040816327,0.0638654737039313,1,1,1
0.155102040816327,0.0699007481524004,1,1,1
0.155102040816327,0.0765063548250882,1,1,1
0.155102040816327,0.0837361900027288,1,1,1
0.155102040816327,0.0916492431537699,1,1,1
0.155102040816327,0.100310078239589,1,1,1
0.155102040816327,0.109789360502958,1,1,1
0.155102040816327,0.120164433037909,1,1,1
0.155102040816327,0.131519947845338,1,1,1
0.155102040816327,0.143948556523239,1,1,1
0.155102040816327,0.157551666227023,1,1,1
0.155102040816327,0.172440267067936,1,1,1
0.155102040816327,0.188735837700465,1,1,1
0.155102040816327,0.206571336487565,1,1,1
0.155102040816327,0.22609228633081,1,1,1
0.155102040816327,0.247457962016768,1,1,1
0.155102040816327,0.270842689767376,1,1,1
0.155102040816327,0.296437269597558,1,1,1
0.155102040816327,0.324450532085361,1,1,1
0.155102040816327,0.355111042256547,1,1,1
0.155102040816327,0.388668964485944,1,1,1
0.155102040816327,0.425398103631601,1,1,1
0.155102040816327,0.465598139055701,1,1,1
0.155102040816327,0.509597069760018,1,1,1
0.155102040816327,0.557753890586167,1,1,1
0.155102040816327,0.610461521316255,1,1,1
0.155102040816327,0.668150012572944,1,1,1
0.155102040816327,0.731290054676438,1,1,1
0.155102040816327,0.800396818087739,1,1,0.888888888888889
0.155102040816327,0.876034156773032,1,1,0.888888888888889
0.173469387755102,0.0104942743159907,1,1,1
0.173469387755102,0.0114859811328561,1,1,1
0.173469387755102,0.012571404044899,1,1,1
0.173469387755102,0.0137593992043069,1,1,1
0.173469387755102,0.0150596596678714,1,1,1
0.173469387755102,0.0164827944843058,1,1,1
0.173469387755102,0.018040415255298,1,1,1
0.173469387755102,0.0197452308765649,1,1,1
0.173469387755102,0.0216111512319183,1,1,1
0.173469387755102,0.0236534006863989,1,1,1
0.173469387755102,0.0258886423044884,1,1,1
0.173469387755102,0.028335113806918,1,1,1
0.173469387755102,0.0310127763753682,1,1,1
0.173469387755102,0.0339434775191823,1,1,1
0.173469387755102,0.0371511293329525,1,1,1
0.173469387755102,0.0406619035994109,1,1,1
0.173469387755102,0.0445044453295059,1,1,1
0.173469387755102,0.0487101064819718,1,1,1
0.173469387755102,0.0533132017693517,1,1,1
0.173469387755102,0.0583512886376378,1,1,1
0.173469387755102,0.0638654737039313,1,1,1
0.173469387755102,0.0699007481524004,1,1,1
0.173469387755102,0.0765063548250882,1,1,1
0.173469387755102,0.0837361900027288,1,1,1
0.173469387755102,0.0916492431537699,1,1,1
0.173469387755102,0.100310078239589,1,1,1
0.173469387755102,0.109789360502958,1,1,1
0.173469387755102,0.120164433037909,1,1,1
0.173469387755102,0.131519947845338,1,1,1
0.173469387755102,0.143948556523239,1,1,1
0.173469387755102,0.157551666227023,1,1,1
0.173469387755102,0.172440267067936,1,1,1
0.173469387755102,0.188735837700465,1,1,1
0.173469387755102,0.206571336487565,1,1,1
0.173469387755102,0.22609228633081,1,1,1
0.173469387755102,0.247457962016768,1,1,1
0.173469387755102,0.270842689767376,1,1,1
0.173469387755102,0.296437269597558,1,1,1
0.173469387755102,0.324450532085361,1,1,1
0.173469387755102,0.355111042256547,1,1,1
0.173469387755102,0.388668964485944,1,1,1
0.173469387755102,0.425398103631601,1,1,1
0.173469387755102,0.465598139055701,1,1,1
0.173469387755102,0.509597069760018,1,1,1
0.173469387755102,0.557753890586167,1,1,1
0.173469387755102,0.610461521316255,1,1,1
0.173469387755102,0.668150012572944,1,1,0.888888888888889
0.173469387755102,0.731290054676438,1,1,0.888888888888889
0.173469387755102,0.800396818087739,1,1,0.888888888888889
0.173469387755102,0.876034156773032,1,1,0.888888888888889
0.191836734693878,0.0104942743159907,1,1,1
0.191836734693878,0.0114859811328561,1,1,1
0.191836734693878,0.012571404044899,1,1,1
0.191836734693878,0.0137593992043069,1,1,1
0.191836734693878,0.0150596596678714,1,1,1
0.191836734693878,0.0164827944843058,1,1,1
0.191836734693878,0.018040415255298,1,1,1
0.191836734693878,0.0197452308765649,1,1,1
0.191836734693878,0.0216111512319183,1,1,1
0.191836734693878,0.0236534006863989,1,1,1
0.191836734693878,0.0258886423044884,1,1,1
0.191836734693878,0.028335113806918,1,1,1
0.191836734693878,0.0310127763753682,1,1,1
0.191836734693878,0.0339434775191823,1,1,1
0.191836734693878,0.0371511293329525,1,1,1
0.191836734693878,0.0406619035994109,1,1,1
0.191836734693878,0.0445044453295059,1,1,1
0.191836734693878,0.0487101064819718,1,1,1
0.191836734693878,0.0533132017693517,1,1,1
0.191836734693878,0.0583512886376378,1,1,1
0.191836734693878,0.0638654737039313,1,1,1
0.191836734693878,0.0699007481524004,1,1,1
0.191836734693878,0.0765063548250882,1,1,1
0.191836734693878,0.0837361900027288,1,1,1
0.191836734693878,0.0916492431537699,1,1,1
0.191836734693878,0.100310078239589,1,1,1
0.191836734693878,0.109789360502958,1,1,1
0.191836734693878,0.120164433037909,1,1,1
0.191836734693878,0.131519947845338,1,1,1
0.191836734693878,0.143948556523239,1,1,1
0.191836734693878,0.157551666227023,1,1,1
0.191836734693878,0.172440267067936,1,1,1
0.191836734693878,0.188735837700465,1,1,1
0.191836734693878,0.206571336487565,1,1,1
0.191836734693878,0.22609228633081,1,1,1
0.191836734693878,0.247457962016768,1,1,1
0.191836734693878,0.270842689767376,1,1,1
0.191836734693878,0.296437269597558,1,1,1
0.191836734693878,0.324450532085361,1,1,1
0.191836734693878,0.355111042256547,1,1,1
0.191836734693878,0.388668964485944,1,1,1
0.191836734693878,0.425398103631601,1,1,1
0.191836734693878,0.465598139055701,1,1,1
0.191836734693878,0.509597069760018,1,1,1
0.191836734693878,0.557753890586167,1,1,0.888888888888889
0.191836734693878,0.610461521316255,1,1,0.888888888888889
0.191836734693878,0.668150012572944,1,1,0.888888888888889
0.191836734693878,0.731290054676438,1,1,0.888888888888889
0.191836734693878,0.800396818087739,1,1,0.888888888888889
0.191836734693878,0.876034156773032,1,1,0.888888888888889
0.210204081632653,0.0104942743159907,1,1,1
0.210204081632653,0.0114859811328561,1,1,1
0.210204081632653,0.012571404044899,1,1,1
0.210204081632653,0.0137593992043069,1,1,1
0.210204081632653,0.0150596596678714,1,1,1
0.210204081632653,0.0164827944843058,1,1,1
0.210204081632653,0.018040415255298,1,1,1
0.210204081632653,0.0197452308765649,1,1,1
0.210204081632653,0.0216111512319183,1,1,1
0.210204081632653,0.0236534006863989,1,1,1
0.210204081632653,0.0258886423044884,1,1,1
0.210204081632653,0.028335113806918,1,1,1
0.210204081632653,0.0310127763753682,1,1,1
0.210204081632653,0.0339434775191823,1,1,1
0.210204081632653,0.0371511293329525,1,1,1
0.210204081632653,0.0406619035994109,1,1,1
0.210204081632653,0.0445044453295059,1,1,1
0.210204081632653,0.0487101064819718,1,1,1
0.210204081632653,0.0533132017693517,1,1,1
0.210204081632653,0.0583512886376378,1,1,1
0.210204081632653,0.0638654737039313,1,1,1
0.210204081632653,0.0699007481524004,1,1,1
0.210204081632653,0.0765063548250882,1,1,1
0.210204081632653,0.0837361900027288,1,1,1
0.210204081632653,0.0916492431537699,1,1,1
0.210204081632653,0.100310078239589,1,1,1
0.210204081632653,0.109789360502958,1,1,1
0.210204081632653,0.120164433037909,1,1,1
0.210204081632653,0.131519947845338,1,1,1
0.210204081632653,0.143948556523239,1,1,1
0.210204081632653,0.157551666227023,1,1,1
0.210204081632653,0.172440267067936,1,1,1
0.210204081632653,0.188735837700465,1,1,1
0.210204081632653,0.206571336487565,1,1,1
0.210204081632653,0.22609228633081,1,1,1
0.210204081632653,0.247457962016768,1,1,1
0.210204081632653,0.270842689767376,1,1,1
0.210204081632653,0.296437269597558,1,1,1
0.210204081632653,0.324450532085361,1,1,1
0.210204081632653,0.355111042256547,1,1,1
0.210204081632653,0.388668964485944,1,1,1
0.210204081632653,0.425398103631601,1,1,0.888888888888889
0.210204081632653,0.465598139055701,1,1,0.888888888888889
0.210204081632653,0.509597069760018,1,1,0.888888888888889
0.210204081632653,0.557753890586167,1,1,0.888888888888889
0.210204081632653,0.610461521316255,1,1,0.888888888888889
0.210204081632653,0.668150012572944,1,1,0.888888888888889
0.210204081632653,0.731290054676438,1,1,0.888888888888889
0.210204081632653,0.800396818087739,1,1,0.888888888888889
0.210204081632653,0.876034156773032,1,1,0.888888888888889
0.228571428571429,0.0104942743159907,1,1,1
0.228571428571429,0.0114859811328561,1,1,1
0.228571428571429,0.012571404044899,1,1,1
0.228571428571429,0.0137593992043069,1,1,1
0.228571428571429,0.0150596596678714,1,1,1
0.228571428571429,0.0164827944843058,1,1,1
0.228571428571429,0.018040415255298,1,1,1
0.228571428571429,0.0197452308765649,1,1,1
0.228571428571429,0.0216111512319183,1,1,1
0.228571428571429,0.0236534006863989,1,1,1
0.228571428571429,0.0258886423044884,1,1,1
0.228571428571429,0.028335113806918,1,1,1
0.228571428571429,0.0310127763753682,1,1,1
0.228571428571429,0.0339434775191823,1,1,1
0.228571428571429,0.0371511293329525,1,1,1
0.228571428571429,0.0406619035994109,1,1,1
0.228571428571429,0.0445044453295059,1,1,1
0.228571428571429,0.0487101064819718,1,1,1
0.228571428571429,0.0533132017693517,1,1,1
0.228571428571429,0.0583512886376378,1,1,1
0.228571428571429,0.0638654737039313,1,1,1
0.228571428571429,0.0699007481524004,1,1,1
0.228571428571429,0.0765063548250882,1,1,1
0.228571428571429,0.0837361900027288,1,1,1
0.228571428571429,0.0916492431537699,1,1,1
0.228571428571429,0.100310078239589,1,1,1
0.228571428571429,0.109789360502958,1,1,1
0.228571428571429,0.120164433037909,1,1,1
0.228571428571429,0.131519947845338,1,1,1
0.228571428571429,0.143948556523239,1,1,1
0.228571428571429,0.157551666227023,1,1,1
0.228571428571429,0.172440267067936,1,1,1
0.228571428571429,0.188735837700465,1,1,1
0.228571428571429,0.206571336487565,1,1,1
0.228571428571429,0.22609228633081,1,1,1
0.228571428571429,0.247457962016768,1,1,1
0.228571428571429,0.270842689767376,1,1,1
0.228571428571429,0.296437269597558,1,1,1
0.228571428571429,0.324450532085361,1,1,0.888888888888889
0.228571428571429,0.355111042256547,1,1,0.888888888888889
0.228571428571429,0.388668964485944,1,1,0.888888888888889
0.228571428571429,0.425398103631601,1,1,0.888888888888889
0.228571428571429,0.465598139055701,1,1,0.888888888888889
0.228571428571429,0.509597069760018,1,1,0.888888888888889
0.228571428571429,0.557753890586167,1,1,0.888888888888889
0.228571428571429,0.610461521316255,1,1,0.888888888888889
0.228571428571429,0.668150012572944,1,1,0.888888888888889
0.228571428571429,0.731290054676438,1,1,0.888888888888889
0.228571428571429,0.800396818087739,1,1,0.888888888888889
0.228571428571429,0.876034156773032,1,1,0.888888888888889
0.246938775510204,0.0104942743159907,1,1,1
0.246938775510204,0.0114859811328561,1,1,1
0.246938775510204,0.012571404044899,1,1,1
0.246938775510204,0.0137593992043069,1,1,1
0.246938775510204,0.0150596596678714,1,1,1
0.246938775510204,0.0164827944843058,1,1,1
0.246938775510204,0.018040415255298,1,1,1
0.246938775510204,0.0197452308765649,1,1,1
0.246938775510204,0.0216111512319183,1,1,1
0.246938775510204,0.0236534006863989,1,1,1
0.246938775510204,0.0258886423044884,1,1,1
0.246938775510204,0.028335113806918,1,1,1
0.246938775510204,0.0310127763753682,1,1,1
0.246938775510204,0.0339434775191823,1,1,1
0.246938775510204,0.0371511293329525,1,1,1
0.246938775510204,0.0406619035994109,1,1,1
0.246938775510204,0.0445044453295059,1,1,1
0.246938775510204,0.0487101064819718,1,1,1
0.246938775510204,0.0533132017693517,1,1,1
0.246938775510204,0.0583512886376378,1,1,1
0.246938775510204,0.0638654737039313,1,1,1
0.246938775510204,0.0699007481524004,1,1,1
0.246938775510204,0.0765063548250882,1,1,1
0.246938775510204,0.0837361900027288,1,1,1
0.246938775510204,0.0916492431537699,1,1,1
0.246938775510204,0.100310078239589,1,1,1
0.246938775510204,0.109789360502958,1,1,1
0.246938775510204,0.120164433037909,1,1,1
0.246938775510204,0.131519947845338,1,1,1
0.246938775510204,0.143948556523239,1,1,1
0.246938775510204,0.157551666227023,1,1,1
0.246938775510204,0.172440267067936,1,1,1
0.246938775510204,0.188735837700465,1,1,1
0.246938775510204,0.206571336487565,1,1,1
0.246938775510204,0.22609228633081,1,1,1
0.246938775510204,0.247457962016768,1,1,0.888888888888889
0.246938775510204,0.270842689767376,1,1,0.888888888888889
0.246938775510204,0.296437269597558,1,1,0.888888888888889
0.246938775510204,0.324450532085361,1,1,1
0.246938775510204,0.355111042256547,1,1,1
0.246938775510204,0.388668964485944,1,1,0.888888888888889
0.246938775510204,0.425398103631601,1,1,0.888888888888889
0.246938775510204,0.465598139055701,1,1,0.888888888888889
0.246938775510204,0.509597069760018,1,1,0.888888888888889
0.246938775510204,0.557753890586167,1,1,0.888888888888889
0.246938775510204,0.610461521316255,1,1,0.888888888888889
0.246938775510204,0.668150012572944,1,1,0.888888888888889
0.246938775510204,0.731290054676438,1,1,0.888888888888889
0.246938775510204,0.800396818087739,1,1,0.888888888888889
0.246938775510204,0.876034156773032,1,1,0.888888888888889
0.26530612244898,0.0104942743159907,1,1,1
0.26530612244898,0.0114859811328561,1,1,1
0.26530612244898,0.012571404044899,1,1,1
0.26530612244898,0.0137593992043069,1,1,1
0.26530612244898,0.0150596596678714,1,1,1
0.26530612244898,0.0164827944843058,1,1,1
0.26530612244898,0.018040415255298,1,1,1
0.26530612244898,0.0197452308765649,1,1,1
0.26530612244898,0.0216111512319183,1,1,1
0.26530612244898,0.0236534006863989,1,1,1
0.26530612244898,0.0258886423044884,1,1,1
0.26530612244898,0.028335113806918,1,1,1
0.26530612244898,0.0310127763753682,1,1,1
0.26530612244898,0.0339434775191823,1,1,1
0.26530612244898,0.0371511293329525,1,1,1
0.26530612244898,0.0406619035994109,1,1,1
0.26530612244898,0.0445044453295059,1,1,1
0.26530612244898,0.0487101064819718,1,1,1
0.26530612244898,0.0533132017693517,1,1,1
0.26530612244898,0.0583512886376378,1,1,1
0.26530612244898,0.0638654737039313,1,1,1
0.26530612244898,0.0699007481524004,1,1,1
0.26530612244898,0.0765063548250882,1,1,1
0.26530612244898,0.0837361900027288,1,1,1
0.26530612244898,0.0916492431537699,1,1,1
0.26530612244898,0.100310078239589,1,1,1
0.26530612244898,0.109789360502958,1,1,1
0.26530612244898,0.120164433037909,1,1,1
0.26530612244898,0.131519947845338,1,1,1
0.26530612244898,0.143948556523239,1,1,1
0.26530612244898,0.157551666227023,1,1,1
0.26530612244898,0.172440267067936,1,1,1
0.26530612244898,0.188735837700465,1,1,0.888888888888889
0.26530612244898,0.206571336487565,1,1,0.888888888888889
0.26530612244898,0.22609228633081,1,1,0.888888888888889
0.26530612244898,0.247457962016768,1,1,1
0.26530612244898,0.270842689767376,1,1,1
0.26530612244898,0.296437269597558,1,1,1
0.26530612244898,0.324450532085361,1,1,0.888888888888889
0.26530612244898,0.355111042256547,1,1,0.888888888888889
0.26530612244898,0.388668964485944,1,1,0.888888888888889
0.26530612244898,0.425398103631601,1,1,0.888888888888889
0.26530612244898,0.465598139055701,1,1,0.888888888888889
0.26530612244898,0.509597069760018,1,1,0.888888888888889
0.26530612244898,0.557753890586167,1,1,0.888888888888889
0.26530612244898,0.610461521316255,1,1,0.888888888888889
0.26530612244898,0.668150012572944,1,1,0.888888888888889
0.26530612244898,0.731290054676438,1,1,0.888888888888889
0.26530612244898,0.800396818087739,1,1,0.888888888888889
0.26530612244898,0.876034156773032,1,1,0.888888888888889
0.283673469387755,0.0104942743159907,1,1,1
0.283673469387755,0.0114859811328561,1,1,1
0.283673469387755,0.012571404044899,1,1,1
0.283673469387755,0.0137593992043069,1,1,1
0.283673469387755,0.0150596596678714,1,1,1
0.283673469387755,0.0164827944843058,1,1,1
0.283673469387755,0.018040415255298,1,1,1
0.283673469387755,0.0197452308765649,1,1,1
0.283673469387755,0.0216111512319183,1,1,1
0.283673469387755,0.0236534006863989,1,1,1
0.283673469387755,0.0258886423044884,1,1,1
0.283673469387755,0.028335113806918,1,1,1
0.283673469387755,0.0310127763753682,1,1,1
0.283673469387755,0.0339434775191823,1,1,1
0.283673469387755,0.0371511293329525,1,1,1
0.283673469387755,0.0406619035994109,1,1,1
0.283673469387755,0.0445044453295059,1,1,1
0.283673469387755,0.0487101064819718,1,1,1
0.283673469387755,0.0533132017693517,1,1,1
0.283673469387755,0.0583512886376378,1,1,1
0.283673469387755,0.0638654737039313,1,1,1
0.283673469387755,0.0699007481524004,1,1,1
0.283673469387755,0.0765063548250882,1,1,1
0.283673469387755,0.0837361900027288,1,1,1
0.283673469387755,0.0916492431537699,1,1,1
0.283673469387755,0.100310078239589,1,1,1
0.283673469387755,0.109789360502958,1,1,1
0.283673469387755,0.120164433037909,1,1,1
0.283673469387755,0.131519947845338,1,1,1
0.283673469387755,0.143948556523239,1,1,0.888888888888889
0.283673469387755,0.157551666227023,1,1,0.888888888888889
0.283673469387755,0.172440267067936,1,1,0.888888888888889
0.283673469387755,0.188735837700465,1,1,0.888888888888889
0.283673469387755,0.206571336487565,1,1,0.888888888888889
0.283673469387755,0.22609228633081,1,1,0.888888888888889
0.283673469387755,0.247457962016768,1,1,0.888888888888889
0.283673469387755,0.270842689767376,1,1,0.888888888888889
0.283673469387755,0.296437269597558,1,1,0.888888888888889
0.283673469387755,0.324450532085361,1,1,0.888888888888889
0.283673469387755,0.355111042256547,1,1,0.888888888888889
0.283673469387755,0.388668964485944,1,1,0.888888888888889
0.283673469387755,0.425398103631601,1,1,0.888888888888889
0.283673469387755,0.465598139055701,1,1,0.888888888888889
0.283673469387755,0.509597069760018,1,1,0.888888888888889
0.283673469387755,0.557753890586167,1,1,0.888888888888889
0.283673469387755,0.610461521316255,1,1,0.888888888888889
0.283673469387755,0.668150012572944,1,1,0.888888888888889
0.283673469387755,0.731290054676438,1,1,0.888888888888889
0.283673469387755,0.800396818087739,1,1,0.888888888888889
0.283673469387755,0.876034156773032,1,1,0.888888888888889
0.302040816326531,0.0104942743159907,1,1,1
0.302040816326531,0.0114859811328561,1,1,1
0.302040816326531,0.012571404044899,1,1,1
0.302040816326531,0.0137593992043069,1,1,1
0.302040816326531,0.0150596596678714,1,1,1
0.302040816326531,0.0164827944843058,1,1,1
0.302040816326531,0.018040415255298,1,1,1
0.302040816326531,0.0197452308765649,1,1,1
0.302040816326531,0.0216111512319183,1,1,1
0.302040816326531,0.0236534006863989,1,1,1
0.302040816326531,0.0258886423044884,1,1,1
0.302040816326531,0.028335113806918,1,1,1
0.302040816326531,0.0310127763753682,1,1,1
0.302040816326531,0.0339434775191823,1,1,1
0.302040816326531,0.0371511293329525,1,1,1
0.302040816326531,0.0406619035994109,1,1,1
0.302040816326531,0.0445044453295059,1,1,1
0.302040816326531,0.0487101064819718,1,1,1
0.302040816326531,0.0533132017693517,1,1,1
0.302040816326531,0.0583512886376378,1,1,1
0.302040816326531,0.0638654737039313,1,1,1
0.302040816326531,0.0699007481524004,1,1,1
0.302040816326531,0.0765063548250882,1,1,1
0.302040816326531,0.0837361900027288,1,1,1
0.302040816326531,0.0916492431537699,1,1,1
0.302040816326531,0.100310078239589,1,1,1
0.302040816326531,0.109789360502958,1,1,0.888888888888889
0.302040816326531,0.120164433037909,1,1,0.888888888888889
0.302040816326531,0.131519947845338,1,1,0.888888888888889
0.302040816326531,0.143948556523239,1,1,0.888888888888889
0.302040816326531,0.157551666227023,1,1,0.888888888888889
0.302040816326531,0.172440267067936,1,1,0.888888888888889
0.302040816326531,0.188735837700465,1,1,0.888888888888889
0.302040816326531,0.206571336487565,1,1,0.888888888888889
0.302040816326531,0.22609228633081,1,1,0.888888888888889
0.302040816326531,0.247457962016768,1,1,0.888888888888889
0.302040816326531,0.270842689767376,1,1,0.888888888888889
0.302040816326531,0.296437269597558,1,1,0.888888888888889
0.302040816326531,0.324450532085361,1,1,0.888888888888889
0.302040816326531,0.355111042256547,1,1,0.888888888888889
0.302040816326531,0.388668964485944,1,1,0.888888888888889
0.302040816326531,0.425398103631601,1,1,0.888888888888889
0.302040816326531,0.465598139055701,1,1,0.888888888888889
0.302040816326531,0.509597069760018,1,1,0.888888888888889
0.302040816326531,0.557753890586167,1,1,0.888888888888889
0.302040816326531,0.610461521316255,1,1,0.888888888888889
0.302040816326531,0.668150012572944,1,1,0.888888888888889
0.302040816326531,0.731290054676438,1,1,0.888888888888889
0.302040816326531,0.800396818087739,1,1,1
0.302040816326531,0.876034156773032,1,1,1
0.320408163265306,0.0104942743159907,1,1,1
0.320408163265306,0.0114859811328561,1,1,1
0.320408163265306,0.012571404044899,1,1,1
