Index	Var	Importance
23	NOVA1Mono	0.93343253968254
1	CA150Mono	0.904365079365079
27	RAVER1Mono	0.8875
5	SF3BTV1Mono	0.851686507936508
8	U11Mono	0.81114417989418
36	SRSF1Mono	0.725297619047619
19	CUGBPMon	0.658234126984127
26	PTBMono	0.655324074074074
43	TIA1Mono	0.652612433862434
11	U2AF1Mono	0.644775132275132
20	ESRP2Mono	0.643320105820106
38	SRSF3Mono	0.602943121693122
16	U6Mono	0.582440476190476
17	U6atacMono	0.55406746031746
28	RBM17Mono	0.532638888888889
44	TRA2AMono	0.520601851851852
2	FBP11Mono	0.505853174603175
15	U5Mono	0.501686507936508
39	SRSF4Mono	0.492559523809524
4	RBM22Mono	0.489847883597884
14	U4ataMono	0.478141534391534
7	U1Mono	0.467691798941799
13	U4Mono	0.462070105820106
30	RBM45Mono	0.460548941798942
29	RBM3Mono	0.458895502645503
35	SRM160Mono	0.45651455026455
34	SND1Mono	0.448148148148148
25	PSFMono	0.444675925925926
6	SF3BTV2Mono	0.438525132275132
33	SKIPMono	0.438458994708995
42	SRFSF9Mono	0.414318783068783
12	UA2F2Mono	0.407440476190476
32	SC35Mono	0.405720899470899
37	SRSF10Mono	0.398181216931217
3	PRP8Mono	0.391898148148148
22	MAGOHMono	0.379199735449735
24	nSR100Mono	0.378472222222222
31	SAM68TV1Mono	0.360350529100529
45	TRA2BMono	0.359556878306878
40	SRSF5Mono	0.341236772486772
41	SRSF6Mono	0.32662037037037
21	ESRP1Mono	0.316964285714286
9	U12Mono	0.296660052910053
18	CELF4Mono	0.264252645502645
10	U2Mono	0.255125661375661
