Index	Var	Importance
79	U4ATAC.4h	0.997882791327913
82	U6ATAC.4h	0.774610433604336
29	TIA1.0h	0.708587398373984
10	RAVER1.0h	0.68985433604336
51	RAVER1.4h	0.684671409214092
38	U4ATAC.0h	0.684535907859079
47	NOVA1.4h	0.677015582655827
78	U4.4h	0.670613143631436
81	U6.4h	0.667123983739837
4	FBP11.0h	0.633722899728997
54	RBM3.4h	0.627117208672087
15	SAM68TV1.0h	0.622510162601626
76	U2AF1.4h	0.602455962059621
48	PRP8.4h	0.599542682926829
24	SRSF3.0h	0.596934281842818
62	SRM160.4h	0.586737804878049
52	RBM17.4h	0.583993902439024
5	MAGOH.0h	0.582842140921409
65	SRSF3.4h	0.574474932249322
37	U4.0h	0.574102303523035
58	sf3btv1.4h	0.572679539295393
8	PSF.0h	0.555504742547425
23	SRSF10.0h	0.553607723577236
36	U2AF2.0h	0.546561653116531
41	U6ATAC.0h	0.543241869918699
46	MAGOH.4h	0.53514566395664
77	U2AF2.4h	0.531656504065041
50	PTB.4h	0.530843495934959
18	SF3BTV2.0h	0.528235094850949
14	RBM45.0h	0.522306910569106
1	CA150.0h	0.516514227642276
35	U2AF1.0h	0.513939701897019
68	SRSF6.4h	0.513736449864499
64	SRSF10.4h	0.509400406504065
42	CA150.4h	0.503167344173442
44	ESRP1.4h	0.502422086720867
39	U5.0h	0.500660569105691
27	SRSF6.0h	0.496731029810298
30	TRA2A.0h	0.496019647696477
7	PRP8.0h	0.49595189701897
57	SC35.4h	0.492598238482385
31	TRA2B.0h	0.492191734417344
11	RBM17.0h	0.491683604336043
63	SRSF1.4h	0.48954945799458
67	SRSF5.4h	0.485687669376694
22	SRSF1.0h	0.484502032520325
2	CUGBP.0h	0.479081978319783
28	SRSF9.0h	0.479081978319783
73	U11.4h	0.467936991869919
6	NOVA1.0h	0.467293360433604
43	CUGBP.4h	0.466209349593496
55	RBM45.4h	0.465565718157182
9	PTB.0h	0.462076558265583
61	SND1.4h	0.457909891598916
66	SRSF4.4h	0.457605013550135
34	U2.0h	0.456656504065041
25	SRSF4.0h	0.45625
26	SRSF5.0h	0.453539972899729
19	SKIP.0h	0.453472222222222
74	U12.4h	0.45215108401084
69	SRSF9.4h	0.444901761517615
13	RBM3.0h	0.427794715447154
80	U5.4h	0.425863821138211
72	TRA2B.4h	0.424068428184282
3	ESRP1.0h	0.419766260162602
20	SND1.0h	0.41644647696477
17	sf3btv1.0h	0.413668699186992
56	SAM68TV1.4h	0.411094173441734
40	U6.0h	0.406385501355014
70	TIA1.4h	0.405978997289973
53	RBM22.4h	0.401880081300813
75	U2.4h	0.3977472899729
32	U11.0h	0.387584688346883
12	RBM22.0h	0.386805555555556
45	FBP11.4h	0.380877371273713
71	TRA2A.4h	0.379793360433604
16	SC35.0h	0.363499322493225
49	PSF.4h	0.357808265582656
60	SKIP.4h	0.328844850948509
21	SRM160.0h	0.313567073170732
33	U12.0h	0.29554539295393
59	SF3BTV2.4h	0.291378726287263
