Index	Var	Importance
79	U4ATAC.4h	0.995579268292683
47	NOVA1.4h	0.802964092140921
38	U4ATAC.0h	0.714413956639566
82	U6ATAC.4h	0.693207994579946
58	sf3btv1.4h	0.671087398373984
51	RAVER1.4h	0.666073848238482
29	TIA1.0h	0.662042682926829
65	SRSF3.4h	0.653133468834688
44	ESRP1.4h	0.644867886178862
78	U4.4h	0.64364837398374
54	RBM3.4h	0.630165989159892
81	U6.4h	0.628777100271003
11	RBM17.0h	0.626812330623306
4	FBP11.0h	0.621256775067751
63	SRSF1.4h	0.598018292682927
24	SRSF3.0h	0.595782520325203
10	RAVER1.0h	0.58944783197832
5	MAGOH.0h	0.587076558265583
48	PRP8.4h	0.582740514905149
15	SAM68TV1.0h	0.563533197831978
41	U6ATAC.0h	0.554014227642276
69	SRSF9.4h	0.553404471544715
56	SAM68TV1.4h	0.552015582655827
62	SRM160.4h	0.549779810298103
77	U2AF2.4h	0.549000677506775
76	U2AF1.4h	0.543106368563686
39	U5.0h	0.533926151761518
14	RBM45.0h	0.533756775067751
31	TRA2B.0h	0.530470867208672
30	TRA2A.0h	0.523357046070461
52	RBM17.4h	0.52264566395664
20	SND1.0h	0.521934281842818
6	NOVA1.0h	0.517699864498645
34	U2.0h	0.514955962059621
1	CA150.0h	0.505843495934959
68	SRSF6.4h	0.505132113821138
9	PTB.0h	0.504827235772358
60	SKIP.4h	0.503302845528455
23	SRSF10.0h	0.499305555555556
57	SC35.4h	0.498390921409214
53	RBM22.4h	0.48934620596206
27	SRSF6.0h	0.489109078590786
36	U2AF2.0h	0.485687669376694
42	CA150.4h	0.483519647696477
46	MAGOH.4h	0.480911246612466
61	SND1.4h	0.480674119241192
28	SRSF9.0h	0.478302845528455
7	PRP8.0h	0.468580623306233
22	SRSF1.0h	0.46685298102981
26	SRSF5.0h	0.464210704607046
40	U6.0h	0.461771680216802
45	FBP11.4h	0.461466802168022
25	SRSF4.0h	0.460281165311653
19	SKIP.0h	0.454861111111111
66	SRSF4.4h	0.451338075880759
8	PSF.0h	0.448357046070461
3	ESRP1.0h	0.446493902439024
72	TRA2B.4h	0.442936991869919
37	U4.0h	0.441920731707317
18	SF3BTV2.0h	0.440972222222222
64	SRSF10.4h	0.434671409214092
49	PSF.4h	0.433180894308943
50	PTB.4h	0.431758130081301
55	RBM45.4h	0.430538617886179
17	sf3btv1.0h	0.426812330623306
67	SRSF5.4h	0.422984417344173
74	U12.4h	0.420138888888889
70	TIA1.4h	0.413905826558266
43	CUGBP.4h	0.40604674796748
75	U2.4h	0.403065718157182
71	TRA2A.4h	0.399407181571816
13	RBM3.0h	0.399136178861789
73	U11.4h	0.39405487804878
12	RBM22.0h	0.384264905149051
32	U11.0h	0.380470867208672
2	CUGBP.0h	0.369698509485095
16	SC35.0h	0.359535907859079
80	U5.4h	0.359434281842818
35	U2AF1.0h	0.354590108401084
21	SRM160.0h	0.321595528455285
59	SF3BTV2.4h	0.317361111111111
33	U12.0h	0.2522527100271
