iter	logLoss	AUC	prAUC	Accuracy	Kappa	Mean_F1	Mean_Sensitivity	Mean_Specificity	Mean_Pos_Pred_Value	Mean_Neg_Pred_Value	Mean_Precision	Mean_Recall	Mean_Detection_Rate	Mean_Balanced_Accuracy
21	2.69372780291807	0.677052200720774	0.509677082284734	0.684210526315789	0.490502793296089	0.639816933638444	0.638471177944862	0.832876235253145	0.643341307814992	0.830799220272904	0.643341307814992	0.638471177944862	0.228070175438596	0.735673706599004
