C	M	logLoss	AUC	prAUC	Accuracy	Kappa	Mean_F1	Mean_Sensitivity	Mean_Specificity	Mean_Pos_Pred_Value	Mean_Neg_Pred_Value	Mean_Precision	Mean_Recall	Mean_Detection_Rate	Mean_Balanced_Accuracy
0.01	1	11.8523786182884	0.697439121507569	0.164505815821605	0.631578947368421	0.397508493771234	0.57318044274566	0.572681704260652	0.80516738496365	0.574675324675325	0.80884109916368	0.574675324675325	0.572681704260652	0.210526315789474	0.688924544612151
