RNU4,RNU6,PRPF40A,SF3B1,SNRNP200,U2AF2,RNU12,ESRP1,ESRP2,KHDRBS1,MAGOH,NOVA1,PTBP1,RBM3,RBM45,SND1,SRRM1,SRRM4,SRSF2,SRSF3,SRSF4,SRSF5,SRSF9,SRSF10,TIA1,TRA2A,Class
2.0873e+10,244007291.602439,9930874.26,13597084.1478806,1.0251e+10,1308019.2703125,949396.168,3282608.40897326,5144792.67,44338156.1,784294.11730601,11943846.1,4570024.99,6262209.53190208,4462121.42670419,7688475.86996966,41843889.4,76764.5294868456,5755691.52,27254054.9009159,3157006.39808908,149853908.206233,62553658.1,15849192.2268569,8205966.05034175,88406490.3,N
3.3652e+10,190434576.690549,1422554.29797946,9005210.36377749,5517592959.01636,840510.957871536,1528646.25,3144946.09800946,1523654.07257722,14021268.049338,578323.393454905,3674970.99376553,1316918.17917571,4268655.38183173,2913762.03157686,5030703.14157733,17696221.7985424,82081.1937122221,730031.110343725,15519874.1008512,1742546.33090827,91713791.8215776,31680448.3171984,9021778.26085752,4815194.34399149,28361647.1369357,N
783692349,87905586.3,1059964.58,5114411.32,1607064043,382501.38,407126.004,2306295.07,2510270.82,6374435.98,251346.854,880725.408,782002.69,3145929.89,1238759.39,4599183.13,14866415.3,31810.6118,279428.781,5702772.72,461813.111,62627954.3,27370555.8,6078163.54,3325806.6,27633943.7,T
2258586164,113190628,330718.16,3059267.11,2799325242,187601.805,670163.959,4096591.01,1688172.24,5181296.92,196480.37,660892.661,117535.564,3373471.05,635349.227,1405626.43,12446109.1,31590.9829,603733.61,3487598.64,205928.964,49839074.8,14182983.1,2221507.8,1457106.74,12865650.8,T
1.553e+10,472922234,4325208.55,17972467.9,5467479895,2152466.04,449644.283101013,5744833.01,10521679.8,30088770.1,1338241.39,3582038.42,2603810.63,11327810.9,4577903.07,16530127.1,31416165.4,7810.37421,1615928.75,27535882.4,4575306.34,218361888,111025445,24464514.7,16198116.8,64924351.1,T
775971044,12337878.1,22885.5267,99304.4644,4022174472.06019,37625.7488,11110.6801,615043.23,772575.411,1889378.15,1090.99955,145477.186,113292.563,898746.903,70749.6268,707046.505,12735061.4,42082.8417353628,1815.99682,934468.05,29653.577,8754291.06,5168118.77,180122.799,929020.494,2643719.96,T
1.4106e+10,165857585,1092371.56,11177009.6,5302869402,445402.657,387821.988,5016975.09,4082621.29,15863106.8,558454.174,2791319.96,1244093.02,5793685.76,2940047.09,7738311.28,24200749.6,96276.6817,947837.324,615032749.891941,1550923.79,158292049,31641271.4,9479420.88,6446394.33,36299348.5,T
8486823670,292068492,1757816.96,12530894.6,4662326575,771199.366,608343.635,3084824.82,2184774.73,14947758.7,902307.757,5403839.99,1402567.99,8295506.95,4216167.13,6711908.49,20209181.1,43726.5248,1199176.15,6516816747,1597918.58,217596372,40543439.1,6487860.95,8796748.66,58455221.8,T
3126668928,27126965.5,233068.535,2575695.39,2020615352,197345.799,37287.3216,2731253.26,913927.888,5356958.66,106869.636,1474218.09,392098.43,2231402.31,1445117.3,2201836.7,15667039.3,20547.1778,150663.626,5353186.01,529567.711,63941005.6,9461898.93,2183028.87,1903055.56,13438213.4,T
4997732049,171661094,1311952.23,7396747.58,2912835835,623486.282,102502.542,4518243.48,3078308.4,12143628.3,598388.777,4379873.73,1319696.29,6191118.79,2671352.35,5669552.64,21391363.6,50783.7811043929,1087603.97,13738485.7,2587342.28,183735924,47062558,8551762.26,6468408.81462957,36424535,T
6324306971,165632458,1545919.87,6636852.35,3627394479,569974.512,342141.5,2971253.22,2941093.59,9516939.09,335578.192,1951245.28,697763.141,5037859.65,1688771.74,5931693.82,17289946.6,57064.2461,1156236.39,12566275.8,1690952.79,122417332,29681470.1,7829182.55,3372179.1,25200089.1,T
8139020206,123532839,2023763.32,9200039.88,5315300906,682941.592,346576.602,3410741.94,945377.919,12880022.8,433983.707,1978142.81,732476.204,5558530.84,2582830.02,3955330.68,16391200.1,48408.5545402688,1305067.93,10893755.8,1401196.33,70401355.7,37341020.5,11655302.2,4125368.47,31970024.2,T
1826570975,222504728,779646.869,4510581.03,2753349082,371786.524,552261.111,4029695.68,1536715.36,7138273.08,323995.638,3739105.26,590189.129,1875696.81,1532570.41,3122997.44,14296384.9,111661.288,531889.811,4774138.68,842315.349,53575118.2,26057636.9,8815054.99,2706388.83,35749585.3,T
1208673495,48694036.8,288066.706,2085501.48,2633468836,97912.1069,273399.103,2805065.6,302967.1,2360914,222909.337,1229510.79,97188.5605,1058601.07,594245.864,912172.414,12807770.7,53334.1067,260548.611,1227393.39,142128.972,14563513.9,12434253.9,653189.576,455541.234,4640485.69,T
2.2873e+10,434239456,4483204.95,19619790.8,6462913191,2673455.81,778707.971,6435324.95,7064366.86,41598293.3,1687053.27,9666182.71,2871091.59,6386669.84,6883554.41,19314292.1,31379947.3,144652.161,2610550.68,34987236.9,5543226.61395506,289536100,119965118,25093487.4328724,21587163,81903987,T
1.4545e+10,290781912,2294164.15,10738516.9,3224091343,1304038.45,502729.415,5493513.97,6264523.24,20909427.3,676672.942,5802709.57,1341729.73,5620302.38,7162415.36,14060538.7,22681344.4,87885.8596,1768178.73,20403137.8,6086195.01,205739240,47344490.6,25330381,13156765.1,49729735.2,T
1.0643e+10,644595108,3494610.97,17942021.4,4729665598,2111580.4,341508.03,5778010.35,6103982.34,36236206.4,1078091.2,8522613.28,3098553.89,9562029.91,6751770.81,16830994.1,28327631.4,72284.6881,1555249.48,38920895.3,6307611.86,282327539,87433792.1,29987898.9,21521776.2,70317974.3,T
1.0615e+10,203101395,2666922.41,14753188.9,3904854686,1211249.24,373642.625,4464888.42,2132009.5,24382350.4,729441.642,6549651.46,1536959.13,6359584.19,4791440.99,9563275.13,18985224.4,120032.433,1087303.95,23052844.4,4000956.93,218193279,36547261.5,22864531.1,10137678.3,48105726.1,T
691654958,71453750.2843297,268639.245731539,1093376.03,4675659227.58839,54514.1607,67781.9972,3007514.1,709125.812,4193659.02921256,85906.3596,349930.402,252870.298,2136949.2079644,454782.971,2604037.69,10096729,43073.8620183677,78224.7437,2028074.21,80057.0095,14809833.9,4711412.99,456881.877,492644.201,8021294.79,T
1.0099e+10,262777172,3538823.02,18012520.3,7311522464,2213111.95,372205.755,5304435.62,8506721.53,24575408.8,1213444.01,5145629.5,1862123.61,8196852.27,7218531.93,17264631.1,33280584.9,135671.465,1644207.94,28653644,7870160.78,296552540,55613579.9,16384593.5,15064699.2,69801557.5,T
1.0951e+10,406863327,3437885.63,19262187.2,4486843844,1790388.04,443269.064,5859506.2,7282411.45,24289865.5,960034.9,7666348.85,2413843.75,9917249.04,5159686.08,10643255,25134815.3,52835.9485,1436680.63,18961669.9,5539400.84522909,260845310,57208559.2,25441839,20047317.3,73773535.7,T
1.2622e+10,416874237,6009799,23064875.9,5610986890,3053937.86,449740.745,7003748.03,9827148.72,29744758.5,984190.43,5559660.78,2921231.7,7767883.15,6075447.72,22925963.1,31516563.1,80465.551,2225376.08,35727782.9,5095863.53,238949467,68841276.4,25698701.4,13394375.7,75753020.1,T
2663956163,49224470.2,703138.167,4658105.36,1517565140,258564.602,236077.031,3334443.28,2140168.43,4656835.12,254883.132,1489704.86,514036.923,2100203.49,958250.954,3309475.16,15840761.1,42102.2658010616,364919.247,3917662.28,343214.387,51269923,13795693.4,3188881.04,1401575.63,21874687.7,T
5056996499,144452163,2235780.51,8553461.75,4429525787,1244654.49,65027.4481,7012649.38,3817616.75,11144825.3,492639.776,2637280.56,2041790.23,3597176.1,3636027.61,9761263.37,24146963.6,61183.8148,806209.928,8313953.43,1401170.01,105844937,54663857,12582875,8678547.36,36011623.3,T
1.2318e+10,242035349,1523325.25,12037332.8,3144302236,1592851.18,307481.584,4879030.88,3090545.61,23486677.3,1137297.36,4375456.12,2810059.46,9112759.86,7583058.63,9776498.29,23784257.3,117078.111,1482298.14,22944000.4,5011797.34,143406698,50183472.1,7494538.03,9914511.12,56995276.4,T
5123063057,525319199,7001480.92,32889104.4,7260361147,2020710.60900642,904043.746,9872405.7,10925062.6,29395722.4161096,3521513.39,5770666.11148257,2764949.92607334,9629996.17017845,7942587.99010026,35085261.2,65447655.6,281566.089,4463286.74,30841317.6132166,5183478.96785771,288685768.454419,75490945.7169466,24733791.1959277,15169913.8027395,120757575,T
9123987758,303850705,1296196.4,8274004.91,3219462607,620536.245,202406.694,3170293.35,3321307.81,14064132.1,404150.144,3196914.64,1139757.5,7265188.48,3443837.63,6346089.73,20431969.3,11846.0078,490996.591,16298887.7,706157.508,97101680.2,36404191.6,7811716.53,7902461.3,50797683.1,T
2.0736e+10,446632742,3157252.09,20488224.1,8691620104,1441883.36,1382314.89,5785402.96,4480200.39,35094379.5,1463658.97,4846082.43,2970898.37,12196163.6,6174503.29,10551653.7,30488974.6,255217.941,1186214.52,39998560.9,4021863.4,242263509,83379994.7,8608798.48,17176002.4,59220337.3,T
1579295269,43312677.3,219445.605,1563437.6,2490615985,115010.917,154240.662,3014111.28369994,798802.266,3612442.73,138186.766,650347.906,184095.617,2591699.18,131074.636,596465.294,10465025.9,34095.4515,175686.461,1632471.68,69543.1192,14051154,6435535.99,996814.615,480204.251,6808667.56,T
1.0717e+10,195221239,1279217.04,11901089.9,3814207093,965593.895,115937.295,3721924.74,4199777.11,15264191.1,644385.619,3684173.47,1225250.48,5711340.44,4447359.95,7497878.08,23901507.7,10800.4802,723750.768,14773483.1,1823452.15,151645548,59966400.3,12023589.2,7799184.67,44086931,T
1.9825e+10,224266344,520693.389,6783416.16,4211673434,379740.603,268977.767,3046901.5,2137902.82,12026398.2,597717.242,1934650.56,850853.415,4644070.39,1228406.16,7733595.9,14292991.9,55579.4406,426207.795,9574767.18,644607.192,86642677.7,33154009.5,5469505.92,4618328.26,19800687,T
2820523544,73723606.1,113668.372,1069595.47,2216262450,48670.3316,90169.9445,2567834.17,893030.891,2079473.24,137956.292,1834447.62,214486.525,1481001.88,204198.859,640845.685,9670576.8,42777.3511167685,31678.7707,4075511.82,96692.6051,9551480.22,5645665.58,554805.707,484044.074,4544781.96,T
2.1706e+10,400002100,4873737.06,18151855,7975639146,2090592.2368365,85392.2079,5090807.08,9098424.97,30035605.3,1500275.69,2714192.62,3365244.04,8342816.18673593,9526987.26,13942122.6,27955182.2,76173.7785,1389279.95,38249305.8,5358158.98382188,154157269,131932251,26166135.5,15087372.2,69069158.1,T
2.089e+10,359834098,5370107.03,27231337.6,9717866997,3027770.58,915897.013,9618780.93,4204593.67,40148000.3,2544196.87,9870340.3,3596562.86,9786831.11,8974831.55,23969707.7,30996782.5,183417.463,1497203.76,44801797.4,5900687.43,293047486,85938947.4,37810203.9,17688295.9,44740072.8,T
1401014835,36631433,470813.371,2874537.66,2258971407,123960.528,117401.077,2633900.32,997616.704,3590570.21,230008.336,877086.805,310037.344,2551034.45,502192.279,1115873.44,7663248.03,22208.6219,128796.992,2689723.53,130072.774,24674474.4,10467003,2606777.26,894184.498,12666917,T
1.236e+10,298865329,1901684.38,11930815.8,6907521357,710937.483,233004.172,6239897.38,2915932.33,17977788.4,918732.496,5818358.76,1221032.66,3136975.38,3710672.72,9274654.56,16706123.2,56704.6712685142,841738.667,14901285.7,2366317.64,99655821,39838209.6,12646938.2892689,4406911.76,29008582.1,T
3140852294,129545676,257083.795,3070480.7,4827441637,31103.5193,263032.893,3623775.2,275090.544,5593531.37,265286.094,645471.722,76616.8981,1687166.16,605683.256,658625.166,11035255.6,160219.508,368273.975,3282136.41,306897.89,17236391.6,12249416.7,557901.595,633424.142,8012217.8,T
1.8669e+10,432350867,2542872.55,12139236.7,6680350938,1179716.36,314092.159,4109875.68,4996861.2,24963307,888858.745,6758169.29,2356388.85,11815557.3,5850859.22,12006863.2,33167054.4,183631.405,1323435.16,29154756.9,4729010.53270677,194469316,81629335.1,14255479.1,10070535.3,41110922.6,T
2.3959e+10,502506494.084729,3553464.68,22641835.1,1.011e+10,2885180.52,934549.474,7943344.91921535,9002510.83,35517704,1987917.45427862,14122843.8,4370621.56,9851140.51284779,10309927.2,17480256.4,42689979,137114.254088292,2771985.6,42613528.3,5641098.31644165,284194523.883306,103562582,35797240.2,22385637.8,93765726.2,T
2.5183e+10,597829245,3326108.12,22109168.4,1.2544e+10,1946674.98,450633.118,8195355.91,4125646.01,31794970.2,1267661.81,11174290.6,2666995.57,10124511.3,5741502.03,9840852.28,29295236.4,68539.4558,1931825.17,34227991.5,3642310.01,227914988,72889749.9,16531199.2,13128108.6,61720877.2,T
1.0996e+10,148788386,1171077.34,8156531.6,3627260403,957892.165,187867.734,3194801.54,2436952.18,13970244.7,547461.389,3712920.96,1472306.55,5533603.91,4398297.47,8409622.44,18424520.1,114209.727,426022.302,18330745.7,1157731.13,169409192,61734491,24418340.2,7035162.96,40980550.1,T
2832452534,7558375.92,6881.75235,3101926.37411677,5663595489.94956,163759.192419678,221899.873635963,3163282.88241799,538085.431,4413206.67628904,277249.032102713,1666854.02,315734.943828753,2354869.18427634,719683.597243112,1660630.73120759,10278289.3048108,5235.15228,287531.887915611,3296880.93926898,324823.766254067,39418156.1492166,11105692.443757,2370385.92425122,1263645.61357576,13609076.7454974,T
695729899,27709589.2,173236.567,2220122.85,1096771457,150666.64,11537.2601,1511898.14,796531.374,4472287.76,134753.68,1086091.49,342193.526,2811350.43,591743.475,1278358.41,6229064.05,33347.4273,87829.8187,5680500.01,206399.905,33150046.6,11728160.8,1695691.46,1629577.91,13452842.5,T
1.5628e+10,330687163,6403317.92,36721845.4,1.0073e+10,2212963.93073562,84369.3847,7431757.81,7159996.57,30722689.6617749,2262568.8,6755619.33653058,6360912.67,9591890.04462153,7453235.00067977,23542522.5,63658551.3,54541.6572,2340487.8,33207258.4044486,5499440.12194841,274410943.031758,126401927,25374961.2770909,21451912.7,150867929,T
6203974801,126342387,910247.214,5632933.53,2903830684,475859.144,67109.2329,3077699.07,457237.912,11423381.5,331083.172,5285904.11,1111510.65,3332486.29,975876.334544655,4155694.78,15070783,93121.6527,265979.499,10940534.9,577340.649219236,77944408.5,16240935.5,4469687.76,1944729.67,17876887.5464703,T
15279570064.4708,398670569.28807,2941065.72,13821596.3,6964091040.8101,1249140.53,492846.312730926,5951453.32484515,2581909.01,28270397.5,1461449.47,12868556.2,2296542.69215296,8310050.68,7227535.51,8033359.42,33191748.4,122781.698,1354746.1,548979117.629747,4560576.03209423,223364001.388838,60280924.517255,18103093.4559266,9316132.35,82235898.8,T
1.97e+10,233814744,1509448.43,8588052.42,6884876711,788898.458,141702.701,3593370.75,2767044.87,20183791.4,1366475.39,6629013.02,1868053.22,6202052.44,4695967.44,6207758.62,24560953.5,181621.584,924820.172,17174859.4,2160459.95,148494366,44656104.6437544,7588202.75,6139746.77,41887069.7,T
3.19e+10,530171988,8263807.9,22750251.3,7043748082,2397423.35,716694.104,8195616.41,6716451.55,30418576.5,1443215.9,8247961.67,3151259,9834824.13,9079453.07,17943650.7,40038863.1,137948.160885231,2895008.71,21088768.9,5979394.24,199467145,103532542,25060390.8889123,12995878.1,84128213.9,T
2.1971e+10,445281330,2227525.76,15585484.2,7749291144,1720140.75,651547.509,8061300.24,2931924.4,18457886.2,1871438.11,1775462.4,1619837.51,3731676.49,8931400.65,20593013.3,21152490.4,388064.337,2931682.16,18561519.2,3596889.9,260170530,61771163.7,22231122.3,7686959.98,44845204.9,T
2.3229e+10,496107477.317825,5147155.23,27585135.5,1.2668e+10,2248047.39654465,1013197.18,9259051.35,6266451.9,36344176.6,3676707.96,10746365.7,3004057.64,9568572.71,5780112.07,19598581.1,33115408.3,148703.574304378,3286765.98,33515173.9,5216591.36022918,276338718.156676,57958489.3,26694297.5046766,11724739.8,94155952.3,T
1746793544,44556276.5,78399.7503,2043208.28,2759331197,88091.3934,225961.762,3658721.33,436967.262,2493927.83,295464.06,378005.839,123609.21,1364659.61,238018.335,841616.343,7504330.78,7182.77982,117274.655,1068175.54,308323.405,17957071.2,4045816.24,948857.036,411587.874,7119247.39,T
2.401e+10,519259035.702331,6544822.64,36924032,7769259466,3181550.57,1656883.98,9095593.16,8361295.16,43597804.4,3451174.24,7313202.51,3216527.58,9224169.76,8381491.65,24565207.3,28597198.7,154880.347,4037623.81,36683475.5,5652310.04213604,291643216.734703,85651057.4,29745458.9918538,16423457.9,137691099,T
2.4888e+10,719868950,2006066.45,38428481.3,9794182426,1846965.18,780994.179,8779610.05,10843928,27903809.1,3241242.64,5513873.16,4281806.8,12108962.5,9649521.42,26311196,26312194.2,108112.29,3553240.79,27115940.9,6588932.18,341596095,114851937,38021518.4,16028206.1,92231998.2,T
2.2093e+10,514031046.864469,6011498.25,41800283.4,8868126272.79118,2855649.09,1203542.75,8213809.85,5372202.36,47148610.3,3985665.42,8723497.97,5331873.89,9121878.97,5922261.32,17758478.6,28230399.6,145936.498676833,3617703.69,44790732.4,5583181.48507607,287535633.626385,68015847,29396548.5696371,18210337,131534498,T
3132942286,137354716,209954.114,3998238.88,6973079819,123280.841,562695.59,4345122.11,681604.199,3898871.84,240997.217,748504.1,90345.3272,2569153.97,913445.411,1842748.44,7538098.68,52167.4979472476,168861.754,3452900.94,580669.107,26483288.2,5986887.36,2019210.49,1373337.6,11114855.9,T
2701075739,145606511,214552.855,4660059.96,5207997966,147577.7,85641.4402,3911869.06,903232.62,5336136.97,570156.454,949648.167,519224.309,3520552.58,136393.384,2008333.88,9451656.09,24724.3403,614524.143,3900049.16,791130.255,81958432,10346357.4,2552181.5,646831.555,12689935.1,T
1.7375e+10,517199751.778687,3537083.19850946,25147043.6941233,7675046929.01638,2130274.14322075,677311.033,9916572.74,11955196.8,29483551.1885884,1816147.59991504,9309452.56,3031247.35343771,9654460.03338095,7743370.98871063,19829715.2406232,30204183.9,115224.2,2289324.3453253,31388466.7061165,5707194.21848239,278924692.662073,80303332.7350668,27175112.081293,15346420.6667773,72174657.9382479,T
1.531e+10,589762183,3044098.25,17872845.6,9842478492,1975945.8755564,745651.409,5596748.17,3548525.37,22211520,2336771.11,5106800.38,2657929.77,6298484.55,6402440.83,314660000,21299131.4,91820.3749,2928819.84,19321711.5,5185360.35297168,248858820.272771,53467074.7,22153446.3062689,7688113.22,61253838.5710678,T
2.6762e+10,511489817.618857,9118213.88,24429992.7443802,7822179044.81804,2186322.12936452,611017.75073727,7287244.11992396,12754625.6,31152390.8779832,1753012.84246204,10927594.3,3021364.60539785,9806444.69532681,7581143.25673749,23005584.5,52105111.4,137808.386,2091052.62746805,51778782.8,5547627.87404075,278575609.42314,151882579,26179280.7755893,26504009.9,127876356,T
1.741e+10,544714623.85653,6964065.9,39037143.1,8844682003.09655,2151945.40779785,1208048.08,11045494.2,11571275.5,45202317.8,3973799.35,11458987.6,5429637.08,10368713.2496176,8391734.19364323,31737145.8,37145716.3,373117.779,5343148.82,33201311.5010752,5633667.01069345,297602073.536552,91811816.2,29991741.3278107,20971899.1,138702598,T
1276238913,67946100.7,552057.067,4022432.58,3616889405,233427.035,297255.984,2305502.61,1274827.01,5009520.47,658568.614,1105966.56,449346.916,2774716.85,886942.464,2013080,6360194.74,42782.9672081659,1100031.26,3247415.6,758806.053,46248693,9983843.54,4525181.65,1259272.5,15322993.8,T
2235952914,152647765,645160.046,7464774.14,4523989689,162147.688,133707.706,6072559.65,1370446.32,5033400.87,896796.794,1363021.54,302194.881,2912325.08,2353977.05,3135900.14,12999132.7,49564.1859,844582.866,3954740.2,814918.054,51136950.3966259,11505053.7,3467545.62,2276508.06,29159188.2,T
765298208,300224237.53029,2476213.07637482,2170.77114,4743410822.41688,1466555.92493105,283725.034887338,10518144.2,9108319.98,20547551,3638798.33,918.857342,1886812.6200255,2559264.35,5292322.85,34220505.9,9189818.97,3382.43089,1278451.71133382,19341487.0243593,3724713.02943692,172099886.216629,52206327.7130661,16152367.1796687,19347280.6,76590354.1,T
2.1275e+10,518757209.191425,3528240.3046195,25767329.8578573,8422008585.14601,2139950.83907188,919739.513,9848399.74,10204175.8,30530702.5116158,1988943.6414523,10028593.2,3098841.13076321,9714370.02095618,7960043.58362918,20065744.8610741,28994821.4595739,138831.939199559,2270490.43994443,32536101.5508512,5556035.68754101,283221552.769669,83089978.5547703,28303253.2912459,15452970.7099603,68106367.6706173,T
2694449102,122485119.24389,593666.758,5818084.63,4707620476,216077.741257701,415993.431,4838009.59,2185957.66,6252145.86,591573.345,1523203.21,595831.668,3757561,1351315.34,2830893.24,8987132.64,44527.2101,583026.307,3531907.37,491945.771648211,50526940.4027187,15927325.2,3396685.2728292,1070315.59,19458506.1,T
1.334e+10,665620306,2849832.99,21035375.6,9774476307,1483722.28,659910.474,7441520.56,6150803.86,29199276.3,3179114.69,8922491.38,2023268.31,6650134.16,8422548.12,11065617,23061280.2,134818.959,2366573.48,17318037.7,7423404.87,223390048,55303588.2,22528764.1313618,11371512.4,66226735.9665494,T
151511074,7828454.64,271488.600995981,689474.536,1280378827,128838.495431196,60200.9279,2984640.68081252,228459.181,490295.736,250718.305820413,193343.031,11980.6289,2202055.85512083,16846.1014,249516.733,6347543.52,40111.8929400194,14808.9478,195351.59,8396.28953,5148732.51,1594890.44,287854.256,49682.0169,1408221.64,T
1.6932e+10,375564492.360933,3512551.56,15823019.5453938,4995477087.26629,1679108.91438459,221184.924,5321455.86303504,8073896.24,24292372.7333816,979303.662735435,5569917.54,2019038.75215649,8130227.84,6215555.32992599,14406177.1023957,27055643.3578283,77244.3331,1556937.0686646,25433909.9794779,4920661.00676908,224402303.66422,56176546.1371154,18894429.5729003,13031442.8498591,60613583.5518558,T
2.2157e+10,695689601,4542448.34,23230109.2,7824623949,2367966.12,422977.973,5857822.4,5976718.45,33092750,1495346.6,6824861.22,2687050.99,5853418.66,7450124.35,20460503.1,33521718.5,131982.226627535,1816172.33,27039271.7,5270292.34,256371746,89442501.1,38772867.1,7481390.02,49918935.5,T
2.7707e+10,500965268.24995,7379081.17,26639131.8554544,7840551230,2315463.40688863,724937.554,11315070.7,10166457,36485414.4,3883315.39,14346227.9,5069891.27,6538294.25,8344683.21,15970802,28302722.2,276276.072,4520302.44,24484198.9,5564974.66357996,288819610.6358,84838594.7868099,30195333.6673043,15854704.6534837,64425416.559219,T
1.967e+10,480927977,3136782.32,25097503,6215010169,1928022.77112167,660530.296,6682597.86,3256596.85,28064083.2,2022750.72,9017332.13,2190592.44,8711143.25,7065055.75,9165285.54,20258919.6,20189.7784,2934842.16,21845482.2,3875174.6,260506788,43054369.4,19830291.9,13425550.3,101859442,T
1872782959,115052789,1014769.21,3363459.45,11037985744,196429.501,1092316.75,3683487.4,1212520.23,4102518.93,1469585.9,1351614.17,931711.076,1350231.91,1062648.95,2642017.45,7841297.56,51297.6011870375,503595.738,1667082.83,836474.562,20654121.8,7897090.47,6312869.84,1433017.1,10848623.5,T
5934617358,435554456,688285.167,10042816.3,5672667785,376455.973,1551024.16,4008299.02,3202680.49,11801442.5,888326.924,3915988.05,982712.075,9576379.83,1276557.69,6552193.99,16828342.2,17321.0852,1178079.65,5870209.66,1542846.4,75831934.9,43461022,8552852.29,3584780.95,28654824.1,T
1.2812e+10,343036670,499369.211,8737042.86,5563149747,471591.994,196975.473,4264577.23,5933153.68,12199622.4,811041.849,819023.27,1130301.34,6136290.57,1365678.36,10565580.7,14250900.4,20000.7476,961949.746,7858321.77,1185775.15,94730878.6,23375208,4956118.08,3117041.39,22398098.3,T
1.2899e+10,711448356,2948971.46,23584306.5,7254823418,1157776.95,265813.184,6540068.82,9518831.94,25432618.2,1673026.02,3454149.44,1846619.35,10522655.5,8648813.58,15242325.5,38875506.5,196139.935,2361519.62,21836073.2,3518533.99,318890702,57216823.4,16554355.2,14492520.3,82209636.8,T
3601454539,211681926,242190.495,5223254.64,5084468736,163696.421,554004.866,3816069.99,1621554.34,5306270.66,526575.333,507432.489,430364.06,2756259.11,399748.052,3050146.04,11272918.7,16368.5259,361479.564,1688896.33,233090.194,40119696.8,13485401.7,1683156.24,1560111.28,10953018.7,T
2713439952,115363255,532331.979,2827195.28,6046848214,100676.628,968135.556,4463515.96,1386251.86,3285185.65,606120.123,923767.634,459758.275,3580418.59,242156.938,2836419.41,9453758.77,47541.1993273762,328751.692,653687.475,374781.365,22492171.2,9212798.81,1388318.58,715464.985,11585534,T
4039694782,334972819,1934093.66,10835829.4,6158772303,969934.114,316283.567,4826000.56,2017464.29,17219097.4,1112361.55,4261627,1441411.63,8224473.26,3542636.83,6185712.86,14935921.3,38825.7581,1034411.99,9205600.97,2124907.63,126117613,38807993.9,15694462.2,6718281.44,51236315.2,T
9872562712,388013164,2430152.97,25365819.7,8010437564,982589.8,539574.3,11982451.6,6559597.34,25202527.8,1786258.55,4357852.97,2812012.26,8357805.16,6339012.63,14935696.4,20538433.1,153446.90495405,2249107.7,23552123.1,3822427.53,219448877,58793793.9,30259939.2,8186457.88,49601871.9,T
1.1587e+10,327499786,1443666.38,15134606.4,1.0883e+10,1805800.78,332402.07,9274506.08,11786843.8,20085696.4,747247.405,7616869.88,2327799.88,7843911.66916011,2828901.56,30781993.8,24320674.2,56992.6721,3239004.07,25748834.2251851,4909290.09014169,224628382.068921,74306790.4,19151328.8345524,13177834.336562,61935717.5343443,T
965851115,65200169.7,173968.757,2976942.43,2697100375,101703.443,178485.03,3668712.39,495567.359,4419859.96,338673.675,1015830.82,407588.221,2265846.46,1012945.19,858049.389,8765501.84,48885.4287,308441.651,1680442.68,283151.302,28096250,9821612.12,2357311.73,795058.17,18513013.4,T
1609100319,107827925,741557.561,4834780.37,36181328117,230915.7,442558.3,4796224.21,663180.632,5452224.42,558315.254,1876567.53,196446.126,1845099.78,719621.093,2289399.87,8302188.06,19205.3946,579132.014,2138868.6,240360.591,27806451.1,8247007.82,3873045.99,1513784.15,18427945.9,T
1.0587e+10,486940569.992181,6870755.16,22648411.6599132,8889098014,2283169.21792882,604844.568,7131777.4587159,7904465.22,34847771.4,1536277.53324528,12864096.6,3995842.34,9356342.87450708,7262469.5198029,18553700.4182128,35365001.6,117866.605900623,3812478.52,34317329.674552,5492004.94187682,267707064.342288,80350889,25422765.7486097,15793939.0003601,86168278.5,T
6018526684,115174149.546003,723922.739742188,5131366.31075754,3322456762.65795,413059.636766384,79748.4075,3741709.76164945,1740229.87586436,7431534.8475461,357117.871699129,1664256.92505187,733714.121775589,3353497.72769003,1718037.44251889,3625112.51687958,14188727.5115162,40158.2489664102,406094.509289381,6496594.52284266,696874.182483743,65912153.0137521,23552207.2220561,4958450.36397542,3432739.04309017,22508470.1946174,T
14531402987.5013,386103065.083304,2296946.26994563,17440941.686196,6868863395.05006,1329684.44119572,1180557.48,6126183.00035135,4213087.4409981,22631320.8783659,1483475.15768563,4774612.78333543,2124612.32940686,8202062.80935937,5445593.62835337,13034586.7918906,22821631.5400838,142045.444583755,1534408.3891543,487814039.556601,3464819.49477973,198725530.657219,62048726.5967939,17521905.1620519,10713017.8279872,46826805.8226607,T
