RNU4,RNU6,PRPF40A,SF3B1,SNRNP200,U2AF2,RNU12,ESRP1,ESRP2,KHDRBS1,MAGOH,NOVA1,PTBP1,RBM3,RBM45,SND1,SRRM1,SRRM4,SRSF2,SRSF3,SRSF4,SRSF5,SRSF9,SRSF10,TIA1,TRA2A,Class
1,-1.46879640908685,-1.3183156308546,-1.62843163345341,-1.70779391818352,-2.04885975929956,-1.39156738410301,-1.22711193953474,-0.589547532579988,-1.67845975770809,-1.62998064287178,-2.03147961977027,-1.15372042895058,-1.54581646430647,-1.76869064677527,-1.09290688262721,-1.16796436245523,-0.551963658675475,-0.456267003744155,-1.55733672306372,-1.94690357370416,-1.88311198387576,-1.44935237721752,-1.67399903384739,-1.75513475056191,-1.32741646727728,-1.51002873822171,N
2,-0.99178338873568,-0.938568888717633,-0.808485488986037,-0.886969822633901,-1.12783212588491,-0.488995189586575,0.170015765987238,-0.662292357113172,-0.600089098820175,-1.03748552550498,-0.844987888382967,-0.663323974884686,-1.40734573313773,-1.54069704296848,-1.13760078667027,-0.636203710207922,-0.108314644951095,1.48688400448167,-0.591448068730951,-0.876845695157732,-0.78993777913514,-1.27788607497023,-0.679397321607475,-0.94817679229016,-0.707269684190118,-0.649081265597622,N
3,0.519949910221732,-0.187116823872326,0.550433322697202,0.415806266082739,-0.0519919498713773,0.894163848634936,-0.477059767303126,1.4053823214039,0.946303089720863,0.345336555639712,0.511779134960739,0.362994091532287,0.603492616556143,0.486251436848326,0.0730439537363752,0.165809122307469,1.20418208289157,-0.688597670253495,0.499676778096128,0.599938626361315,0.85297659617273,0.509027066919745,0.336201070855676,-0.1235952795373,0.617711403037514,0.249183748785276,N
4,-1.30975520727557,-1.72211582307998,-1.2489536335088,-1.27040498983548,-1.05302766010132,-1.19124271066469,-0.713125049178218,-0.485081837028665,-0.993557887823595,-1.34219854053998,-1.61580663210773,-0.909616249105269,-1.1647254553059,-0.934198666901057,-1.15181171630536,-0.909652515144596,-0.634397617164666,-0.339246382662618,-1.12930445908323,-1.13535586375881,-1.45579951778368,-0.839801930764586,-1.17783345462114,-1.48487781655242,-1.16499182022972,-0.887878831542472,N
5,0.0710758453322184,-1.2340513554529,-0.104072693697791,-0.726528841515197,-0.405448858588703,-0.968463708619251,-0.452965009287011,-0.518964814497482,0.0519534360599889,-0.812125995385229,-1.07135783019938,-1.31983121458874,-0.890620014137964,-0.669407640954976,-0.861328548062613,-0.196549611600396,0.42597213094628,-1.26070123446079,-0.423067629502648,-0.290503994483846,-0.63486565360349,-0.251319806901011,-0.736998423381003,-1.46984280200607,-0.549173551767759,-1.27583632860628,N
6,-1.46799931300769,-0.5315787362098,-0.161447141308078,-0.198064535378296,-1.81470311633065,0.759170248179275,-0.331878393908968,-1.21516793858373,-0.263774972623607,0.305360609849137,-0.0671230249991802,0.384988943719861,0.533100136364123,0.689738859747305,0.308556209159501,0.168631492171707,-0.267603612134487,0.848640718877572,0.0643543285741948,0.308840470630424,0.815578753038008,0.769170879430324,-0.102365351554597,1.37205003330546,0.267060472496703,1.6726054480719,N
7,-0.253847796022542,-1.10622482988584,-0.408900130961749,-0.586036886835696,-0.69882587795617,-0.876386361590355,-1.01428458938983,-0.241006589152343,-0.905203607800609,-0.554212691514722,-1.10356380631293,-0.668566196746566,-0.502333448915157,-0.33400220741983,-0.445209006414554,-0.476819465308197,-0.138314505950945,0.296057842983227,-0.999389339369343,-0.0857753213916375,-1.06929916195647,-0.222962993202295,-0.661175492015545,-0.945895373155857,-0.79699512935211,-0.951543914027376,N
8,0.145260859331504,0.194405046142544,0.330403606899502,0.26844859344056,0.0211221520565344,0.597912316017368,-0.224335727833961,-0.68698348233245,-0.309557415239499,0.503839257859752,-0.213312894664969,0.248307783131174,0.165116525798373,1.08394372195933,0.473097024320936,0.0548870469963601,0.850322556157505,0.147359874152018,-0.195060893002742,0.387963759538688,-0.15278566357242,0.613815219592299,0.190655992660763,0.233923697831009,0.194444902678283,0.21201866490529,N
9,0.324869573396851,0.0252045233396077,0.44238549091932,0.163642192062905,0.341811447661195,0.359314411220967,-0.734313566584097,-1.52404303738376,-0.0860764098877724,0.489536241011528,-0.604990063645119,-0.210577420361725,0.0681202971649475,0.48400969176796,0.384084023318298,0.0835517128632363,0.445972393972474,0.468816483956303,0.181866510733234,0.527667943688614,0.121051440781073,0.871516791382088,0.0751954826588983,0.184753717544346,0.269196643293185,0.0806844659885983,N
10,-0.209968883349226,-0.413229308403788,-0.0316782801724394,-0.36704757160082,0.11299920495303,-0.307931576787741,1.25906644084039,-0.443571945452681,-0.232305005285905,-0.170961793556926,-0.308966382624332,-0.26950594315289,0.267780179185148,0.342784762566836,0.0407047136105665,-0.142220476668837,-0.242797094559012,-0.123423177885853,0.285860538412984,-0.040143895453607,0.434612771817396,-0.501436664713542,-0.0373064775138636,-0.10318426753571,-0.0779807134314691,-0.36970288489737,N
