Index	Var	Importance
24	RAVER1Neutro	0.700465243568692
27	RBM45Neutro	0.683155446086481
12	UA2F2Neutro	0.659072249589491
35	SRSF3Neutro	0.657703886152162
23	PTBNeutro	0.648125342090859
4	RBM22Neutro	0.643267651888342
34	SRSF10Neutro	0.603379857690203
19	MAGOHNeutro	0.590380405035577
22	PSFNeutro	0.587164750957854
2	FBP11Neutro	0.585727969348659
42	TRA2BNeutro	0.582649151614669
17	ESRP1Neutro	0.568623426382047
33	SRSF1Neutro	0.56759715380405
29	SC35Neutro	0.560550082101806
28	SAM68TV1Neutro	0.554324028461959
6	SF3BTV2Neutro	0.548645320197044
3	PRP8Neutro	0.547071702244116
25	RBM17Neutro	0.5415982484948
1	CA150Neutro	0.537629994526546
36	SRSF4Neutro	0.528598795840175
32	SRM160Neutro	0.525109469074986
13	U4Neutro	0.513136288998358
21	nSR100Neutro	0.509304871373837
31	SND1Neutro	0.497605363984674
40	TIA1Neutro	0.477558839627805
9	U12Neutro	0.474343185550082
15	U6Neutro	0.473795840175151
16	CUGBPNeutro	0.46975916803503
11	U2AF1Neutro	0.451833607006021
10	U2Neutro	0.437192118226601
37	SRSF5Neutro	0.432266009852217
20	NOVA1Neutro	0.431444991789819
38	SRSF6Neutro	0.413929939792009
30	SKIPNeutro	0.40948275862069
8	U11Neutro	0.407909140667761
5	SF3BTV1Neutro	0.405788177339901
7	U1Neutro	0.403393541324576
26	RBM3Neutro	0.391215106732348
18	ESRP2Neutro	0.376778872468528
39	SRFSF9Neutro	0.374110563765736
14	U5Neutro	0.37383689107827
41	TRA2ANeutro	0.354474548440066
