12	RBM22	0.0
22	SRSF1	0.19626373626373628
14	RBM45	0.2637362637362637
2	ESRP1	0.30340659340659343
17	SF3BTV1	0.3186813186813187
42	U6ATAC	0.3736263736263736
3	ESRP2	0.38032967032967024
6	NOVA1	0.48351648351648346
27	SRSF6	0.49450549450549447
33	U11	0.5274725274725275
18	SF3BTV2	0.5384615384615384
35	U2	0.5384615384615384
36	U2AF1	0.5384615384615385
41	U6	0.5604395604395603
8	PSF	0.5824175824175823
25	SRSF4	0.5824175824175823
13	RBM3	0.5934065934065933
30	TRA2A	0.5934065934065933
10	RAVER1	0.6043956043956044
0	CA150	0.6110989010989011
39	U4ATAC	0.6263736263736263
20	SND1	0.6263736263736265
37	U2AF2	0.6373626373626372
5	MAGOH	0.6373626373626374
16	SC35	0.6373626373626374
19	SKIP	0.6373626373626374
15	SAM68TV1	0.6483516483516484
24	SRSF3	0.6483516483516484
32	U1	0.6483516483516484
23	SRSF10	0.6593406593406593
31	TRA2B	0.6703296703296703
28	SRSF9	0.6923076923076924
9	PTB	0.7032967032967034
7	PRP8	0.7142857142857143
29	TIA1	0.7142857142857143
11	RBM17	0.7362637362637363
1	CUGBP	0.7472527472527472
26	SRSF5	0.7472527472527473
4	FB11	0.7692307692307692
40	U5	0.8021978021978022
34	U12	0.8131868131868132
21	SRM160	0.868131868131868
38	U4	0.879120879120879
