support,itemsets
1.0,"frozenset({'Sf3btv1', 'ESRP2', 'Tra2B'})"
1.0,frozenset({'ESRP2'})
1.0,frozenset({'Sf3btv1'})
1.0,frozenset({'Tra2B'})
1.0,"frozenset({'Sf3btv1', 'Tra2B'})"
1.0,"frozenset({'ESRP2', 'Tra2B'})"
1.0,"frozenset({'ESRP2', 'Sf3btv1'})"
0.9130434782608695,"frozenset({'SRSF9', 'Tra2B'})"
0.9130434782608695,"frozenset({'Sf3btv1', 'SRSF9', 'ESRP2', 'Tra2B'})"
0.9130434782608695,"frozenset({'SRSF9', 'Sf3btv1', 'Tra2B'})"
0.9130434782608695,"frozenset({'SRSF9', 'ESRP2', 'Tra2B'})"
0.9130434782608695,"frozenset({'SRSF9', 'ESRP2', 'Sf3btv1'})"
0.9130434782608695,frozenset({'SRSF9'})
0.9130434782608695,"frozenset({'ESRP2', 'SRSF9'})"
0.9130434782608695,"frozenset({'SRSF9', 'Sf3btv1'})"
0.6956521739130435,"frozenset({'Sf3btv1', 'Tra2B', 'U2af2'})"
0.6956521739130435,"frozenset({'Sf3btv1', 'U2af2'})"
0.6956521739130435,"frozenset({'SRSF9', 'Tra2B', 'U2af2'})"
0.6956521739130435,frozenset({'U2af2'})
0.6956521739130435,"frozenset({'SRSF9', 'Sf3btv1', 'U2af2'})"
0.6956521739130435,"frozenset({'Sf3btv1', 'ESRP2', 'Tra2B', 'U2af2'})"
0.6956521739130435,"frozenset({'ESRP2', 'SRSF9', 'U2af2'})"
0.6956521739130435,"frozenset({'SRSF9', 'ESRP2', 'Tra2B', 'U2af2'})"
0.6956521739130435,"frozenset({'Tra2B', 'U2af2'})"
0.6956521739130435,"frozenset({'SRSF9', 'ESRP2', 'Sf3btv1', 'U2af2'})"
0.6956521739130435,"frozenset({'SRSF9', 'U2af2'})"
0.6956521739130435,"frozenset({'ESRP2', 'Sf3btv1', 'U2af2'})"
0.6956521739130435,"frozenset({'SRSF9', 'Sf3btv1', 'Tra2B', 'U2af2'})"
0.6956521739130435,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'ESRP2', 'Tra2B'})"
0.6956521739130435,"frozenset({'ESRP2', 'U2af2'})"
0.6956521739130435,"frozenset({'ESRP2', 'Tra2B', 'U2af2'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'ESRP2', 'CUGBP'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'CUGBP', 'Tra2B', 'U2af2'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'CUGBP', 'Sf3btv1', 'U2af2'})"
0.6521739130434783,"frozenset({'U2af2', 'SRSF9', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'SRSF9', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'Tra2B', 'U2af2'})"
0.6521739130434783,"frozenset({'SRSF9', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'SRSF9', 'U2af2'})"
0.6521739130434783,"frozenset({'SRSF9', 'ESRP2', 'CUGBP', 'Sf3btv1'})"
0.6521739130434783,"frozenset({'CUGBP', 'Tra2B', 'U2af2'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'U2af2'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'Sf3btv1'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'SRSF9'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP', 'Tra2B'})"
0.6521739130434783,frozenset({'CUGBP'})
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP', 'Sf3btv1', 'U2af2'})"
0.6521739130434783,"frozenset({'Tra2B', 'ESRP2', 'CUGBP', 'Sf3btv1'})"
0.6521739130434783,"frozenset({'ESRP2', 'CUGBP'})"
0.6521739130434783,"frozenset({'CUGBP', 'Sf3btv1'})"
0.6521739130434783,"frozenset({'CUGBP', 'U2af2'})"
0.6521739130434783,"frozenset({'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP', 'Tra2B', 'U2af2'})"
0.6521739130434783,"frozenset({'Sf3btv1', 'U2af2', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'SRSF9', 'Sf3btv1', 'CUGBP', 'Tra2B'})"
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP', 'Sf3btv1', 'U2af2'})"
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP', 'Sf3btv1'})"
0.6521739130434783,"frozenset({'SRSF9', 'CUGBP', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'Sf3btv1', 'Tra2B', 'U2af2'})"
0.6086956521739131,"frozenset({'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP', 'Tra2B', 'U2af2'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'PSF', 'ESRP2', 'CUGBP'})"
0.6086956521739131,"frozenset({'SRSF9', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'ESRP2'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'PSF', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'U2af2', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP', 'Sf3btv1', 'U2af2'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'Tra2B'})"
0.6086956521739131,"frozenset({'U2af2', 'SRSF9', 'PSF', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'SRSF9', 'PSF', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'CUGBP'})"
0.6086956521739131,"frozenset({'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'SRSF9', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'Sf3btv1', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'CUGBP', 'SRSF9'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'Tra2B', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'CUGBP'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'U2af2'})"
