0	CA150	0.21008403361344538
42	U6	0.2914915966386555
13	RBM22	0.2921335200746965
14	RBM3	0.32376283846872084
2	ESRP1	0.3433706816059757
43	U6ATAC	0.35731792717086835
11	RAVER1	0.37552521008403367
34	U11	0.4365662931839402
22	SRM160	0.4663328664799252
16	SAM68TV1	0.46732026143790856
31	TRA2A	0.4693043884220355
9	PSF	0.48611111111111116
35	U12	0.5179738562091504
36	U2	0.5358309990662932
1	CUGBP	0.5366479925303455
6	NOVA1	0.5415499533146592
24	SRSF10	0.5533380018674137
15	RBM45	0.5671685340802989
19	SF3BTV2	0.5680438842203549
30	TIA1	0.5694444444444444
20	SKIP	0.5807072829131653
32	TRA2B	0.5854341736694677
40	U4ATAC	0.6091269841269842
18	SF3BTV1	0.6132703081232493
37	U2AF1	0.616188141923436
5	MAGOH	0.623716153127918
21	SND1	0.6346288515406161
12	RBM17	0.6384220354808591
29	SRSF9	0.6464169000933707
7	nSR100	0.6601307189542484
17	SC35	0.6745448179271708
26	SRSF4	0.6780462184873949
41	U5	0.6845238095238096
38	U2AF2	0.6871498599439775
10	PTB	0.6904178338001868
3	ESRP2	0.7188958916900094
39	U4	0.7250816993464053
27	SRSF5	0.7525093370681606
23	SRSF1	0.7711834733893556
8	PRP8	0.789390756302521
4	FBP11	0.7992530345471522
33	U1	0.8228874883286649
28	SRSF6	0.8752917833800188
25	SRSF3	0.8911647992530345
