mtry,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,0.57530303030303,0.728787878787879,0.359259259259259,0.126261775685049,0.160436909406397,0.145438177156088
2,0.56996632996633,0.62,0.434814814814815,0.127780464652174,0.191176108235879,0.167335397435365
3,0.558717171717172,0.571515151515152,0.439259259259259,0.117345842675634,0.206433064334052,0.168096885980932
4,0.559390572390572,0.587878787878788,0.442962962962963,0.116215653789763,0.177541125220822,0.173922109696374
