alphas,nsteps,scale,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0901699696201831,6,0.554369810328353,0.384279461279461,0.313181818181818,0.726111111111111,0.282253259914189,0.133884156557527,0.129289305421702
0.170162697532214,2,2.52577360521536,0.478983164983165,0.360984848484848,0.721759259259259,0.25405508727771,0.146671763813475,0.111085947231021
0.216934405174106,8,0.417075559147634,0.552117845117845,0.352525252525253,0.74156378600823,0.209486265871181,0.134942085322499,0.124630225816269
0.330040824552998,3,3.27419752435526,0.593969696969697,0.348902821316614,0.740613026819923,0.147344274004535,0.141242040515121,0.121617401857097
0.349191478826106,8,2.72676134837093,0.593969696969697,0.348902821316614,0.740613026819923,0.147344274004535,0.141242040515121,0.121617401857097
0.474079862562939,10,1.54136966337683,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.539033788815141,7,1.85108425450744,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.581072193826549,7,1.36725606111577,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.622052788618021,5,3.10076303174719,0.619895622895623,0.352424242424242,0.745555555555556,0.100072476834569,0.140119302124212,0.122530089440188
0.697604803089052,10,1.94517492351588,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.700632773153484,2,1.46015893761069,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.752264772402123,10,2.81273166887695,0.619895622895623,0.352424242424242,0.745555555555556,0.100072476834569,0.140119302124212,0.122530089440188
0.832361912843771,3,0.946937199681997,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
0.833021704829298,3,2.26214386324864,0.619895622895623,0.352424242424242,0.745555555555556,0.100072476834569,0.140119302124212,0.122530089440188
0.871050239843316,9,1.6828994526295,0.62756228956229,0.359090909090909,0.745555555555556,0.107061889627712,0.137347547547551,0.122530089440188
