threshold,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.133691085935103,0.612380471380471,0.761212121212121,0.368148148148148,0.12526494495602,0.158881336811008,0.134088961444938
0.134901581113871,0.612380471380471,0.761212121212121,0.368148148148148,0.12526494495602,0.158881336811008,0.134088961444938
0.162916188241706,0.612010101010101,0.771212121212121,0.364814814814815,0.125251267816522,0.159992222191501,0.129283427499746
0.256410220526014,0.608380471380471,0.784242424242424,0.343333333333333,0.12447946137581,0.160256515188017,0.138819139574242
0.27783488663816,0.607306397306397,0.784242424242424,0.343333333333333,0.124992154553857,0.160256515188017,0.138819139574242
0.411058539477417,0.601151515151515,0.810909090909091,0.272222222222222,0.125931256146383,0.144873447392804,0.138031838430865
0.536137649744665,0.593626262626263,0.840909090909091,0.202962962962963,0.125552436272656,0.152227687158191,0.124787885874012
0.633626617389354,0.585626262626263,0.870606060606061,0.138518518518519,0.12560374278499,0.141515699711862,0.104912675615265
0.704747220530131,0.57810101010101,0.893939393939394,0.102222222222222,0.125261739416814,0.135899593577502,0.0910372563015191
0.915149024926089,0.543259259259259,0.97,0.0185185185185185,0.12996748540221,0.0749712588607955,0.058963181167248
0.917301115668266,0.543259259259259,0.97,0.0148148148148148,0.129277793037433,0.0749712588607955,0.0482413872728116
0.940058489509,0.532656565656566,0.976666666666667,0.0148148148148148,0.127950383788991,0.0678910553924363,0.0482413872728116
0.998201256453577,0.510131313131313,0.99,0,0.126868346183766,0.0305128576629365,0
1.01953007157021,0.504053872053872,0.993333333333333,0,0.125808618048096,0.0253708131702462,0
1.0910167383385,0.481175084175084,0.996666666666667,0,0.110423410844731,0.0182574185835055,0
