mtry,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,0.544518518518519,0.64,0.441111111111111,0.113589870695911,0.175186258409061,0.161731531009279
2,0.543122895622896,0.63,0.451481481481481,0.118928479395422,0.161993670472945,0.164635990062268
3,0.544907407407407,0.633333333333333,0.436296296296296,0.114114225009489,0.162383453759632,0.171039277685389
4,0.553494949494949,0.639393939393939,0.458148148148148,0.124936887690832,0.169257903403471,0.160185166729415
