nprune,degree,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
2,1,0.490757575757576,0.417878787878788,0.567407407407407,0.077112011676518,0.333965724810425,0.360902484188617
3,1,0.516481481481481,0.604848484848485,0.423703703703704,0.0861784648436967,0.289009603256016,0.285027738462275
6,1,0.508740740740741,0.604848484848485,0.418518518518519,0.0841184309989377,0.25476628724976,0.266208631749599
8,1,0.508740740740741,0.604848484848485,0.418518518518519,0.0841184309989377,0.25476628724976,0.266208631749599
13,1,0.508740740740741,0.604848484848485,0.418518518518519,0.0841184309989377,0.25476628724976,0.266208631749599
2,2,0.504644781144781,0.436969696969697,0.556666666666667,0.0779061560475819,0.346269730589881,0.34770242656215
4,2,0.542144781144781,0.563636363636364,0.515185185185185,0.107452553252583,0.330875329842747,0.295294202616728
8,2,0.545478114478114,0.563636363636364,0.515185185185185,0.106577886136354,0.330875329842747,0.295294202616728
10,2,0.545478114478114,0.563636363636364,0.515185185185185,0.106577886136354,0.330875329842747,0.295294202616728
12,2,0.545478114478114,0.563636363636364,0.515185185185185,0.106577886136354,0.330875329842747,0.295294202616728
13,2,0.545478114478114,0.563636363636364,0.515185185185185,0.106577886136354,0.330875329842747,0.295294202616728
