Index	Var	Importance
24	RAVER1Neutro	0.753663003663004
27	RBM45Neutro	0.742139804639805
23	PTBNeutro	0.702762515262515
33	SRSF1Neutro	0.699175824175824
5	SF3BTV1Neutro	0.666895604395604
9	U12Neutro	0.655143467643468
22	PSFNeutro	0.653311965811966
21	nSR100Neutro	0.644078144078144
17	ESRP1Neutro	0.630265567765568
8	U11Neutro	0.622786935286935
19	MAGOHNeutro	0.611721611721612
38	SRSF6Neutro	0.594093406593407
25	RBM17Neutro	0.586767399267399
32	SRM160Neutro	0.562728937728938
4	RBM22Neutro	0.546779609279609
6	SF3BTV2Neutro	0.533043345543346
10	U2Neutro	0.528159340659341
2	FBP11Neutro	0.526709401709402
26	RBM3Neutro	0.526480463980464
20	NOVA1Neutro	0.525412087912088
16	CUGBPNeutro	0.504044566544567
15	U6Neutro	0.492063492063492
12	UA2F2Neutro	0.478632478632479
29	SC35Neutro	0.478556166056166
1	CA150Neutro	0.477029914529915
18	ESRP2Neutro	0.476419413919414
35	SRSF3Neutro	0.47481684981685
37	SRSF5Neutro	0.448336385836386
3	PRP8Neutro	0.443147130647131
39	SRFSF9Neutro	0.428266178266178
41	TRA2ANeutro	0.419184981684982
36	SRSF4Neutro	0.417124542124542
11	U2AF1Neutro	0.41704822954823
7	U1Neutro	0.410637973137973
14	U5Neutro	0.404075091575092
30	SKIPNeutro	0.401098901098901
34	SRSF10Neutro	0.373321123321123
13	U4Neutro	0.34745115995116
28	SAM68TV1Neutro	0.329136141636142
42	TRA2BNeutro	0.327838827838828
31	SND1Neutro	0.327533577533578
40	TIA1Neutro	0.312118437118437
