ID,NumberAtts,Atts,ROC,Sens,Spec
25,9,RNU6 SRSF9 SRSF5 ESRP1 KHDRBS1 RNU4 SRSF3 NOVA1 SRRM4,0.819277108433735,0.795180722891566,0.698795180722892
13,5,ESRP2 SRSF9 ESRP1 SRSF4 SRRM1,0.819277108433735,0.807228915662651,0.686746987951807
24,8,RNU6 SRSF9 SRSF5 ESRP1 KHDRBS1 RNU4 SRSF3 NOVA1,0.807228915662651,0.795180722891566,0.686746987951807
19,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 RNU4,0.867469879518072,0.807228915662651,0.674698795180723
22,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 NOVA1,0.867469879518072,0.819277108433735,0.674698795180723
23,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 SRRM4,0.867469879518072,0.819277108433735,0.674698795180723
26,9,SRSF9 SRSF5 RBM45 SND1 SRRM1 U2AF2 PRPF40A PTBP1 SRRM4,0.807228915662651,0.746987951807229,0.662650602409639
20,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 SRSF3,0.867469879518072,0.819277108433735,0.650602409638554
16,5,ESRP2 SRSF9 ESRP1 SRSF4 PRPF40A,0.819277108433735,0.819277108433735,0.63855421686747
17,5,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1,0.879518072289157,0.819277108433735,0.63855421686747
18,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 RNU12,0.855421686746988,0.771084337349398,0.63855421686747
21,6,ESRP2 SRSF9 ESRP1 SRSF4 PTBP1 SRSF2,0.879518072289157,0.819277108433735,0.63855421686747
34,11,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 SRSF3 SRRM4,0.819277108433735,0.759036144578313,0.63855421686747
14,5,ESRP2 SRSF9 ESRP1 SRSF4 KHDRBS1,0.819277108433735,0.831325301204819,0.626506024096386
29,10,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 RNU12,0.807228915662651,0.759036144578313,0.626506024096386
9,4,ESRP2 SRSF9 ESRP1 SRSF4,0.855421686746988,0.831325301204819,0.614457831325301
10,5,ESRP2 SRSF9 ESRP1 SRSF4 RBM3,0.843373493975904,0.819277108433735,0.614457831325301
12,5,ESRP2 SRSF9 ESRP1 SRSF4 SND1,0.843373493975904,0.819277108433735,0.614457831325301
33,11,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 SRSF3 NOVA1,0.831325301204819,0.807228915662651,0.614457831325301
11,5,ESRP2 SRSF9 ESRP1 SRSF4 RBM45,0.819277108433735,0.807228915662651,0.602409638554217
1,2,ESRP2 SRSF9,0.819277108433735,0.879518072289157,0.590361445783133
6,4,ESRP2 SRSF9 ESRP1 TRA2A,0.831325301204819,0.855421686746988,0.590361445783133
7,4,ESRP2 SRSF9 ESRP1 SF3B1,0.807228915662651,0.855421686746988,0.590361445783133
15,5,ESRP2 SRSF9 ESRP1 SRSF4 MAGOH,0.843373493975904,0.819277108433735,0.590361445783133
30,10,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 RNU4,0.807228915662651,0.759036144578313,0.590361445783133
4,3,ESRP2 SRSF9 SRSF10,0.807228915662651,0.819277108433735,0.578313253012048
28,9,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1,0.831325301204819,0.759036144578313,0.578313253012048
3,3,ESRP2 SRSF9 TIA1,0.807228915662651,0.855421686746988,0.566265060240964
5,3,ESRP2 SRSF9 ESRP1,0.831325301204819,0.867469879518072,0.55421686746988
31,10,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 SRSF3,0.843373493975904,0.771084337349398,0.55421686746988
32,11,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2 PTBP1 SRSF3 SRSF2,0.807228915662651,0.795180722891566,0.55421686746988
2,3,ESRP2 SRSF9 SRSF5,0.819277108433735,0.855421686746988,0.542168674698795
8,4,ESRP2 SRSF9 ESRP1 SNRNP200,0.819277108433735,0.855421686746988,0.542168674698795
27,8,TIA1 ESRP1 SRSF4 RBM45 SND1 SRRM1 MAGOH U2AF2,0.807228915662651,0.734939759036145,0.506024096385542
