Index	Var	Importance
9	ESRP2	0.94997296879827
22	SRSF5	0.902127741736175
21	SRSF4	0.90143265369169
2	RNU6	0.791222582638245
25	TIA1	0.75283827618165
24	SRSF10	0.747586499845536
6	U2AF2	0.69726984862527
23	SRSF9	0.67340515909793
14	RBM3	0.599494130367624
18	SRRM4	0.567520080321285
16	SND1	0.520563021316033
15	RBM45	0.512144732777263
7	RNU12	0.478239882607353
8	ESRP1	0.476502162496138
4	SF3B1	0.426339975285758
19	SRSF2	0.409773710225517
26	TRA2A	0.37567578004325
12	NOVA1	0.365558387395737
20	SRSF3	0.357410410874266
11	MAGOH	0.343354185974668
10	KHDRBS1	0.341307537843682
1	RNU4	0.340612449799197
3	PRPF40A	0.301339975285758
5	SNRNP200	0.246273555761508
13	PTBP1	0.228741890639481
17	SRRM1	0.193292400370714
