Index	Var	Importance
22	NOVA1Mono	0.979888167388167
14	U4ataMono	0.951118326118326
1	CA150Mono	0.832521645021645
35	SRSF1Mono	0.708784271284271
19	ESRP2Mono	0.662968975468975
11	U2AF1Mono	0.645472582972583
36	SRSF10Mono	0.637806637806638
43	TRA2AMono	0.598124098124098
21	MAGOHMono	0.591720779220779
24	PSFMono	0.589556277056277
38	SRSF4Mono	0.585588023088023
17	U6atacMono	0.581890331890332
4	RBM22Mono	0.563221500721501
27	RBM17Mono	0.555555555555556
16	U6Mono	0.554563492063492
26	RAVER1Mono	0.533369408369408
39	SRSF5Mono	0.526875901875902
15	U5Mono	0.507034632034632
29	RBM45Mono	0.501713564213564
8	U11Mono	0.495851370851371
30	SAM68TV1Mono	0.491432178932179
37	SRSF3Mono	0.488365800865801
12	UA2F2Mono	0.473304473304473
7	U1Mono	0.469877344877345
44	TRA2BMono	0.465277777777778
23	nSR100Mono	0.452561327561328
28	RBM3Mono	0.45021645021645
32	SKIPMono	0.450126262626263
25	PTBMono	0.438762626262626
18	CUGBPMon	0.43452380952381
34	SRM160Mono	0.423611111111111
31	SC35Mono	0.417027417027417
13	U4Mono	0.408639971139971
41	SRFSF9Mono	0.404671717171717
9	U12Mono	0.402867965367965
2	FBP11Mono	0.394119769119769
10	U2Mono	0.391774891774892
3	PRP8Mono	0.375631313131313
40	SRSF6Mono	0.367424242424242
20	ESRP1Mono	0.360930735930736
33	SND1Mono	0.349296536796537
42	TIA1Mono	0.331349206349206
6	SF3BTV2Mono	0.328643578643579
5	SF3BTV1Mono	0.325937950937951
