@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
16,0,16,0,1,1,0.5,1,0.5,0.666667,1,1,0
16,0,15,1,0.9375,1,0.516129,1,0.483871,0.680851,0.96875,1.032258,0.05
16,0,14,2,0.875,1,0.533333,1,0.466667,0.695652,0.9375,1.066667,0.07
16,0,13,3,0.8125,1,0.551724,1,0.448276,0.711111,0.90625,1.103448,0.09
16,0,12,4,0.75,1,0.571429,1,0.428571,0.727273,0.875,1.142857,0.1
16,0,11,5,0.6875,1,0.592593,1,0.407407,0.744186,0.84375,1.185185,0.11
16,0,10,6,0.625,1,0.615385,1,0.384615,0.761905,0.8125,1.230769,0.14
16,0,9,7,0.5625,1,0.64,1,0.36,0.780488,0.78125,1.28,0.22
16,0,8,8,0.5,1,0.666667,1,0.333333,0.8,0.75,1.333333,0.23
16,0,6,10,0.375,1,0.727273,1,0.272727,0.842105,0.6875,1.454545,0.36
16,0,5,11,0.3125,1,0.761905,1,0.238095,0.864865,0.65625,1.52381,0.37
16,0,4,12,0.25,1,0.8,1,0.2,0.888889,0.625,1.6,0.41
16,0,3,13,0.1875,1,0.842105,1,0.157895,0.914286,0.59375,1.684211,0.43
16,0,2,14,0.125,1,0.888889,1,0.111111,0.941176,0.5625,1.777778,0.47
16,0,0,16,0,1,1,1,0,1,0.5,2,0.57
15,1,0,16,0,0.9375,1,0.9375,0,0.967742,0.46875,2,0.61
14,2,0,16,0,0.875,1,0.875,0,0.933333,0.4375,2,0.67
13,3,0,16,0,0.8125,1,0.8125,0,0.896552,0.40625,2,0.7
12,4,0,16,0,0.75,1,0.75,0,0.857143,0.375,2,0.74
11,5,0,16,0,0.6875,1,0.6875,0,0.814815,0.34375,2,0.75
9,7,0,16,0,0.5625,1,0.5625,0,0.72,0.28125,2,0.79
8,8,0,16,0,0.5,1,0.5,0,0.666667,0.25,2,0.8
7,9,0,16,0,0.4375,1,0.4375,0,0.608696,0.21875,2,0.83
6,10,0,16,0,0.375,1,0.375,0,0.545455,0.1875,2,0.85
5,11,0,16,0,0.3125,1,0.3125,0,0.47619,0.15625,2,0.87
4,12,0,16,0,0.25,1,0.25,0,0.4,0.125,2,0.91
2,14,0,16,0,0.125,1,0.125,0,0.222222,0.0625,2,0.95
1,15,0,16,0,0.0625,1,0.0625,0,0.117647,0.03125,?,1
0,16,0,16,0,0,0,0,0,0,0,?,1.00001
