Number-Atts,Number-Significant,Atts,AUC
3,3,SRSF1 TIA1 SKIP,0.9160839160839161
4,4,SRSF1 TIA1 SKIP RBM22,0.8706293706293705
3,3,U11 TIA1 SKIP,0.8706293706293705
4,4,U11 TIA1 SKIP U2,0.8706293706293705
4,4,SRSF1 TIA1 SKIP MAGOH,0.8391608391608392
4,4,SRSF1 TIA1 SKIP PSF,0.8391608391608392
4,4,SRSF1 TIA1 SKIP U6ATAC,0.8321678321678322
4,4,SRSF1 TIA1 SKIP U2,0.8321678321678322
5,5,SRSF3 TIA1 SKIP RAVER1 SRSF1,0.8321678321678322
