id,CA150,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTB,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68.TV1,SC35,sf3btv1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC
CP_0016,1.12864255192376,1.06903753519043,0.994738225524238,1.43808011900843,2.11691197622885,0.939008466248366,5.28982564489427,0.188892684198425,1.79269998192936,5.32175873695427,1.20957906952868,1.37529282204113,1.11316458952732,1.73810485441376,1.17755636220856,2.24275680550661,1.35883761056566,2.34557084013838,5.03208590898477,1.86128828308684,12.356548525311,1.03771528041509,1.43190698668446,2.14348759549718,1.65245858558061,1.42537573667411,1.1052690032825,1.17715714592403,1.07581881526851,1.27517256042401,1.05993347164708,1.24165858221599,1.0016745737486,1.15142382694512,1.4655908148905,5.09393465317433,2.3523146315715,0.897497888934544,1.10157697848129,0.851176200215045,2.29586973646007,1.82657667663193,7.81049040476677,1.83944560117616
CP_0018,0.696560443941153,0.632318031613264,1.14314642517941,0.308338558276882,0.942855212483711,0.441945305614383,0.284271295060936,0.433334646591323,0.855084969372309,0.470175509220569,0.743865122980206,0.773856297807073,0.608964736175882,0.804849681730983,0.661440897454898,0.757456181797411,0.356541419776394,0.666401960799752,0.838563547077512,0.834293135762683,1.29466891271913,0.719899555372992,0.762431713611311,1.35244166368075,0.619283457091112,0.509626341496672,0.629641337501673,0.65033493206549,0.482733994972352,0.561155706933965,0.712852699564799,0.715889043570775,0.518581595851394,0.65407348534736,1.02258646576707,0.961374521094892,1.38765102173884,0.525149187118033,1.13206238063339,1.92031916870642,0.327507249365564,0.632171847865565,0.760401519043512,0.540622168267061
CP_0043,0.975588154013021,0.742196206364438,2.34091045318268,0.714320629757091,1.12982333591865,1.55047210477872,0.25505452641569,1.07580396792954,0.777140001721111,2.96592265913628,0.894206420154702,1.08656059173907,0.767218166200891,0.798166152855597,0.457747745128077,1.01889116567782,0.761624607986311,0.823323269918584,2.67746806491682,1.05653392370108,0.839336382581447,0.991363826351761,0.897826036967642,3.00601217177085,0.749190846113613,0.860365890703464,0.798355197088069,0.929973280115996,0.793709067229382,0.898017977722522,0.756238157410239,1.08957286130529,0.898476288745441,1.02380922606239,1.06265690612983,0.554091272670828,1.4336323746631,0.655127635161464,0.873221315938602,1.31970959228734,0.903221635592469,1.01240502605128,0.694976096337053,0.721059842403681
CP_0058,0.795103772216351,0.816023246294475,1.42371674410534,0.222416577898611,0.999550247423593,0.661474627987709,0.0364555480660169,0.291276695527376,0.777220951062709,0.707926811341667,0.723413947398448,0.765521497825932,0.717193981506876,0.620478314438278,0.745203739739341,0.815038399941449,0.687149719261726,0.851561574038748,1.02522055472785,0.877548186995796,1.00999350588411,1.33016828160962,0.817378023209039,1.26773081206357,0.868094064896035,0.699248640757847,0.880426007514248,1.21330097669854,0.836812989907946,0.684985529099564,0.649279377287956,0.690666457852383,0.602443801668345,0.490180720198219,0.83582669967617,2.28323693981674,0.794769108918233,0.782320292681848,0.727018004192429,0.981601165195774,1.50487475473751,0.965632578402951,0.892153106707334,0.897416495078962
CP_0096,0.913583860696243,0.704308344875437,3.6216480397157,0.4783836713995,0.328558663313692,0.861862670540546,0.868977822928517,1.17894948911565,0.583449988140482,0.0665541913559296,0.498689753579138,0.323129737944195,0.918002483415129,0.465081647094901,1.11457694470848,0.872078119546482,0.434636623302993,0.282760330648103,0.166556708717875,0.340186204739567,0.0712795391841429,1.16613454653955,0.346866807738544,0.974807935303384,1.32867264784059,0.64632038753754,0.685630694302335,0.605724102220348,0.747131191566647,0.668271478029076,0.728473999762855,0.889614136136691,0.653787740947121,1.09179149116364,1.14136928741503,0.363021268946507,1.03094294889052,0.82653422831003,0.485297363680516,1.59188932365915,0.619766467100934,0.682924392549598,7.00198623625789,0.465742280607899
CP_0100,1.00861548711135,0.848419320853956,0.592498303666035,0.732356977816688,1.62686979603784,1.17025419693307,0.49134180551673,1.86335708140955,0.990561381595736,1.23388647883629,1.01002947138178,1.0566918115668,0.697271604175784,1.35087650892121,0.715300790025763,1.31630240196162,1.84954069806848,1.31494448867645,1.29193481199102,1.34296971151178,2.27254360723951,1.20412250400372,1.14330832285574,1.52845801751802,1.2101170217563,1.26100847158142,0.851660899693488,0.854597914792826,0.846466264542997,1.1957497980379,1.48483206076195,0.933926516291861,1.41668325156237,1.15680063797087,0.945075048131629,0.748489810631567,0.589161529007882,0.897976377953655,0.916426657467106,0.800612126769494,0.916764964094216,0.837360502744426,0.779125073068625,0.686551294414251
CP_0128,0.865424172609779,0.878627316855376,0.680860725468659,0.727166756749649,1.2281259513568,1.34976070046037,2.06317354995642,1.16365709146842,0.829538578094055,3.17440759857098,0.833863621226723,0.738313087131554,0.83501135343253,0.994093734794343,0.78399653479586,1.72131736134102,1.08095702197002,1.25919317449919,5.28837586552216,1.08178824894029,5.41119531021076,0.671365629816062,0.918633424759652,0.777022994559276,1.04046551868357,1.03447147167359,0.884832948171538,0.777130592389925,0.72114461951161,0.844598328077083,1.13783523307586,0.910380948255718,1.02863672970093,1.09648110330781,1.31741923405538,0.882872295504407,0.774036807491695,0.910945688960228,0.600699719572078,1.5267927555903,1.78654546695059,1.10780590971365,0.96344961890819,1.02346322691606
CP_0134,1.72632298997625,1.37991073016297,0.177696047713703,1.84259046503624,1.25081877543411,2.71638251986522,0.354563317481262,0.244881965003743,2.01859347422902,4.58964812574303,1.5726370070158,2.59744724065512,1.64923821440361,1.91481603392571,1.95863900338073,3.40550847240053,1.37178247077551,4.70940356292551,1.57236991582178,1.3992258945183,2.67443029800799,1.26757963981478,1.34009976833648,0.0686381956716815,2.23523048014127,1.88040166885133,3.05644440574815,1.2565250009432,2.40589206515488,0.915289414071584,3.16314643239862,1.31577268150008,1.93047021336034,1.64988968385726,1.42939277163634,1.84890443712552,0.306182713019537,1.82050895282343,3.75863134800813,0.383005567114815,2.981990242035,1.63947656722089,3.01340236511615,3.18591508676513
CP_0135,0.923375812277986,1.37419688889248,0.610184668016809,0.117365210230741,1.74750155901843,1.3339768232165,0.57081070043243,0.639495281815712,1.51292785085841,2.02637499376501,1.22709313222355,1.38852715844759,1.00132248287599,1.49672599000787,1.01722471937854,1.53738984776797,1.26747169789175,2.55621276205122,1.6093579241528,1.46388190553546,3.26295326743612,1.11639467130601,1.45816903394779,1.14936574378722,1.34298415691729,1.29554117875139,1.25493509157185,1.06777165961888,1.36585347173004,1.18005230049565,1.8699592874867,1.33376836283049,1.52696284873126,1.26727543835581,1.054453830756,0.828340801618576,0.587132318876237,0.9374759562785,1.16830378793074,0.725122351931587,0.874454951352304,0.642276588622766,0.644191731509892,0.730292969344716
CP_0136,0.706433003305225,0.877224134668324,0.675316281772689,0.234421993098984,0.91248974954865,0.806834406286099,1.48172149888104,1.00965856248962,0.830863325681602,0.487296014933895,0.73477733032393,0.701131732712998,0.915815427893781,1.16431514865481,0.626138309680637,0.790925972190104,0.805665813703729,0.371853490879684,1.33874662128987,0.868375694433431,1.63695167522776,0.882984295058521,0.883524653923333,0.863739598205344,0.740759644558798,0.767659859516763,0.801893507389948,0.824364116250978,0.56125792017058,0.991431437937134,0.811658261915652,0.842597089970337,0.648411719856437,1.02516696032165,1.38232517199061,1.2815030872339,1.53126179170329,0.760404097565865,0.563694974173783,2.50688240721488,1.1151814035835,1.22182497517389,0.781674520111319,0.557551707975667
