id,CA150,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTB,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68TV1,SC35,sf3btv1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC
CP_0016,-0.284752653719115,0.193909540779184,-0.0976226987875667,-0.42130487217136,-0.83036600828594,2.49848944319538,-0.387862967397261,-0.113066432002005,-0.662767750508964,-0.268989645139407,-0.399814401867397,-0.11525353921248,-0.371826357977137,-0.812753305939511,-0.565012269920069,-1.00005298062467,0.0669001906561757,0.0893233142147734,-0.84649953615551,-0.571830869119442,-0.485860965189372,-0.0595535724363941,-0.194535387815489,-0.151428678652023,-1.01400581484098,-0.52819477381838,-0.211890053989123,-0.175342590767224,1.09478645015684,-0.857088943826738,-0.439745708155906,0.0601082096280057,-0.529656472921559,-0.380138076211579,-0.245131889289918,0.475390471991973,-0.66254581290384,0.63942553479558,0.550222482015131,-0.44553709314622,0.920584454103334,-1.44760162681437,-1.32943884995639,-0.264341407195822
CP_0018,0.0189051794221309,2.37665701864937,-0.0989051992844496,2.34017857049017,0.270323639519461,1.52394336750276,-0.237778422230941,-0.245063923998397,1.0783489026051,0.408022397270998,-0.376513224297415,0.461280723084584,0.829652825656208,1.09639410335293,0.520834221551822,1.016259928227,0.496315623069219,-0.251816056166124,-0.219726396447868,-0.0975458914509457,-0.367577417798323,1.07007590243455,1.48576691769804,-0.152452510784289,0.891881036911326,0.29371922181751,1.44492985336124,0.574430843583406,1.59511296012815,1.90944337685125,0.838188138865256,1.63029788570578,1.8845363059076,2.415632373464,-0.064890642842131,0.0253551847362768,-0.409119636796432,1.15597211762389,0.100862680693725,-0.67372191079236,-0.0436526648657888,1.90075554720957,-0.0206180145631881,0.499059659742425
CP_0043,-0.0331125963214351,1.41634674143478,-0.101313885092464,-0.599078887350632,-0.418113733598161,-1.36166460733541,-0.381096933348601,-0.290273800943316,2.5228236581025,-0.700962011205337,-0.357440577934885,1.2414443283837,0.999117930393053,0.37486605098739,2.38188124948509,-0.0643386416215124,0.161743200390615,-0.142531778881399,-1.42140336051776,-0.525796504944636,-0.670962820613375,1.92885356356695,0.603198353889675,-0.155787917882309,1.24801972416854,-0.138112334280929,1.03542607004352,0.66758143736293,2.85330931133957,0.621954686816596,-0.37557300286398,0.342248311612115,-0.0522071661209672,0.176484210727002,-0.303535723937969,-0.671739641112869,-0.829750924947452,0.43793469056705,0.878022240437639,-0.922656358311516,-1.23605732478615,-0.0264626957793468,-0.433486175538882,0.314290457390914
CP_0058,-0.0587736911957759,0.96767630791753,-0.0958171318858419,0.398349917399869,0.198794354029105,0.777939044845752,-0.336200715252016,-0.0100961920063434,0.729068899037236,-0.479197246283474,-0.386565376875863,-0.656803533073298,-0.291972402985839,0.455736419840515,-0.279295641958944,-0.344719784249276,0.283340140720251,-0.246795621929152,0.503783052289515,0.73893005254695,-0.589947488385445,-0.902661150181173,0.275052445573655,-0.105306171961666,-0.015850958910357,0.315962634338628,-0.397480912311343,-0.712996574233619,-1.88605280414004,-0.118413276880633,0.413047080590091,-0.551689009359678,0.0185885881113588,-0.346951479922845,0.00202637771507538,-0.421038737609178,0.602932879341739,-0.282037951774862,-0.100599975421901,0.608129560793501,1.99210687203734,-0.262871402418498,-0.186191239444566,-0.195000890837357
CP_0096,-0.301024069772241,-0.512053237664224,-0.0992737246543585,0.288476837907133,-0.0337307425758602,2.37182053394761,-0.326882021828463,-0.229758215880194,-0.423232652195353,0.193279158618577,-0.391734655885847,0.567208035433572,-0.482826828419386,0.121583659335314,-1.20351598362345,-0.672151199111928,0.00741774947607325,1.01063126919616,1.51171274229425,0.33398845514291,1.52131833333297,-0.67465457276958,0.521807171094411,-0.145119827460392,-0.636314244381234,-0.5469563683513,-0.132083278368704,-0.184917120964478,0.80618181225832,-0.196175040166819,-1.03931085962734,-0.261653594635997,-0.869919695217651,-0.33024479562139,-0.351972299760216,-0.383327048421528,0.163834789920027,-0.0131424601470896,1.16469273919162,-0.606056817407915,0.497095081151358,-0.942046733525493,-1.11371618786568,0.0862687633627428
CP_0100,-0.302874550633366,-0.131972156353734,-0.0842222310428414,-0.212909089005237,-1.28389198583874,1.45601120279396,0.169118040231247,-0.12691659985114,-0.039749735289287,-0.943090030914551,-0.395687165675848,-0.220923884415205,0.316099852418907,-1.10312325044531,-0.627474475337317,-0.828160188102978,-0.889032881104752,-0.873330267090088,-1.29653645468038,-1.13986425241933,-0.872667635791948,-0.0288240478930841,-0.797230605056496,-0.149730092254823,-0.917892028461273,-0.657000643330262,-0.154116411782352,-0.136493130712062,-0.0106936149169912,-0.734424787054437,-0.902899368233992,-0.698485298113968,-1.25237779883012,-0.394271798785583,-0.355772020339322,-0.577436421415504,-0.136453957121001,0.358531796764978,0.606491879826208,0.304904267157563,-0.157674187927388,1.95359080296466,0.0711700362811882,0.530575015588822
CP_0128,-0.083870126310083,0.448694025961783,-0.0848024566173875,-0.0507766051139822,-1.59206782169548,-1.48427188075737,-0.340769159423217,-0.245676532121987,-0.457499890329341,-1.00666349481573,-0.358395283770257,-0.596996774455752,-0.223431755054173,-0.90896810326529,0.480770506645132,-1.5692938873303,-0.237376521038878,-1.38982758739105,-1.59775531661739,-1.1623531720231,-0.910951259425536,2.95737497025043,0.707813768221511,-0.123340682022309,-1.01029336984598,-0.567842379531783,0.239059591231671,1.24262198552611,1.20940066454661,2.37825039225162,-1.05920694089433,0.702573922325699,-0.624423767365382,-0.660453735687758,-0.0540865408961605,-0.718030511688969,3.6679871040813,-0.537804501143835,-0.393025791958358,-0.331297296146424,-1.30833195579808,0.931123059504584,-0.348146250176917,-0.367430620051003
CP_0134,-0.166584017498187,-0.00463505218225814,-0.0899493322419106,-0.124816264591078,0.177128781153999,-1.08201581336588,-0.389726833913385,-0.129226467820386,-0.252052348329467,-0.794006558119451,-0.386177308487087,-0.49355642032696,0.0240363152995109,-0.428021774190004,-0.211417181077255,-0.638679372714104,-0.309748592458017,-0.682043431756669,-0.665991330276138,-0.0938107715537887,-0.45120826201354,0.873666437536028,-0.179245404443258,-0.111482186257421,-0.433718365872904,-0.376995318744137,-0.488789716582296,0.411211873116198,0.172066322462861,0.76296527350249,-1.10563424779855,0.995305034813642,-0.163341511347085,-0.195333944945882,-0.233505981267633,-0.926214538442245,0.677107585425147,-0.34104263621471,-2.03328955629272,-0.58501382503582,-1.27884166249646,-0.198270818803027,-0.8238968509693,-0.581350809439779
CP_0135,-0.197557740766381,-1.50513415971418,-0.0887445015926187,-0.0613435274426476,-1.05153064296247,0.759471624928111,0.22445075388833,-0.0942578153528482,-0.670181784262373,-0.702104816314631,-0.40821875015015,-1.19588314374444,-0.134219900601777,-0.734143648827372,-0.821462978548788,-0.77417872400913,-0.703836000923015,-0.641588707956942,-0.829795233372395,-1.00379414102709,-0.473872364796276,-0.74090744178219,-0.583722772169885,-0.133237418713114,-1.13403137093059,-0.650206905406403,-0.672787267262204,-0.0984741178889858,-0.141904616102744,-0.993937398044582,-1.2379179715145,-0.567923498035519,-1.11286410900878,-0.552562223718599,-0.231646065229339,0.652019640488537,1.48739299040832,-0.295684918679659,-0.414532630007635,-0.0670232470470649,0.681752501930424,0.994926114523867,-0.214428698921959,0.443760794254602
CP_0136,0.0285995881898149,1.11444211307132,-0.0976082375565917,1.10558724009221,-0.799157285471416,-1.38790632135274,-0.416280523971046,-0.275489079437735,0.853561686491841,-0.747866790795713,-0.355121999370858,1.00446333897244,0.120479114592061,-0.761622673341195,0.594047289565105,-0.991022174956523,-0.0793561224410337,-0.99727318759693,-1.2924280422405,-0.522937920855509,-0.822691856073842,1.4798937256031,0.652342013031903,-0.148167540735881,-0.504123909352218,-0.441918584239899,0.277460210022177,0.604231026249368,2.73336056938039,1.11737035178553,-0.723324379410382,0.779468867995591,-0.103027272614395,0.438718602370672,-0.218878250379429,-0.780049756521171,0.295618388873291,-0.207515855737485,0.68715605650127,-0.823552598473488,-1.2748018492886,0.0980416100065237,-0.626624803588924,-0.301265145137258
