id,CA150,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTB,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68TV1,SC35,sf3btv1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC
CP_0136,32436794.7092988,6917133.08025627,78490.266571852,7605.77338813264,22985726.157596,998124.638767237,190031.14540951,,56466372.7457152,21301.7793945675,26108129.011678,7821375.90726385,22515759.6871744,19337633.6435269,39474874.9242746,2343274.00164126,1183667.6377309,598160.609062143,1610727.54543603,29103369.077231,66930.2166778584,57378589.3289463,30587554.3692124,20113.1588969625,21150139.4104888,73218404.516099,14843125.2170919,180209179.454703,8343013.18507639,127149255.783274,10808463.6060507,51229993.8876569,28688018.8210133,166795178.074852,157947595.692155,20171.8465993593,1194842621.89254,9698074.20425325,9711065.35379917,1754729655.34541,109735.035990261,33533997.4786433,35358918.6740805,801450.314131436
CP_0156,20835343.6865502,4900062.44539116,141780.905623336,2618.05481334761,26751029.1325004,2284118.63874718,3844161.51481726,483.507995112043,57227589.2453134,14402.0090282679,20509272.5365032,8025060.12021258,21189337.3618462,20345520.9072025,31817627.3543349,7361107.32488201,422801.557668269,2250989.57382575,4585729.24272124,21786119.7066219,122249.481816409,30511240.2229015,24305464.194267,11166.1075241337,26823455.4025733,158815014.083952,10427182.0476131,145074923.637416,5381756.25929697,85468230.062737,21939049.236691,33031139.1789564,28388553.7719686,,120307973.003227,49629.7760894219,149256320.678722,13726483.738789,18167927.2628328,4171344119.84806,863476.413578961,22316355.020078,70228946.7211713,1975452.53112401
CP_0157,23574766.0355339,4576026.19245481,466072.223487825,22812.1568758478,19072129.1718377,8650610.25554906,6668605.79065652,5654.33268832414,44824972.3054893,74480.8409282877,13553853.9631127,7156582.38824224,24247663.1388756,13618038.0073168,32092015.3119721,2822680.57950164,683088.956616252,3844834.18908211,2584220.98934556,24938740.4129469,76884.1303304449,29635237.5298909,21909419.4662821,118858.110945574,19534601.7649619,89967834.1284986,11316641.6041138,154775038.391192,8359766.36473986,60618359.0211317,10087141.4068024,24503207.2923683,19641623.6349833,,112921474.34515,87049.8251335372,269383479.803285,14329706.0894229,11136586.5934601,5820550124.42683,2569091.12322282,114481371.178283,179872030.14525,5094490.81854891
CP_0184,14985740.7176811,3734793.85379812,213147.703876299,2037.72797441453,43833642.1877763,3497287.92263606,2063717.38179265,3513.62813536147,37942176.0957225,251485.856303781,17940098.0352638,5533586.79862975,13710103.9442014,16177455.8141528,27325796.1170966,5548738.37047403,1312395.48153514,3806005.89481772,10671479.5852499,37933022.5827283,645448.395356468,32080209.263429,24492572.3621912,70852.6265270462,27005049.5107962,58381242.0178475,10483003.0354077,87207957.0700588,5172805.4679722,57710876.7934905,15019123.5063462,25913807.7023839,15867508.7726946,,103610214.406909,185048.558398418,372631731.448328,13930571.4418156,14063888.8616279,1976350235.82332,2385235.65213476,17048939.888218,110798063.014373,3286120.2694953
CP_0191,30349438.6625482,2895328.46337768,163799.302417865,7132.46195626769,26871593.4373427,3512430.15474394,1356189.5535141,,59733934.2039747,228257.526490582,18451682.6438922,8420940.40808308,17477608.3109623,17626753.4251966,42984681.8513745,3839459.3238492,1884389.02043055,3509499.1777611,10650914.1136099,44781408.3938638,370379.314536159,31220879.7303265,27017756.9223481,28686.5701006169,24881685.1615974,66036167.1911698,11846647.8503019,137171359.88783,9112966.67654251,66340565.2165366,9429418.50992512,49942111.6234586,21769627.9784532,,77594658.779297,65258.6309126956,987656768.997237,17075305.949657,16582100.4541995,2856821399.8464,1833188.92111532,33938457.1534224,78859190.4879288,1859403.79048
CP_0193,47040288.223882,4608383.55819628,1839883.14093011,,18872909.3734973,2701896.65309293,2412310.66436709,139352.548522387,64383352.0948548,60983.8338367682,27552523.7858788,4343989.48213952,21798189.4777175,29216489.1464294,64074309.1813227,3875915.03057058,560991.639680155,2621323.10730165,11751046.0439645,39714315.8573981,318060.630124386,48215585.6661137,15555526.6546174,414949.868616776,73722928.6498986,48020937.9808556,9130103.17252663,276661087.889198,9792508.26194734,89695791.6315409,4897154.78447214,97367921.8012972,21582862.3298722,,118009294.903906,67429.9201585426,5721286456.72999,22874264.617932,21147204.5225037,20141288588.6261,993428.62078139,99199971.5619508,146265805.645043,2792853.11202392
CP_0196,20267684.4244328,3956538.78633527,205284.40336301,4074.61601826789,37110294.5838036,2845621.88076831,788466.691470487,1692.90090673195,49688734.7182778,52113.3046553425,15880573.1901652,6731104.0349404,17228117.2235613,17399376.7936428,30913602.9567329,4445057.47360956,1121653.43545908,3286717.62373883,8012574.76190989,30221253.5517736,173007.460055833,32920719.6641613,30127582.9235076,17092.6151298113,25732730.4631847,56926312.7077256,11744914.2526105,108320385.129036,5945973.94435196,61888022.3897034,15286603.1493438,25679768.575724,15698411.642286,,86995317.4888267,72412.6854439096,256304275.615412,12679955.9024572,16398139.1732729,2643587360.2951,1789337.55332071,19640065.3332927,70701719.4970796,1742534.1619472
CP_0197,17139988.1497923,2947168.59538643,76537.902678174,3462.69810292826,30061342.3384388,4519721.28142492,898991.31793342,2.99250291514849,41117601.8221879,572063.507876169,12025250.9913395,7349764.84640944,15181275.1463923,15410583.8532034,32832462.2707126,4921013.03876608,1698093.16655942,3915673.68415766,16078759.7251457,29418177.3642685,680754.100421875,21539127.232393,24666447.5742944,22362.4760575354,24334027.114178,51511579.4515116,11061434.8645408,104796163.847459,3828816.07557112,52887116.6589698,11818632.3974349,28844159.7971125,18357302.1531362,,72895887.9800382,41835.5749557203,348900382.927496,16267474.3455163,14866419.5107224,1733201511.68552,682176.58546004,22002607.8818874,71657342.4415032,2430692.8854459
CP_0212,26759101.4878283,3478233.27972466,92774.085568297,8675.29002589014,28259737.9232371,3611658.50831454,370123.648669361,,47579396.5146166,331309.884006851,1833258204.00162,7305466.63386284,19012486.163207,22586594.8378492,75517457.6652771,6029507.29489391,1024272.53975398,4752026.1739292,6534848.88887022,38929156.8523665,5629.33859453736,34937653.9055689,26123958.8748725,42928.4318677285,43460538.5502881,117367579.683255,13218137.2591493,177782226.445168,10651401.9981333,58202026.6141021,13698094.5239268,38026845.8821864,57398897.3855668,66370672.8789988,448727087.899008,1059734.62998247,451962406.939143,13314090.4025479,15213273.3509757,1444072088.42683,,20163510.7452337,107969286.561292,178556.010926379
CP_0218,34949478.1044079,5043310.40051674,250193.815918683,2542.09775380564,31756828.1444864,3295245.63589652,1630116.77175793,7157.52523406867,54400803.5747352,149388.679045559,1650914610.51384,8245358.77597601,23939666.1721689,25712469.0084204,32040655.4695715,4388150.92892893,1327494.92309717,4562156.67015754,5419218.43318623,46845515.6438841,2741.43295771694,36371150.1553287,28329475.6669834,82029.3314454791,32308723.5400496,104464897.023575,15972353.7615801,163348325.830897,6884071.45389256,70648286.3639119,25626204.7469197,39659555.304217,43675424.6872336,145931553.72841,170526866.542217,111821.991885113,834444499.83134,10882589.1305808,9977807.96766869,4148648577.67646,,22958676.7372024,67440507.0480537,91739.7146001248
CP_0245,20214360.7038003,6289224.44710961,360989.730740831,,49312418.5076826,2366980.20163836,126095.27891074,,44682880.5148065,25264.206537415,15527894.5262559,7859264.19972111,18360049.5411154,18012965.9666847,28737145.9578924,5812251.61253736,293526.038084342,1630106.08540303,4061772.35921309,20850204.6735716,92983.7954906412,38706248.2494536,19758057.6154855,87126.6332383701,23423549.580892,110149571.176369,11620247.7684352,125460744.10229,3970185.83991013,95226735.4779388,16882059.8867206,38469018.9184708,52906849.4776918,,167478231.021248,46992.3366862907,897834350.621739,14832390.8806687,10155089.2097977,7688475606.72191,284576.310443306,19547803.718218,66889296.6955742,2614930.85928094
CP_0268,14683466.144207,3044745.05330458,315989.058150686,,25336626.5735668,2361698.10371021,287676.500873182,66.105159481534,34447476.8644152,306379.796979488,8987461.09961536,5986557.23272278,11468724.4402132,9965466.31679491,30048659.6205651,3044753.55482793,792512.2155823,2239176.61939709,6410230.11492573,18594726.5296839,355808.294639369,24133732.6565368,18166553.3467692,35794.8201642333,15205142.9434679,43028906.0559967,9134537.66202158,82521823.587338,5325719.21824059,42146699.4913714,7842561.69894726,18551121.2765978,16951952.3971084,,158387626.557475,403367.62407995,444653874.895659,10944904.6563841,9454846.12351076,2845215392.88203,2177125.67012478,11837700.9960953,81410409.1281586,3530981.23169383
CP_0357,46447899.6793978,7174661.42629214,140967.641081832,10371.4219447974,69347796.6130275,5696353.62699629,587093.848064907,5502.50063043134,87286232.760206,142204.258888423,22799943.1141879,10406048.4771127,19938280.1901174,42329012.3303369,54563379.1690301,13990073.9727992,5805792.83182995,4244436.78502765,6660035.15717111,60138705.057161,269307.837023831,46160802.4376051,41868417.5158552,66522.4844084696,64888387.6422254,379539540.086829,20430635.505258,145595894.686449,6722097.31432464,135689797.878572,48542823.4411062,87710115.8718028,95293865.1030867,,163088627.23227,30697.0594562536,215233221.860732,14854491.5837487,14793554.3122792,4929720146.18694,1021436.90985637,24667908.0884965,80412394.4990598,1484554.94225327
CP_0372,32961512.9755027,7316650.67348172,322478.708689844,18646.6790271725,43320389.9699611,5361191.62887929,5406896.99133468,35951.8512006144,59758802.544965,161061.645512354,22161552.1687977,10104382.0846341,28072447.964571,24796976.5990369,27219241.9396661,10840570.1451429,1098121.93664849,2764058.17234304,5312371.25727657,36463330.6716038,269754.088158362,38798098.8819162,28057417.9662526,65078.3835539788,42126424.4396053,141200999.255032,21974191.8329996,171045429.627074,10005590.9071273,98677253.9202534,23081435.3354672,40663694.7220939,40632082.0049984,,106212757.266976,43687.2313285081,488178912.891799,19164503.5973442,16327999.5857647,4728504879.34142,2799354.56246714,39459909.8603506,97743281.813438,5327874.42742434
CP_0378,44783117.945964,5673454.35303911,482677.601086746,38060.7579422891,70457111.6049066,3084961.34070807,17195103.0946812,43935.707679636,66161623.4261357,43094.517937429,18838460.6351521,7638327.14507027,27155270.59412,34796724.868914,43577915.4319223,11569083.6510273,3299208.73993697,4582020.53295113,4527490.17609617,54537117.1195083,147784.599426532,31159246.8283762,39151759.378207,56598.0433135161,40011924.6014661,310779212.056114,16443297.3205279,141798649.028126,3817833.66732882,129933571.509035,53525814.1892319,81446095.2042189,66772639.4253898,,152219749.75821,16206.3548242489,291941358.84267,19106651.5052781,10263642.545049,6116875943.27269,1616135.46557726,20918388.2814767,124583532.138791,4097060.55803844
CP_0449,36199648.9807616,6400974.65783662,162887.118458028,8589.74321307929,32169580.9353385,1358397.30959957,184407.964790743,,65012997.9022411,13114.2404596638,27870284.3029398,9842666.00635053,26607659.2202824,28382192.0248025,67049233.6730832,5191321.88583011,1732601.48508243,3300037.35123416,1423436.25820349,61316643.368508,194641.607793053,38804260.039196,25350881.2964547,52862.8263591298,44565868.1344542,141346544.323392,15547686.0651056,171043021.545834,11927300.0268786,93343674.4127913,16053132.061375,50140346.9598366,44741368.7149216,148782501.890516,145005803.745276,28158.6584655646,236067561.504648,12985535.6399378,14247584.6088179,1644123266.66463,109784.065761687,27250119.0395705,55681319.1360584,735092.525715643
CP_0455,38837582.9296432,6649463.53601437,63874.6515549043,3245.19682321981,26648699.5727722,1631267.25938148,109219.363476337,,100005174.078221,3593.33480264074,29573435.3243439,15179911.730052,31888845.9231747,61116711.7587022,105782557.990115,6067918.49813964,1686453.16929124,5826534.50520363,4887922.44514115,77087754.0304012,117206.599491574,49708932.5594058,38299532.6041441,12527.1376134515,56646462.7429517,116585091.961191,25656924.5146397,224118092.465068,13578642.3982463,51443153.065966,12228808.0685099,58437687.2806101,45154444.7316483,101142798.298348,194439346.640408,47996.5829784417,127126907.567276,10407792.5110933,29542635.0075555,89049240.1068364,409247.780726292,27830614.3446839,57085319.4386389,594577.620289391
CP_0468,42666942.0446431,6125398.21183092,90347.5992861095,15519.0113612554,46841489.3368865,6217281.54849183,271849.732137034,,55710266.3605663,22698.3035866033,24085684.922064,8909818.6521674,19334593.0204675,38430892.6981498,55263616.9519717,9579159.75602454,7854843.88942652,4053792.23352207,4312987.48567118,47825075.725479,90013.9898942046,37192417.6643861,32858829.9567757,46604.1348271978,53950192.0893666,302284234.784612,16786581.936108,127460337.147763,6129451.8264136,130218313.060038,46341474.0108474,65025202.6290183,118303832.272108,,130077074.093137,40927.7830401828,138047087.083331,12811561.0366169,14206415.2294336,2319287793.91933,1191121.03270689,22604953.7852074,44768350.186807,825621.99269486
CP_0512,13522384.258005,2138895.00260145,236814.916438392,,29342535.9199862,4530928.55353988,342749.49808656,,29966731.9435531,1634.53550725522,17444781.1056672,7415246.65569063,9580096.22501875,29924375.1583506,53184584.8901587,4798894.39906142,1521892.8274342,1892173.22796237,2214981.29689109,34617503.5826406,91739.116288795,21058504.1976603,16661898.8805932,45755.4637087372,35009969.8763717,271940461.470689,9307553.46753389,59266474.7294588,2887567.92632991,56875158.5402192,20400993.2492875,26417567.4639851,58473064.2913899,,381134422.941196,187845.682470694,341660060.023599,8247568.86782773,7376129.80247376,1425688293.29027,2550166.21368612,8744854.94102541,118842264.31665,4055523.17779406
CP_0520,15524862.4080405,2839635.5869305,323591.229858789,6732.19938005016,35395146.6079425,3171646.99635993,8800226.44769917,,35782505.3969391,194975.774019035,10852640.1867759,4187332.03673722,16860220.6595268,15879941.4006742,28936551.2234031,4689228.26469243,433737.783870502,2700801.7221366,8208567.76446763,36728196.0799361,494043.925193347,20926931.2505453,19133686.4758521,28382.2471375019,23711769.4921316,84592602.7668199,7932184.83876295,82380479.7636875,4762915.38037329,57149334.5042096,15263163.009205,27377490.2428834,31571963.7368762,,95142227.7259745,97413.1532141767,425636167.117458,14256471.091841,8950559.91400501,2544766923.0633,2107629.47499753,13671116.8682568,150249608.342291,4289070.63510331
CP_0525,72504693.3322974,9981597.02266273,336449.376961063,16963.6653533006,68449269.7194887,6706803.25491688,1212751.50589532,6423.74786095825,70779202.407435,45313.8270999882,26150121.8840621,10986451.8727516,24557685.1033035,46351052.9304788,49970815.9627893,12247275.566493,6165875.304091,8977170.05900938,7707685.49427951,71863462.051233,299539.3852154,36553918.0387512,48074285.2391924,68551.3968597319,74407797.1120786,463272673.252524,29230690.2966016,213465633.764123,8464318.56174079,150549771.137368,63787546.4337142,87783092.6597084,83399252.8806888,,259331267.982771,96415.8356314432,286841870.063983,20548043.9788451,16892384.1175313,4410378759.75666,2650288.94450492,28597885.2161124,85108150.402618,1364417.65789094
CP_0526,66280958.5842108,6402933.77885079,485908.810902874,9690.71851909309,77558884.8693549,1072245.43736923,2656562.36533582,7641.18203782502,97026930.1973926,11880.050959126,49384118.6896027,6871769.95504849,17615546.0684994,20026394.4773292,66484382.814421,4284223.9655119,2645723.356622,8784797.24689471,1006178.66655509,79315211.5806018,472381.755510067,97492227.9242287,25601686.3345345,32105.6892031654,61231559.4507887,406057742.435584,16022108.8493978,196638429.556574,2366652.56093145,122618760.528163,23734604.3195131,61857030.9465884,73732994.0316491,,417900256.175918,39243.8684332766,783475218.42037,8543875.23988333,9908650.31870547,8235029157.63151,2376193.56982792,3333383.86928665,12242823.7505203,248051.650078425
CP_0563,80116937.7388348,10890585.3776873,60148.4778664644,17394.8485525077,99701689.7209355,3419731.18883605,187043.309977292,,119440549.425884,71355.797345351,70521271.9616585,13088789.0095646,30662118.2709102,45706599.6178329,116022706.343779,8143057.83147438,14679913.7654607,26600516.2698441,1403159.38821925,118404190.236913,726349.163610063,91156725.990596,50731707.7277592,6441.0982213825,65188186.8103469,664978512.206973,31511561.6433327,277478084.077079,5411525.79886669,108582072.53678,62451236.3598142,65685794.7455343,156651519.035174,,160994809.249875,26118.772731183,39082400.640199,7605323.43968157,12139297.3906606,703348092.228393,369358.993452848,8068658.65555969,6980935.91945102,89814.2539273608
CP_0587,35150323.9516216,6285927.7227729,178266.237414883,7629.2253726902,44616733.7744585,5492016.37093732,1274571.78426803,5130.15575374192,48433594.3413931,194997.960091801,1578671732.07643,7390443.89316249,23782125.8691522,33278724.5300095,54070267.2101697,9205226.16912896,1303388.25160291,4265735.54258652,6672754.6492619,51566599.4477091,3190.18854501484,37017145.4708749,27855877.071847,84654.4072097763,45600494.7341987,196455121.081296,22849174.6722836,184649749.470291,7379473.40718852,77539272.8732403,31146554.8098075,52217575.0654231,68617453.8751623,140104165.479839,292205658.922024,269931.527932041,662965861.969109,13793782.2486876,13794555.0154099,5504651665.28102,,19567425.719938,122503648.846139,239445.657683356
CP_0601,122164601.146596,10028893.4658498,364889.32849453,,110492445.024185,3144075.12113187,74544.5164332494,9465.18040863348,103241094.100941,2186.40136494248,72007233.521626,8114857.84249587,61719642.6424686,83910309.3046834,192980139.032365,14389070.4842478,6062875.22623086,10676399.5798501,643852.083131498,128595466.248899,116334.362339161,153849347.661853,32681448.569295,162333.603864448,97558280.0318446,1214155681.35882,50570041.2467888,584362288.985435,8344729.9080965,280693666.259415,50123705.8024744,108273289.354087,152283684.776446,,499981245.852026,81890.880942272,795665307.490159,10949687.0962959,10465906.3068858,6862304984.55672,1343205.63910363,5466620.23572127,7049095.85769991,106970.506975995
CP_0602,66593884.1032315,6031062.11398338,351744.121791015,20917.8440976621,72876015.3549437,3465980.76047932,26585738.5490618,10692.8141182595,45127789.9128124,1187.83639663545,42141512.7760206,5826746.85686982,67522690.8624979,56457582.5163895,101250471.217554,15695570.2131762,3872426.34331946,12962125.3249121,156632.932168626,50112440.4812455,21541.4443567272,90274426.8362755,22301108.0050973,164644.381148365,68127544.6176467,1090826440.37692,42193931.3773641,307244256.495786,7206026.61715916,275205242.798984,45733899.2267533,34808575.2385788,78215340.6279621,,267840352.050568,40128.5789045655,284541434.45492,8996998.47814691,7098073.66355092,4856053155.44227,1557664.3627625,2677021.66445883,12973700.0974244,506429.287210342
CP_0610,180517866.921559,15197620.5504613,669024.818225067,88985.1253207831,123479355.495638,5371315.81847056,22833368.04527,47210.536359015,95274505.2043352,6585.11845618057,73677220.939155,21518902.9485155,107737145.312498,90382014.7227723,180506537.121325,22195510.01605,15108420.1667169,21836547.7224267,186620.203162879,83730332.670761,56029.4639364751,157134902.783242,23940840.2176336,448769.323216707,147489436.806312,2133444651.17035,98021907.7897783,970019512.888398,24682656.9726488,578575277.704264,95265276.9312391,120823544.192731,214256253.231592,,799515761.182729,627485.184543513,135131123.669936,25485098.6761086,13377945.102258,9690843208.91431,14458926.262533,35949490.5632522,94567678.0949799,2182158.32771705
CP_0757,4941341.39921868,724496.990524892,928284.136375902,,21493006.3257303,2163523.3447388,20327004.0123502,17611.0732767313,21344177.3863275,58901.8917939842,9959816.48726386,3688725.75235625,32995792.9147652,8324110.27219825,19062159.4690551,2123465.83320954,82196.1737814762,534485.465308518,3790688.21835138,20544803.3037604,144764.668025038,13371755.0315941,5521386.84833426,59611.9241933728,13120028.5938391,71442875.0237682,4405156.27833761,63097997.774534,2644444.39447472,40420531.8674925,4872663.85525099,9177068.59117297,15067981.9896035,,106766079.138903,20704.4251559522,213515480.661239,15875709.2028013,7312932.95640637,3650882041.59437,2185082.39328473,3636596.52981823,131207352.663049,10153667.1285291
CP_0766,10507523.2083434,2795030.61604705,258605.168285527,2737.52208806371,30499895.4904939,2356776.74344908,6451193.98233392,9869.77495197214,38049072.6113349,36109.4200562762,11054620.0144678,4412978.53433344,16729287.1477445,14659809.7330695,25987959.4331401,4137910.76217805,440801.355085852,1255583.77983905,3656632.4919311,23896807.9896566,144187.737975341,23724408.4261686,17682553.3335249,27999.2799297553,19223037.5299701,64900760.7877237,7349544.29990488,79892364.2467851,3809225.10275478,54275234.8856046,11420065.0698457,14872002.8289559,22391796.2167576,,86588628.86989,23620.4695069783,302075160.364012,8782621.00033212,9077949.72404495,2294403447.52935,2293085.17392435,8886502.9307462,86440490.1393631,3935853.00217982
CP_0778,14057603.9064587,2286765.64027751,354670.831944885,15061.0232706916,25012567.9212894,2447546.06409405,10816539.448269,22858.1276969135,38102857.9575088,67329.0299179502,11234323.839024,5764166.47297219,26719908.8238333,14948869.2846303,34811068.7596997,2771936.35300597,569801.327070648,748609.470816161,4758239.31675349,26437041.6317375,156460.099025677,21232610.376921,13643392.6432128,61106.2273940303,27681975.1179124,70836672.6811351,8415773.84533548,102259109.313018,5608386.58943016,70906769.7282764,7219266.44139997,27276907.0790356,25139569.700163,,79112714.7802443,37724.4295870102,1140996227.90993,13235229.6024712,10499350.2032376,2393308536.39898,2863662.84539906,18335886.9428137,91228271.853415,4645420.25858703
