Index	Var	Importance
22	MAGOHMono	0.938407407407407
14	U4ataMono	0.74737037037037
23	NOVA1Mono	0.703888888888889
16	U6Mono	0.688703703703704
25	PSFMono	0.667814814814815
38	SRSF3Mono	0.655814814814815
17	U6atacMono	0.653814814814815
32	SC35Mono	0.641814814814815
45	TRA2BMono	0.623296296296296
40	SRSF5Mono	0.618925925925926
3	PRP8Mono	0.598259259259259
28	RBM17Mono	0.586185185185185
42	SRFSF9Mono	0.582111111111111
36	SRSF1Mono	0.555074074074074
33	SKIPMono	0.554333333333333
6	SF3BTV2Mono	0.553518518518519
44	TRA2AMono	0.551074074074074
35	SRM160Mono	0.549296296296296
1	CA150Mono	0.544777777777778
39	SRSF4Mono	0.519074074074074
31	SAM68TV1Mono	0.517740740740741
9	U12Mono	0.516555555555556
43	TIA1Mono	0.516185185185185
41	SRSF6Mono	0.497740740740741
34	SND1Mono	0.497296296296296
5	SF3BTV1Mono	0.486148148148148
13	U4Mono	0.461518518518518
27	RAVER1Mono	0.452555555555556
15	U5Mono	0.430555555555556
24	nSR100Mono	0.422851851851852
8	U11Mono	0.421592592592593
21	ESRP1Mono	0.411740740740741
11	U2AF1Mono	0.410111111111111
2	FBP11Mono	0.395962962962963
20	ESRP2Mono	0.392259259259259
26	PTBMono	0.391814814814815
12	UA2F2Mono	0.391666666666667
29	RBM3Mono	0.387148148148148
18	CELF4Mono	0.382259259259259
7	U1Mono	0.364111111111111
4	RBM22Mono	0.352333333333333
30	RBM45Mono	0.351222222222222
37	SRSF10Mono	0.347888888888889
19	CUGBPMon	0.335518518518518
10	U2Mono	0.331666666666667
