MAGOH,RBM22,SRRM4,PSF,NOVA1,SRSF6,RBM3,RBM45,SRSF1,SNRNP200,SRRM1,SF3B1,U2AF1,U2AF2,TCERG1,PRPF8,CELF1,ESRP1,ESRP2,RBM17,SNW1,SND1,TIA1,SRSF2,SRSF4,SRSF5,SRSF9,TRA2A,TRA2B,KHRSB1,RAVER1,PTBP1,SRSF3,Cancer
3037676,9361049,0.4724,34886170,453525,52164875,22277076,1842447,30745246,70478328,28858383,60596936,14344168,35957843,7942609,57174741,21029138,22920910,27639713,12445310,14344168,86833761,11945798,27340324,16905500,63951820,30208130,11584448,21861660,31161102,15275883,50620848,44977416,1
3932011,9920680,16997,36028612,645892,46090652,21461756,1688385,33898017,50430595,42410901,78008386,9979036,26505940,6841370,76338225,17896576,30258560,15653389,11621244,12997904,66617750,15443746,21592732,15793152,73123690,22781272,11579315,23703704,25890985,8169113,34954577,38106219,1
3717185,9229221,0.6710,42519467,265034,45049065,48840057,2251111,48887025,58035729,19629800,89126209,11009093,38350888,10148631,87831494,14225775,55182175,10832176,11572012,15182738,64293426,18600462,36185176,15375739,61213453,26304415,14539401,25950580,31845149,11499637,56364305,60811368,1
3290798,9567691,0.4353,40977837,665995,49065975,23061705,1810810,36677600,55112164,40085606,82863031,14980977,31705770,8614458,73332276,13956880,26734306,11366519,12783767,14492708,81693088,26309448,35801744,20358275,90101458,27542803,20047559,29159797,34613190,13677869,46363348,56572606,1
3496221,9010966,0.8517,44628979,821889,53235388,32547642,1899287,43172575,61790695,37042182,91617821,22476707,30448924,13111977,78299170,17858716,29862782,15117737,16120617,15287142,47226834,33938675,32780451,23245807,118289006,33152634,28222937,29456209,37001525,15595460,48527867,76157886,1
4077456,8466625,72418,40445560,415617,36079975,24222292,1967884,39546599,51098866,22584856,62001741,12071366,33872933,9351610,62328111,14865100,25696258,16666667,11309835,15004352,94599652,20583116,27177372,18572672,55909487,26875544,15239339,21100957,30678851,10883377,47928634,49029591,1
2376929,11508392,18024,38823814,360482,30084488,16106793,1685254,34135406,73103526,26625874,54883450,14597902,30495338,7715618,70326340,15314685,17668998,19545455,11258741,12360140,69947552,16247086,28301632,16888112,60856643,26509324,13065268,22156177,28455711,17890443,44096737,47342657,1
2473829,9132231,0.2755,45006116,2165289,50942149,26696970,2212121,38798898,64699725,37385870,60956522,15103261,70456522,9418478,82989130,16842391,25293478,26097826,12141304,6972826,84103261,21038043,29908261,18614130,52548913,32679348,17635870,19695652,34260870,15875000,60777174,43266304,1
3680394,8227958,0.5800,33425145,197216,40365429,40058005,1653132,36957657,50124710,26952310,56245049,11592886,29062721,7619332,76906379,18148387,16877540,25876978,9534229,10184028,68188712,18234644,24993078,19511241,76670611,21259375,10690067,20511818,25192676,18556668,43996613,38671706,1
3508865,9327865,29108,47310082,732998,48766870,23672929,2140778,48171474,65612596,35729253,55237198,12214244,28967628,9031195,56216598,17139494,30366098,25850500,11842260,12449676,89859918,18015303,44165980,18434373,98330783,35875221,12322543,26104768,33412596,15260742,49285462,58443790,1
3795997,10000922,11067,53090658,896431,48794614,46666052,2051093,47625196,69718713,23271796,57569096,12566428,30558105,7196671,71266674,19464305,30178209,21154626,7303383,13134137,75923594,14491516,28061722,14931171,73977164,39001174,12903639,23468146,28906200,17069683,53710383,47499733,1
3885750,9391086,0.0000,56868424,219711,46101695,33628374,1839297,57482737,71374765,28969311,53132600,12790967,23074696,8969311,43028373,14371743,24198031,20335843,11644470,11493920,96462073,22553561,32355530,19803127,64290677,28563984,13265779,23132600,29473075,14759699,34325420,53711639,1
4212819,9206535,0.6703,51377327,864684,54280687,32291579,2285714,44856305,62042731,20901938,50393399,12680867,31556323,5315678,53682595,19324506,37447707,39861831,8551142,12262522,106954519,7503358,27358281,13667242,42210708,29226636,8731529,28048359,28808290,16541931,52845903,39566302,1
3219730,9938343,127380,37806708,777830,35983468,26484179,1710143,39368521,66411003,23969849,39839196,18944724,33030151,6301508,62055276,11793970,21768844,17040201,13070352,13316583,76675075,11492462,26697839,17773869,76090452,35185930,12683417,27020101,32839196,16492462,42326633,57969849,1
2834473,9138167,24624,47429166,328317,55409029,31986320,1901505,41277702,86388509,30269750,49013487,14165703,31032755,6705202,69256262,14362235,16104046,17849711,11510597,12477842,79641618,9329480,21086859,18050096,45279383,25132948,9425819,21930636,26350674,16408478,41213873,47795761,1
2728569,9460395,16290,33831643,386887,26809204,15389941,1445734,35825697,65106903,21533236,54759825,11057739,38471616,7889374,75269287,18549248,20921883,23396410,12503639,13745754,98437652,21465308,30133576,18020378,80664726,34536633,15618632,21591460,30286269,19146046,48330907,53047065,1
2611985,8087167,18160,37585291,196731,48834746,23274818,1967312,37817797,67820823,27778337,57998592,15025646,30546113,8693553,73760434,16341145,16518153,14828523,12563613,12342351,67178920,16341145,27717590,20267525,68329478,27203057,13122800,24664588,28800161,15222770,41641356,47691844,1
3009248,9407010,18652,47773312,506723,42353307,27658351,1790627,44572939,75088210,29576271,63708636,13970944,34031477,8591606,61711057,18212268,18753027,16452785,11464891,11263115,81791768,23204197,29686642,18401937,66125908,28405973,12393059,21089588,24995964,17691687,46662631,43014528,1
2648384,8854065,0.7835,36471342,697356,36450539,24955926,1723800,30099902,60536729,37797726,58926491,13524179,31568481,8075097,75808590,16286923,20650210,16866014,10845884,10725241,67303197,13504071,30461171,16391481,72724129,30225312,11537576,22709199,24756123,14718553,44867458,39643578,1
2785556,7463522,0.0000,36717052,282977,39752395,20663228,1759764,36825350,62431835,31573288,55019808,14419921,30282965,8975665,67538200,16247878,15342388,15936616,11907187,10888512,70447085,17113752,27361347,20803622,89762309,27159027,12580645,21505376,24923599,15149972,42127900,40548953,1
1895892,6668736,12419,34649405,198696,28823347,22150471,1887613,35086412,70131429,21596810,53960906,19434017,42088885,6468929,69905670,18410970,22522610,6959059,14174852,15730818,59418458,20445395,33130293,17901391,63401731,31605563,15244578,23588447,36693572,18325391,61336186,56617719,1
3057612,7170904,0.9656,34011040,148053,49314451,29919537,1683296,29977470,49996781,28450844,50898709,14175770,33862959,6573982,68867925,16330685,19582920,20317776,11693148,12666336,112810328,12179742,23556951,16732870,57472691,27979146,13674280,19995035,25873883,15347567,41832175,42606753,1
3395659,9449082,83472,49015726,464107,51252087,32577629,2146912,41005008,75155259,34175153,48448065,7242363,35454175,6378819,71539715,18879837,33331976,28676171,11010183,12301426,78395112,12655804,22972505,17560081,64896130,31417515,11160896,18240326,28761711,14219959,46122200,42195519,1
3872832,10320809,0.8671,39468642,398844,26075145,40774566,2023121,37760116,60473988,28810289,54828510,16468382,33274384,8177921,74592712,16859593,15632369,13290461,11436227,11704180,62475884,14748124,28112647,20080386,87834941,25991426,13092176,25878885,27122186,13601286,42374062,48006431,1
2402149,7359939,0.0000,31177936,184190,29704528,19646969,1742134,29359171,57490407,27244046,61323135,11541644,31524959,6962062,90002163,14514595,13470973,16725428,10446526,13093346,76308047,12427350,24255681,18898497,36925021,26928213,11359696,24665886,30670150,15537620,48779064,43021974,1
4889051,8977810,0.3638,52451146,491088,42277192,27751910,1771553,33201164,45860313,16602412,61242250,10988615,28601060,8400406,55880960,17468155,45685943,16602412,10654943,13707587,74701837,11710067,30376282,15705107,30553489,36735430,11286214,27514373,32569045,12224101,42033593,44680419,1
3433658,10360322,12717,40684103,432387,37693938,41818567,1661721,32577363,72988554,20119760,65709811,16095808,30098572,10619991,46666053,24449562,67526485,32589590,11474896,17993551,77704284,16165822,48829995,14400737,42037771,38091202,15668356,28609857,34192538,18760018,65562414,62356518,1
2714026,9860352,85003,42507316,1013965,41627201,34578021,1697025,38797814,92780814,26553672,47269303,9623352,29152542,8559322,52156309,15334275,47043315,18097928,8950094,14416196,109289077,7904896,34921751,14929379,37344633,38493409,12598870,27274011,36073446,9919962,43898305,41548964,1
5055012,10279600,0.8075,50538851,1154739,45628344,38732210,1772484,41356617,64641163,20715658,53463016,16152738,32795389,8487032,69927954,14466859,14995197,12891451,12127762,12949087,66777137,23088377,26292315,20302594,62468780,27209414,14865514,22579251,29534102,18237272,45220941,43328530,1
3363228,8530510,65095,42275185,300676,40647011,19072757,1239900,31713534,69722658,19241461,36104051,13939635,39455917,6036537,55281970,15405083,17895155,11942017,12001589,15782367,73590151,5941223,24809651,22025417,32402701,29360604,12839555,22323272,36834790,21445592,63800635,50790310,1
2485562,7213367,24640,40394456,603681,37933318,20266420,1740202,34412874,69216909,22337711,36491557,14131332,31425891,6833021,64225141,16228893,22052533,26146341,9257036,11861163,88022514,7789869,24249869,19181989,34866792,29673546,14390244,21073171,31309568,21482176,58202627,47651032,1
2621772,9016018,0.3269,38070154,470742,56492318,22066035,1814318,37172279,91791435,23407108,38957885,17589478,32381434,6166688,79357531,14508663,19607942,15328190,10325028,11984318,82898697,4800809,26858480,14468193,32755786,35057544,11943847,22005818,31561907,17382067,51867965,43131403,1
3145401,7596439,0.2967,34566024,157270,36952522,33928783,1525223,28451039,54750742,23044505,41460490,15335150,35327884,6158038,76559491,21013624,21140781,19298819,11778383,11389646,77427793,8606721,28391135,18415985,39967302,32421435,16319709,23349682,27404178,19375114,53108084,48999092,1
2514687,10345617,125124,38235599,878920,51581598,27017624,1782254,40225834,82679484,19404419,38815242,14857509,30329811,5267371,66951649,12712136,22785783,22174191,12203010,15718860,79644573,7512008,25465962,17022094,35289785,35485110,13474224,25862952,32260647,15302594,47841819,50179315,1
2688738,8397277,0.9282,42784127,433168,48604579,29904084,1512995,28685025,70365099,23000361,34298594,14460873,29531194,5322755,77223224,16945546,18380815,16372160,9304003,12470249,81067436,5791561,18356798,16703931,32560404,30598630,11922106,19484313,29967544,17875947,49978363,40075730,1
2639467,8823203,11102,41361116,1029697,46100472,26194838,1779073,37893422,84809881,28960799,33413462,14323225,32082101,5739645,69567308,15369822,11693787,13894231,9663462,11323964,76608728,5399408,23243787,16298077,51605030,29167899,9833580,19215976,27440828,16605030,42178254,38986686,1
2579153,7378157,17787,33075916,547848,41938812,18231946,1547492,32824618,54656706,23121431,42775029,14236772,31358965,6703464,87902550,18020556,17990103,16322802,11050628,13228017,82112676,7826418,22606471,18660069,35150362,28130948,12649410,19036924,34442330,16810049,49067377,44468976,1
2570591,7946376,0.0000,39497612,298282,44846251,29972350,2054462,49712610,66992878,18443133,36271926,15924339,37303371,5981731,65236440,18016329,19419610,14870261,11688627,12962574,90392046,6240401,16009021,20040417,20302320,34749010,10760650,18947539,29766389,16402878,59051006,31056503,1
3412911,10450980,0.0000,49043833,135837,52305838,31582165,2037559,50535708,39528645,13997945,69907503,16145940,28910586,6474820,49373073,11911614,26608428,9989723,8211716,14871531,72291881,13987667,30796608,12887975,17728674,38992806,25529291,22816033,32332991,7266187,37153135,77574512,1
2681797,8395090,50950,38128300,497916,35171376,16586383,1463641,31692913,58402038,21329198,35520603,10425343,28586619,5126274,80983607,21798848,20509526,19791759,8276473,8794860,75547187,7053611,26117014,12361542,26938414,24714222,15436420,17465662,33517944,20815241,50824103,36247231,1
3097808,7827936,75237,37851063,1023880,41949624,22453386,1704285,37808309,61465489,14660190,35011661,15116178,29790083,5369003,68048516,15908158,17639541,14187060,12534531,13909353,74967194,6212410,20922896,22072569,26807303,28524973,11711695,18973221,39417261,16189293,47518765,44134852,1
2917981,9526814,15773,34225749,658517,30256309,26900631,1510252,32622240,68359621,13166827,35821326,12724944,37643292,4284342,60637208,14076209,56570605,21402498,6471342,12283061,45155299,2917067,29502177,9225104,40611591,31165546,10675632,25072046,25238553,12487992,49132245,41348063,1
2603829,8232505,19432,29268985,667150,29296318,18631629,1593388,30118921,71359173,23911334,29685377,11490883,26599928,4873078,81662496,16828745,18015731,11944941,9467286,10965320,85859850,4772971,17452878,18512692,23249911,27465141,9370754,20110833,29113336,15931355,39324276,31515910,1
4141352,9306527,17713,45128261,517226,50128421,35383934,2203525,38689222,68514746,21566478,37277228,10205092,26997878,5413720,101859972,16499293,17273692,12832390,11290665,12075672,62478784,4840877,17603960,18359264,25979491,24480198,9200849,20997171,32096888,14837341,45109618,41110325,1
3717680,8071279,20964,41301957,726765,42417890,16953180,1586303,41670161,46457023,24099318,31732950,14710017,36587055,4998452,81680541,19510410,22736409,26167180,10503798,11920418,130604271,5428137,22838325,17640607,20013948,32951512,12423955,20671904,32625891,18419412,48514186,45828651,1
3554433,9135376,144751,57483711,402085,61494913,67461857,2525095,60618367,74924559,22462519,37706147,15865817,38594453,5749625,62874813,17743628,27335082,30217391,10835832,14655172,162833583,4692654,31429873,15640930,39681409,36517991,11521739,26338081,36435532,25262369,69816342,56705397,1
4530755,10288523,2181357,58100602,307546,85713380,19654407,2523779,47682308,59185162,22620036,38927090,13023118,30853586,5951393,72951986,16004742,22015412,19928868,10812092,12821577,70705394,8867813,16060581,19875519,20391227,29128631,11938352,18897451,29531713,17854179,46644932,37534084,1
6237506,10038963,44045,53100762,420125,49862782,39258004,2720651,60992716,57157378,29147949,56007070,10984609,28102217,7485087,119840931,20944105,21792474,11137786,11629722,12793284,90206937,5334708,22298785,13738861,34373665,25486413,9977171,21271080,30794609,14599013,46077031,40497828,1
3899043,8803307,0.8703,50180374,683203,57180157,34569191,2010444,42937337,46292428,24168436,36358811,12282378,27416844,5803255,83910120,16355272,17827318,15385704,9490446,10498938,75155697,6854211,19671975,17101911,35254777,28665959,9561217,21160651,29168436,17565464,39922151,44946921,1
4452214,8403263,69930,50148951,751748,56287879,33222611,1550117,34755245,50326340,21485433,39392696,10205170,29380386,4526057,62359458,17242511,33709479,22958556,7775954,11756258,99524005,5424703,21309397,13610997,32868281,28604842,8494050,18165778,28083709,15395979,51423882,39987690,1
2516304,7320652,27174,39463804,434783,70141304,26744565,1673913,39923913,52244565,18212028,39765216,18360123,32374932,7238577,61134188,14502438,19956655,16998375,10269099,11955933,87390284,7708145,35661947,15947264,40411775,34946722,17489615,28553368,38457649,19335380,56510746,69673108,1
2426685,7941357,17251,31612639,529040,52449759,25669962,1489364,34462384,57878174,22030440,34948187,12862694,31878238,6029793,62843264,12836788,26952720,18348446,10330311,12172927,74423575,3889249,22599320,15012953,37772021,29734456,8173575,21972150,29851036,15848446,47710492,46165803,1
4661566,10311948,0.4709,51948440,268393,72014126,27446733,2203649,45937610,40428487,26012279,30078089,16749207,33873092,4370004,68959249,11051138,26453731,20559049,10005008,12011945,78526515,3902584,20414260,15228238,29484540,29733088,8944039,21786953,26624376,17858401,42613099,41225678,1
3337958,9723615,192082,47770227,384164,63135204,23591933,1681784,43103191,57483726,23292249,61772117,12322651,32347302,7228157,49498767,21306491,78556560,9339907,12864969,12629417,80569707,12109011,24769269,15450561,23412764,24116680,9290605,30621747,31424267,9945220,42026842,43782525,1
3138390,8129705,23162,42453735,370585,70092646,29959467,1945570,41204401,34128547,24967375,42135221,13391642,31878384,5872553,94166320,15812856,22029710,18261835,11275857,13027905,79958351,4389838,23104096,15593503,31328613,32019992,10939886,22257393,30767736,15898931,44439817,40716368,1
3293034,5987334,0.7676,43351833,138169,46474765,12120514,2176166,41274228,41063136,16678610,43016840,14020064,30429953,6882838,68437836,11107130,8878538,7785740,12386241,13665353,61185955,5886779,21532533,21691150,33389466,21956288,9150842,20322465,32311000,15524901,36940165,41085632,1
5849246,11226131,30151,50188744,467337,52884422,29135678,2030151,33462312,43080402,23039549,52227842,11806650,35028605,5929857,87001078,17852583,21981594,19782771,10337451,12851339,96045104,8702429,22266479,14685349,47093939,29128596,11571180,19378161,29344167,15361910,46191858,38454523,1
3718690,8454721,26975,38512177,666667,43803468,28944123,1606936,28720617,52308285,33349103,52284505,11480788,36266530,5701681,100183578,19412349,27662907,26402405,9576098,12159043,103097908,8197908,26032957,15175576,47731832,30310890,13363798,22540376,27616451,16789142,45034296,38676039,1
5861232,8777293,19408,49939447,431829,73508006,46098981,1984474,43474042,50567686,22040816,43355319,11062311,39245752,5742221,95960270,18663770,22320168,23338248,8898890,11329247,115244820,6148832,27475502,15746101,35729029,30455498,9960425,19272135,25722045,22615038,62050128,37147513,1
4417178,9401589,40229,44175681,885045,47659660,30272554,1741929,37714975,54961279,53973742,50634573,9855580,42091904,8962801,58980306,17238512,39676149,19509847,12266958,12240700,104437637,17719912,23329147,15291028,48035011,32336980,11286652,21768053,31781182,17273523,46468271,44529540,1
3531073,8313156,20178,43709927,500404,61791768,31368039,1364003,37376917,58482647,21035313,75810594,12395666,26284109,8715891,73105939,21452648,9983949,7178973,11741573,11669342,54157303,19478331,34819623,20818620,65421348,17712681,12800963,25064205,33475120,15385233,45304976,50626003,1
3892776,7857938,28150,39257879,514747,56413077,28729328,1520113,36209249,58411743,30901102,57699345,14020024,35764604,9225672,81702802,18624217,31779875,32866095,11596917,12838724,51449975,14385940,34309443,17673414,72747965,30396888,11484549,19465533,33430815,19511633,53077865,39726284,1
4165252,8737974,45274,34149915,650821,53118280,30843237,1505376,36032824,50679117,21570084,54497276,10044577,29702823,7469044,101575037,19623576,18162457,16339772,9826647,10579495,76230807,9678058,25227637,14403170,27369985,23937593,9955423,19063893,24972759,13590887,49341258,32907380,1
6177186,10483322,0.3890,54220675,299523,69598366,58309832,1937178,36572985,56224837,23751452,53344948,10185830,28176539,5632985,99132791,19806427,26511808,22547425,9887727,12078978,90158730,10429733,25603252,11347271,47545490,27154472,11595045,18850174,27092528,19601239,44665118,37948122,1
4036743,8028798,49652,38502880,471698,44384310,29215492,1305859,32413108,49513406,29848722,49410906,9524332,29955301,6242975,129474725,17895668,27045358,20760396,7376594,10083067,73113543,5102898,22862435,13926389,40151407,22833852,12185590,23747852,29403026,14443138,46930510,39867195,1
4668024,8391039,0.8147,41209450,44807,55323829,21393075,2040733,38704684,45755601,35968741,74458862,10179888,31571808,7867886,140342082,24901209,29277499,27941610,8569743,11769390,91306399,9864347,29514951,15390740,56667650,26502507,13580065,31905043,30533766,15511648,58961958,52055441,1
4474812,8687031,32154,45363344,921758,53997856,39228296,1521972,37106109,57990354,22921516,68103196,10988592,30336271,6616684,128206596,23996210,25465171,24244216,6880588,10947257,93415748,9367011,26373828,13239727,30078726,25465171,12575197,22183855,27264807,17172854,55639284,42345505,1
3395207,8908556,51495,47921680,1393786,39451686,29928629,1534537,40203506,58538997,26734330,45484330,15032051,42727920,6876781,86207265,17813390,37938034,13888889,10195869,11488604,89946581,10292023,31546154,13799858,51830484,19665242,12104701,25299145,32756410,21460114,70669516,46574074,1
3192425,8806223,0.9018,48039049,771052,33222861,25273363,1726976,44085222,39783564,27135186,64286166,16724574,38048010,9665193,70777006,26272900,27381554,19965256,11001263,14181933,103622868,9734681,33124795,16914087,34033481,30180038,12659507,29403032,36244473,18569172,63269109,51048642,1
4573008,4488254,0.0000,66872704,0.3685,30588669,19095348,1997236,57005988,62444956,28895728,52744388,13504707,32769732,6748733,98059377,19427951,26412020,17186821,9869660,12418537,88066618,7726285,24162744,13577118,46035482,34688631,9858798,20434468,34283128,16350471,49804490,40477915,1
4764595,7608286,0.0000,41224388,56497,46605461,25183616,2457627,51643126,30687382,23347923,53087786,11581468,29640763,5741184,127313568,19648196,22254521,28382195,13910315,12281774,67186390,9867041,21637030,15452969,30446775,36181353,12119911,19403749,29052771,15486002,42454373,33849203,1
4822286,9466859,0.4803,36157012,1479347,44596542,19865514,1368876,37603266,50485110,28670133,54417908,9398079,32970829,6648453,96836168,19120472,22360095,19145148,9673041,11939720,107242443,6881114,26780964,11534326,40627479,25525690,10804618,23586851,32396228,14291002,47173702,38498281,1
5980937,8979349,47657,66181096,651311,30385226,53304210,1664019,40301827,45766481,30099947,59176749,9771173,30581273,8356128,107156760,20541820,26638611,15418201,8982115,12798527,82038401,9547607,29065150,15507628,55113098,12866912,11483430,25965281,28403472,15867964,47840610,50981063,1
3422139,6754221,11257,56619925,776735,34277674,18431520,1369606,38206379,35542214,25372790,56813989,11952344,24611837,6725596,77709454,13797079,15568793,24631053,8693313,11398924,70392006,7613374,25502537,15007686,57759416,22086856,12056111,26475788,29961568,16372022,42651806,53139892,1
4704692,9217149,30353,47631112,677880,32770962,48341975,1623878,37070950,54361958,23614865,33462838,11271115,26824324,4024493,91684966,17339527,16300676,13091216,9168074,9936655,71630068,5806588,18169552,17719595,32115709,21630068,6951014,18678209,27052365,17402872,47293074,39032939,1
3542234,9573115,14532,45505758,715713,50041780,24944596,1743869,39843778,50252498,19425891,45981238,13658537,34829268,5166979,60187617,17088180,62641651,11812383,11448405,11887430,89864916,8075047,24077373,16506567,35467167,18311445,9729831,22247655,30300188,17429644,56810507,42431520,1
4431636,10150496,51233,50394364,534742,32475184,33317323,1693884,36970861,43362152,21177744,45767878,11589864,31548381,6669673,105362071,24655064,26631797,17920462,12754982,7297322,124793940,9230769,20989377,18234286,21610605,32850573,10074849,18263144,36454144,16297231,52343764,40789972,1
3021998,9217454,50487,45361269,926794,33137396,20984493,1085467,39715110,50861882,21000000,38433884,11239669,31570248,4524793,61714876,13954545,14698347,14838843,10086777,12987603,86280992,4524793,20217934,13760331,38280992,33057851,9442149,20429752,34805785,15198347,48223140,42384298,1
3332101,8062130,73964,36062796,832101,37947485,31035503,1405325,27511095,52559172,26944389,60538253,6675924,32879720,6355882,126697084,22678040,25008266,20921775,8831581,11127422,84861469,8902995,24788045,12539840,49873702,22942538,11323150,22320968,27227402,12235668,45430140,43295642,1
3894176,9573658,87552,39736391,1446517,34640274,29714503,1473163,39722116,61195280,24099683,42627485,11408816,35828292,5249208,95295304,17605877,31895707,19991357,9435321,12287525,113065399,9008931,18911351,14909248,32705272,33030827,10763469,19884759,30659752,18352060,50195909,37954480,1
3682807,8539326,90534,39103031,1303047,22607712,40617573,1118745,35046480,45703662,24407994,35974667,11371030,28463147,5134157,79881784,14981540,17999191,15408398,9479811,11080529,91976102,6432517,18220861,18182977,24158993,23856635,7470020,18467549,30384009,15728542,41642397,32008442,1
4984584,9455293,10277,51866701,339157,35847893,69496403,2240493,54820144,31942446,30396040,58452145,11244224,32171617,7231023,102907591,17983498,22188119,19957096,10033003,11188119,84745875,9082508,23234554,13986799,46108911,24673267,9475248,19204620,30478548,17023102,51590759,39719472,1
2809039,7368188,84183,31798139,1639344,37718210,29805051,1643775,40513957,47244129,28239113,51017942,12107114,32538094,6834370,97953295,16914615,24967992,24304391,9196646,10931386,94595618,10880894,26336561,15010369,50476963,28177802,12020557,18469029,27268957,19428365,43545217,39498693,1
4738163,9318615,78855,39101875,466274,22106854,36311056,1426249,39544115,49366716,22228857,53833319,13882498,32335119,5824185,114383068,22889260,25418460,15136559,11240889,10517257,38956705,10310003,27078212,14996048,45311320,29805919,14100290,21884605,27016774,18680952,50917713,40154562,1
2110150,7185399,0.3202,35605796,733269,42113353,25853346,2132565,36938841,41882805,18781575,60326895,12709262,28593363,6622090,61728579,13843487,26666667,21139178,11535414,14378405,116012878,15958395,25699653,14482417,56468549,34853888,15433383,23407628,32852897,10846954,42560674,42823180,1
3110476,9202717,25027,33751341,804433,22592063,17929925,1108330,29563818,55087594,19118560,68697703,12017381,29785227,8427064,65241465,17216636,41584109,12816884,13288641,12876474,71746741,12146493,33530677,16690255,61909373,30842955,10641837,24332713,40928616,12916201,44543762,49837368,1
2924328,9664074,42433,32949293,809760,25685997,21941301,1128006,28094059,67853607,24192494,55047034,9798990,32965640,7386870,75769878,16587781,28386969,23602337,9680166,11783345,99467274,14714328,26395089,14290524,47050203,29214774,10741658,23083474,26854144,15451035,42328943,40392118,1
2792956,9154317,0.6714,47090617,315550,33867951,26828493,1806022,38688486,49058007,25848943,67480363,13820745,35806647,11001007,111625378,19722054,18143001,25297080,14368580,14843907,107653575,19726083,24224129,19383686,81562941,33039275,13381672,18058409,29575025,14847936,42557905,40181269,1
4617691,8264618,14993,76149025,1154423,42676162,34782609,1551724,39179160,49876312,23458781,56367981,12078853,31269415,7326762,75651135,16370968,21759259,26421744,10068698,12001195,100713859,9874552,25574851,18157109,60913978,28040621,10585424,21810036,23530466,14396655,40576464,47311828,1
3852993,8968583,231180,42579431,823948,28233551,25370480,1221103,30835803,49774748,24600126,78535894,14930730,31823048,10569899,80645466,15475441,17078086,19146725,12241814,13224181,82339421,22018262,30728747,19581234,83284005,28598866,14584383,26857683,27531486,9811083,35777708,58403652,1
2822005,9016864,0.5891,41660417,951469,34341262,46171294,1502320,39817365,78974888,26889823,55599664,10459209,32642557,7993272,84706476,16248949,23794786,28935240,10798991,11613120,114031960,13254836,22431859,16723297,48353238,31956266,13883936,20518082,28289319,14092515,43781329,43007569,1
2813163,9490446,24770,35723956,300778,32823779,27622081,1132343,30325548,59575372,23693721,71784905,15097554,37860626,11223688,83702469,17008179,22865016,22273085,11128321,15123862,95458895,16942408,28303128,17830306,75803465,31109313,12789019,24992683,33986760,10931010,45818823,50830513,1
3204760,7340993,32827,39396635,192860,42371769,23122692,1538777,34247025,57418958,34952736,49490937,10826468,26450438,6840690,58010580,18027925,20775301,17896106,12689272,11447403,69215159,12900876,21392837,17670627,40017345,41345937,11159483,19821351,29281068,12328506,35785274,0.0000,1
4298357,8690627,0.0000,76126531,520137,60000000,41004154,1657938,44020228,36843056,37848982,62533532,12568306,43571783,8862394,73815201,18147044,29716841,21798311,16383507,12344759,120303030,14644809,24283954,19130651,41857923,24013910,13144560,22791853,34401391,15717834,46865375,47362146,1
3406736,8714378,12953,49933323,495466,34387953,31677461,1638601,31256477,51243523,24415686,56764706,12694118,29584314,7870588,70980392,18137255,34188235,9788235,13294118,13866667,64733333,15960784,24378235,18713725,40219608,24639216,9835294,23862745,30019608,12694118,35568627,47011765,1
4273552,8343071,25968,34343813,905162,29488250,21623727,1454195,36176803,43006325,28726141,60394191,17360996,31966805,5879668,86514523,21721992,36983402,12236515,14369295,14526971,82668050,15825726,27025145,19024896,59336100,36170124,16564315,22560166,28182573,19510373,43514523,42062241,1
4453574,8414133,0.0000,58775185,210901,29863051,21383183,2103533,47797864,53207340,20006930,63513514,13291753,44885655,9549550,40353430,25710326,66271656,13534304,12072072,12834373,112106722,17907138,29263825,16812197,30055440,15225225,11205821,28842689,35252945,19306999,67262647,53977824,1
4270443,8654727,52756,42587311,899625,31964459,28071637,1613217,36118284,62312925,21521221,63805436,17634716,30042918,7706247,30300429,15269433,28664759,7987601,12160229,14649499,69041488,10767763,27279971,20462566,54768717,41807344,13528851,24878398,36771578,16766810,48116357,50095374,1
3858832,7445360,28664,30034540,1687567,18785382,27671086,1590828,32099606,46603368,20491217,73851595,10640871,35318745,7541184,50453121,20907282,32655927,9855547,15144778,9923158,98409850,17511149,29114535,20038746,50468724,31532551,12528767,23133232,38662870,9059822,59970615,46854156,1
3830528,8380731,0.0000,38198358,344913,38205787,21945112,1382970,39744631,62538761,38865045,61855031,17529804,41764425,8230806,59561278,21573677,26967096,9923701,14363376,13552694,117157845,16709585,25276061,20181211,40910825,34196471,13090129,24897473,36671435,18235575,63023367,45655699,1
2805933,8451867,15485,41586281,368550,53854712,23952634,1836554,39422430,63390549,23971292,60992823,16704545,39946172,8298445,103956340,23110048,26614833,24363038,12105263,14724880,113011364,17180024,29352153,15299043,58489833,33053230,13806818,25430622,30822368,16566986,53406100,51468301,1
2430356,7797005,0.0000,42520183,99325,45236285,24027314,1874758,35322418,63772794,24781440,55067211,17934880,42214478,6695211,91371104,21260580,55310166,13689137,12115902,13012048,89228318,17138305,32016887,17241860,64124266,32026287,10184208,23355571,32205516,15011451,62264264,49507119,1
2455142,10336980,26258,42147133,393873,51649891,25260394,1693654,31733042,57886214,22565751,73927528,17334892,38141438,10724722,76715371,18047925,16569258,11174752,15400351,15336061,61461134,18036236,29468381,21227352,69555815,29029807,12407949,22226768,35704267,14763296,45926359,50911748,1
