21	SKIP	0.020204081632653057
19	SF3BTV1	0.08530612244897959
14	RBM22	0.10938775510204081
44	U6ATAC	0.1559183673469388
4	ESRP2	0.32367346938775515
22	SND1	0.32489795918367353
7	NOVA1	0.3377551020408163
31	TIA1	0.37163265306122445
10	PSF	0.3981632653061225
2	CUGBP	0.4520408163265306
3	ESRP1	0.45816326530612245
39	U2AF2	0.47653061224489796
32	TRA2A	0.47857142857142865
37	U2	0.4900000000000001
17	SAM68TV1	0.49489795918367346
11	PTB	0.49591836734693884
28	SRSF5	0.5491836734693878
34	U1	0.563265306122449
41	U4ATAC	0.5683673469387754
18	SC35	0.5746938775510203
42	U5	0.6030612244897959
12	RAVER1	0.623469387755102
43	U6	0.6326530612244898
35	U11	0.6357142857142856
20	SF3BTV2	0.6408163265306123
24	SRSF1	0.6408163265306123
9	PRP8	0.6459183673469387
38	U2AF1	0.6571428571428571
36	U12	0.6795918367346937
15	RBM3	0.6826530612244898
30	SRSF9	0.6879591836734694
0	CA150	0.6928571428571427
5	FBP11	0.692857142857143
1	CELF4	0.6989795918367346
26	SRSF3	0.7081632653061225
16	RBM45	0.7132653061224491
13	RBM17	0.7397959183673469
8	nSR100	0.7826530612244899
6	MAGOH	0.8040816326530612
23	SRM160	0.8061224489795918
33	TRA2B	0.8510204081632653
27	SRSF4	0.873469387755102
40	U4	0.8887755102040816
25	SRSF10	0.9163265306122449
29	SRSF6	0.9510204081632655
