mtry	logLoss	AUC	prAUC	Accuracy	Kappa	Mean_F1	Mean_Sensitivity	Mean_Specificity	Mean_Pos_Pred_Value	Mean_Neg_Pred_Value	Mean_Precision	Mean_Recall	Mean_Detection_Rate	Mean_Balanced_Accuracy
25	0.810514837354963	0.766309124755644	0.562727286733681	0.684210526315789	0.473441108545035	0.6	0.598162071846282	0.828740585956206	0.609523809523809	0.839389368801133	0.609523809523809	0.598162071846282	0.228070175438596	0.713451328901244
