"CA150","CUGBP","ESRP1","ESRP2","FBP11","MAGOH","NOVA1","nSR100","PRP8","PSF","PTB","RAVER1","RBM17","RBM22","RBM3","RBM45","SAM68TV1","SC35","SF3BTV1","SF3BTV2","SKIP","SND1","SRM160","SRSF1","SRSF10","SRSF3","SRSF4","SRSF5","SRSF6","SRSF9","TIA1","TRA2A","TRA2B","U1","U11","U12","U2","U2AF1","U2AF2","U4","U4ATAC","U5","U6","U6ATAC","Tumor"
0.332536408611594,0.637312384486746,0.967614537710027,0,0.408119137479646,0.450964747924706,1,0.0909256864256717,0.498920860264464,0.0351061649005312,0.269933109764926,0.982545851523692,1,0.18209916187336,0.245858584834883,0.100915193393776,0.636538160706047,0.959394362250988,0.455798731326509,0.893599272619932,0.244971854938407,0.440291701169709,0.372861264299747,0.122009706872356,1,0.978853122321476,0,0.0635059204099698,0.0808902024558564,1,0.618156989558383,0.252714074141017,0.205181064057584,0.0768097748643745,0.0804703485823217,1,0.0448181846697961,0.166967247958185,0.129055958706459,0.0628584931858328,0.292563023740982,0.0322729596997547,0.0988411183707288,0.0941118561912035,"N"
0.332536408611594,0.179889547035348,0.786632658654223,0.162690661007836,0.421731078927128,0.747268305393903,0.466510753307497,1,0.783013223210453,0.000641999702788793,0.196201815249576,0.283900954906535,0.715174409346031,0.44738974039802,0.249224517438383,0,0.634266295254144,0.655828821323848,0.571570630222817,0.807031494241669,0.221756101234366,0,0.834972600260016,0.122009706872356,0.279199200658842,0.973569581301854,0.16382385070478,0.15554148974528,0.0202009827885819,0.326334325001499,0.22076392072641,0.962914474245839,0.337512423372854,0.247323844551897,0.0522356905844426,0.957163255592575,0.0051728644133175,0.691107780032199,0.0284842469538635,0.0125157878452771,0.0421568513187492,0.259996571993992,0.208356497558931,0.543885904153956,"N"
0.381423359290548,0.491044905567724,0.191138620494685,0.382764339013734,0.658338053019488,0.344225782035215,0.0719067270500326,0.0233678915817455,0.653319950904221,0.0116405764957624,0.309974412240788,0.472577731884767,0.281374778325337,0.596909740014062,0.230890302705069,0.424404499700853,0.554936273412949,0.579921670574691,0.625251041559165,0.779064916648483,0.365446524382974,0.724055178229522,0.803131230504512,0.11516402864368,0.256073355783851,0.847197414007521,0.230653230565983,0.36188412610832,0.179968390664624,0.243921223462818,0.716276648516215,0.552443779482093,0.437001292042849,0.732910032496741,0.176681652280563,0.0658733936220847,0.184081349421067,0.165034442931797,0.298970306346738,0.203896796919168,0.249424831878416,0.169732080441967,0.122281462919071,0.05318665212804,"N"
0.332536408611594,0.311796430373222,0.0453855340687707,0.1560698566481,0.382189158835081,0.426465734387214,0.100913345528525,0.0222831192575523,0.380813768584748,0.0252069758877129,0.104627115144173,0.253820915536921,0.286967967266357,0.274538190846815,0.145790721583983,0.135296747513133,0.252722723753438,0.326892171635948,0.565952784536151,0.539627047473074,0.614214981832786,0.32267098127398,0.772028967907342,0.0714119055870273,0.236899336297389,0.367683924184411,0.241576153453684,0.115139462819176,0.159233934317609,0.125805711697502,0.309977845171171,0.387255307165751,0.435312691149126,0.232766809040852,0.013289989878001,0.0425511661113755,0.0124384999963239,0.10232873191685,0.120266047115062,0.00273516720486168,0.39533105674759,0.0975771322812579,0.0241993992030738,0.0252969161336082,"N"
0.302704720781777,0.464381300931191,0.238407578643321,0.351804438563555,1,0.631161047759675,0.00699154684583002,0.0224305640394815,0.927029584439298,0.0329769344132399,0.45661799596194,0.597668929918005,0.289475206562328,1,0.245858584834883,0.381094550260028,0.493980862222257,0.568059954462851,1,0.879061125842,0.830122432586773,0.403701608644402,1,0.128855385101032,0.408221585145974,0.63277806492535,0.143071760677254,0.101742519656683,0.245639631275284,0.131647386332496,0.536690635723456,0.222945945262186,0.549987982540823,0.237681078185691,0.0178402615816819,0.0485800412501983,0.0297207037711576,0.105423912836012,0.0680348121926197,0.0628584931858328,1,0.208263669173956,0.0621866487546661,0.0392086749101269,"N"
0.332536408611594,0.484142877909285,0.495391310473741,0.256978076214597,0.785722325054866,0.396287426635729,0.23113485942046,0.10744652318183,0.534917377608213,0.0477493886905849,0.243510546888867,0.617705903400464,0.862878146913563,0.717750842328214,0.202186770335713,0.417756198265603,0.521887357453035,0.52399310175828,0.36193668507803,0.826020353010551,0.172051985215214,0.629797806456345,0.544467732023708,0.960044502698641,0.393912475077907,0.679557733151244,0.220644689722679,0.198267827109862,0.195844070784723,0.343535175873376,0.761696744441475,0.521813924876241,0.497936027038861,0.545878640414493,0.108705006580201,0.313850547358401,1,0.559854146682783,0.186922319866253,0.967218589785372,0.292563023740982,0.164043822392662,0.252536794694177,0.212255120524921,"N"
0.544277832936651,0.147847193295131,0.0350604077218682,0.101939739101346,0.322756339099828,0.331192068593267,0.315158945239477,0.0738256023119342,0.378982229988331,0.00648637028169866,0.299419531264666,0.291138774663763,0.322984724083429,0.449387542238431,0.339635329273195,0.259816303854726,0.688109271319917,0.378277967811853,0.394688649090341,0.622988707136623,0.430173890670398,0.312418322092076,0.31313375871216,0.540742100513651,0,0.328228815212678,0.182023604075934,0.12550806304999,0.0553327695376621,0.147035979551796,0.598826635808447,0.200527073908455,0.300304776285129,0.407550721182573,0.638513505874443,0.609836585752816,0.510226286277001,0.166967247958185,0.16153383567498,0.385288238896684,0.110637405158448,0.0942412646652415,0.0754007738223868,0.135037060254367,"N"
0.332536408611594,0.326022654951144,0.22558556070095,0.209522785198827,0.375089525114802,0.424882058790684,0.643650884507609,0.0626197988853174,0.284747749272935,0.0095994520976004,1,0.773954593855804,0.27028568271463,0.746225965306628,0.245858584834883,0.260776204971762,1,0.310111038194593,0.187886670446015,1,0.0152679899342968,0.31146936293841,0.658248349965525,0.122009706872356,0.903996293096649,0.799323913865591,0.225578466198893,0.770855164293982,0.194662682145421,0.454739137569334,0.227155723684909,0.187900583408408,0.120223844642923,0.0640579008573389,1,0.924829446295415,0.0599156655684345,0.166967247958185,0,0.0628584931858328,0.335701215603548,0.0250853639309099,0.240455967826825,0.425802236417494,"N"
0.261912578164685,0.526045375866235,0.21276354275858,0.341330706280573,0.449620987436241,0.318480971820675,0.0398861108596309,0.0514139954587007,0.314108687897165,0.0963105281490144,0.488189893253303,0.943579443560371,0.550690454962533,0.348002698443856,0.265673963604204,0.0815606940216569,0.580743981790424,1,0.520348680220484,0.423342517736382,0.231900246622279,0.865911928455923,0.315278147261428,0.0612452520733042,0.105212958937929,0.602870129882138,0.214354534564025,0.0614957288487692,0.408686522368623,0.387322927977853,0.451078525833544,0.122461176343894,0.326111349394679,0.145315331218649,0.011848405019224,0.184293193717277,0.0107087325417266,0.387873560845924,0.313761590491795,0.00762629644262962,0.292563023740982,0.0734561883377404,0.0188548335501036,0.0349339066378837,"N"
0.298451395853288,0.95801614650837,0.115806772475102,0.835583570828263,0.724467901208263,0.298144954151208,0.310792923224298,0.0233784233518833,1,0.0539021305814473,0.538286662824259,0.559938732113635,0.412445197473261,0.264378759605763,0.414936474885279,0.571830189547597,0.402682489321972,0.661690138330537,0.915220264846548,0.81280285499489,0.340991383908681,0.564721644313864,0.601258766111714,0.102163201723836,0.193343852428196,0.737395505765502,0.167182689278043,0.0619994115060152,0.163712412562275,0.102886622027966,0.347875841429939,0.291686075056115,0.28815911478104,0.0747280665197428,0.0135867608326665,0.0206424067904173,0.00424531894013112,0.0627493592950344,0.239315588506742,0.00778646290178946,0.0186478013076771,0.339355139991696,0.098191867122593,0.0225628302644765,"S"
