"CA150","CUGBP","ESRP1","ESRP2","FBP11","MAGOH","NOVA1","nSR100","PRP8","PSF","PTB","RAVER1","RBM17","RBM22","RBM3","RBM45","SAM68TV1","SC35","SF3BTV1","SF3BTV2","SKIP","SND1","SRM160","SRSF1","SRSF10","SRSF3","SRSF4","SRSF5","SRSF6","SRSF9","TIA1","TRA2A","TRA2B","U1","U11","U12","U2","U2AF1","U2AF2","U4","U4ATAC","U5","U6","U6ATAC","Cluster"
0.298451395853288,0.95801614650837,0.115806772475102,0.819368328577973,0.744010987638994,0.298144954151208,0.952382251028627,0.0451805144529612,1,0.0539021305814473,0.682221875946296,0.559938732113635,0.416376175916109,0.380928487189243,0.414936474885279,0.560676616915423,0.409814504016298,0.684106406238092,0.961544105590106,0.851215284691824,0.340991383908681,0.530197631394499,0.909034487215225,0.102163201723836,0.169462919000677,0.737395505765502,0.14064665982698,0.0619994115060152,0.163712412562275,0.114843030102342,0.347875841429939,0.291686075056115,0.28815911478104,0.0747280665197428,0.134385970625182,0.0532143517382413,0.0108879641861157,0.0627493592950344,0.202857971849157,0.00778646290178946,0.186046511627907,0.339355139991696,0.098191867122593,0.0225628302644765,"N"
0.294066668747294,0.453259779460537,0.157354344975222,1,0.239149322673926,0.192159174101326,0.000162424837440995,0.219331132450538,0.392875972695008,0.441333973179332,0.159865230351815,0.381566929954538,0.170477623882266,0.678556986826014,0.0884918527068427,0.000586896028332912,0.211317742560166,0.269878975020959,0.355387514644829,0.277632475539566,0.113123066399754,0.0659389678145843,0.375703867788404,0.118269267060797,0.085850881025005,0.133246387719495,0.0609750109935323,0.0198936108674269,0.190568023160617,0.074557247541321,0.0325304148779768,0.0531303731024142,0.106070162888179,0.044071816766183,0.133739232486914,0.0373006134969325,0.0738218968475929,0.0167455516854081,0.135383065060223,0.0722555574545306,0.116279069767442,0.0859453756685399,0.0834016571072157,0.0274291499465102,"S"
0.0570772784439401,0.257080557859543,0.240125362543228,0.189810994485189,0.0193407787187376,0.0435606953630058,0.0912292011600397,0.00195664179479142,0.159157995295996,0.0280576777701876,0.449372987344793,0.43431780647643,0.294048528596998,1,0.294034588039663,0.555882958090901,0.604989278325844,0.808483299672281,0.608882370834393,0.692011547154301,0.145074143568053,0.846495531982946,0.71166784255492,0.21285294208473,0.24286084857417,0.78370698989107,0.210675192262006,0.106728385576606,0.195099320569484,0.501205480145603,0.354667183149581,0.256867052340621,0.47069580907559,0.198274645687251,0.481751028599316,0.506584867075665,0.180374345070814,0.258074820846004,0.183759021149237,0.0701389496737694,0.720930232558139,0.247441371225295,0.335097081081919,0.0816679395322624,"N"
0.204641868149542,0.318398688539008,0.058728364161204,0.177722982851297,0.389814745943054,0.194881562457346,0.308926016965126,0.167402781904998,0.461600087066406,0.0365452310229763,0.436391762449061,0.2765500442156,0.378991837240896,0.917656432735172,0.469304589058141,0.446500379458639,0.636357968518268,0.518185006382898,0.503835281620354,0.528849132639586,0.404570356378606,0.309023594072957,0.530935734831697,0.37476196031471,0.238882927273091,0.685530721143133,0.305438904140607,0.179717595666258,0.124836333950926,0.366412002818548,0.394605858975648,0.510285578300557,0.64506038969403,0.443471382303501,0.470638631248271,0.0134151329243354,0.540442846202427,0.197970547324279,0.105214611924102,0.313364561487079,0.569767441860465,0.271821704771996,0.336754845705137,0.203312687894827,"N"
0.0718197460310784,0.250681566375,0.0163157032795924,0.0364204345389426,0.226750817468588,0.185516993212642,0.224248681078558,0.00448046546907163,0.466152934561131,0.0138285443758065,0.294066821124575,0.501377238045402,0.160082294715434,0.429387349513245,0.107179054350351,0.148438822834978,0.271431225419657,0.631304004553769,0.537498485017716,0.264647081315468,0.446813050272038,0.124593780790092,0.233844609601101,0.0953196679968296,0.277133873083617,0.203434475030027,0.145397169564621,0.0135694354315954,0.296891240058993,0.0913075614210429,0.159032280999394,0.205554697971187,0.321501980798382,0.156116478704838,0.159770502192403,0,0.13150298437474,0.0519602442587346,0.194222700889741,0.134830513490422,1,0.289559775926298,0.0838976903620885,0.0667540750093074,"N"
0.290595247969873,0.630609470223996,0.192492603165803,0.358160554998977,0.331600147280668,0.590113039917609,0.0406523191758675,0.0427177510288652,0.817399374814833,0.0176464749047426,0.479469665463299,0.19852938806254,0,0.359597853399054,0.489076088085353,0.294169828821992,0,0.47028380077738,0.569445005548994,0.374178728844821,0.633128965253243,0.312113264217841,0.19586528068785,0.193868955507595,0.341649410961529,0.275316476178412,0.0333109185476836,0.0388156150424922,0.27405282033796,0.0907579347420384,0.229969084574895,0.181654678448929,0.319408371611949,0.0769491523367383,0.194301213576324,0.0441717791411043,0.0318136510404819,0.074942321387169,0.0118624839372378,0.238510639794005,0.162790697674419,0.0960230838147469,0.178832768711142,0.0768987402309405,"S"
0.786894262804021,0.463425556631881,0.403275741452938,0.507576926917315,0.756115849145138,1,0.313173377178182,0.0427177510288652,0.743304956134252,0.0347243718476376,0.695355627142803,0.482788419488388,0.775062715161288,0.713521649674969,0.831156543597169,0.24053495235686,0.418644377339954,0.801146837607652,1,0.675675189582682,0.4980295319197,0.819029008076205,0.433195936300091,0.170681745658671,1,0.751076495188711,0.0949177739898101,0.0937736553229029,0.278883426343969,0.518761703943724,0.439398330093057,0.423296940038257,0.851371372565257,0.176515356939422,0.816919788546926,0.00932515337423313,0.532945568629667,1,0.0259234638645653,0.0722555574545306,0.162790697674419,0.288433798994661,1,1,"N"
0.412285847690635,0.283888550246815,0.262516812499059,0.272258808223993,0.463524784966431,0.613811715948431,0.102627197102595,0.00950775940090396,0.432039228253049,0.0169563105398965,0.360460872057052,0.269592399859456,0.284067910201119,0.340669522331359,0.3962937098334,0.20208044523147,0.117550483183818,0.323109781076137,0.157118515578771,0.232474793827785,0.144066945711722,0.388963015940316,0.203682186433407,0.0387082551305058,0.245393033233552,0.0885701037152375,0.139157282727244,0.118605895031965,0.679926428773064,0.238221666890398,0.122196425317143,0.163794721089437,0.115660590254619,0.180421760016694,0.0632007728890521,0.0175051124744376,0.015378668434313,0.348701374891231,0.0982611444461901,0.0732647109667993,0.337209302325581,0.208940113765161,0.0956843185981661,0.0422032199820769,"S"
0.129823126104534,0.317451250810807,0.0293503752667065,0.170830519773514,0.259012007186153,0.197178344976486,0.966436654258636,0.0427177510288652,0.521658977816205,0.175885010980956,0.328362507080106,0.106779062758215,0.30601608404105,0.227711480817561,0.416202249527277,0.510025465890885,0.13856937285291,0.318539935980489,0.254636736953923,0.559012032792535,0.297512440933023,1,0.55944444016949,0.35690083481161,0.250446884584337,0.168133430850498,0.256051971495786,0.73864470836978,0.206566361117583,0.285793664137363,0.449092027939111,0.579084964844377,0.283324486728947,0.295025092919326,0.408125461950488,0.165235173824131,0.141683221534241,0.0857265537345099,0.0315078858334205,0.224092763318434,0.127906976744186,0.254725168631856,0.234328707704517,0.102208900052828,"N"
0.158769601636107,0.196091513982524,0.106808680560147,0,0.296163493894143,0.176595401471628,0.0787407792690269,0.0301529084354057,0.218263992599355,0.187984913888045,0.0739124786419011,0.179673288082633,0.212353350200279,0.716251432579285,0.164813090953072,0.111135171599629,0.213920543105538,0.245812116549806,0.481085297661343,0.365075714475551,0.263797983094137,0.121256422088593,0.608597589637312,0.493432678087997,0.241631149704239,0.225498118849507,0.149814634481246,0.123853057389503,0.145925265577692,0.175810048182893,0.129375374388822,0.233927790373971,0.27949688674773,0.191793010865207,0.198032422669496,0.0919427402862986,0.00375411485761973,0,0,0.04270688531225,0.0930232558139535,0.0933018536699265,0.134890095792861,0.0640082169728166,"S"
