mincriterion,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.01,0.820264408793821,0.446666666666667,0.950059417706477,0.109690857958847,0.274154918869295,0.0387607676113137
0.118888888888889,0.802152406417112,0.446666666666667,0.950059417706477,0.124508307616831,0.274154918869295,0.0387607676113137
0.227777777777778,0.808001336898396,0.446666666666667,0.950059417706477,0.11727987664978,0.274154918869295,0.0387607676113137
0.336666666666667,0.80266265597148,0.446666666666667,0.951039809863339,0.124573186590652,0.269076752713003,0.038125519917814
0.445555555555556,0.817356654783125,0.455,0.951039809863339,0.129092216236506,0.25842693891818,0.038125519917814
0.554444444444445,0.810617201426025,0.448333333333333,0.951039809863339,0.132011474505526,0.251712525318664,0.038125519917814
0.663333333333333,0.806368835412953,0.448333333333333,0.95204991087344,0.147142508962202,0.251712525318664,0.0382076707380792
0.772222222222222,0.81288027332145,0.448333333333333,0.949079025549614,0.1456110197216,0.251712525318664,0.0394536594951459
0.881111111111111,0.815744206773619,0.456666666666667,0.950029708853238,0.140795523616806,0.249044149711948,0.0373701231457302
0.99,0.812495543672014,0.41,0.957070707070707,0.142600827220134,0.239035417949899,0.0312106095513374
