NumOpt,NumFolds,MinWeights,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,8,4,0.749181521093286,0.553333333333333,0.943969102792632,0.14733096546008,0.292118697336089,0.0358778893380017
1,8,5,0.736709744503862,0.526666666666667,0.944979203802733,0.149425671064807,0.295871982257627,0.0352837268145835
1,8,6,0.744999257278669,0.54,0.947979797979798,0.150299718355117,0.298963727473464,0.0333378225027805
1,8,7,0.739418449197861,0.53,0.946969696969697,0.142737604302408,0.281192043837021,0.035869502962056
1,9,1,0.773246434937611,0.611666666666667,0.941830065359477,0.113649177817168,0.233298437456277,0.0402844253187948
1,9,2,0.76933229352347,0.603333333333333,0.941830065359477,0.113395231292124,0.232650890352066,0.0402844253187948
1,9,3,0.76881981580511,0.605,0.939839572192513,0.119002102794427,0.242241686096259,0.0395431305703329
1,9,4,0.777954545454545,0.621666666666667,0.938859180035651,0.120482456962372,0.243070634452896,0.0391167959494238
1,9,5,0.774080510992276,0.613333333333333,0.937878787878788,0.1275126195869,0.259951365920009,0.0394706076373917
1,9,6,0.777511883541295,0.62,0.937878787878788,0.123073741266584,0.251409817930255,0.0394706076373917
1,9,7,0.777309863339275,0.62,0.937878787878788,0.123086839229649,0.251409817930255,0.0394706076373917
1,10,1,0.773181075460487,0.608333333333333,0.937878787878788,0.119746993457299,0.24708065601077,0.0446941038707482
1,10,2,0.776085115864528,0.615,0.938888888888889,0.119993022864939,0.249534048537089,0.0443622506895211
1,10,3,0.773441027926322,0.615,0.934848484848485,0.119636498944823,0.249534048537089,0.0441236846519173
1,10,4,0.765739007724302,0.595,0.938888888888889,0.124945729636313,0.258093140097751,0.046454245629895
1,10,5,0.769072341057635,0.601666666666667,0.938888888888889,0.124128166240651,0.255452044670691,0.046454245629895
1,10,6,0.743656417112299,0.551666666666667,0.934818775995247,0.132138032035069,0.267647263149214,0.0502563784254645
1,10,7,0.725647653000594,0.513333333333333,0.937819370172311,0.124460793138081,0.254928432598497,0.0475175887205024
1,11,1,0.779273618538324,0.608333333333333,0.953030303030303,0.141137428227974,0.281952347812146,0.0428863600515787
1,11,2,0.77952614379085,0.608333333333333,0.954040404040404,0.141524176744349,0.281952347812146,0.0429109642442517
1,11,3,0.792379679144385,0.631666666666667,0.953921568627451,0.131462035913707,0.268611799537129,0.0430355563973264
1,11,4,0.776748366013072,0.6,0.954931669637552,0.126186633209966,0.260304861056522,0.0422963148201301
1,11,5,0.763270944741533,0.575,0.953921568627451,0.12378860041194,0.256552071746149,0.0430355563973264
1,11,6,0.734441473559121,0.515,0.956862745098039,0.145621023889658,0.302332883447688,0.0386447807005762
1,11,7,0.735199049316696,0.515,0.95787284610814,0.14547840746097,0.302332883447688,0.0377384624625997
2,2,1,0.753811645870469,0.558333333333333,0.946850861556744,0.135015653992533,0.269764690991514,0.0451758762940813
2,2,2,0.7616146761735,0.573333333333333,0.945840760546643,0.136430420854979,0.272198372557568,0.0456842738239274
2,2,3,0.779964349376114,0.606666666666667,0.946821152703506,0.138453606462759,0.268692021278732,0.0444945892214981
2,2,4,0.763777480689245,0.58,0.946821152703506,0.128569130269288,0.254477151606299,0.0423058012474313
2,2,5,0.775303773024361,0.605,0.943761140819964,0.106410902796054,0.21629720931769,0.0432192361717898
2,2,6,0.754333778966132,0.558333333333333,0.95086155674391,0.0894809011183746,0.189410762053293,0.0407245348466235
2,2,7,0.743521241830065,0.53,0.957902554961379,0.084301011652242,0.175479638272581,0.0365502714656059
2,3,1,0.76897504456328,0.588333333333333,0.949910873440285,0.147528095581017,0.291749577706556,0.0357713549791061
2,3,2,0.765450831847891,0.58,0.950950683303625,0.151563254785197,0.297865973100377,0.0340990049136597
2,3,3,0.768612596553773,0.591666666666667,0.94298871063577,0.133165199077561,0.262311782549637,0.0337501978415076
2,3,4,0.748014705882353,0.55,0.945008912655972,0.120390760436938,0.237079937050194,0.0403294244301126
2,3,5,0.759885620915033,0.573333333333333,0.946019013666073,0.12579547254062,0.251112467361475,0.0398205765034907
2,3,6,0.773094919786096,0.598333333333333,0.947029114676174,0.129054027663468,0.255114353444359,0.0375337689756789
2,3,7,0.755733808674985,0.555,0.95291146761735,0.133578944255343,0.268247826741847,0.0349296161775694
2,4,1,0.75921568627451,0.561666666666667,0.95291146761735,0.131925579484874,0.265448005602154,0.0368476310658739
2,4,2,0.761911764705882,0.57,0.949970291146762,0.129027793179173,0.259176414422886,0.043216310117219
2,4,3,0.755882352941176,0.563333333333333,0.947860962566845,0.130288597651182,0.26682466583667,0.0371162485280123
2,4,4,0.760453060011884,0.575,0.948871063576946,0.131734820969714,0.27061551807073,0.0389511043735453
2,4,5,0.749568478906714,0.555,0.943820558526441,0.125287938398427,0.247870238577393,0.0425615216863807
2,4,6,0.75119578134284,0.555,0.944800950683304,0.131013070729252,0.258760307141038,0.0435693028070646
2,4,7,0.735799168152109,0.521666666666667,0.945811051693405,0.128612611685199,0.255519529361373,0.0437903339735137
2,5,1,0.763660130718954,0.581666666666667,0.941800356506239,0.133408433616294,0.260464880594272,0.0403993209102112
2,5,2,0.751599821746881,0.556666666666667,0.9407605466429,0.136305326348632,0.271246590105163,0.0424689070195855
2,5,3,0.770485739750446,0.59,0.945840760546643,0.133401288987405,0.261757982455761,0.0408138597323493
2,5,4,0.754323380867499,0.568333333333333,0.938770053475936,0.139794100906285,0.277452491532282,0.0473989608847548
2,5,5,0.75022504456328,0.56,0.939780154486037,0.132401200643525,0.265355974312711,0.047066391771175
2,5,6,0.754774212715389,0.568333333333333,0.939809863339275,0.135117972348717,0.26732497765484,0.0449828020663472
2,5,7,0.740855614973262,0.54,0.938740344622698,0.129915540791349,0.261757982455761,0.0460225355922077
2,6,1,0.755572638146168,0.561666666666667,0.94194890077243,0.147843872938998,0.289376062844055,0.0426157083835787
2,6,2,0.755940285204991,0.561666666666667,0.942929292929293,0.147454976892598,0.289376062844055,0.0429344485112584
2,6,3,0.746414141414141,0.545,0.941919191919192,0.139819868383036,0.277411060615333,0.0418892106067657
2,6,4,0.778396464646465,0.608333333333333,0.941889483065954,0.146972411930754,0.287403157102777,0.0426180650927852
2,6,5,0.778915626856803,0.61,0.940849673202614,0.132525537726097,0.26208711370919,0.0452915374361236
2,6,6,0.771918449197861,0.598333333333333,0.938918597742127,0.132789907669711,0.259802090901481,0.0437066434371378
2,6,7,0.752959001782531,0.566666666666667,0.932947118241236,0.135986033257582,0.265983319846906,0.0401104917358858
2,7,1,0.760865270350565,0.575,0.94486036838978,0.139038982183806,0.266118329915925,0.0448706184353184
2,7,2,0.763549465240642,0.581666666666667,0.945870469399881,0.135363111837971,0.26112598800042,0.0457808545484375
2,7,3,0.761049465240642,0.573333333333333,0.946880570409982,0.143646111490884,0.278460463773688,0.0445679510736351
2,7,4,0.761340612002377,0.568333333333333,0.952881758764112,0.135024144692223,0.265058007097384,0.0417612750590654
2,7,5,0.746900623885918,0.538333333333333,0.95291146761735,0.138841947009915,0.265448005602154,0.0417300093669708
2,7,6,0.755422608437314,0.561666666666667,0.947920380273321,0.146472752697277,0.281830021324096,0.0447097496630413
2,7,7,0.755422608437314,0.561666666666667,0.947920380273321,0.145285703452228,0.281830021324096,0.0447097496630413
2,8,1,0.732333630421866,0.52,0.943909685086156,0.150750004181085,0.303599100448442,0.0392086542383245
2,8,2,0.74449494949495,0.543333333333333,0.944949494949495,0.150407627398313,0.301070885608223,0.0394973396719669
2,8,3,0.744873737373737,0.543333333333333,0.944949494949495,0.137846835918229,0.278769875844147,0.0394973396719669
2,8,4,0.745277777777778,0.543333333333333,0.945959595959596,0.137307689085494,0.278769875844147,0.0389321125718701
2,8,5,0.743336304218657,0.54,0.945959595959596,0.146701909309832,0.29635719361422,0.0397371187461169
2,8,6,0.741070261437909,0.531666666666667,0.949970291146762,0.148691492378446,0.300999293541768,0.0372385415885349
2,8,7,0.742221479500891,0.536666666666667,0.946969696969697,0.145177564173994,0.290045577076447,0.0375936121783131
2,9,1,0.758810903149138,0.575,0.945840760546643,0.134414653902652,0.275039182161629,0.0365802360106486
2,9,2,0.755805852644088,0.566666666666667,0.946850861556744,0.135019821237458,0.273336136795267,0.0350512677913236
2,9,3,0.758125371360665,0.571666666666667,0.944830659536542,0.126633899670147,0.254505380111594,0.0354335622639034
2,9,4,0.769327837195484,0.598333333333333,0.938859180035651,0.129741457896332,0.259802090901481,0.034940214233292
2,9,5,0.767754010695187,0.598333333333333,0.937938205585264,0.13291360531819,0.265058007097384,0.0369399909012568
2,9,6,0.770327540106952,0.605,0.936957813428402,0.12840810534534,0.257089143267869,0.0372401598059438
2,9,7,0.771203951277481,0.605,0.937967914438503,0.127545641869916,0.257089143267869,0.0385468418053471
2,10,1,0.772337344028521,0.608333333333333,0.935888294711824,0.122353747238635,0.24708065601077,0.0430710470746175
2,10,2,0.776554515745692,0.615,0.939928698752228,0.122540041619756,0.249534048537089,0.0424759152071641
2,10,3,0.770183452168746,0.606666666666667,0.936868686868687,0.120303220963408,0.249044149711948,0.0420914327832137
2,10,4,0.766875371360666,0.595,0.940909090909091,0.131048245211969,0.266312624171487,0.0443384518487295
2,10,5,0.760360219845514,0.586666666666667,0.937878787878788,0.132030048894813,0.273209952529039,0.0460892759183488
2,10,6,0.747928550207962,0.565,0.932828282828283,0.128066240256366,0.25935929013496,0.0499731152900174
2,10,7,0.72365715983363,0.513333333333333,0.936838978015449,0.12333742448473,0.254928432598497,0.0477487881200742
2,11,1,0.801468360071301,0.655,0.949079025549614,0.129305574236004,0.247522203810709,0.0438811480499125
2,11,2,0.796985294117647,0.645,0.950029708853238,0.118643934368122,0.230198564961524,0.0440961026210163
2,11,3,0.80769385026738,0.663333333333333,0.950920974450386,0.115234627132242,0.224734837367144,0.0435831317645437
2,11,4,0.791759506833036,0.631666666666667,0.951931075460487,0.110181298096934,0.219514877876638,0.042926441054058
2,11,5,0.790049762329174,0.63,0.952941176470588,0.115564063851996,0.231412454586893,0.042977756476646
2,11,6,0.761220291146762,0.57,0.955882352941177,0.144340565540646,0.293198767462244,0.0386576433312733
2,11,7,0.761977866904338,0.57,0.956892453951278,0.144051068135512,0.293198767462244,0.0377787605408593
3,2,1,0.750387700534759,0.548333333333333,0.946821152703506,0.131763559365754,0.258471412857143,0.0452006381251868
3,2,2,0.760008912655971,0.57,0.945811051693405,0.131066340526877,0.259840800066715,0.0435802825201404
3,2,3,0.764830659536542,0.581666666666667,0.942780748663102,0.135311789732723,0.265707686589311,0.0477313839536097
3,2,4,0.75801990493167,0.575,0.938740344622698,0.117174951636392,0.236624976091589,0.0471845302109481
3,2,5,0.763261289364231,0.586666666666667,0.939691027926322,0.10989937096752,0.225118104379768,0.04624897881337
3,2,6,0.757175430778372,0.558333333333333,0.953832442067736,0.10127374613477,0.213784992430493,0.0416342731776373
3,2,7,0.734263220439691,0.506666666666667,0.961853832442068,0.0793612782148516,0.165432209959107,0.0361127767937639
3,3,1,0.766077688651218,0.581666666666667,0.947920380273321,0.143583513392093,0.284205891046873,0.0306112215867181
3,3,2,0.766582739156269,0.58,0.949940582293524,0.145425383996571,0.283025525837975,0.0319975806384109
3,3,3,0.781062834224599,0.61,0.94691027926322,0.11649474188163,0.227580982176182,0.0341240584860931
3,3,4,0.756359922756982,0.565,0.944919786096257,0.122391733603326,0.241100208097852,0.0380330621925052
3,3,5,0.765967023172906,0.583333333333333,0.943969102792632,0.127661634247546,0.250975109815947,0.0368496009513641
3,3,6,0.775129233511586,0.6,0.948960190136661,0.127965329748162,0.253254676234187,0.0380363269731622
3,3,7,0.760694444444444,0.566666666666667,0.948900772430184,0.123139671844705,0.247516399085176,0.0371594574642392
3,4,1,0.7624688057041,0.566666666666667,0.95496137849079,0.121145117750364,0.240449770126783,0.0341706237018571
3,4,2,0.755851158645276,0.555,0.953000594177065,0.122125990739057,0.244720107540191,0.0411928007888267
3,4,3,0.758080065359477,0.57,0.947860962566845,0.135307293613182,0.27530547297189,0.0371162485280123
3,4,4,0.757780005941771,0.571666666666667,0.944830659536542,0.139219886471371,0.278754413397359,0.0456744795793624
3,4,5,0.751213606654783,0.56,0.944830659536542,0.13076744291506,0.25643443740975,0.0428116948637713
3,4,6,0.751362150920974,0.56,0.943820558526441,0.135063467595793,0.266975395999267,0.0440243292070273
3,4,7,0.734576648841355,0.521666666666667,0.944830659536542,0.139531381570334,0.271865627728534,0.0442662360154681
3,5,1,0.773937908496732,0.598333333333333,0.946850861556744,0.138139348232929,0.270849026954683,0.0424526181899597
3,5,2,0.774694741532977,0.598333333333333,0.946791443850267,0.137075595646155,0.270849026954683,0.0454278116772608
3,5,3,0.767512626262626,0.583333333333333,0.945811051693405,0.143671058188845,0.279880927062444,0.0408405062012
3,5,4,0.752187314319667,0.56,0.939780154486037,0.144806092220681,0.283269093461226,0.0463491699216736
3,5,5,0.754871509209745,0.568333333333333,0.938770053475936,0.130329725212604,0.259137606013822,0.0439319406387124
3,5,6,0.761819667260844,0.585,0.936779560308972,0.138649707643074,0.278279814525621,0.0438356812133352
3,5,7,0.746173499702911,0.55,0.938799762329174,0.138603640561414,0.281008037681094,0.0466288358388064
3,6,1,0.759739304812834,0.57,0.942959001782531,0.148337664940837,0.291133338334268,0.0421667995395204
3,6,2,0.759803921568627,0.57,0.944949494949495,0.147529667663069,0.291133338334268,0.0412032725644112
3,6,3,0.753513071895425,0.56,0.943939393939394,0.137035356161541,0.273357161843319,0.040165541376967
3,6,4,0.778396464646465,0.608333333333333,0.941889483065954,0.146972411930754,0.287403157102777,0.0426180650927852
3,6,5,0.78507724301842,0.623333333333333,0.940849673202614,0.134196870150117,0.266436682435295,0.0431432000728399
3,6,6,0.766131907308378,0.583333333333333,0.942929292929293,0.132989011067867,0.261076463014631,0.0414331803642616
3,6,7,0.752349227569816,0.561666666666667,0.936957813428402,0.131999597290999,0.257870367504259,0.0382732358089535
3,7,1,0.760814765300059,0.575,0.94486036838978,0.137915478007142,0.26088377647448,0.0448706184353184
3,7,2,0.765241384432561,0.583333333333333,0.945870469399881,0.135087000639558,0.254047692146686,0.0457808545484375
3,7,3,0.756504010695187,0.566666666666667,0.94486036838978,0.143616536139144,0.275221958493107,0.0448706184353184
3,7,4,0.759776440879382,0.568333333333333,0.950950683303625,0.127941394269403,0.248264088162715,0.0456835543182448
3,7,5,0.75240715983363,0.555,0.94795008912656,0.147576401873296,0.285979864253798,0.0466830052801271
3,7,6,0.75827614379085,0.568333333333333,0.944890077243018,0.155468744463381,0.302427914846102,0.0495435117048923
3,7,7,0.746786244800951,0.543333333333333,0.945900178253119,0.146304924824986,0.281539282900436,0.0490953488136504
3,8,1,0.741096256684492,0.536666666666667,0.944919786096257,0.147705422727494,0.294762713841599,0.0402718215451
3,8,2,0.74479797979798,0.543333333333333,0.945959595959596,0.150513484365048,0.301070885608223,0.040526137530947
3,8,3,0.745666963755199,0.543333333333333,0.946939988116459,0.13749101145376,0.278769875844147,0.0414868600727087
3,8,4,0.729771984551396,0.51,0.946969696969697,0.146522415691965,0.296938400671088,0.0399490475158728
3,8,5,0.739292186571598,0.531666666666667,0.945959595959596,0.155266817085928,0.314994070369295,0.0397371187461169
3,8,6,0.741218062982769,0.533333333333333,0.948960190136661,0.154943611216509,0.318220627577931,0.0362320687478674
3,8,7,0.733995840760547,0.52,0.94795008912656,0.149385852461916,0.306143982353132,0.038600809909877
3,9,1,0.748482620320856,0.553333333333333,0.946850861556744,0.142695362977758,0.28675753705434,0.0368137176558895
3,9,2,0.749391711229947,0.553333333333333,0.947860962566845,0.143915402502861,0.28675753705434,0.0352649477659342
3,9,3,0.755813279857398,0.566666666666667,0.944830659536542,0.134247117235713,0.263050189695523,0.0371778935468161
3,9,4,0.761719399881165,0.583333333333333,0.941859774212715,0.137504450551465,0.274280668399126,0.0353308568930727
3,9,5,0.757564616755793,0.573333333333333,0.93989898989899,0.135851706350379,0.269332935017345,0.036250019357463
3,9,6,0.760628342245989,0.58,0.93989898989899,0.131335229034872,0.262152890373222,0.0370637647218325
3,9,7,0.76112596553773,0.58,0.93989898989899,0.131542113128221,0.262152890373222,0.0370637647218325
3,10,1,0.759382798573975,0.58,0.938918597742127,0.125615936785286,0.25379872557491,0.0397820713498426
3,10,2,0.759155525846702,0.578333333333333,0.94194890077243,0.133414362561849,0.271865627728534,0.0376532996489313
3,10,3,0.760482768865122,0.586666666666667,0.939869281045752,0.12440280735987,0.256949388996641,0.0386158034275952
3,10,4,0.765407011289364,0.588333333333333,0.944919786096257,0.132171425159946,0.263492240719798,0.0394312050111434
3,10,5,0.757849821746881,0.578333333333333,0.937908496732026,0.133538435400128,0.271865627728534,0.0453379911493715
3,10,6,0.74600935828877,0.556666666666667,0.934848484848485,0.128940217777698,0.257217650133559,0.0482757217849983
3,10,7,0.721737967914439,0.505,0.938859180035651,0.123856217925915,0.250980834547869,0.0457866379281295
3,11,1,0.79971256684492,0.646666666666667,0.953060011883541,0.123954157163297,0.242804495404236,0.0435884107545399
3,11,2,0.786454991087344,0.621666666666667,0.95204991087344,0.114357506397375,0.225405126970013,0.0442619352120158
3,11,3,0.804991830065359,0.656666666666667,0.951931075460487,0.118347506183949,0.229592342377007,0.042926441054058
3,11,4,0.799714052287582,0.648333333333333,0.951931075460487,0.115503257317462,0.227990975824639,0.0414248827119529
3,11,5,0.767271984551396,0.585,0.952941176470588,0.12783430888932,0.26462400130934,0.042977756476646
3,11,6,0.742609180035651,0.533333333333333,0.955882352941177,0.137011854581555,0.285069057977347,0.0386576433312733
3,11,7,0.743366755793226,0.533333333333333,0.956892453951278,0.136813488687394,0.285069057977347,0.0377787605408593
4,2,1,0.752245246583482,0.553333333333333,0.946791443850267,0.131855851696438,0.263900887002904,0.0485624275390337
4,2,2,0.760351307189542,0.568333333333333,0.950831847890671,0.128413432744849,0.256126091432801,0.0405745029574838
4,2,3,0.74831550802139,0.548333333333333,0.943790849673203,0.137745626822911,0.274013381668365,0.0505483237316297
4,2,4,0.757124925727867,0.576666666666667,0.935680332739156,0.123354757053674,0.246259371722011,0.0486722550629011
4,2,5,0.762907754010695,0.588333333333333,0.936660724896019,0.117439463043226,0.235138746031056,0.0471839496880903
4,2,6,0.752417557932264,0.551666666666667,0.94982174688057,0.117159421791595,0.240503542641244,0.0435675529216148
4,2,7,0.742428698752228,0.52,0.962893642305407,0.0948387543745534,0.191905148984848,0.0367138785428195
4,3,1,0.765655822935235,0.581666666666667,0.947890671420083,0.142000670155359,0.284205891046873,0.0326497924734161
4,3,2,0.766867944147356,0.58,0.949910873440285,0.144564430040205,0.283025525837975,0.0310313350078602
4,3,3,0.778988413547237,0.605,0.946880570409982,0.119804660707614,0.234649408325668,0.0376830170698839
4,3,4,0.753621509209744,0.558333333333333,0.944919786096257,0.119767853366002,0.239641734511208,0.0363298140082014
4,3,5,0.767684194890077,0.59,0.943969102792632,0.128158865742489,0.254070313373938,0.035088953481207
4,3,6,0.774270647653001,0.6,0.94795008912656,0.12785927547712,0.253254676234187,0.0370230336658227
4,3,7,0.772840909090909,0.591666666666667,0.948900772430184,0.123311424678784,0.243566649284499,0.0371594574642392
4,4,1,0.774463755199049,0.591666666666667,0.953951277480689,0.120162460214362,0.236381972200947,0.0332282416753722
4,4,2,0.765027480689245,0.571666666666667,0.954931669637552,0.125209403725537,0.249026841557475,0.0332721914076649
4,4,3,0.754974004753417,0.561666666666667,0.949881164587047,0.133587021960488,0.273446500262386,0.0348043914845099
4,4,4,0.758833184789067,0.571666666666667,0.947831253713607,0.138423205684925,0.278754413397359,0.0462190006216294
4,4,5,0.749078282828283,0.56,0.939809863339275,0.131741036057463,0.25643443740975,0.0427760957304678
4,4,6,0.75031862745098,0.56,0.940819964349376,0.129918820323283,0.250310152438516,0.0438504672705826
4,4,7,0.733280600118835,0.521666666666667,0.942840166369578,0.140907255049613,0.271865627728534,0.0437342101239395
4,5,1,0.772043969102793,0.591666666666667,0.949881164587047,0.139137956055755,0.271039930043824,0.0414042140015429
4,5,2,0.773558377896613,0.598333333333333,0.944771241830065,0.140669720091477,0.27869255503132,0.0450228216342662
4,5,3,0.763436571598336,0.576666666666667,0.946850861556744,0.13526668753569,0.263835546131106,0.0410232530073455
4,5,4,0.751697118241236,0.56,0.938799762329174,0.145365425853083,0.283269093461226,0.0466288358388064
4,5,5,0.755819964349376,0.566666666666667,0.942780748663102,0.138094770239695,0.276783661732948,0.0452436839388872
4,5,6,0.758601455733809,0.575,0.940790255496138,0.140722493846865,0.286100416420288,0.0453327648395139
4,5,7,0.739722964943553,0.533333333333333,0.94281045751634,0.138096534366696,0.283552991256616,0.0478641550222353
4,6,1,0.751622103386809,0.556666666666667,0.940909090909091,0.150461047178603,0.298771430722705,0.0430571914835947
4,6,2,0.751686720142603,0.556666666666667,0.942899584076055,0.149668139248517,0.298771430722705,0.0422141504066497
4,6,3,0.746153446226976,0.546666666666667,0.942899584076055,0.140318384519658,0.280987585114549,0.0422141504066497
4,6,4,0.777512626262626,0.608333333333333,0.940879382055853,0.14661231072875,0.287403157102777,0.0415387229844582
4,6,5,0.785203505644682,0.623333333333333,0.940849673202614,0.133432342880573,0.266436682435295,0.0431432000728399
4,6,6,0.773068924539513,0.6,0.93989898989899,0.129078543303175,0.254950975679639,0.0419647338482135
4,6,7,0.759538770053476,0.578333333333333,0.933927510398099,0.129032463213568,0.253146861195894,0.0383631631671507
4,7,1,0.768773767082591,0.591666666666667,0.942869875222816,0.134701633551481,0.255317021777232,0.0457128450291821
4,7,2,0.769278817587641,0.591666666666667,0.943879976232917,0.135082749661214,0.255317021777232,0.0466512411990003
4,7,3,0.743253862150921,0.541666666666667,0.943850267379679,0.144909585212889,0.276394063179583,0.0446737827185301
4,7,4,0.755609774212715,0.56,0.948960190136661,0.13528390999163,0.263072036810688,0.0454867337139705
4,7,5,0.744317439096851,0.538333333333333,0.948930481283423,0.141663552515597,0.281217590725284,0.0468444068600071
4,7,6,0.753923796791444,0.558333333333333,0.946880570409982,0.14998591511056,0.297426703034816,0.0505595215098998
4,7,7,0.746348039215686,0.541666666666667,0.947890671420083,0.141593946009902,0.277949180834261,0.0500789284835767
4,8,1,0.726947415329768,0.503333333333333,0.948989898989899,0.147417833748837,0.289748206186865,0.0410694323680179
4,8,2,0.726200237670826,0.501666666666667,0.948960190136661,0.145738110993659,0.286020053954907,0.0410535890923673
4,8,3,0.739079025549614,0.526666666666667,0.948960190136661,0.135508489293763,0.265139304092608,0.0410535890923673
4,8,4,0.722701277480689,0.493333333333333,0.948989898989899,0.140976554255975,0.282151015242368,0.0394973396719669
4,8,5,0.727802287581699,0.506666666666667,0.947979797979798,0.151496775808445,0.306181525302853,0.0393366749710227
4,8,6,0.726066547831254,0.5,0.953000594177065,0.146759882700243,0.299136688857602,0.0348698488141455
4,8,7,0.722505941770648,0.495,0.949970291146762,0.145030050992148,0.296051603144009,0.0380793670716213
