coeflearn,maxdepth,mfinal,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
Zhu,1,450,0.957887700534759,0.626666666666667,0.969875222816399,0.041611929553891,0.240593136791689,0.0295306392826346
Breiman,2,450,0.966711229946524,0.606666666666667,0.980956625074272,0.0344289554963018,0.248003522407317,0.0242128065204661
Freund,2,450,0.968881461675579,0.623333333333333,0.982976827094474,0.032047149949853,0.221177621449108,0.0217174246732913
Zhu,2,450,0.972121212121212,0.59,0.980926916221034,0.0320831723214261,0.26241583215484,0.021624205969058
Breiman,3,450,0.970592691622103,0.596666666666667,0.985947712418301,0.0302901565316588,0.231163971261084,0.0219811109360427
Freund,3,450,0.973238265002971,0.606666666666667,0.98389780154486,0.0268211277051732,0.229967513947654,0.02060896429034
Zhu,3,450,0.972626262626263,0.575,0.988888888888889,0.0299253850227583,0.23479631671904,0.0186347848441933
Breiman,4,450,0.975301544860368,0.575,0.989928698752228,0.0255426833055505,0.243094277156429,0.0165291057181621
Freund,4,450,0.974983660130719,0.585,0.990909090909091,0.0264819387108053,0.23713447370783,0.0180594979778314
Zhu,4,450,0.978373440285205,0.575,0.989928698752228,0.0211621761714184,0.23479631671904,0.0183450416400838
Breiman,5,450,0.975871954842543,0.551666666666667,0.990938799762329,0.0272496818339222,0.228745956562467,0.0161721641080176
Freund,5,450,0.974175579322638,0.553333333333333,0.991919191919192,0.0251342258955646,0.233021137613549,0.0157827412049148
Zhu,5,450,0.975423351158645,0.553333333333333,0.989958407605466,0.02532558462311,0.233021137613549,0.0164922478415576
Breiman,6,450,0.974948009506833,0.56,0.989958407605466,0.0241628477353656,0.231337937613592,0.0164922478415576
Freund,6,450,0.974962863933452,0.568333333333333,0.99194890077243,0.027940565188275,0.224177936306044,0.0157402501293124
Zhu,6,450,0.975828877005348,0.553333333333333,0.99194890077243,0.0300087551554007,0.233021137613549,0.0157402501293124
Breiman,7,450,0.970757575757576,0.56,0.987967914438503,0.0296639016472573,0.249274810268673,0.01864656493077
Freund,7,450,0.976960784313725,0.546666666666667,0.991919191919192,0.02159757606097,0.240306317929391,0.0157827412049148
Zhu,7,450,0.973822043969103,0.56,0.99194890077243,0.0267873278777859,0.231337937613592,0.0157402501293124
Breiman,8,450,0.972856506238859,0.543333333333333,0.988978015448604,0.0292255797035861,0.216051292334807,0.0167469687028261
Freund,8,450,0.978071895424837,0.585,0.990938799762329,0.0236339316561142,0.227864902503882,0.0161721641080176
Zhu,8,450,0.975821449792038,0.581666666666667,0.992929292929293,0.025069983776632,0.244061656050316,0.0152729373634464
Breiman,9,450,0.975776886512181,0.561666666666667,0.990938799762329,0.0263357339975307,0.241290829431655,0.0180240980043631
Freund,9,450,0.974753416518122,0.56,0.992929292929293,0.0296720225734641,0.221826275611624,0.0152729373634464
Zhu,9,450,0.975597147950089,0.57,0.990938799762329,0.0245178312616376,0.234373706892985,0.0161721641080176
Breiman,10,450,0.973735888294712,0.52,0.992959001782531,0.0263459893669375,0.225755436792515,0.0152269853363093
Freund,10,450,0.975747177658942,0.558333333333333,0.989928698752228,0.0254892549434027,0.223638922855776,0.0165291057181621
Zhu,10,450,0.974789067142008,0.553333333333333,0.992929292929293,0.025620428678874,0.238867057721168,0.0152729373634464
Breiman,1,500,0.960867498514557,0.621666666666667,0.975906120023767,0.0406581558330753,0.256193398570815,0.0228664820119681
Freund,1,500,0.955855614973262,0.666666666666667,0.97192513368984,0.0429134764407772,0.267598945069481,0.0281539054847814
Zhu,1,500,0.95808972073678,0.618333333333333,0.969875222816399,0.0409584599279343,0.231368989269094,0.0316024855084144
Breiman,2,500,0.967850564468211,0.606666666666667,0.979946524064171,0.0337754034021977,0.248003522407317,0.0240223032699886
Freund,2,500,0.969307783719548,0.615,0.981966726084373,0.0325287564507078,0.239665715471391,0.0216027668837461
Zhu,2,500,0.972863933452169,0.581666666666667,0.980926916221034,0.0315181352965413,0.26112598800042,0.021624205969058
Breiman,3,500,0.969921271538919,0.596666666666667,0.985947712418301,0.0315825341184961,0.231163971261084,0.0219811109360427
Freund,3,500,0.972344028520499,0.606666666666667,0.984878193701723,0.0282933751221901,0.229967513947654,0.0206535077110682
Zhu,3,500,0.972871360665478,0.583333333333333,0.98989898989899,0.0297058248681894,0.236473127923418,0.0183781343897916
Breiman,4,500,0.974616755793226,0.575,0.987938205585264,0.0258885441556091,0.243094277156429,0.0170038342711329
Freund,4,500,0.975438205585264,0.585,0.990909090909091,0.0260073096035899,0.23713447370783,0.0180594979778314
Zhu,4,500,0.978171420083185,0.568333333333333,0.989928698752228,0.0214543259084149,0.236891992460602,0.0183450416400838
Breiman,5,500,0.976081402257873,0.551666666666667,0.989958407605466,0.0265843929272287,0.228745956562467,0.0164922478415576
Freund,5,500,0.97454991087344,0.56,0.991919191919192,0.0241339862486945,0.211888064137973,0.0157827412049148
Zhu,5,500,0.97486779560309,0.56,0.988948306595365,0.0244868003834314,0.225296739190018,0.0185727492115974
Breiman,6,500,0.973649732620321,0.56,0.989958407605466,0.0258411913291976,0.231337937613592,0.0164922478415576
Freund,6,500,0.975243612596554,0.56,0.99194890077243,0.0275380225123113,0.231337937613592,0.0157402501293124
Zhu,6,500,0.976073975044563,0.553333333333333,0.992959001782531,0.0293191800961073,0.233021137613549,0.0152269853363093
Breiman,7,500,0.971515151515152,0.56,0.987967914438503,0.0282760084028243,0.249274810268673,0.01864656493077
Freund,7,500,0.976966726084373,0.553333333333333,0.992929292929293,0.0224260143234057,0.238867057721168,0.0152729373634464
Zhu,7,500,0.975026737967914,0.56,0.989928698752228,0.0250450434146551,0.221826275611624,0.0165291057181621
Breiman,8,500,0.974601901366607,0.535,0.987967914438503,0.0279406971675663,0.212598861384695,0.0169716125273503
Freund,8,500,0.977617349970291,0.576666666666667,0.989928698752228,0.0234565604115167,0.235523383908724,0.0165291057181621
Zhu,8,500,0.975675876411171,0.581666666666667,0.991919191919192,0.024286092527762,0.244061656050316,0.0157827412049148
Breiman,9,500,0.975531788472965,0.553333333333333,0.990938799762329,0.026389361684083,0.238867057721168,0.0180240980043631
Freund,9,500,0.975337195484254,0.568333333333333,0.990909090909091,0.0301137199951151,0.224177936306044,0.0180594979778314
Zhu,9,500,0.975604575163399,0.57,0.990938799762329,0.0238784103402597,0.234373706892985,0.0161721641080176
Breiman,10,500,0.972985739750446,0.52,0.992959001782531,0.0271752949043527,0.225755436792515,0.0152269853363093
Freund,10,500,0.975155971479501,0.566666666666667,0.990938799762329,0.0271135411700852,0.235376929308237,0.0161721641080176
Zhu,10,500,0.975236185383244,0.553333333333333,0.992929292929293,0.0243159966682338,0.238867057721168,0.0152729373634464
