degree,nprune,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,2,0.906351752822341,0.26,0.994949494949495,0.0810892005825774,0.219874572395734,0.0139737284053762
1,3,0.922149435531789,0.371666666666667,0.991919191919192,0.0736834324006277,0.246591709642412,0.0176755236662326
1,5,0.938811645870469,0.428333333333333,0.992959001782531,0.0709371021343244,0.286982918311001,0.0152269853363093
1,7,0.949639037433155,0.51,0.989958407605466,0.0540584480609036,0.285391443218028,0.0228394536188799
1,8,0.952578728461081,0.518333333333333,0.99194890077243,0.0533926923104294,0.281156274293697,0.017637593120025
1,10,0.959226084373143,0.546666666666667,0.985947712418301,0.0454475749147658,0.288555658090587,0.023455679907267
1,12,0.953906714200832,0.563333333333333,0.988948306595365,0.0471610452638729,0.277592275224596,0.023128654610236
1,13,0.960378787878788,0.578333333333333,0.987017231134878,0.0444628676186192,0.269636835370292,0.0203572222600443
1,15,0.955860071301248,0.601666666666667,0.988948306595365,0.0504271958995571,0.285114415428364,0.023128654610236
1,17,0.965579322638146,0.583333333333333,0.985947712418301,0.0357064506190534,0.287478135100601,0.0205793703995945
