mtry,coefReg,coefImp,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
2,0.01,0,0.576205436720143,0.135,0.890730837789661,0.136287165765346,0.174271884293401,0.0649347412446373
2,0.01,0.111111111111111,0.639030005941771,0.231666666666667,0.897831253713607,0.155874903841234,0.191852733273122,0.054789771071404
2,0.01,0.222222222222222,0.5995729352347,0.133333333333333,0.921122994652406,0.128974350609713,0.173370906626134,0.0453533443554731
2,0.01,0.333333333333333,0.634792780748663,0.175,0.896613190730838,0.147941393610315,0.180397071617795,0.0595133125553263
2,0.01,0.444444444444444,0.656111853832442,0.205,0.910071301247772,0.146436061714121,0.250637119192751,0.0544803685914124
2,0.01,0.555555555555556,0.619337492572787,0.208333333333333,0.914230540701129,0.144487893486612,0.214187853954442,0.0565038457479341
2,0.01,0.666666666666667,0.850624628639335,0.396666666666667,0.968003565062389,0.0978322903103712,0.285552499350045,0.0341695147893767
2,0.01,0.777777777777778,0.89177807486631,0.505,0.961051693404635,0.0843271438434449,0.249257518131004,0.0397981913851665
2,0.01,0.888888888888889,0.906387403446227,0.5,0.965032679738562,0.0978649231656386,0.231933403045521,0.0333577001495904
2,0.01,1,0.929756387403446,0.493333333333333,0.967944147355912,0.0663230408101608,0.259553108422831,0.0274471916864764
2,0.12,0,0.602418300653595,0.185,0.883868092691622,0.139279208093416,0.203905826809575,0.0647296391478416
2,0.12,0.111111111111111,0.610518419489008,0.201666666666667,0.881610219845514,0.130183562244591,0.169930682284304,0.0657644491651677
2,0.12,0.222222222222222,0.683222667855021,0.29,0.895959595959596,0.13268222461357,0.241546739961869,0.0459325760254271
2,0.12,0.333333333333333,0.620454545454545,0.208333333333333,0.886749851455734,0.146949778151379,0.219750380853043,0.0586640277670971
2,0.12,0.444444444444444,0.664878193701723,0.258333333333333,0.883927510398099,0.13411877949337,0.238921186447191,0.0575985239417346
2,0.12,0.555555555555556,0.777687908496732,0.306666666666667,0.935918003565062,0.120719259975445,0.213643811426682,0.0601616685092535
2,0.12,0.666666666666667,0.869365715983363,0.405,0.970053475935829,0.0900289340158413,0.241528894537593,0.0247278506624628
2,0.12,0.777777777777778,0.912063279857398,0.473333333333333,0.96592394533571,0.0757947926828162,0.240951180251037,0.0321935297412856
2,0.12,0.888888888888889,0.904050059417706,0.46,0.966963755199049,0.0795752490035754,0.272092783363728,0.0309752619712155
