alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.1,6.39185934708464e-05,0.944426619132501,0.695,0.948871063576946,0.0531481736025403,0.206092547005064,0.0423925697102305
0.1,0.000147660241164544,0.944881164587047,0.695,0.950891265597148,0.0529650369125812,0.206092547005064,0.0403315977944711
0.1,0.000341114308635654,0.948805704099822,0.686666666666667,0.954901960784314,0.0538227904894912,0.208828148012424,0.0390347807393861
0.1,0.000788018295502559,0.953435828877005,0.68,0.960903149138443,0.0526721383503772,0.21479741859362,0.0351303025686769
0.1,0.00182042446864937,0.959971776589424,0.678333333333333,0.966904337492573,0.0491348433506157,0.214026800341377,0.0297444415687348
0.1,0.00420541663178501,0.962691622103387,0.688333333333333,0.97192513368984,0.0476331764004143,0.212409548024457,0.0270736706433962
0.1,0.00971505786231024,0.965123291740939,0.58,0.985947712418301,0.0444417783725627,0.207862686771157,0.0188814936939361
0.1,0.0224430437057493,0.967783719548425,0.495,0.989928698752228,0.0423022701491476,0.225277606521376,0.0165291057181621
0.1,0.0518463418249159,0.963456625074272,0.471666666666667,0.99194890077243,0.0406244495432866,0.213623635095147,0.0157402501293124
0.1,0.119771774090402,0.960837789661319,0.205,0.994949494949495,0.03600538878278,0.174864479546009,0.0139737284053762
0.2,6.39185934708464e-05,0.942442810457516,0.703333333333333,0.946850861556744,0.0538791654315703,0.213320761123799,0.0435413486251064
0.2,0.000147660241164544,0.944426619132501,0.695,0.949881164587047,0.0531481736025403,0.206092547005064,0.0417684566277219
0.2,0.000341114308635654,0.947651515151515,0.686666666666667,0.953921568627451,0.0534240714825049,0.208828148012424,0.0404975144132677
0.2,0.000788018295502559,0.953296197266785,0.68,0.960903149138443,0.0516525138177295,0.21479741859362,0.0351303025686769
0.2,0.00182042446864937,0.959777183600713,0.678333333333333,0.966904337492573,0.0493047582231488,0.214026800341377,0.0297444415687348
0.2,0.00420541663178501,0.962532679738562,0.663333333333333,0.976916221033868,0.0472430267670062,0.218511158609307,0.0268915518557254
0.2,0.00971505786231024,0.964846999405823,0.565,0.985947712418301,0.0450800224481054,0.194382310817164,0.0188814936939361
0.2,0.0224430437057493,0.965647653000594,0.486666666666667,0.989928698752228,0.0412650158884943,0.210062935287521,0.0165291057181621
0.2,0.0518463418249159,0.963290255496138,0.433333333333333,0.99194890077243,0.0357941680418189,0.206085575351154,0.0157402501293124
0.2,0.119771774090402,0.95753862150921,0.0983333333333333,0.998989898989899,0.0344949169754132,0.14292711750938,0.00553255108591076
0.3,6.39185934708464e-05,0.938513071895425,0.695,0.946850861556744,0.0590843839119597,0.21629720931769,0.0435413486251064
0.3,0.000147660241164544,0.944420677361854,0.695,0.948871063576946,0.0533186502054231,0.206092547005064,0.0423925697102305
0.3,0.000341114308635654,0.946908793820558,0.695,0.953921568627451,0.0540094126949762,0.206092547005064,0.0404975144132677
0.3,0.000788018295502559,0.953490790255496,0.671666666666667,0.960903149138443,0.0516789941854333,0.216827968251543,0.0351303025686769
0.3,0.00182042446864937,0.95958110516934,0.678333333333333,0.967914438502674,0.0488432937431099,0.214026800341377,0.029289041137815
0.3,0.00420541663178501,0.961693404634581,0.648333333333333,0.977896613190731,0.0469637520041447,0.230622595617158,0.026067147942107
0.3,0.00971505786231024,0.964652406417112,0.571666666666667,0.986928104575163,0.0453784249434534,0.205813496647569,0.0188199559388099
0.3,0.0224430437057493,0.965054961378491,0.503333333333333,0.990938799762329,0.0406678650107029,0.18888663510037,0.0161721641080176
0.3,0.0518463418249159,0.961427510398099,0.353333333333333,0.992959001782531,0.0356478379638107,0.240306317929391,0.0152269853363093
0.3,0.119771774090402,0.955252525252525,0.07,1,0.0355842545079552,0.138090425146863,0
0.4,6.39185934708464e-05,0.938368983957219,0.695,0.945840760546643,0.0588152995302702,0.21629720931769,0.0440686069211916
0.4,0.000147660241164544,0.944224598930481,0.695,0.948871063576946,0.0532746555151478,0.206092547005064,0.0423925697102305
0.4,0.000341114308635654,0.947370766488414,0.695,0.953921568627451,0.0524212929480066,0.206092547005064,0.0404975144132677
0.4,0.000788018295502559,0.95324569221628,0.678333333333333,0.960903149138443,0.0517927976410699,0.223870087532823,0.0351303025686769
0.4,0.00182042446864937,0.95958110516934,0.678333333333333,0.966904337492573,0.0475290322835133,0.214026800341377,0.0297444415687348
0.4,0.00420541663178501,0.961044266191325,0.656666666666667,0.977896613190731,0.0473444733807539,0.238794867000418,0.026067147942107
0.4,0.00971505786231024,0.964529114676174,0.578333333333333,0.986928104575163,0.0439789779306039,0.196382514379522,0.0188199559388099
0.4,0.0224430437057493,0.964477124183007,0.495,0.990938799762329,0.0391506676576536,0.194470988883281,0.0161721641080176
0.4,0.0518463418249159,0.959289958407605,0.275,0.993939393939394,0.0342433553745201,0.220403235472841,0.0146737635791364
0.4,0.119771774090402,0.944383541295306,0.0233333333333333,1,0.0408225519091521,0.0715991395312066,0
0.5,6.39185934708464e-05,0.937943404634581,0.695,0.944830659536542,0.0591470860627787,0.21629720931769,0.0459650155207914
0.5,0.000147660241164544,0.943474450386215,0.695,0.947860962566845,0.0533783398596543,0.206092547005064,0.0422399783780671
0.5,0.000341114308635654,0.947118241235888,0.695,0.951901366607249,0.0524037831991195,0.206092547005064,0.0404131049564215
0.5,0.000788018295502559,0.95324569221628,0.678333333333333,0.960873440285205,0.051828781188496,0.223870087532823,0.0334353449049822
0.5,0.00182042446864937,0.959090909090909,0.663333333333333,0.966904337492573,0.0476712764393818,0.221255560356132,0.0297444415687348
0.5,0.00420541663178501,0.96120320855615,0.656666666666667,0.977926322043969,0.0478978449086838,0.238794867000418,0.0271786207910705
0.5,0.00971505786231024,0.96527926322044,0.57,0.987967914438503,0.0436275706381255,0.215198384816397,0.01864656493077
0.5,0.0224430437057493,0.961057635175282,0.486666666666667,0.990938799762329,0.0401443858832837,0.173171896528064,0.0161721641080176
0.5,0.0518463418249159,0.958504159239453,0.238333333333333,0.993939393939394,0.035066149202158,0.188772501893852,0.0146737635791364
0.5,0.119771774090402,0.938435828877005,0,1,0.0454518513150276,0,0
0.6,6.39185934708464e-05,0.938163250148544,0.695,0.944830659536542,0.0584642588921365,0.21629720931769,0.0459650155207914
0.6,0.000147660241164544,0.943272430184195,0.695,0.946850861556744,0.0533360655727268,0.206092547005064,0.0428079411226331
0.6,0.000341114308635654,0.946671122994652,0.695,0.951901366607249,0.0528804086040983,0.206092547005064,0.0404131049564215
0.6,0.000788018295502559,0.95304367201426,0.678333333333333,0.960873440285205,0.0522854404163885,0.223870087532823,0.0334353449049822
0.6,0.00182042446864937,0.958189245395128,0.655,0.966904337492573,0.0483151195355031,0.222582801330821,0.0297444415687348
0.6,0.00420541663178501,0.960612002376708,0.656666666666667,0.97893642305407,0.0481817724930693,0.229592342377007,0.0250085962667676
0.6,0.00971505786231024,0.966216577540107,0.58,0.987967914438503,0.0420502975294931,0.204939015319192,0.01864656493077
0.6,0.0224430437057493,0.958667557932264,0.48,0.990938799762329,0.0390724866167785,0.180325376415274,0.0161721641080176
0.6,0.0518463418249159,0.958201128936423,0.193333333333333,0.993939393939394,0.0358437674870004,0.171571505819572,0.0146737635791364
0.6,0.119771774090402,0.929893048128342,0,1,0.0448670685960949,0,0
0.7,6.39185934708464e-05,0.936716428995841,0.695,0.944830659536542,0.0632877604698715,0.21629720931769,0.0459650155207914
0.7,0.000147660241164544,0.9434165181224,0.695,0.947860962566845,0.0531346289667698,0.206092547005064,0.0422399783780671
0.7,0.000341114308635654,0.94647504456328,0.695,0.951901366607249,0.0528672619343212,0.206092547005064,0.0404131049564215
0.7,0.000788018295502559,0.953288770053476,0.686666666666667,0.960873440285205,0.0513932750443319,0.211698115140459,0.0334353449049822
0.7,0.00182042446864937,0.958239750445633,0.663333333333333,0.968894830659537,0.0485212520093799,0.221255560356132,0.0277990829567358
0.7,0.00420541663178501,0.960215389185977,0.65,0.97893642305407,0.047826653861697,0.228186251814699,0.0250085962667676
0.7,0.00971505786231024,0.965617944147356,0.585,0.987967914438503,0.0421643159394128,0.193493294902986,0.01864656493077
0.7,0.0224430437057493,0.958364527629234,0.48,0.988948306595365,0.0392522421210144,0.180325376415274,0.0167814718169373
0.7,0.0518463418249159,0.955121806298277,0.163333333333333,0.995959595959596,0.0356250021899207,0.148517578974234,0.0131567419834941
0.7,0.119771774090402,0.916773618538324,0,1,0.0477255539560898,0,0
0.8,6.39185934708464e-05,0.936914735591206,0.701666666666667,0.944830659536542,0.0625385694615306,0.216350343804598,0.0459650155207914
0.8,0.000147660241164544,0.942017231134878,0.695,0.946850861556744,0.0553100881508466,0.206092547005064,0.0435413486251064
0.8,0.000341114308635654,0.94607100415924,0.695,0.951901366607249,0.053374414568683,0.206092547005064,0.0404131049564215
0.8,0.000788018295502559,0.95304367201426,0.686666666666667,0.959863339275104,0.0507878165829022,0.211698115140459,0.0336168325777624
0.8,0.00182042446864937,0.958002079619727,0.656666666666667,0.968894830659537,0.049118461954723,0.22000522459836,0.0277990829567358
0.8,0.00420541663178501,0.961059120617944,0.641666666666667,0.979946524064171,0.046422271057093,0.219357735427666,0.0239457843763779
0.8,0.00971505786231024,0.964413250148544,0.578333333333333,0.986957813428402,0.0416257403577934,0.189228621683845,0.0187925006549073
0.8,0.0224430437057493,0.957571301247772,0.455,0.989958407605466,0.0390170079744667,0.203990364884024,0.0164922478415576
0.8,0.0518463418249159,0.952326203208556,0.131666666666667,0.998989898989899,0.0384900020523921,0.145319703041102,0.00553255108591076
0.8,0.119771774090402,0.904486036838978,0,1,0.0532375445435414,0,0
0.9,6.39185934708464e-05,0.937192513368984,0.701666666666667,0.943850267379679,0.0620434147805874,0.216350343804598,0.0450523291224114
0.9,0.000147660241164544,0.940406268568033,0.695,0.946850861556744,0.0564383211100589,0.206092547005064,0.0435413486251064
0.9,0.000341114308635654,0.945249554367201,0.695,0.951901366607249,0.0535159415071601,0.206092547005064,0.0404131049564215
0.9,0.000788018295502559,0.951745395127748,0.678333333333333,0.959893048128342,0.0510889326280391,0.214026800341377,0.0344486667048472
0.9,0.00182042446864937,0.956991978609626,0.65,0.967884729649436,0.0494380762315403,0.230815645199725,0.0294117491840114
0.9,0.00420541663178501,0.96141265597148,0.656666666666667,0.979946524064171,0.0459160066776031,0.207087077026222,0.0239457843763779
0.9,0.00971505786231024,0.962342543077837,0.571666666666667,0.983957219251337,0.0427802644241944,0.198998931435934,0.0219702876270388
