alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.9,0.0224430437057493,0.958371954842543,0.433333333333333,0.989958407605466,0.0384809582510029,0.192234291916156,0.0164922478415576
0.9,0.0518463418249159,0.946194295900178,0.0983333333333333,1,0.0433577119116926,0.14292711750938,0
0.9,0.119771774090402,0.89773321449792,0,1,0.0580499824478959,0,0
1,6.39185934708464e-05,0.937445038621509,0.716666666666667,0.943850267379679,0.0594305729098043,0.195348200760155,0.0450523291224114
1,0.000147660241164544,0.938692810457516,0.695,0.945840760546643,0.0608406000466591,0.21629720931769,0.0454829698881126
1,0.000341114308635654,0.944188948306595,0.695,0.95291146761735,0.0543604341375605,0.206092547005064,0.0396782072799472
1,0.000788018295502559,0.951152703505645,0.678333333333333,0.957902554961379,0.0509425696348039,0.214026800341377,0.0372098065187449
1,0.00182042446864937,0.955686274509804,0.641666666666667,0.967884729649436,0.0506891542627101,0.240718512580255,0.0294117491840114
1,0.00420541663178501,0.960907605466429,0.656666666666667,0.97893642305407,0.0476016290986958,0.207087077026222,0.0250085962667676
1,0.00971505786231024,0.960739750445633,0.55,0.982947118241236,0.0420210079937514,0.18615899767079,0.0219037765565309
1,0.0224430437057493,0.958927510398099,0.425,0.990968508615567,0.0371564608903916,0.194648223815381,0.0161325666740991
1,0.0518463418249159,0.937061794414736,0.0833333333333333,1,0.0487152447523648,0.140401722490007,0
1,0.119771774090402,0.883403149138443,0,1,0.0681922583504053,0,0
