lambda,lambda2,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
3.60923301057238e-05,0.1,0.963746286393345,0.5,0.988888888888889,0.0524616657609432,0.220500996948251,0.0168501035384102
3.60923301057238e-05,0.2,0.96058972073678,0.483333333333333,0.993939393939394,0.0562290593279693,0.209816559179077,0.0123284273385602
3.60923301057238e-05,0.3,0.958640819964349,0.431666666666667,0.993939393939394,0.0579143250263215,0.204046704142126,0.0123284273385602
3.60923301057238e-05,0.4,0.957651515151515,0.351666666666667,0.993939393939394,0.0583875629009303,0.212733982067832,0.0123284273385602
3.60923301057238e-05,0.5,0.957651515151515,0.288333333333333,0.996969696969697,0.0583875629009303,0.190137578743853,0.00924632050392013
3.60923301057238e-05,0.6,0.957202911467617,0.181666666666667,0.997979797979798,0.0578510692203217,0.152272064441234,0.00768812520310492
3.60923301057238e-05,0.7,0.957455436720143,0.135,0.998989898989899,0.0567853017181863,0.131404875782105,0.00553255108591076
3.60923301057238e-05,0.8,0.958119429590018,0.0633333333333333,1,0.0557520654021747,0.107425461996016,0
3.60923301057238e-05,0.9,0.957621806298277,0.0166666666666667,1,0.0558717355678772,0.0634270329256156,0
3.60923301057238e-05,1,0.957816399286987,0,1,0.0558592388787461,0,0
8.33779637224381e-05,0.1,0.963746286393345,0.5,0.988888888888889,0.0524616657609432,0.220500996948251,0.0168501035384102
8.33779637224381e-05,0.2,0.96058972073678,0.483333333333333,0.993939393939394,0.0562290593279693,0.209816559179077,0.0123284273385602
8.33779637224381e-05,0.3,0.958640819964349,0.431666666666667,0.993939393939394,0.0579143250263215,0.204046704142126,0.0123284273385602
8.33779637224381e-05,0.4,0.957651515151515,0.351666666666667,0.993939393939394,0.0583875629009303,0.212733982067832,0.0123284273385602
8.33779637224381e-05,0.5,0.957651515151515,0.288333333333333,0.996969696969697,0.0583875629009303,0.190137578743853,0.00924632050392013
8.33779637224381e-05,0.6,0.957202911467617,0.181666666666667,0.997979797979798,0.0578510692203217,0.152272064441234,0.00768812520310492
8.33779637224381e-05,0.7,0.957455436720143,0.135,0.998989898989899,0.0567853017181863,0.131404875782105,0.00553255108591076
8.33779637224381e-05,0.8,0.958119429590018,0.0633333333333333,1,0.0557520654021747,0.107425461996016,0
8.33779637224381e-05,0.9,0.957621806298277,0.0166666666666667,1,0.0558717355678772,0.0634270329256156,0
8.33779637224381e-05,1,0.958018419489008,0,1,0.0559599055215923,0,0
0.00019261391032766,0.1,0.96399881164587,0.5,0.988888888888889,0.0520932782401408,0.220500996948251,0.0168501035384102
0.00019261391032766,0.2,0.96058972073678,0.483333333333333,0.993939393939394,0.0562290593279693,0.209816559179077,0.0123284273385602
0.00019261391032766,0.3,0.958640819964349,0.431666666666667,0.993939393939394,0.0579143250263215,0.204046704142126,0.0123284273385602
0.00019261391032766,0.4,0.957651515151515,0.351666666666667,0.993939393939394,0.0583875629009303,0.212733982067832,0.0123284273385602
0.00019261391032766,0.5,0.957651515151515,0.288333333333333,0.996969696969697,0.0583875629009303,0.190137578743853,0.00924632050392013
0.00019261391032766,0.6,0.957202911467617,0.181666666666667,0.997979797979798,0.0578510692203217,0.152272064441234,0.00768812520310492
0.00019261391032766,0.7,0.957455436720143,0.135,0.998989898989899,0.0567853017181863,0.131404875782105,0.00553255108591076
0.00019261391032766,0.8,0.958119429590018,0.0633333333333333,1,0.0557520654021747,0.107425461996016,0
0.00019261391032766,0.9,0.957621806298277,0.0166666666666667,1,0.0558717355678772,0.0634270329256156,0
0.00019261391032766,1,0.958018419489008,0,1,0.0559599055215923,0,0
0.000444963114897083,0.1,0.96349376114082,0.5,0.988888888888889,0.0523369485774003,0.220500996948251,0.0168501035384102
0.000444963114897083,0.2,0.96109477124183,0.483333333333333,0.993939393939394,0.0559587252998215,0.209816559179077,0.0123284273385602
0.000444963114897083,0.3,0.958893345216875,0.431666666666667,0.993939393939394,0.0580147968381593,0.204046704142126,0.0123284273385602
0.000444963114897083,0.4,0.957651515151515,0.351666666666667,0.993939393939394,0.0583875629009303,0.212733982067832,0.0123284273385602
0.000444963114897083,0.5,0.957455436720143,0.288333333333333,0.996969696969697,0.0584342206419162,0.190137578743853,0.00924632050392013
0.000444963114897083,0.6,0.957455436720143,0.173333333333333,0.997979797979798,0.0569940255428215,0.155215830452272,0.00768812520310492
0.000444963114897083,0.7,0.957707961972668,0.126666666666667,1,0.0559461291695553,0.114269292744673,0
0.000444963114897083,0.8,0.958119429590018,0.0633333333333333,1,0.0557520654021747,0.107425461996016,0
0.000444963114897083,0.9,0.957621806298277,0.0166666666666667,1,0.0558717355678772,0.0634270329256156,0
0.000444963114897083,1,0.958018419489008,0,1,0.0559599055215923,0,0
0.00102792250716527,0.1,0.963746286393345,0.5,0.988888888888889,0.0521361239052948,0.220500996948251,0.0168501035384102
0.00102792250716527,0.2,0.961549316696376,0.483333333333333,0.993939393939394,0.0558103407339556,0.209816559179077,0.0123284273385602
0.00102792250716527,0.3,0.958893345216875,0.431666666666667,0.993939393939394,0.0580147968381593,0.204046704142126,0.0123284273385602
0.00102792250716527,0.4,0.957651515151515,0.351666666666667,0.993939393939394,0.0583875629009303,0.212733982067832,0.0123284273385602
0.00102792250716527,0.5,0.957455436720143,0.28,0.996969696969697,0.0584342206419162,0.197222087313105,0.00924632050392013
0.00102792250716527,0.6,0.957455436720143,0.173333333333333,0.997979797979798,0.0569940255428215,0.155215830452272,0.00768812520310492
0.00102792250716527,0.7,0.957909982174688,0.111666666666667,1,0.0560696381249067,0.114983756973827,0
0.00102792250716527,0.8,0.958364527629234,0.0566666666666667,1,0.0555906215821063,0.104826073794292,0
0.00102792250716527,0.9,0.957816399286987,0.0166666666666667,1,0.0558138713113334,0.0634270329256156,0
0.00102792250716527,1,0.958018419489008,0,1,0.0557117985132128,0,0
0.00237463431318643,0.1,0.963208556149733,0.5,0.98989898989899,0.0533195546240284,0.220500996948251,0.0165658264724404
0.00237463431318643,0.2,0.961549316696376,0.483333333333333,0.993939393939394,0.0558103407339556,0.209816559179077,0.0123284273385602
0.00237463431318643,0.3,0.958697266785502,0.425,0.993939393939394,0.0576349530660787,0.201609899866395,0.0123284273385602
0.00237463431318643,0.4,0.95790404040404,0.343333333333333,0.994949494949495,0.0579819010357574,0.211616656233394,0.0114863339936197
0.00237463431318643,0.5,0.957707961972668,0.233333333333333,0.997979797979798,0.0580297676417883,0.176329107134893,0.00768812520310492
0.00237463431318643,0.6,0.957707961972668,0.166666666666667,0.997979797979798,0.0570668713258842,0.149327996620569,0.00768812520310492
0.00237463431318643,0.7,0.958617052881759,0.0966666666666667,1,0.0551968849243154,0.113664155431187,0
0.00237463431318643,0.8,0.958819073083779,0.05,1,0.0552957314064166,0.101709525543122,0
0.00237463431318643,0.9,0.958270944741533,0,1,0.0555704125699823,0,0
0.00237463431318643,1,0.95770944741533,0,1,0.0551414549896413,0,0
0.00548571325372854,0.1,0.962214795008913,0.5,0.98989898989899,0.0537358614659037,0.220500996948251,0.0165658264724404
0.00548571325372854,0.2,0.961100713012478,0.461666666666667,0.993939393939394,0.0565695415618455,0.194618695868637,0.0123284273385602
0.00548571325372854,0.3,0.95869578134284,0.408333333333333,0.993939393939394,0.0593706116504802,0.182927974017538,0.0123284273385602
0.00548571325372854,0.4,0.9575623885918,0.311666666666667,0.994949494949495,0.0581049794328568,0.214026800341377,0.0114863339936197
0.00548571325372854,0.5,0.958162507427213,0.22,0.997979797979798,0.0572709265814096,0.162204638736339,0.00768812520310492
0.00548571325372854,0.6,0.958617052881759,0.135,0.997979797979798,0.0558512880941895,0.131404875782105,0.00768812520310492
0.00548571325372854,0.7,0.958819073083779,0.07,1,0.0557590611517952,0.109544511501033,0
