14	RBM3	0.23935064935064937
42	U6	0.24675324675324672
12	RBM17	0.30519480519480524
11	RAVER1	0.31818181818181823
43	U6ATAC	0.33225108225108224
16	SAM68TV1	0.36580086580086574
21	SND1	0.36584415584415586
37	U2AF1	0.4112554112554112
32	TRA2B	0.4134199134199135
31	TRA2A	0.43510822510822517
41	U5	0.4502164502164502
27	SRSF5	0.45238095238095244
18	SF3BTV1	0.4567099567099566
19	SF3BTV2	0.48051948051948046
15	RBM45	0.48917748917748927
34	U11	0.49134199134199147
38	U2AF2	0.4967532467532468
36	U2	0.5021645021645021
6	NOVA1	0.5303030303030304
35	U12	0.5476190476190476
10	PTB	0.5800865800865802
5	MAGOH	0.5822510822510824
26	SRSF4	0.6017316017316018
29	SRSF9	0.6136363636363635
13	RBM22	0.6147186147186148
22	SRM160	0.6212121212121212
33	U1	0.6212121212121212
24	SRSF10	0.6277056277056277
2	ESRP1	0.6320346320346321
1	CUGBP	0.6547619047619048
8	PRP8	0.655844155844156
17	SC35	0.658008658008658
30	TIA1	0.6753246753246753
28	SRSF6	0.6764069264069265
25	SRSF3	0.6774891774891776
9	PSF	0.7034632034632036
3	ESRP2	0.7294372294372294
4	FBP11	0.7316017316017316
39	U4	0.7445887445887446
20	SKIP	0.7554112554112554
7	nSR100	0.7694805194805195
23	SRSF1	0.8246753246753248
0	CA150	0.8374891774891775
40	U4ATAC	0.8831168831168832
