Index	Var	Importance
1	CA150Neutro	0.988623903508772
17	ESRP1Neutro	0.855537280701754
29	SRSF1Neutro	0.781044407894737
25	SC35Neutro	0.72375274122807
8	U11Neutro	0.696614583333333
30	SRSF10Neutro	0.69250274122807
21	RBM17Neutro	0.653782894736842
5	SF3BTV1Neutro	0.651932565789474
11	U2AF1Neutro	0.619654605263158
37	TRA2ANeutro	0.618626644736842
2	FBP11Neutro	0.592996162280702
38	TRA2BNeutro	0.581757127192982
33	SRSF5Neutro	0.54077576754386
14	U5Neutro	0.529262609649123
31	SRSF3Neutro	0.51062225877193
19	NOVA1Neutro	0.509388706140351
13	U4Neutro	0.503015350877193
20	PSFNeutro	0.500137061403509
36	TIA1Neutro	0.495476973684211
4	RBM22Neutro	0.489309210526316
23	RBM45Neutro	0.486842105263158
3	PRP8Neutro	0.476014254385965
18	MAGOHNeutro	0.442023026315789
28	SRM160Neutro	0.44140625
34	SRSF6Neutro	0.432839912280702
27	SND1Neutro	0.410498903508772
15	U6Neutro	0.397409539473684
7	U1Neutro	0.396861293859649
32	SRSF4Neutro	0.382949561403509
9	U12Neutro	0.374177631578947
12	UA2F2Neutro	0.364583333333333
35	SRFSF9Neutro	0.352042214912281
10	U2Neutro	0.348410087719298
6	SF3BTV2Neutro	0.344161184210526
22	RBM3Neutro	0.337993421052632
16	CUGBPNeutro	0.337239583333333
24	SAM68TV1Neutro	0.333059210526316
26	SKIPNeutro	0.306674890350877
