CA150,CELF4,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTBP1,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68TV1,SC35,SF3BTV1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC,Class
7AIII,-1.19740796743097,-1.09041732274239,-0.740607742799837,-1.68085438238407,-2.43490382891384,-0.0682606036438327,-1.32876688712344,-1.57256539312515,-0.628421990812206,-0.0620070361909865,0.361735879232923,-0.70115774785611,-0.0943262335652722,-1.33543200759029,-0.124949435626106,-0.279570390306748,-0.641280099615736,-0.734240705837839,0.342545149063897,-0.254150505451331,-0.0931217914649736,0.174974010416603,-0.379664936792332,-0.77821912316711,-1.34044814127148,-0.484074057725844,-0.494405800440239,-0.799318625878691,-0.683753819331037,0.12992836026067,-0.636421677691859,-0.54499253146987,-1.01966409793607,-0.356098194895487,-0.246718441923739,-1.89547869194524,-0.250206373202707,-0.55499343459669,0.0217922775892927,-0.354699500003981,-0.250559922404223,-0.285240442541095,0.250408736284461,-0.164341209385474,-0.44123453625509,T
8AIII,0.578807630630492,0.553106064617303,0.0964767268755777,-1.09770925238074,-1.56382094011353,1.29787362551564,0.65963774486872,0.236600117852412,0.574390991731173,1.57182890701687,1.28962717238841,0.704644010686039,1.59136730906537,0.664117900495709,0.878468433183571,0.285313616283823,0.965349523866223,0.9261390537624,0.955978357227324,0.444958058141925,0.534785220462207,0.945550486211711,0.543691684657307,0.314464879811781,-0.431639996992918,0.320820306450926,0.722502561555151,0.784572472531323,0.850994582442146,0.628849721763102,0.267818205725601,1.20980244355117,0.619545270956727,0.924711886211711,1.6931499228156,-0.472890977531612,0.15183675409697,0.488200626959221,0.544098021319957,0.454843679731021,0.381256445071072,-0.0250710162347249,0.883933669431093,0.872275755588628,0.271853524168137,T
1AIV,2.48056627055995,-0.333384090571002,2.37780911012141,1.95019075857162,0.209781782537378,0.265490065741193,0.176263998536378,2.04268405216572,-0.0195681844288053,0.00880891259951524,-0.0862082704666367,0.410021615283386,-0.0102216165645285,-0.0893684530106338,0.109451760148086,0.164477474337917,0.323571350691058,0.330089122916743,0.336601830489872,0.299963404283391,0.235225289087884,0.0297811113511106,2.49603962444733,2.45066243267306,2.07708309017715,-0.408408060289987,0.21858099173989,-0.0167399790238466,2.52641524337151,0.0127747951210839,-0.0944813222927548,0.398507739508773,0.0188512950246445,0.239744502354198,0.0267485867441585,0.134770785944134,-0.353573513694598,-1.31846620345126,1.84213735495972,0.0612572812468665,-0.734666566801675,1.418314695746,-0.142530169198231,0.719882249755773,2.18866155242004,T
2AIV,0.448611952376046,1.12237591251169,0.496778049636679,-1.30564213377311,0.875129234554014,1.07919345284604,1.7641016467374,0.638435502147623,0.80434363215134,1.6263346422071,0.428245698118973,2.00648194430764,1.50568586274142,0.300536147559978,0.869800863236562,0.919433726677463,1.94032608834273,1.22495559511815,0.718429052967045,0.713518766561636,0.454349184544504,0.544956099451478,0.561267459622661,0.5697633597882,-0.48364659864435,0.95278713850661,0.692517337663203,1.33432922855293,0.759233285672526,0.997427998003887,0.610710029036118,0.654288981449638,1.13438112717945,1.11841185375002,1.507848772312,0.475034348081954,0.250821431762492,0.262239472037355,0.339320185329752,1.20047179299364,0.500718440716302,0.14165036890178,1.26297915919011,0.773459502167896,0.545772342412152,T
3AIV,-0.625474249610922,-0.333384090571002,0.876812631492322,1.5810356395337,0.209781782537378,-1.75789806707791,1.36637788260983,1.6377263151866,0.205526679898195,-1.90007853793516,0.771484975224322,-1.47872224213367,-1.86458882585483,2.34959518059569,-0.374515339743412,2.53796167205678,0.911389101808722,-1.6755510836994,-1.41662498477267,-1.19808667440189,-1.52929171979195,-1.00993837381472,-1.84357042723505,-1.22521959946354,1.4237290189889,2.00633927545451,3.00163828994725,-2.07678394774807,-1.6254990857031,0.708283879968572,1.57345026583139,-1.37865268494575,2.33140979326414,-1.54720942994638,-1.28364172419935,1.68613626358016,1.15173245436705,1.21480442252668,1.7150385717546,-1.94961170852103,-0.436004762395669,1.79655342189134,-0.374503453696488,2.05354730481869,1.94260652783336,T
4AIV,0.386610828967795,-0.41361772564002,0.449035143818177,0.766237962346257,2.33550243785669,0.175554424351728,-0.0572458186271427,0.516547206748338,0.256240608833496,0.931451225349189,-1.24079562813769,0.597723304141945,0.0474281720499311,0.799869201473837,0.559283910328474,-0.0217538676470901,0.184100254903393,0.467639056789645,-0.227125303649322,0.267699430067587,0.338710599742044,-0.0746623287187876,-0.17055178680522,0.547788378545977,1.05083672820831,0.768491327127704,-0.254505616508727,1.29240243555138,0.526581429206744,0.916528665563032,-0.0753578490683602,-0.664808007364367,0.837649122557357,-0.303014910860975,0.129847416716047,-1.19611966798074,-2.99722302344115,-0.35036572778458,0.0760236407280574,0.487118498585834,-0.832822829769957,-1.0226476817867,1.40555329521097,-0.38894957794401,-0.852594608006271,T
5AIV,0.440266410072164,-1.85984122987886,0.952147130530108,1.39043432232131,0.209781782537378,-0.996369669564021,-0.645109276842173,0.175746513448994,-0.804988599027904,-0.564448841168803,-1.19442637788002,0.0921618236938932,-0.989150316327333,-0.39670769917647,-0.0281874692585601,0.661401668340713,-0.797666073976355,-0.65785227112533,-0.901179455699868,-1.03047264635566,0.185267311908787,-0.79350494256896,0.0943986571520227,0.567148794294661,1.4044981910646,-0.240051984144969,-0.16039426987088,-0.0167399790238466,0.459834146965258,0.0127747951210839,0.104875536342891,-1.24463289637994,-0.495173891644199,-0.667982352961545,-0.696141697379294,1.20815934853221,0.237601320889364,1.72196297231319,-0.203268646486948,-0.762675376789269,0.456794417124731,1.07367886253366,-0.0420161021988934,0.705647324941575,0.457627082326245,T
6AIV,-0.110918314259119,0.00868128143800867,0.17381268865006,0.490646571107583,-0.0510016102437227,-0.304614713972493,0.515142527130842,0.367924158319495,-0.315822934334015,-0.220116935012362,-0.0862082704666367,0.641677739814205,-0.415111841248797,0.34365921572562,0.109451760148086,1.07019334617777,1.32123664143971,0.577043379929085,-0.805039920033316,-1.68363440249831,-0.00858087868290924,-1.94854080390109,0.0177969614935924,-0.039568690647503,-0.398608586147899,-0.510890053436175,1.50368713929355,0.262911006460213,0.458635064985965,0.0330839990487313,1.04495649858577,1.06050582444357,-0.176608844882868,0.46359530410376,1.23171978505212,0.506556887657044,-0.637133027844556,0.581911731978828,-0.0801933703151598,-0.100777532278984,0.622093973293763,1.4711694694667,0.0184809187361755,0.610050122464311,0.633257899147005,T
7AIV,-0.0528019550904069,0.441072709031252,-0.090874886714511,-1.433261199975,-0.704238220909157,-0.0027865884904252,0.104360572679324,0.390696472380549,0.181226504444927,-0.134388374460916,0.274964457040837,0.931217324368396,0.426522743466331,-0.302091316483344,-0.0691367994458286,0.101341579884688,0.462220960319991,0.169316868421188,0.447778588925071,-0.123119485219512,0.0573307742187916,-0.361385592689849,-0.207646932998753,-0.212844104506476,-0.948893625604996,0.0310280921349467,0.32757229066626,-0.00419554114307192,-0.583076799650047,0.153940117167315,0.20432266526132,0.790630559712785,-0.177725146280913,0.723714802743119,0.695291958270084,-1.05625291624889,1.35109878254496,-0.14968509483921,0.0744134478891476,0.0612572812468665,0.177621176347032,-0.636386083279138,-0.429721094740464,-1.56384069567226,-1.14950593491135,T
8AIV,0.490376408992809,1.23684394090297,0.231870998677409,-0.544291989778239,-0.800614661747553,0.239536808635805,0.771835423475971,0.294622568905181,0.561474476735121,0.00880891259951524,0.706830367290744,0.642076348613523,0.452649560994713,0.516528759516701,0.248892578123907,0.0601908601348519,1.12094421074752,0.646006544330584,0.399219480144748,0.792874217414237,0.235225289087884,0.0297811113511106,0.0480561405016483,0.554475580927982,-0.0759730130477173,0.316954557117657,0.520288523147238,0.853243804614201,0.277269603509477,0.0651304361796129,0.733841838900258,0.212548981893435,0.79374663561883,0.583615469824596,0.714398202331362,-0.552777432437448,-0.778114646211553,0.441862577403692,0.0579815187566184,0.800128170045695,0.518511437658493,-0.486572552200011,0.252100387227075,-0.118359868880051,-0.117719935857459,T
9AIV,-0.443963337490531,-1.32429475144348,-0.103455126189707,-1.14679103235949,0.0159727793046884,0.265490065741193,0.132198709020429,-0.103500085197342,-1.72428356950093,-0.0449568370246872,-0.458874442993633,0.121600964842753,-0.317315765176289,-0.641909001619303,0.32459913363018,0.416516063469111,0.371198090899054,-0.495796912100575,0.610009880290747,-0.347029137333457,0.158444400826329,-0.562154054566385,0.0452677109357694,0.244629327827519,-1.16768210258788,0.227313604045449,0.647606643810425,-0.126170739239663,-1.03655410430377,-0.109153792302543,-0.306766874332698,0.922293527964638,-0.315388123810932,0.34481109890359,-0.705938965745862,0.134770785944134,0.281959516467192,0.155631884135536,-0.303096211044711,-0.499151704430025,0.29564481327917,0.450865939282055,-0.390055441919862,-0.086459622590255,-0.46396638794359,T
10AIV,0.429752243680334,1.9739640358676,0.192692585354479,-0.291470695056318,0.789345855952283,0.267188910825566,0.520247969482857,-0.426209854529737,1.6997282573844,0.517769586630899,-0.174812163460714,-0.70763868352264,-0.368363597149299,0.522313674298359,0.0321357074834669,0.164477474337917,0.895444602799585,0.239557671018892,0.386843130005284,0.299963404283391,0.469221593976553,0.119733979743287,0.0135491525788451,0.331775448590835,-1.35725404711756,0.00155906013711356,0.13776903423041,0.181049230189188,0.604563977036127,-0.207481115480149,-0.292523865013358,0.509173269634028,0.364554834962411,0.239744502354198,0.828216645482777,-0.738412141078787,-0.353573513694598,-0.284309988247219,-0.440493963080771,0.415922062332857,0.631412542303494,-0.577206670303942,-0.55486264391183,-0.113966997788476,-0.11333428412066,T
11AIV,0.467952008513407,2.23861753333845,0.375473570405046,-0.36906439897072,-0.63181434405331,0.770021212684219,0.641469737055525,-0.0931325562783996,1.82096758644393,1.35744394822401,0.228745299715606,-0.282262075524099,0.00412106066935227,0.570339939486722,0.441235253822491,-0.190828874993346,0.849609388535622,1.00857199960257,0.771509477572847,1.3068504437505,0.598291401060391,0.713141247393689,0.195009192171243,0.638092131371116,0.0958247682382953,0.293413004339208,0.21858099173989,0.388352289417306,0.503279689707135,0.0163809011390522,-0.0944813222927548,0.932704932234318,0.670895371305781,0.608085710650288,0.849342566881655,-1.12049358229515,-1.07134175452981,-0.21059520473863,-0.105500949001678,0.590941972337048,0.338371988151074,-0.932946624241683,-0.384399286066718,-0.442503435693777,-0.326524729522718,T
12AIV,0.24076282191192,-0.604654347226468,0.481433284430879,-0.897440485415361,1.34416828855185,0.42768755403375,1.45749281938687,-0.177118280066555,-1.58419375834389,0.48660511612008,0.329117220830315,1.60875476492048,1.02462252449057,-0.0893684530106338,0.658714286609792,0.227638171683777,0.63259014318379,1.068235260472,1.37126866327709,0.890311473441065,0.504898210138373,0.425066876536223,0.689243749514941,0.496481822061447,-0.690212233599247,0.41060958187069,0.658932027177888,0.411374046774497,-0.446168832035092,0.215452059901241,0.41607736072926,1.49438972421524,0.683176000976104,1.45258452152754,0.203101525698826,-0.738737713019893,-0.1322799208336,-0.248357011670578,0.561741309110141,1.42991032315026,0.286103890127965,-0.299889893695798,-0.142530169198231,-1.0740074719403,-1.16225828707714,T
13AIV,0.0784750328200589,0.852466962472193,0.106513848646534,-0.774038516049009,-0.124057746879416,0.668794369776952,0.176263998536378,0.308841923859495,0.530248934169135,1.09842289335493,-0.12699111396444,0.243807403943531,0.272135290482956,0.221926729582935,0.0409765969054626,0.384818183439029,0.323571350691058,0.371772437231069,0.245992343194147,0.552004889098679,0.315035507088952,-0.115519301890648,0.217321199906661,0.28558363056776,-0.661695982323741,0.0985017767591722,-0.151224057462555,0.0339987511520294,0.347062651930669,-0.256038413940674,-0.221779229462316,0.326250196858948,0.0188512950246445,-0.126932800394646,0.0123078824218415,0.653639917758609,0.720618917460536,-0.157826734486066,-0.0638495929762792,0.768101573176811,0.496639706162865,1.32166783161381,0.199488536822672,0.393309921679454,0.458033560347655,T
14AIV,-0.0677239723793277,-2.31758678708718,-0.00688967232609934,-0.586486069646242,-0.664545082303573,0.570500841725407,0.28446634121592,-0.631344722621621,-1.94367698909553,0.448536894212092,0.196074713094644,0.608104291971796,-0.0471646179596191,-0.807281046124541,-0.371962153337636,-0.0389300854229444,-0.193111436091956,-0.158691022484188,0.674427977625316,0.633371978410034,0.507757287853821,0.5684423404932,0.21421820357501,0.20722842701093,-0.416586140212117,0.0163000643209439,-0.413971799744985,-0.568486055139513,-0.444410514336091,-0.0874957898543859,-0.433756896854205,0.515104829740019,-0.00825737702940539,0.190577873693709,0.0267485867441585,-0.81073160024892,-0.704454134332977,0.184428303160378,-0.339628207132492,0.0334405590884273,0.283022073285285,-0.352622551185247,-0.308531159391764,-0.527416565423089,-0.579518229958713,T
15AIV,-0.410883757774129,-1.11024913887843,-0.373295154965082,0.601126612622331,0.209781782537378,-0.698869742929068,-0.773800498581667,-0.26848087743976,-1.03466231140124,-0.297790385407784,-2.11969926048655,-1.02194495073325,-1.25866682582801,-1.42023925715822,0.537469224198113,-0.291237125087364,-1.21493945683754,-0.851049522302786,-0.722131049808899,-1.58385037396338,-0.187131999549199,-1.33627307181365,-0.883944117308935,0.657873116928712,0.602527958683158,-0.892068055752763,-0.442974356643379,-0.813750052817464,-0.851791148792725,-1.97614437243951,-0.979162795408418,0.321108363193344,-0.843234441320668,-0.802813968370305,-1.6500422794244,0.254757447664125,-1.03619657775764,-1.43288518687776,-1.13642185541881,-1.71023794961631,-2.28334081302086,-0.435461273016205,-1.26977671986243,-0.686810129712692,-0.366015813677207,T
16AIV,0.627915425784164,-0.181052252845246,0.0985687832835432,-0.848778012963048,0.455151712693031,0.662228016355297,-0.278902731298336,0.897089703536982,0.736582982919676,1.07621172454164,0.117841496780183,0.410021615283386,0.511816583366496,-0.246106446368201,-0.125323909263707,-0.241205373251387,-0.463576699015068,0.0141397311402315,0.757421945515634,0.803412650173688,0.330129363432478,0.285364274750181,-0.0984568795740692,-0.263737916656999,-0.985787314052633,-0.185287452983379,-0.143424581682425,-0.787847348321397,-0.278870855957694,0.279768616808917,-0.347353882988161,0.284087125217828,-0.0174714589734645,0.430875769206106,-0.341234405656744,-1.16325209511972,-0.0477769536618524,-0.125004092664725,0.479804592180312,-0.115423213686435,0.254515193680313,-0.587795707883573,0.421953621735762,0.400988450295846,-0.448127093182639,T
17AIV,-0.0682962694237473,-0.265138021987778,0.142361437594511,0.187781158375581,0.209781782537378,0.949068227237623,-0.255308234541914,-0.454213043270885,-1.23368449491093,0.750975612858633,-0.16769187551415,0.166428589441045,-0.0102216165645285,0.25974460666411,0.279661328506491,-0.492640594129105,-0.485743290498943,0.519957057552169,-0.11580628221281,1.09592319705327,0.92555184367979,0.740262342395508,-0.251047613083563,0.718122626448047,0.370008098689467,0.348557088096511,-0.400136050462862,0.131634504356868,0.541126537232536,-0.176469663433495,-0.766103079708263,0.398507739508773,0.492991350778896,0.18213436777949,0.536487381375886,0.218718417612338,-0.482071501649313,0.4956503585007,-0.206506361164718,0.639147737534447,0.292154633854078,-1.16875190535732,-0.352870663755015,-0.271835297366496,-0.270870884683309,T
18AIV,0.313612335774685,-0.568503129202032,0.718423034376351,-0.185260147641373,-2.08275907534262,1.05869145372282,1.22363848885052,0.793143733567967,-0.72147895158972,-0.0966007074343456,-0.0483691511323952,0.934341809104697,0.0241285208202674,0.00594961276838482,0.477807591078915,0.215226367774395,-0.101437382390255,1.94302305272876,0.336601830489872,0.44312085390603,0.191848503757871,0.926608160107137,0.250103200897774,0.36990941599908,-0.652561684568893,0.344325262055201,0.599435417122527,-0.494207916353648,-0.0889606388494659,-0.278424905674823,0.356630989023291,0.751025680240078,0.89186215646334,2.16857137075516,-0.0378641897243656,-0.689789727122439,-0.467094485578788,-0.362586016149748,0.54351380049234,0.48853835607911,0.0323663828796134,-0.64768516274999,0.0521467961916214,-1.01571414274686,-0.486634975614069,T
19AIV,-0.45082751639271,-0.809900330947628,-0.660567824101398,0.445278312137579,0.426801850723334,-0.933259481099738,-1.39106328610719,-0.158134467921707,-0.83737311228836,-0.905050946053118,-0.604966103313853,-0.457132990894275,-0.800423055729269,-1.45538591689092,-0.801583683253931,-1.06851674150068,-1.37798444621444,0.0053664809138461,-0.759930591610846,-0.0685134674396473,-0.236713120305589,0.923883106990468,-0.804609127995565,-0.0434729828241376,0.632888303724442,-0.621413472339056,-1.12781462049277,-0.721731034074508,-0.596689006065862,-0.874589138611449,-1.39091214302951,-1.15917007390801,-0.0784629885579212,-0.606385862528844,-0.957211034233652,0.380509669016224,-0.608047267688233,-0.382362485058206,-0.947137944878954,-0.450008169855945,-0.0765189870643759,-0.728153671736531,0.114916580458707,-0.663414821576634,0.412165355159013,T
20AIV,0.194074152494455,0.725740417773784,0.0929229367021803,0.157033037194908,0.429704696651832,1.08377620046934,1.62667421366858,0.190856899862902,0.190529573266946,0.694955452049305,1.42152322677915,0.935441657851385,0.760148712200421,-0.356997400541108,0.415870412273404,0.86334842107118,0.61760207247181,0.330089122916743,1.28903514052569,1.06598028749008,1.13295330431284,1.97987029416383,-0.190277485528511,0.208530029815285,0.339149842320608,0.276340098672605,0.61892107036191,-0.0308518557465535,-0.242887027688119,0.225015164499601,-0.533755442248129,1.74624205728131,0.905582965361863,1.12454645697754,0.616551907614607,0.227428220175794,0.554894250480967,-0.296346250122451,-0.223297530702325,-0.136017523770271,0.043109420177764,0.670566406024559,-0.126239547202101,0.779382805718469,0.373529582091566,T
21AIV,-0.849359596202251,-0.569370307364103,-0.0683449561364896,0.90154581297377,0.209781782537378,-1.46247938884147,-0.243423119783391,0.0829822926412296,-0.639808909968351,-1.47481943418924,-1.75073272558818,1.39827566569925,-0.255048913303385,-0.266329509078976,-0.39780018113684,0.59727002682696,-1.03118233864907,0.503507218798231,-1.15764025567224,-1.81730192725961,-0.468158655225873,0.0297811113511106,0.784893844117911,-0.687517644719226,0.413819252096761,-0.289152986750791,0.312941740498514,-0.902225413891549,0.571699294894545,-0.244272456184338,1.67867198463441,0.110572340752396,-0.415780861890142,-1.05898572790947,-1.04491195239193,1.3598867145827,0.205247785067586,0.0614449536127258,-0.223452358923096,0.218913059213572,0.352988486943359,1.05113988525062,-0.334283181099358,1.153665195483,0.0875253751244251,T
