Index	Var	Importance
21	nSR100Neutro	0.701176303854875
25	RBM17Neutro	0.67765022675737
8	U11Neutro	0.663973922902494
23	PTBNeutro	0.662060657596372
27	RBM45Neutro	0.657383786848073
33	SRSF1Neutro	0.624787414965986
39	SRFSF9Neutro	0.624078798185941
41	TRA2ANeutro	0.621173469387755
31	SND1Neutro	0.619614512471655
1	CA150Neutro	0.60827664399093
22	PSFNeutro	0.605725623582766
38	SRSF6Neutro	0.582270408163265
24	RAVER1Neutro	0.57171201814059
17	ESRP1Neutro	0.568310657596372
35	SRSF3Neutro	0.561933106575964
32	SRM160Neutro	0.55952380952381
16	CUGBPNeutro	0.551162131519274
14	U5Neutro	0.538477891156463
19	MAGOHNeutro	0.536210317460317
18	ESRP2Neutro	0.534793083900227
36	SRSF4Neutro	0.521187641723356
42	TRA2BNeutro	0.51828231292517
26	RBM3Neutro	0.507227891156463
29	SC35Neutro	0.503047052154195
11	U2AF1Neutro	0.483560090702948
5	SF3BTV1Neutro	0.467474489795918
3	PRP8Neutro	0.462230725623583
20	NOVA1Neutro	0.460813492063492
15	U6Neutro	0.448554421768707
9	U12Neutro	0.442318594104308
28	SAM68TV1Neutro	0.439554988662131
37	SRSF5Neutro	0.437996031746032
7	U1Neutro	0.437358276643991
10	U2Neutro	0.424886621315193
40	TIA1Neutro	0.402281746031746
13	U4Neutro	0.394557823129252
4	RBM22Neutro	0.394132653061224
2	FBP11Neutro	0.373015873015873
6	SF3BTV2Neutro	0.345946712018141
12	UA2F2Neutro	0.338222789115646
34	SRSF10Neutro	0.335955215419501
30	SKIPNeutro	0.29109977324263
