RBM22,SRRM4,SFPQ,NOVA1,SRSF6,RBM3,SRRM1,SF3B1,U2AF2,PRPF8,SRSF3,Cancer
-1.461875258,0.772862585,-0.603989425,-1.219900711,-0.30473714,-0.899125351,1.953290114,-0.538274893,-1.163749638,-1.039598448,-0.034715632,S
-0.191578214,-1.37726596,0.135487777,-0.027497136,1.117870579,1.045892129,-0.046766721,0.689682659,1.917451482,-0.188340676,0.193168585,S
-0.168792775,0.397201011,0.606366321,-0.098993116,-0.99864852,0.161119248,0.066654876,0.144430782,-0.505587349,-0.337878406,0.147027691,S
-0.523354162,0.672600631,-1.291717855,0.907232215,-1.445325716,-1.12220509,0.917862421,0.487109731,-0.039423634,0.467171746,-0.542602054,S
-0.455772183,-1.37726596,1.456033877,-1.132727957,-1.410506232,-1.159347617,-0.967602994,0.782616832,2.113243849,-2.053387432,1.00790718,S
-0.225991617,0.988241454,-0.209505363,0.895564261,-1.217344801,-0.248350242,-0.589753532,0.810317281,-0.413721656,-2.67291618,0.542249871,S
-1.365430052,0.714375119,-1.954284541,-0.066131594,-2.497665444,-0.296842801,-0.843873889,1.768037633,0.574165878,-1.463953063,0.126164805,S
-0.487554822,-1.37726596,-0.759590068,-0.585780697,-0.662098551,-1.073180098,-0.046766721,0.625389943,1.640750172,-0.954043676,-0.034715632,S
-0.419832707,0.464868469,-0.330326059,-0.502474311,0.636244509,-0.781380661,-0.029128283,0.543750978,1.353163146,1.334749688,0.710756148,S
-1.038206764,-1.37726596,-0.21752724,-1.76873539,-0.064350237,-0.770974186,0.144246897,-0.015391621,1.710479261,0.712247487,0.468690054,S
1.420141786,0.677263056,-0.262315541,-0.41644781,0.459996148,-0.603395716,-0.343649411,1.77530782,1.057833888,-0.036630553,0.642973632,S
1.701450836,0.705763913,-0.841183501,1.278973424,-0.137960684,0.621054091,-0.653696788,0.562189948,0.20985784,0.22391928,0.12380052,S
-0.462176337,-1.37726596,1.017264227,-1.909906786,-0.002479308,-0.609234376,-0.248274601,-0.335522045,1.649275801,-1.010560373,0.318015804,S
-1.753524337,0.449048758,-1.425339023,-0.084983452,-0.977383566,0.059915357,-0.141177255,-0.825876068,0.00402978,0.15748692,0.96597791,S
-0.615244713,0.626282281,-1.468327709,-0.299711933,0.189060378,-0.426777867,-0.161456819,0.413162072,0.943553772,0.414414803,1.715193783,S
-1.580752877,-1.355306482,-0.30528617,0.294314273,-0.298856943,-2.284688881,0.251148647,2.437218386,-0.510514784,1.518245474,-1.419384959,S
-0.602094807,-1.37726596,1.567755339,-1.347294142,1.506623285,-1.11795237,-0.52444508,0.994058386,-1.156210849,-1.071863485,-0.045720469,S
0.61508913,0.484446961,0.398482871,-0.67283318,0.407439987,-0.854583821,0.289420066,-0.02574347,-0.909342347,-0.297257805,1.726804668,S
1.663815443,-1.334139775,0.15740427,-1.038192091,0.199271434,1.597007426,-0.576820119,1.106488173,0.742355812,-0.955261114,1.041975379,S
1.547396049,0.472457303,2.32750852,-0.879305889,0.534372783,1.416424102,-0.952107061,0.735569691,0.116417628,-0.464557685,1.338586637,S
0.05805291,0.598841187,-0.290200107,-0.525059402,-0.689659859,1.73181335,-0.494084902,1.051442235,1.277155957,0.970290605,-1.398875092,S
-0.156300829,1.120532208,-0.640561488,-0.066131594,-1.112622657,-0.89570437,-0.144825828,1.433845756,1.340412089,0.292702912,-0.025362616,S
-0.69281112,0.651286427,-0.496199371,0.686828013,0.087562582,0.472812858,0.570866935,0.294614803,0.872802789,0.222558216,-0.030279681,S
0.086496974,0.677966707,0.15667521,-0.476430455,0.18416177,0.697902571,1.56279734,-0.308518681,0.612626616,-0.015392955,-0.269301013,S
-0.258969907,0.354171122,0.754227004,0.598128242,0.611783141,-1.426237638,-0.165555289,-0.654005287,0.947393779,-0.386177078,1.040571415,S
0.491195084,-1.327860644,-1.891637227,-0.01747345,-1.291927857,-2.328818343,-1.977867183,-0.19424882,0.809387899,-0.879641203,0.12014173,S
-0.184567871,0.734147145,0.370224808,0.743696044,-0.768880377,-0.103780079,-0.008943395,-0.408821744,0.839147209,-0.184785186,0.72619328,S
0.463599263,-1.37726596,-0.13535015,-0.9006792,-1.371029347,1.690349381,1.026752034,-0.224456136,0.823663307,-0.821313909,-0.314175771,S
1.203953423,0.484446961,-0.708122608,-0.159192243,-0.597862374,1.149259253,-1.809398055,-1.295058752,1.201548975,-0.277015398,0.287186976,S
-0.071419452,0.534652987,-0.534177663,0.763928117,0.602959688,-0.517805737,1.598585707,-0.912169247,0.710950398,-0.797925894,1.098429624,S
0.588666854,-1.341035971,-0.719575233,-0.521734539,-0.591694789,-1.375615585,1.604863922,-0.437891796,0.792035329,-0.207184553,-0.186573583,S
-0.698989606,0.518784839,-1.25831877,1.17514337,-1.42708546,-0.498514923,0.190092232,0.519462918,0.748061477,0.368882905,2.057190198,S
0.061682564,0.404293146,0.119362118,0.329773545,0.807490843,1.242699684,0.145104147,0.211406,0.189993546,0.243914566,2.081614196,S
-0.64076992,0.484446961,-0.540521996,-0.827064641,0.321337423,0.385093961,-0.609337989,0.0610296,0.112906306,0.173906065,1.913578478,S
-0.496857082,1.075070914,0.331331799,0.099372329,-0.206424501,0.498096342,-2.315534256,0.454094984,1.233837857,1.063893011,1.086971844,S
1.173491854,0.484446961,-0.155202834,-1.054585866,1.211797024,0.601005574,-0.18370244,0.138959708,0.665586778,-1.020212819,1.908006968,S
1.526278568,0.653858325,0.205143081,-0.42169065,0.660313205,1.063757425,-0.309601605,1.138477848,1.475933429,-0.583177526,2.143509002,S
-1.058759433,0.757476833,-0.979034192,-0.780217611,0.219611063,-1.268431485,-0.480469568,1.168257096,1.647990023,-1.811251473,-0.141189588,S
0.237988735,0.484446961,-0.640656879,1.559004816,0.343627569,1.15847491,-0.5475407,1.049710291,0.068460608,0.26769789,-0.034715632,S
-0.472975445,0.847146464,-0.561769705,-0.915187298,0.012466407,-1.256688081,-0.640864328,-0.760994715,-0.458958539,-0.574666236,0.251411422,S
0.768191029,0.709502246,0.1885539,-0.120912934,1.426953875,-0.366333895,-0.046766721,-0.778083759,-0.218848062,-1.588581056,-0.55675726,S
-0.955205884,-1.354496525,-0.271847022,-0.69123226,-0.007490864,-1.053959735,-1.316716959,-0.688280007,1.316192913,-0.509658109,-0.3063832,S
0.958618216,0.484446961,-0.395902104,-0.447056739,0.751760717,1.682205212,1.07753215,-1.126220567,-0.79475653,-1.241212799,1.216721228,S
-1.404932298,0.581482241,-1.322885072,0.979909054,-0.605140219,-0.357337742,0.168277659,1.61013152,0.460657529,-1.47769281,2.047060357,S
0.054972951,0.959986159,0.123393054,0.297775489,0.451959036,-2.187833022,-1.331466703,-1.497021564,-0.324556978,-0.534756086,-0.167246316,S
2.062825088,0.55749606,-0.035324976,0.965992537,-0.963270254,-0.876731551,-1.386474353,0.338967074,1.031273336,-2.233278154,-1.619170383,S
-0.080547653,-1.37726596,0.047713786,1.017673602,-0.031911687,1.526000189,-1.270125008,1.793963156,0.699320632,0.690187967,1.372888958,S
-0.105457835,-1.37726596,-0.594549154,-1.472747244,-0.656130507,1.940357513,-0.189298945,-1.014574681,-0.693961788,-0.886764668,1.119921369,S
1.080376989,-1.37726596,0.381513635,-1.945579189,-0.696048486,0.554864415,-2.515893877,-0.431287592,-1.263690628,-1.169499778,1.363120539,S
-0.080547653,0.467765921,0.790176026,-0.892698527,-0.353309067,0.542507554,-0.672241544,1.333528946,0.068460608,-2.048097926,0.385393007,S
-0.080547653,0.83924359,0.361536164,0.604973302,-0.224386225,-0.104802609,-0.189984188,0.233511884,2.508713164,0.845471599,1.517284067,S
0.819361015,-1.325472561,0.473161915,0.989990792,1.600271894,0.241471961,0.419796565,0.517996574,0.658097858,-0.67372285,0.538238743,S
0.258051011,-1.37726596,1.146317731,-2.019074936,0.677493847,-0.396025916,-1.665809245,0.367393288,1.340269853,-0.100700655,0.30580364,S
2.009191746,0.513173482,0.131860783,1.270602548,-0.0901141,1.148482496,1.822511861,0.041628712,0.068460608,-1.142541552,0.364380302,S
-0.24227815,0.451893823,-0.510769596,0.536861738,0.613025467,0.375824684,0.067084737,-1.525829153,2.050049333,-1.383608564,-0.131356021,S
-1.788457947,0.484446961,0.887874181,2.139512287,-0.783260256,1.454061548,-1.840114348,-0.124646896,0.261203385,-0.081222208,1.475147416,S
0.00577037,0.996602617,0.375288611,0.082368055,-1.794743766,-0.109181041,-0.344417946,0.016376664,1.038045808,-0.427534881,0.518893246,S
0.331869462,1.077988895,1.669857123,-0.11971945,0.354060802,1.958546704,0.112932639,0.071669017,1.767756007,-0.607092808,-0.060917346,S
0.109004283,-1.338990141,-0.193978397,0.50813007,-0.119075589,-0.976574827,-1.057694979,0.554257431,0.068460608,0.470179074,1.394107054,S
-1.12255409,0.536788927,0.108041334,1.148393591,-0.013037706,-0.779356348,0.402989801,-0.361899041,0.589438984,-0.949913322,0.832375787,S
0.357331851,0.593167542,2.321026712,-0.094487947,1.555637099,0.343884673,-0.804323159,0.89946942,1.610637278,-0.309874887,0.704514668,S
1.678460845,0.521235527,1.233547519,0.429025935,-0.707313331,1.597521883,-0.559656103,-0.739007003,0.6354691,-0.774473747,1.373812482,S
0.318438222,0.640313158,1.043667287,-0.464170853,-0.079378748,0.104639033,-1.302854534,1.087699014,-0.460563898,-1.318997709,-1.268057557,S
0.332662996,0.484446961,-0.375700436,1.433445445,-0.654130772,0.721406562,1.862092842,0.000599773,0.068460608,-0.495468433,0.374104949,S
-0.486464862,0.715905114,1.420025132,-0.717731512,1.283580107,-0.374518571,0.455000197,-0.297099555,-0.611878474,-1.939008928,-1.398797138,S
-0.277804767,0.484446961,0.600592738,1.098639806,0.950142169,0.699065813,-0.589525523,-0.382805356,0.536099524,-0.784763954,0.140912756,S
0.877758821,-1.349487818,-0.547518433,-0.338618237,0.18416177,0.370132425,-0.99195077,0.421969347,0.732061772,-2.400666669,-0.618783271,S
-0.200503915,-1.320990335,0.471690147,-0.447533263,2.456673022,0.31657716,-0.382861487,1.770017686,0.694403342,0.490306309,-0.679300575,S
0.465591714,0.484446961,0.065616911,-0.066131594,-0.766810018,2.200459125,-0.011380663,-0.096327645,0.565086175,0.506273205,0.83395093,S
0.33008115,0.484446961,0.518787012,0.837950232,-0.690610761,1.605304126,-2.607962784,-0.901672993,0.524175742,-3.01618186,0.264773944,S
1.062898051,-1.37726596,0.215976105,-0.206418928,0.455787234,-0.630628077,0.461121599,1.004979222,0.790897907,0.0554929,-0.034715632,S
-0.141775427,-1.37726596,0.550863292,0.767760274,-0.624052529,0.070426568,-0.066326218,-0.351910947,0.563875339,0.159989768,2.210495655,S
-1.6162866,0.495508231,1.94536379,-1.320294928,1.639295726,-1.023741289,0.689976167,0.372468308,0.09639529,0.542440314,-0.558018143,S
-1.923550182,-1.323968487,1.130205528,-0.304729524,0.137499727,-0.485988673,-0.842455271,-0.111235395,0.330950442,-0.188407388,-1.078874718,S
0.967251063,0.730815282,1.076018284,0.449961505,0.773417441,-0.346301035,-0.692152266,0.070213882,1.928716466,-0.056644784,0.533435911,S
-0.789264067,0.770958952,0.135487777,-0.591996869,1.916951579,0.473534342,-0.400591168,-0.88990093,0.041386293,-0.983049192,0.494200225,S
-0.83075173,0.635674368,2.132745121,1.981458645,0.718780129,0.476690069,0.155787007,0.686084855,0.457803876,0.073075009,0.709235574,S
0.084404086,0.475477786,1.525485354,0.521920906,0.738739933,0.33495842,2.147111408,0.196000585,-0.520000168,-0.587046759,0.926307518,S
-0.213515506,0.576916509,1.78328384,-0.318255042,1.384943733,-0.817033904,-1.912204945,-0.989604447,-0.90651468,-1.273390072,0.514234545,S
-0.877834908,0.541032299,1.232680585,-0.231310908,1.446425065,0.871147974,1.259709586,0.497181891,0.912542698,-0.666320789,-0.22086044,S
-2.648253861,0.448662934,1.511680987,0.522200077,1.248189813,0.881752097,-0.155182706,-0.184621401,0.266269718,-0.319638811,1.663579419,S
0.818954516,-1.37726596,0.135487777,-1.216129556,2.162165871,0.002882939,-0.699993949,-0.931747651,1.394214602,-0.688824729,0.244015959,S
0.313837427,0.484446961,0.013327405,0.082664673,-0.529145169,-0.284373364,-1.124976706,0.180521354,0.160730968,-1.005192865,-0.411013832,S
-0.080547653,-1.37726596,-0.121640797,-1.650678126,-1.863375033,0.94928283,1.846420848,0.44869425,1.375324682,-0.187977489,1.907734995,S
-1.053170441,0.484446961,-0.119109648,-0.987374006,0.266222756,-1.40341008,1.54593288,0.938608089,-0.242980499,0.500993389,-0.068265225,S
1.079361902,-1.37726596,0.597717041,1.977696991,-0.628544762,1.737642039,-0.239611945,1.557044376,2.148458602,0.43822529,0.604580973,S
1.758827792,-1.331591722,1.510846844,0.058723392,0.18416177,0.901735901,-2.077723153,0.063228841,0.068460608,-0.145936405,-0.010204013,S
-0.080547653,-1.37726596,-0.999460794,-1.931316667,-0.117070261,-0.207619836,-0.510327887,-0.801258685,0.201382432,-2.105943288,-0.688162236,S
-1.569299032,-1.324199136,0.77305721,-1.784119244,-1.620212561,-0.240333411,1.87552423,-0.036611963,0.244929662,0.607336841,0.157595675,S
1.132649064,-1.37726596,1.070432896,-0.133470185,0.830270043,0.988104621,-0.485065694,-0.141635004,0.268012356,-0.67722828,0.313450724,S
1.164823495,-1.34764738,-0.622871958,-0.617411745,0.70147858,0.547948041,-0.596144573,0.217077113,2.303714757,0.558843459,-0.709033568,S
0.355685416,-1.37726596,0.282587909,0.771612106,0.846066403,1.385363327,-0.877011146,-0.077466845,0.917068063,-0.164812806,0.250157276,S
-0.409819778,-1.330452265,-0.132168722,-0.066131594,0.701724466,-0.394288476,0.104359387,0.027884176,1.545226801,-0.507653416,-0.212757783,S
0.901452352,-1.351954016,1.862505118,1.83532156,2.448832454,-0.442517079,2.093523454,-0.646087371,0.695001276,-0.167570431,2.040543273,S
0.665164939,0.472163952,0.678890231,-0.345143865,0.828438062,-0.399122072,-0.046766721,-0.389508842,1.621517314,-0.56036847,1.629332315,S
0.050591927,0.640416518,0.373921491,0.77777496,0.877613893,0.496699827,0.227768988,1.116955546,1.615416744,1.251288832,1.036597521,S
0.511547171,0.884692629,0.731003594,0.458821324,1.954048178,0.163460144,-0.189183851,-1.699453178,0.478143031,-0.701375918,-0.869328082,S
0.996204281,-1.37726596,0.450296819,-1.432523804,0.42695061,0.332719897,-1.521299824,-0.392933316,0.433557839,-1.548086517,-0.251279616,S
0.409193834,-1.330475873,0.135487777,1.189245693,0.625506225,1.010264709,-0.036381651,0.606972533,0.068460608,-0.048424497,1.247638376,S
-1.205741613,-1.34312484,1.008755781,0.79686494,1.073836957,1.508655393,-0.614447396,1.250018888,0.76516016,-1.806499599,2.029835151,S
0.406111036,0.689422112,0.515205801,-0.840441025,1.218156977,1.38069254,0.607526822,-0.364825348,0.242646094,-0.989881468,0.35686411,S
-0.080547653,-1.342611804,2.052929688,0.685798787,0.552435351,1.37114117,-0.026869341,-0.195385443,0.735183948,0.102001276,-1.013492435,S
-0.517821278,0.446030683,2.276339592,-0.22965389,0.198417717,-0.179043592,0.024038824,-1.009305051,-0.366713122,-0.857901108,-1.719544285,S
1.163319237,0.312972962,0.782553839,0.325577522,1.404853424,1.735135356,-0.128520226,0.83515987,-0.494051102,-0.215897406,0.883133453,S
1.67439712,-1.343613626,1.838621466,-0.273589691,0.612536127,1.071030147,-0.192537588,0.985442783,0.068460608,0.665286183,-0.355988601,S
-0.160743327,0.952005732,-0.131005472,1.039392945,-1.49640758,1.096110223,-0.552688498,-0.740936776,-0.944245057,-1.156006188,0.313341754,S
0.434865208,-1.330070571,0.323340892,-1.683741232,1.840980294,0.987674973,-0.042348493,-0.774077615,0.836100649,-0.685955341,-0.640051616,S
-0.080547653,-1.33733363,0.942000017,-2.045045479,0.499236589,0.198616104,-1.108552853,-0.361073773,0.796838195,0.271555019,0.260506763,S
-0.759560799,0.44696144,0.206139367,-0.432211316,-0.731163406,0.402291976,0.129568961,0.986268813,0.068460608,-1.394695451,0.685631335,S
-0.628959745,0.409792121,0.199362971,-0.747823568,0.758531217,-0.122583458,-0.046766721,2.574641035,0.820827946,0.321803119,-0.084752324,S
-0.610171109,0.484446961,1.547223399,-1.999095161,1.205609957,1.099622913,1.65276468,0.258048861,0.187239614,-0.746428532,0.099813464,S
-0.880491582,0.654461558,1.571688751,-0.430888633,1.104091764,-0.841905639,-0.251947382,-1.476201629,1.213322,-0.681246969,-1.089950541,S
-2.602998368,-1.37726596,0.709188389,-2.187516822,0.297437935,-1.189117415,0.642499581,-0.716209324,-0.428546361,-0.439421633,1.686570781,S
1.770215512,-1.37726596,0.135487777,-0.504801138,0.18416177,1.09851742,-0.31521999,2.186542509,0.492086416,-1.040995583,0.303513843,S
1.045432149,0.504994027,1.528403849,0.341859452,0.771120069,-0.250494982,0.767350632,0.826831849,0.359256496,0.14094368,0.795178141,S
0.274669574,0.844610186,-0.314435692,0.96812221,-0.703567152,0.033944926,-0.046766721,0.000599773,0.068460608,-2.156934147,-0.375813697,S
-1.462351314,-1.345824358,0.070091439,-0.600003799,0.095673783,-0.088587118,0.696107234,1.954578244,0.432717014,1.139319298,0.486088349,S
-0.084815621,0.322023343,0.374186857,-1.774645279,0.038649183,1.409606267,1.435727668,-0.49900734,-0.016621891,-0.695473389,-0.249933799,S
-0.425897593,-1.341905399,-0.968652668,-0.94909166,2.26872257,0.231358953,-0.590533318,0.661617838,2.508151715,-0.221556923,-1.626215286,S
-0.140966797,0.858510563,0.135487777,1.389140694,1.791752853,-1.334354672,-0.2288377,0.64917168,-0.016064193,0.224268292,-0.524431999,S
-0.383653192,0.991703918,-0.593263084,0.818650505,-0.594440783,-0.044189388,0.031330012,1.064508321,0.821195306,-1.234992407,-0.151343439,S
0.02818892,-1.337379135,0.027438311,-0.592508163,0.165423362,-0.492336418,0.569695565,0.868414525,1.25474817,-1.081705801,0.59738187,S
-0.094494392,-1.336352737,0.161933839,0.725598312,0.84382044,-1.325026239,-0.046766721,-0.780804364,1.294296036,-0.989912791,-0.675980181,S
0.400407911,-1.344990876,1.25715801,-0.006698012,0.584192685,-1.461888615,-1.344350991,-0.645940935,0.08438163,-1.321825975,0.28412801,S
-1.59325933,0.566453338,1.114253421,-0.024107963,0.8301447,-0.068508921,-0.046766721,0.173183143,-0.660044076,-0.582483854,-1.800243735,S
-1.205709978,0.635082755,0.506673244,1.48072618,0.763598458,0.011074054,-2.292712781,0.229802103,1.501647073,-0.775012912,-1.307342719,S
-1.286941504,-1.339743344,1.984607952,-0.271367073,2.328149325,0.69034028,-0.695952111,0.902793715,0.625810836,0.282856543,-0.85322099,S
-0.383163832,-1.333607453,0.633442147,1.203797166,1.02511775,-0.628815298,0.923744928,0.079702444,1.20675246,-1.149956413,0.252678718,S
1.222245319,-1.321486524,0.135487777,-0.075146259,1.201124511,0.070426568,-0.41592645,-0.076280874,1.735664017,0.827775622,-0.523268857,S
-2.563154038,0.597208058,-0.440407623,-0.486351589,-0.112166085,1.150771973,-1.591789635,0.594758257,1.324240184,-0.136763432,-0.401337082,S
-0.994639252,0.494879835,-1.944030851,-1.101749541,-0.343377656,0.547030043,0.572745166,-0.412544013,0.557079831,-0.573420146,0.775872384,S
-1.177050614,-1.329358156,-0.097501972,-0.134836755,0.18416177,-0.154456267,-0.332219678,0.5640752,2.285648797,-1.048391624,0.046609256,S
0.167493216,0.71544511,-0.142123108,-0.066131594,-0.887942571,0.671576941,0.20545636,1.288281354,-0.163877225,-0.543676884,1.845392978,S
-0.080547653,-1.328247975,1.241918641,-1.026331882,-0.253962837,-0.692566707,0.484120663,-0.069065521,1.603758086,-0.54766768,1.269780141,S
-0.268862766,0.484446961,0.96968746,1.077334264,0.080170038,1.932539564,-0.046766721,0.348525286,0.895069622,-1.402349773,-1.206791168,S
-0.830828931,-1.324399155,0.819360943,-1.384629726,0.950049774,-0.200702125,-0.5021957,2.679754761,2.331628152,2.485170782,1.037737808,S
-1.135499855,0.532034092,0.135487777,-1.195968537,1.473138853,1.120177368,-0.239554767,0.457623811,-0.009145451,-1.239141967,1.016192452,S
-0.03888384,0.483684232,1.715625954,-0.270578473,0.528256263,1.025971542,0.836831361,0.209025602,0.892097956,-0.359839489,0.616647286,S
0.99555985,-1.347748411,2.28245062,-0.066131594,1.252361562,2.305472237,-1.629700775,-0.553610643,1.289939217,-1.75849883,-0.815889929,S
-1.888043665,-1.37726596,0.350017026,-1.456480855,-1.28879353,-1.305404471,-0.046766721,-0.343800303,0.315673461,-1.384010833,0.436569415,S
0.921592265,0.366416528,-0.302956273,0.035404845,0.359278845,0.75623669,0.283934562,0.146742081,0.223536658,-0.238649177,-0.411943773,S
-0.307708121,-1.352790184,0.844283948,-2.070413683,0.18416177,2.133061504,-1.273769401,-0.665227075,0.591755872,-1.048433589,0.178382939,S
2.436837903,0.700410421,0.913246642,-0.569393893,0.18416177,1.041480717,-0.067800014,-0.647310175,0.671885785,-0.90249327,0.908539529,S
-0.606626529,0.391778153,0.524220481,0.763576926,-0.085443656,-0.046283449,1.426248123,-1.00061514,-0.189055789,-0.667536998,-0.489868358,S
-0.666274976,1.00755729,-0.603625975,1.301875053,-0.024575469,0.233373979,-1.13935982,0.685353974,0.802367832,-0.059202006,1.64811405,S
-1.920362364,-1.341926571,-0.321093175,-1.409942278,0.106719799,-0.143107566,-0.008983256,-0.966565006,-0.377888318,0.270342189,-0.82642396,S
-0.155486761,0.484446961,-0.506640262,0.292972532,-0.143790142,1.12743236,1.397508103,0.792657198,-1.710071089,0.098859076,2.235270644,S
-0.643819575,-1.345362877,-0.127585655,1.304605283,0.18416177,0.987953162,0.763218375,-0.120770175,-0.862953166,0.962740954,0.291704805,S
-0.940028345,0.968791233,-1.161532444,0.712001228,0.380686491,0.685624985,0.182107677,0.925200117,0.387144949,1.355657277,1.585723144,S
-1.193635824,-1.347143779,-0.163370674,-1.122319225,-0.387251958,-0.383538696,-0.170357918,-0.770037149,-1.011330748,-0.176498439,0.479830778,S
-1.24533698,0.913219502,0.546661653,-1.052522532,1.411670782,-0.569066922,-0.318211804,-1.254915752,-2.395437578,1.275580884,-1.615721482,S
1.7251143,0.526186348,2.006620449,-0.127889298,1.571595092,0.392957546,-0.931482495,-0.620633547,-2.226454084,-2.419476019,-0.034715632,S
0.980144833,-1.37726596,1.241184673,-0.596108547,0.18416177,0.023137106,-0.149974352,-0.644949105,-1.17926803,0.850995639,-0.523218132,S
-0.362019468,0.691246735,0.757518737,1.077390377,1.018986399,-0.275082075,0.352436615,0.434996469,-1.182969568,0.57156025,-0.122530311,S
-1.331298943,-1.335034928,3.07E-05,-1.112730132,-0.736257936,-1.060314347,1.185285612,-1.040450153,-1.519315513,0.39250135,-0.96176852,S
-0.800372373,-1.37726596,0.832234479,-0.871229389,0.518361616,-0.575451717,1.696368495,0.595643479,-0.03668925,0.597363406,-0.603808836,S
1.454744262,-1.321898226,-0.399461586,1.797187419,-0.387367266,-0.356178344,1.293743177,-0.23824776,-1.082690427,0.009998172,0.051609606,S
-0.014454001,0.538469574,2.18209801,1.76510786,0.765205811,0.084454341,-0.885070861,-0.374231612,-1.01934974,1.133076514,-0.679931752,S
-0.080547653,0.484446961,1.208129248,1.89573642,0.18416177,0.073170011,-0.967351807,-1.119842068,-1.076458348,-0.332884538,0.548564962,S
1.080542376,0.698480359,0.832323959,0.659288783,1.337758639,2.300087401,0.579986139,-1.049313738,-1.633382732,0.659530726,-1.451132655,S
-1.205843033,0.525859351,0.699732156,-0.013274724,0.45364147,0.492762199,-0.060813144,0.556270032,-1.14013872,0.637192642,-0.570516945,S
-1.702464277,-1.353104132,-0.095573058,-0.996011652,-0.74848623,-1.217061546,-0.02288961,0.257898079,-1.839236307,-1.95600916,-0.034715632,S
-0.161166622,1.017940481,0.357098141,1.457766772,0.113557416,0.856328298,-2.479908045,-0.679559346,-1.2918885,-1.546969587,1.366821135,S
0.259843779,0.754360979,0.97689428,1.817301841,0.860990023,1.864349434,0.658842832,0.400211414,-1.303519917,0.310266674,-0.313133796,S
-0.422290232,-1.37726596,1.25530777,0.424199388,1.179635598,0.24639685,0.323499243,0.290165152,-1.438700409,-1.383644896,1.764630641,S
-1.929775871,-1.349911762,0.843709116,2.019148242,-0.203835644,1.687457277,0.744958612,0.248740954,-1.35069051,0.760898667,-0.273098708,S
-1.068215838,1.078631962,-0.386046148,-0.794327652,-1.09939513,0.113750663,-0.440086576,0.395771795,-1.283421902,-0.768630526,0.430764817,S
-0.291325006,-1.37726596,0.67393673,-0.636022721,0.761139715,-1.287235781,-0.623206184,0.311256564,-1.109048342,-0.365013215,0.943130181,S
-1.271844803,-1.37726596,0.105294161,-2.536796836,-0.094588105,0.020163234,0.750053132,0.381689927,-1.279589047,0.449371161,0.38172712,S
-0.76537604,-1.343323286,0.336339293,-1.362468808,1.788864871,1.023648758,0.423380291,0.768370672,-0.908711885,0.830873129,0.668060955,S
-0.068045833,0.690046654,-0.02443565,-0.51340173,0.599533164,0.821478628,-0.934145747,0.056386701,-0.998665373,-1.557762684,1.854718335,S
-1.535449589,-1.353448868,0.212599846,-0.066131594,0.330835355,0.109058625,-0.533351992,-1.536879733,0.12881975,0.135167659,1.709555701,S
1.877919355,0.484446961,0.067276534,0.264684265,-0.492062646,1.689312574,-0.958258525,-2.385134197,-0.952345139,-0.724154052,1.337568543,S
-0.126976205,0.679960383,0.735539101,0.08485811,1.535435516,0.366108617,-1.442607887,-2.150583195,-1.142871946,-0.54878548,0.236989373,S
1.397639213,0.913055709,0.099095563,1.450612758,1.268257418,1.171060906,-0.706291377,-2.484007598,-1.35052347,-0.505208482,-0.415453948,S
1.222641757,0.484446961,0.142521144,-0.774218707,1.098101245,0.657723312,-0.411336134,-0.78621965,-0.027697342,0.016420723,2.295899565,S
2.245512087,0.484446961,1.529934947,0.210891087,1.6172504,0.446662194,-0.511438456,-0.281549902,0.078250948,0.898771673,0.959886732,S
-0.080547653,0.477488632,-0.071163085,-0.59867092,-0.170277272,-0.366635,1.182948605,-0.406437625,-0.091554902,0.036810695,-0.034715632,S
0.066660751,-1.37726596,1.478746302,-0.066131594,1.59946224,0.070426568,0.813053825,-1.913133561,-1.483671377,0.450812616,0.008249261,S
0.101014135,0.696342638,-0.239241035,-0.542295563,0.925288186,-0.46488001,-0.046766721,-1.46189914,-1.758860767,-1.728573398,0.496935823,S
-1.29398605,-1.348029602,1.557243039,-0.539283072,0.138408444,-0.631305998,1.821943208,0.675983707,0.157790514,0.067087052,-0.35283359,S
-1.559720198,-1.330145853,-0.654716764,-1.041759911,0.006126831,1.084750151,1.870733624,-0.159464357,-1.013486993,0.990801182,-2.331206623,S
-1.806628867,-1.34556039,0.325827327,-2.098828799,1.279854895,-1.749941083,1.024611953,1.315570477,-0.95834874,-0.0136155,-1.376424691,S
-0.62260739,-1.351655452,-0.588056871,0.471067891,0.903445637,-0.324207596,0.786691484,-1.041366246,-0.302486438,0.819997947,-0.660252911,S
-0.672776173,0.381597409,-0.375028881,-1.04578412,-1.252387413,-0.784664557,0.446904142,-0.164846395,-0.609471777,0.535694922,-2.556381756,S
-1.252532347,0.994021226,-0.153921445,-0.255792183,-0.60439825,0.060045083,-0.327530837,0.624345217,-0.222515254,0.157464284,-2.259065665,S
-1.69248057,0.927666016,-1.710747596,1.013160611,-0.26450063,0.70210271,0.423708752,0.448713066,-0.375278079,0.092980551,0.541169005,S
-0.080547653,0.865591439,-0.587589228,0.976685658,0.95736707,2.228966829,-0.063493603,2.651030864,0.056715979,0.612474229,-0.034715632,S
