RBM22,SRRM4,SFPQ,NOVA1,SRSF6,RBM3,SRRM1,SF3B1,U2AF2,PRPF8,SRSF3,Cancer
0.48271119,0.700425709,1.293970142,-0.861684171,1.58179769,0.876976917,0.431448802,1.817733226,-0.82514251,-1.340337196,0.426432135,S
0.586684924,0.410156344,-0.123138717,0.120289125,1.721882549,0.642694036,1.604727775,0.067082705,-2.819415118,0.07304238,0.047268131,S
-0.139599192,0.493667208,0.016765958,-0.768533946,0.302123197,-1.839596709,-0.000552812,0.375571084,-3.264453704,1.230720932,-0.200693809,S
-0.282038163,0.345965017,0.563841597,-1.065286918,0.879571518,0.558739982,0.473332618,-0.637183125,-1.378291291,0.054868744,0.07340078,S
0.803195633,0.316172588,1.292897655,-0.89454313,0.00353338,0.787408828,-0.970559193,0.128292942,0.952479821,1.57766168,-1.711209681,S
0.805043406,0.947414528,1.365661555,-0.066131594,1.132565386,0.070426568,-0.880397614,0.024161821,2.146677317,-0.652612552,-0.606759978,S
0.542836224,0.53317358,1.486731967,-1.126947296,0.18416177,1.096187628,-1.236024377,-1.419332712,0.159820932,-0.648902408,-0.440658321,S
0.443959151,-1.337066076,1.149311071,-0.802377782,-0.28300015,1.269175572,1.579095231,1.519381267,-1.667370601,0.924387902,-0.136689384,S
-0.080547653,-1.354322126,1.980942244,-1.53054683,0.18416177,0.522576907,0.946172327,1.850600255,-1.891770665,1.224879924,0.914134809,S
0.764345499,0.971360925,0.335075703,0.329095623,1.809911614,0.365897847,1.262714334,0.000599773,-0.542072454,0.688167629,1.046543419,S
-0.876348542,0.421522549,0.424490635,2.15403513,-0.063839078,-0.703497454,1.030027181,0.000599773,-1.77197415,-0.070699253,-0.088933036,S
0.91825254,0.6475649,-0.425279325,0.264120031,-0.174772308,2.155741683,-0.039632433,0.617185232,-1.98664333,1.999309678,-0.684399974,S
0.746826909,-1.353687334,-0.199696271,-0.286597393,-0.714915839,0.820928879,0.579656796,0.787499785,0.448700448,1.271247479,-0.622655526,S
-0.670579605,0.698526398,1.380552493,-0.6992108,-0.145565841,-0.57597512,-0.475658529,-0.878352512,-0.818081047,1.101195116,-1.146378096,S
-1.172002435,-1.352212341,-0.574508318,0.048874318,1.2353906,-0.851935532,-0.440530466,-0.870429991,0.153980264,0.921226352,-1.001097325,S
0.577581035,0.826488795,1.136643132,-0.874530971,0.365912998,1.769017862,0.973601638,0.48114027,-2.067009748,2.03431734,0.179195022,S
0.931241952,-1.37726596,0.733426762,-0.025410546,-0.181971746,0.796783033,-0.046766721,-1.479125198,-1.047421748,0.877013831,-0.143521522,S
-0.141821524,0.735405348,-1.351790621,0.883526015,-1.077732026,-0.458608462,0.353113437,-0.988941613,0.010441889,0.934304586,-1.283519929,S
0.967816047,-1.37726596,1.823263016,-1.235513393,-0.990931634,0.608417826,0.026514138,-0.800043279,-0.006738017,1.047736307,-1.71612772,S
-2.368617201,-1.37726596,0.411061859,-1.438475511,-0.814438147,0.805175743,-1.49687142,-0.921379193,0.253762878,-0.418646653,-1.345961363,S
-0.393837596,-1.347339317,1.783601605,0.51937883,1.495084773,-1.081209195,-0.587022631,-0.842709807,-0.051529606,1.368461257,0.483628604,S
1.954294574,-1.37726596,0.213213487,-0.352057237,1.222494799,-0.447562057,-0.933649305,-1.04406526,0.039031685,-1.226710208,-1.693012377,S
0.298123192,-1.341367036,-0.354036326,-0.881922713,-0.125576114,1.36890299,0.555917729,-2.080650725,-0.235498792,0.428237413,-1.455583109,S
-0.334603362,0.577328015,-0.843971914,0.47682253,-1.473842756,-1.059339537,-1.621267716,-2.049796405,2.310945362,-0.284101559,0.931033202,S
0.574005802,-1.356160037,-0.258529437,1.646375057,0.097400634,0.83610235,-0.595740147,0.854297507,0.124145639,0.807006469,-0.782310168,S
0.980345403,1.016085187,0.736499147,0.221790674,0.044840838,-1.139641537,0.543084279,0.998479028,-0.490355395,1.977745002,-1.10302444,S
0.581610645,0.484446961,-0.652652919,1.065738121,-1.536946209,1.110955222,-0.169715077,0.817976718,0.250563976,0.467687339,0.622394057,S
-0.033245757,0.436247477,0.663675977,-0.035790925,0.375660485,0.381445103,1.884232574,-0.351218423,-1.057225795,1.193815677,-1.229104126,S
-0.142144202,0.665590551,-0.348108168,0.620736977,0.715445613,-0.099237428,1.70331127,0.204509609,-1.591747117,1.272597193,-1.934140531,S
0.353739363,0.484446961,-0.442644645,0.723023835,-0.213215118,0.819375412,2.191986428,0.579739698,-0.883888249,1.739458094,-1.516943321,S
1.909187595,0.70312461,0.619534184,0.414158252,-1.27191561,1.318837842,-1.419506339,0.324499512,-0.558923538,0.494960335,-2.433734949,S
0.234634233,-1.37726596,-1.011164503,1.88836273,-0.372296053,-0.20192453,0.215611208,1.895697598,-0.43460498,1.46396099,-0.504009843,S
-0.473895517,0.799736242,-0.083203593,-0.078152152,-0.051659336,0.081002407,-0.242844467,0.670668972,-0.902281877,1.239493327,-1.269897177,S
-0.175068325,0.711989324,-0.42528131,0.143763494,-0.220852122,-0.555664017,0.486020731,1.27412455,-0.619485578,2.239146167,-0.740290723,S
-0.820970247,-1.37726596,-0.734416234,0.410662379,-0.329392215,-1.92480729,-0.046766721,-0.434768843,-0.919143416,0.373731991,-1.425275,S
0.144326088,0.327458684,0.125464981,-1.116838189,-0.486762369,-2.690873787,-0.214000776,1.088064805,-0.001980169,1.418495809,-0.598693311,S
0.174557862,0.717075516,-0.127777278,0.121562304,0.125970107,-0.397617157,-0.245722549,1.712914912,1.197895207,1.805950546,0.589440221,S
-1.05774885,0.345835571,1.352519734,0.243788981,0.090833381,0.311027091,0.063341979,-0.538964647,-0.791346339,0.666765275,-0.775427602,S
0.924434939,0.458640903,0.37494872,0.602953841,0.519133616,0.433488429,0.052045374,0.48076553,-0.456260966,0.490988387,-0.273824776,S
-2.108137988,0.549988389,-1.028426885,0.781962344,-1.230751783,-0.753930578,1.027164313,-1.122993849,-0.976647877,0.959353943,-1.835635637,S
-0.296657466,0.979173337,-1.341616154,-0.308595935,-0.818982435,-0.401321714,-0.046766721,-0.20267057,-1.240964323,1.151164001,-2.289029639,S
0.456971811,-1.346637199,-1.213695514,-0.225216837,0.501335898,-1.02324339,0.941999178,0.506289251,0.686148042,-1.085917195,-0.127573437,S
1.006609437,0.500988275,-1.052848952,0.310628952,0.006568854,-1.147172205,-0.046766721,2.16667876,-1.151597024,-0.056288488,-1.15231261,S
0.328575882,-1.336182689,-0.217612864,-0.893562452,-0.079937525,1.653552,-1.065952735,0.000599773,1.092639388,0.533916028,1.754451256,S
0.659069021,-1.348719117,-0.405045897,0.361181432,0.250919068,-0.907933274,-0.046766721,2.633862185,-0.089200315,-0.213726515,1.301525677,S
0.116929388,-1.3275344,0.029207687,0.727360855,0.586930823,0.253364379,2.261460747,0.000599773,-0.333265969,0.045695776,-0.034715632,S
-0.405766523,1.141866229,-0.471233894,-0.344994919,-0.848348585,-0.743946819,-0.339250164,0.639288162,0.315107027,-0.802572191,0.408356914,S
2.604013843,0.52402399,-0.677833941,-0.530567244,-1.389988144,-2.091663167,0.519587241,-0.032675452,-0.324119748,-0.372561295,0.190610739,S
0.234379117,-1.358233757,0.072225909,-0.066131594,0.403006753,-0.417578336,-0.046766721,0.540315301,0.068460608,0.287413456,-0.367934654,S
-0.632549352,-1.340836813,-1.42643683,-1.198452666,-0.475637792,0.965271569,0.583418071,0.095473124,-0.611378414,-0.026682615,-1.061536176,S
0.424612401,0.720938095,0.328205878,0.523824926,0.226533558,-0.82062922,2.069823251,0.000599773,-0.630818682,-1.139193499,1.505349403,S
1.086013386,0.339215372,0.924255825,0.88881554,0.228797119,1.494696814,-0.183387268,0.220266681,-0.311767643,-0.322719219,0.211197594,S
0.48628514,-1.37726596,1.283016554,-1.091659681,0.007483248,0.364761283,0.962164361,-0.197177218,-1.941778201,-1.894455951,0.977024166,S
0.306522766,-1.336217675,0.753928671,0.820998897,0.670076768,0.22646254,-0.74110996,-0.453882047,-0.11783684,-1.281049432,-0.920498036,S
1.024075351,0.484446961,-0.811398794,0.628089934,-0.856870894,-0.444501681,-0.029442056,-1.434703982,0.160249252,-0.817443272,1.454322849,S
0.240137593,0.650409295,0.341129936,-0.646178953,0.759360093,0.194129509,1.193217142,-0.58288582,-0.218970715,-0.429455519,0.249818954,S
0.554006382,0.484446961,-1.366420416,-0.439866554,-1.697702322,-2.23993283,-0.586858334,-0.044301171,1.112636711,-0.112118829,0.899273935,S
-0.765626023,0.526991977,-0.840902265,-1.200827636,0.23207079,-0.877249472,0.741696892,0.260784681,-0.314126113,-0.1912178,0.236287612,S
0.501834226,0.537576803,0.378316559,-0.066131594,-0.306299963,-0.298395334,1.071211985,0.801131092,0.343915043,-0.836225316,-0.404069444,S
-0.034496919,-1.330712261,-0.991745665,0.43838397,-0.815680085,-0.644048253,-0.046766721,0.348382761,-0.115503369,-0.083929973,-0.90845901,S
-1.348614754,-1.37726596,-0.958120984,-0.82037115,-0.528295467,-1.272905577,1.41549277,-0.019850492,-0.366055208,-0.52120043,-0.769061847,S
-2.075417537,0.381537707,-1.247621056,-1.191225275,-1.507382242,-1.042205477,-0.57156485,-0.119393433,1.691076792,-0.39490519,1.306515371,S
-1.618378906,-1.322438089,-1.340139569,-1.458206417,0.271147359,-0.032717769,0.86727295,-0.406588636,0.313291337,-0.450149481,-0.463025966,S
0.542944743,0.484446961,0.510592585,-0.192779779,0.427989135,0.256501801,1.834091799,-0.635682647,0.598021964,-0.308273392,-0.523033557,S
1.404005798,-1.326830338,-0.594775077,-0.399923648,-1.767984837,1.026490709,0.93323333,-0.037842215,0.205428185,-0.147544414,0.277164504,S
-1.444390568,-1.37726596,-1.770552884,-1.263403385,-1.425219202,-1.43968394,0.639841809,0.575018723,-0.123859613,0.64345769,-0.402997888,S
0.084879469,-1.352861178,0.86126562,-0.11188503,-0.312745039,-0.287005084,-1.928028089,0.567361109,-0.706208709,-1.157902379,-0.168656469,S
1.443443468,0.390346258,-0.441475196,-0.291290594,-0.706690446,1.113902205,-0.938522725,0.991208971,-0.402644997,-1.681690592,1.912051356,S
0.947008466,0.484446961,-0.219066161,1.128940106,-0.367907586,0.459908776,0.505368034,-0.745631012,-0.593059694,-1.367187217,-0.618523775,S
1.362912275,-1.32958259,0.668705783,1.397047571,-0.031763239,0.849243769,-0.787476627,-0.166157507,0.116585471,-0.39372085,-0.359035105,S
-0.344811443,1.089254642,-0.246901648,-0.750653488,-0.451520928,-1.537531739,-1.169130287,-1.778271744,1.273944041,-1.191351158,0.628089241,S
-1.579386521,0.650679346,-0.477629718,0.201567135,-0.685816278,-1.337090375,-0.396435935,-1.742723769,-0.142913033,-0.699556807,0.23096562,S
0.121815234,-1.355070046,-0.77649656,-0.172650094,0.844632492,-1.054908351,-0.153204604,-1.515951052,0.039018694,0.100509522,-0.38727042,S
-1.225268566,-1.356916242,-1.259618133,-1.406221227,-0.771563842,0.395129637,-0.234466114,-1.284957586,0.575777876,-0.044752936,0.404484393,S
1.428762461,0.484446961,-0.754688584,0.851576949,0.454505937,-0.37738544,-1.125593998,-1.529090817,-0.356786014,-0.552637106,0.552678837,S
-0.471814616,-1.324083747,-0.186050917,-0.288817879,0.213285907,-0.034468592,-0.244442334,-1.943589422,-0.516297015,-0.010192659,-0.841545271,S
-0.064209965,0.34036396,-0.357862229,1.15988577,0.007381983,-0.481437871,0.960619611,-2.024447556,-0.017534914,-0.412898326,-1.011523957,S
-1.42756798,0.518806974,-1.478523823,0.050603025,-0.34143434,-1.685913613,-0.21712495,-1.163284114,-0.155810204,0.537510998,-0.19806499,S
-0.898171846,-1.37726596,-0.591072202,-0.759948156,-0.096842228,-0.026740461,-1.387637611,-1.762874487,0.91711598,-0.644908373,-2.407386027,S
1.534059028,-1.37726596,0.513550061,-1.529951098,0.51263292,0.150873237,-2.799638188,1.391040443,-0.642503002,-1.525679816,-0.034715632,S
-0.473895517,0.971840288,-0.768822415,-0.091806121,-0.928823511,-1.995885153,-0.636235149,-1.831751141,-0.709193514,0.184420215,-1.460119089,S
-1.00925919,1.16094184,-0.805507226,1.148474151,-0.340516719,-0.997004516,-2.564177704,-1.878358124,-0.464237371,-0.493897475,-0.244811271,S
0.619010809,0.471968281,-1.308848886,0.342476764,-1.374094596,-0.391998018,-3.110680828,-1.804193133,0.974474376,-0.894964936,-0.648485527,S
-0.628242725,0.553890585,-2.080845965,0.364060033,-1.463201168,-1.614596716,-0.042181097,-2.363559909,-1.131061048,0.219345317,-2.317639794,S
0.403818581,0.517166174,0.086088998,-0.03583395,0.337226703,0.538751756,-0.578856202,-1.6705805,-1.044709025,1.232237766,-0.684122038,S
-0.780610276,0.584405862,-0.365119314,0.509051992,-0.300833738,-1.92437015,-0.001361198,-2.17760767,0.794948818,0.220272777,-0.011250129,S
0.237429955,0.484446961,1.339409194,-0.389211574,1.233042782,0.070426568,-0.367482044,-1.631156785,1.132935112,-0.772815906,1.316202035,S
1.371807069,0.484446961,1.395407103,-0.724206238,0.18416177,-1.438434164,-0.331158671,-1.518788023,-0.253873411,-0.233742518,-1.245481501,S
1.123708294,0.904293876,0.92524556,-0.33044227,0.31569275,0.895698214,0.994483758,0.07306184,-0.809976164,2.097771853,-0.776853422,S
-0.083352621,-1.326684646,0.631881942,0.403786378,0.898554694,0.459035423,0.013571028,-1.754903832,-0.954822347,0.334530492,-0.131779741,S
-0.46611838,1.124509605,0.628642822,0.567849658,0.82857277,0.32333619,-0.598386354,-1.475879985,-0.546780774,-0.800864498,-0.855120896,S
-1.480635821,0.691713532,-0.595393697,-0.28371247,1.885525338,-0.411583939,-1.452580256,-1.441528308,0.037794432,-0.867752461,-0.034715632,S
-0.902887028,0.506791211,-1.702285618,-0.002159061,0.524158798,-0.549429221,-0.468382889,-1.884167986,-0.056278158,-0.774531557,0.034250138,S
1.395166444,-1.346720522,0.811264256,-0.879656526,2.024011976,-0.324292462,0.397555862,-2.327953623,0.315135969,-0.44528069,-0.666806195,S
0.812229643,0.484446961,0.377984281,-0.449058114,1.358576995,-0.832075908,-0.178814288,0.617536162,0.032589923,-1.518481319,-0.294473595,S
-0.725474438,0.625093418,-0.225479067,-0.495442341,1.881914519,-0.028197631,0.183273154,-1.222533163,-0.056250345,0.852023698,-0.743613207,S
-2.682955261,-1.33146766,-0.118936651,-1.515987269,0.038341073,-3.010868776,-1.904546669,-1.140877412,-0.337007355,-0.473097727,-0.687834806,S
2.316102562,0.736033301,0.632744424,-0.182960624,0.558918644,-0.122617135,-0.235585224,-0.282056991,0.52282562,0.491855758,-1.096248493,S
-0.417112935,0.688609057,-0.718420303,0.362856591,-0.18407708,-0.144931004,1.704591462,-0.27674374,0.739701865,1.149935095,-1.060845539,S
-0.108366642,0.553396825,0.607000182,-0.293058786,2.133803637,1.452119585,-0.46593777,-1.10950053,1.239757765,0.941259407,-1.309207063,S
0.496540179,0.863084383,-0.022932115,0.864648621,0.135921899,0.007049717,-0.046766721,-0.431313423,1.691543697,-0.986040034,-0.189627764,S
-0.551764737,0.568990817,-0.077007665,-0.084527677,1.255825807,0.1277447,-0.708153677,1.955744199,-1.200283652,-0.225636726,0.607896032,S
-0.981155944,0.706670861,-0.621788028,-0.042954077,0.838409514,-0.170117398,1.301991936,0.232552258,0.652447433,0.221416867,-0.895598955,S
-0.146141912,0.916932741,-1.319880385,0.32310353,0.577589285,0.070426568,-0.577988861,-0.068986086,-0.481746318,1.218269581,-2.053277518,S
1.566429669,-1.351381114,1.033911658,-0.755124854,1.845197704,2.276113019,-0.077140752,-0.177243151,-0.79442884,1.098195415,-1.177922856,S
-0.820641574,0.959750839,-0.719635633,-0.169762707,-0.135420153,-0.113360345,1.119467519,-0.545754468,-0.431191051,-0.092155516,-0.873747596,S
-0.477749661,-1.329246124,-0.376485964,-2.244975953,0.752635088,-1.157812479,2.105275688,1.826192816,-0.114864939,-0.092155516,0.781505624,S
-0.195026779,0.763842485,0.112675611,0.941969467,0.647621224,0.893089081,-0.262306323,1.218997324,-0.355508648,2.490740696,-0.501082722,S
0.018023485,0.97684003,0.394274244,1.813654755,-0.554202883,-0.031688043,0.540877109,-0.91180817,1.789351855,0.45156846,0.088923289,S
-0.080547653,-1.325261466,0.406866429,0.612544132,-1.103265695,-0.60167432,0.618855351,0.855950311,1.042262172,-0.348656095,0.659711636,S
-0.080547653,-1.37726596,2.138775308,-3.351560758,-1.343417822,-1.53363025,0.948796241,-0.233608026,0.111799285,1.04521941,-0.779890767,S
-1.214250423,-1.37726596,-0.374648931,-2.123266155,0.049136036,-0.613603593,-0.166385833,-0.201383498,-0.494222312,2.449061119,-1.880363271,S
0.560328124,-1.346199531,-1.035058723,1.953027762,-0.117683131,-1.403146451,0.907607849,-0.076446875,0.149237888,0.984697963,-1.089239552,S
0.086366527,0.940646196,2.083451581,0.324340784,-1.362185177,1.959953306,1.163592134,0.372022579,-0.307213152,1.490395664,0.651454155,S
-1.998156228,0.345414606,1.260085477,0.625583575,-1.008510676,-1.650121573,0.267412634,0.149075211,-1.577594179,0.01508449,0.910189984,S
0.31683911,0.738906421,0.362980436,0.390671426,-1.144099986,1.617751362,-0.107185273,-2.019940348,-1.082250672,0.727987772,-1.004212622,S
0.664387333,0.440563235,0.128721724,0.48268388,0.330206458,-0.645569994,-1.119883545,-0.86558587,0.487367788,-0.919624029,-0.488527847,S
1.234415333,0.974442013,0.653891956,0.013945004,-1.170906592,0.333047801,-0.673179393,-0.885436284,-0.119361504,1.403239934,-0.732456477,S
0.317135597,0.96755769,0.112441482,0.952441738,-1.11097726,-1.221781448,-0.716859867,-1.564205862,-0.115164287,-0.836016811,-0.495417412,S
-0.789235787,1.152402731,-1.048107094,0.749946168,-0.684581983,0.091531027,0.581877974,0.500737487,0.13229724,2.420251701,-0.36373721,S
0.66491979,0.484446961,-0.560644631,1.900091846,-0.976114686,-0.056017436,-0.001282236,-1.176952102,0.663569588,0.908224569,-1.176890945,S
-0.336391516,0.484446961,-0.641717641,1.660564186,-2.107324367,1.013164879,0.065011182,-1.790135722,-0.734760189,0.127602769,-2.222806428,S
0.549017366,0.312449027,0.803093082,-0.6065425,-0.868853304,0.070426568,1.2151478,0.303591787,-0.000581133,1.283522358,-0.896657189,S
-1.436774585,0.484446961,-1.673410457,-0.066131594,-0.70457233,-0.045709203,0.828045416,-0.395425146,0.068460608,1.039977197,-0.931049537,S
0.41559696,1.184570554,-0.641866689,-0.186187966,-2.157428226,0.627395605,-0.421815155,-0.131379463,0.030294019,1.838212819,-0.82941377,S
-1.605074564,-1.355476589,-1.11183677,0.524465645,-0.326628487,-0.525527037,-1.293921625,0.480744438,-0.707799458,-0.835268697,-0.431667635,S
0.302812504,0.657167143,-1.378224875,0.688391454,-2.108885412,-1.7407838,-1.202198477,1.275654424,-0.465210728,-0.64463729,0.510089475,S
0.753676811,0.887263317,-1.497531553,0.700332884,-1.805453131,-1.073757482,0.018758939,-0.01728956,0.148273998,-0.085951969,-0.792993868,S
0.255808953,-1.336162702,0.304310833,-0.693802988,-1.045224772,-0.401037887,0.364608248,1.159672651,0.659791278,1.706054818,-0.825308997,S
-0.597811818,0.452481143,0.135487777,1.396466658,-0.278995607,0.480085705,-0.141722399,0.107052281,-0.173099535,-0.092155516,0.186562503,S
0.075965108,0.484446961,-0.210446444,0.731927091,-1.562742579,-0.588810099,0.105920222,2.217360325,-0.066798726,0.167001199,1.501043391,S
0.122633472,-1.3403615,-0.321289026,1.00330289,-1.002823046,1.457576283,0.571256817,0.03470836,0.088033833,0.375181562,-0.405071077,S
0.58340443,0.652868115,-1.095288974,-0.750258387,-1.139319803,-0.302820713,-0.089819429,1.570337121,1.01094408,0.323917024,0.633020613,S
