Index	Var	Imp
7	SF3B1	0.893813131313131
8	SRRM1	0.831186868686869
9	SRSF3	0.741666666666667
1	NOVA1	0.657954545454545
6	RBM3	0.620959595959596
5	RBM22	0.590151515151515
4	SFPQ	0.411237373737374
2	SRRM4	0.352651515151515
11	U2AF2	0.310479797979798
10	SRSF6	0.295833333333333
3	PRPF8	0.294065656565657
