NOVA1,SRSF1,RNU4,RNU4ATAC,Clase
1.15906606387204,0.777660924395511,-0.0332063907365962,0.462645863278184,N
-1.08435329844151,0.294282277500919,1.02166138543901,-1.62443907438692,N
-1.14157024265938,1.10152195150878,0.545139260243746,-0.624213211009375,N
-1.65938541676612,0.224408676123046,0.154396582184814,-0.0245288414322697,N
-0.282903257416928,-0.0591182932093364,0.787615417075018,-1.03862184387639,N
-0.736687054246859,0.425695386447251,-0.113016569211351,-0.607121932481101,N
0.4707962695915,-0.298461408326829,0.734233826536972,0.176688164202766,N
-0.955741250009427,-0.614974095732101,-0.98720108549625,0.744313033712468,N
-0.625126334801933,0.118365810180637,-0.240600785400373,-0.661233156427418,N
0.18476827927423,-0.187800800820167,1.33342633948589,-0.378904329530007,N
-0.304494277056809,-0.673455357959842,-1.33163799422893,1.5543880348432,N
-0.624557140055863,1.96255573193802,-0.502008221099842,0.751655914729571,N
1.65563135340781,1.08241411713721,-0.00743030495629266,1.01819599474842,N
-0.983154797037718,-0.332836308936359,-0.271577278396022,-0.524404851768765,N
-0.253485577842171,2.16445600784932,2.46772874447273,-1.14652395199477,N
-1.2991448332216,-1.31048667848428,-0.249013872308791,-0.337379298499056,N
1.37794602164125,1.17527858018075,0.300095235822333,0.168846830712035,N
-0.0867373551540748,0.160408293886309,-0.433888097713066,0.382339095689637,N
0.571187390181793,1.02614899554676,1.22716209145995,-0.34750716095817,N
0.388737411694416,1.95305397391171,2.6310147848011,-2.25743411505647,N
0.768810240268259,0.700902387157218,1.11517634040832,-0.641977093158965,N
0.75758170849371,0.992858301827557,1.19845150722128,-1.4731823291011,N
-1.41753145024738,-1.56121239363326,-0.460938692783807,0.173607200611165,N
1.45970895438481,0.620884273360784,0.95839774915821,0.0130267421357163,N
-0.660043496226797,-0.156440782796556,0.491977696907231,-1.3802621964964,N
-0.1444348335297,-0.104699962944842,0.28049602404929,-0.583312196697511,N
-0.473327787469134,0.313969683219521,-0.716911576461279,0.73873400319993,N
-0.558509028511039,-0.773829579577899,-0.820655995420171,-1.07002751397118,N
