X0hESRP1,X0hSRSF1,X0hSRSF5,X0hRNU2,X0hRNU4,X0hRNU5,X0hRNU6ATAC,X4hESRP1,X4hNOVA1,X4hSRSF1,X4hRNU1,X4hRNU12,X4hRNU2,X4hRNU4,X4hRNU4ATAC,X4hRNU6,X4hRNU6ATAC,Clase
-0.427121802743382,-0.788788369683218,0.126326394282312,-0.556911048115837,-0.298033753757568,0.403042814193253,0.0248930014444408,-0.449751487036007,0.328023642466706,-0.00556497759704343,0.0102368878074621,2.09773287917344,0.506933586140448,-0.334988730288078,1.51560240840846,-2.34072804816645,0.598740550152761,N
-0.750143437944444,-0.927637457590369,1.19043071123913,-0.137932096270164,-0.928276373236655,2.31724718671275,0.774349001691338,-0.535065679935789,-0.585094836886066,-0.661258891699894,0.125177150658852,0.115287954959196,0.387071613447916,-0.053036797087437,-1.09044496182367,-0.320935248406763,0.0156428004036,N
-1.71842560446033,-1.58296013870903,1.29572603141346,-0.948225771067246,-2.43957023468853,0.273463111424241,0.620961746938056,-0.243405514364083,-1.41878012983344,-0.41594781149533,0.329010644093627,-1.63700042317136,-0.493865507615711,-1.76040101918126,-1.89022975502049,-0.904662257841844,0.177907554810005,N
-0.0830866557478265,1.08299194208074,-1.07416888327682,0.8287397971133,1.15200071099534,-0.0636472979080822,0.109364330305654,0.344688058583088,-2.3487619334358,1.25854872789178,-1.10769610556016,0.389295768222736,0.758932811770343,1.17348606105636,1.46178084364093,-0.284696265142372,-0.0831638922673404,N
-0.860602658629978,-0.20277850297274,0.109309951351725,0.488187712687706,-0.710297152470333,-1.30220819363176,0.411245183274308,0.864688127986002,-0.264449736103406,-0.260173391397641,0.0764837574129916,-1.39155421984998,0.722139280235248,-0.042407903997413,-0.284652727802028,0.395983468339294,-0.405146063822293,N
0.990492957089072,-0.593868991850315,0.194201798612433,0.196578573712086,0.845477433329595,2.3627820757388,0.799278768148432,0.281172049657974,0.366522223203005,-0.174293209681856,0.130214744274228,-1.05654483053098,-0.206486559152514,0.605269724113153,-0.326120821897152,-0.190830502788421,0.286519070664238,N
0.958095649724848,0.701698297873894,1.8624024899342,2.17616111724749,-0.0620169144430075,1.40189455004502,-0.110552885615758,0.417954465324093,0.157861028771563,0.444671822643708,-0.00015282962948593,-1.32758840203758,2.10096230684793,0.560669832695472,-1.99649336613987,-0.387431456468653,-0.178199740704059,N
0.602378234709727,0.20679401579301,0.99444616513179,0.879178781776392,-0.648979359969219,0.0317217514066593,-0.444153393962418,-2.22266740372791,-1.30725894174875,-2.10152435092341,0.779949498864015,-0.228175209190766,-0.2697739468333,-1.31633409737795,-1.48966734317645,0.357469171876507,0.609374256111465,N
0.699010756320487,0.393304741902205,0.258879891110222,1.34306012159717,0.376720164706243,1.46762465662285,0.729779492549755,-0.00383482348014848,0.496557360666749,0.519654013101321,-0.0284474367847266,0.447662136076213,0.892706944424822,0.0701478039079557,0.157700852075937,-0.741276750355236,0.291227178108183,N
-0.423923538464343,-0.443131926473805,1.22460361415786,0.599106656475833,-1.60020928010125,0.439190523520614,-0.0221559293276303,-1.06593174872748,-0.869956771759841,-0.658638412952599,0.435753743101369,-1.22480979892249,1.35411646870427,-0.466511917147502,-1.97169355314313,-1.0381642083008,-0.600661128694917,N
