Index	Var	Importance
3	PRP8Mono	0.897562582345191
7	U1Mono	0.689558629776021
1	CA150Mono	0.679347826086957
34	SRM160Mono	0.628211462450593
12	UA2F2Mono	0.619812252964427
22	NOVA1Mono	0.613636363636364
25	PTBMono	0.612071805006588
2	FBP11Mono	0.58786231884058
6	SF3BTV2Mono	0.581768774703557
36	SRSF10Mono	0.575757575757576
5	SF3BTV1Mono	0.565876152832675
18	CUGBPMon	0.562664690382082
33	SND1Mono	0.560029644268775
4	RBM22Mono	0.556818181818182
41	SRFSF9Mono	0.553112648221344
44	TRA2BMono	0.538208168642951
17	U6atacMono	0.530797101449275
15	U5Mono	0.51268115942029
31	SC35Mono	0.507493412384717
42	TIA1Mono	0.502717391304348
28	RBM3Mono	0.497941370223979
16	U6Mono	0.49703557312253
32	SKIPMono	0.490036231884058
20	ESRP1Mono	0.487236495388669
38	SRSF4Mono	0.481637022397892
24	PSFMono	0.480566534914361
30	SAM68TV1Mono	0.480566534914361
39	SRSF5Mono	0.476449275362319
10	U2Mono	0.465497364953887
21	MAGOHMono	0.447957839262187
43	TRA2AMono	0.447957839262187
11	U2AF1Mono	0.438076416337286
19	ESRP2Mono	0.435441370223979
37	SRSF3Mono	0.434288537549407
13	U4Mono	0.432312252964427
27	RBM17Mono	0.427371541501976
29	RBM45Mono	0.42671277997365
8	U11Mono	0.41897233201581
23	nSR100Mono	0.414278656126482
35	SRSF1Mono	0.411808300395257
40	SRSF6Mono	0.411808300395257
14	U4ataMono	0.383646245059289
26	RAVER1Mono	0.37985836627141
9	U12Mono	0.356554677206851
