Index	Var	Importance
1	HbA1c	0.933680555555556
3	Glu.120	0.682638888888889
2	Glu.ayunas	0.565625
8	ISI	0.538888888888889
7	MISI	0.502430555555556
6	DI	0.486111111111111
4	HIRI	0.430902777777778
5	IGI	0.359722222222222
