Index	Var	Importance
3	PRP8Mono	0.882447665056361
1	CA150Mono	0.689533011272142
7	U1Mono	0.67475845410628
35	SRM160Mono	0.642914653784219
34	SND1Mono	0.635024154589372
24	nSR100Mono	0.616103059581321
42	SRFSF9Mono	0.611674718196457
12	UA2F2Mono	0.608856682769726
2	FBP11Mono	0.590338164251208
41	SRSF6Mono	0.581964573268921
22	MAGOHMono	0.572061191626409
4	RBM22Mono	0.568760064412238
6	SF3BTV2Mono	0.565861513687601
17	U6atacMono	0.563285024154589
16	U6Mono	0.556682769726248
5	SF3BTV1Mono	0.542592592592593
26	PTBMono	0.5414653784219
10	U2Mono	0.539855072463768
32	SC35Mono	0.526328502415459
21	ESRP1Mono	0.523349436392915
37	SRSF10Mono	0.509661835748792
15	U5Mono	0.505716586151369
19	CUGBPMon	0.503341384863124
18	CELF4Mono	0.496537842190016
31	SAM68TV1Mono	0.488325281803543
40	SRSF5Mono	0.481400966183575
39	SRSF4Mono	0.472866344605475
28	RBM17Mono	0.47061191626409
29	RBM3Mono	0.461916264090177
45	TRA2BMono	0.459500805152979
11	U2AF1Mono	0.456682769726248
43	TIA1Mono	0.446859903381642
38	SRSF3Mono	0.445893719806763
33	SKIPMono	0.442914653784219
44	TRA2AMono	0.4414653784219
30	RBM45Mono	0.440016103059581
8	U11Mono	0.410547504025765
36	SRSF1Mono	0.409983896940419
25	PSFMono	0.407085346215781
23	NOVA1Mono	0.406924315619968
13	U4Mono	0.384621578099839
20	ESRP2Mono	0.38365539452496
14	U4ataMono	0.366022544283414
9	U12Mono	0.353220611916264
27	RAVER1Mono	0.32037037037037
