alphas,nsteps,scale,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0985424647340551,6,2.11769668885972,0.751383838383838,0.448787878787879,0.868518518518519,0.103072935463609,0.182529694540888,0.103414804669786
0.141069876053371,10,3.13509775447892,0.753292929292929,0.440909090909091,0.875185185185185,0.0979494888252323,0.158716532185707,0.0985066586548708
0.216363991936669,2,3.33751765755005,0.757717171717172,0.450909090909091,0.875185185185185,0.0973110740384205,0.157560484751371,0.0949415958731127
0.230507698748261,4,1.06423842202639,0.745989898989899,0.45030303030303,0.868518518518519,0.0998721027880369,0.151137669795819,0.100024830179692
0.36811185372062,7,2.90476627275348,0.751878787878788,0.466969696969697,0.871851851851852,0.105140242463758,0.16751725573202,0.102739542782704
0.437838221061975,7,1.72813639981905,0.746787878787879,0.466969696969697,0.868518518518519,0.100310002939094,0.16122365040758,0.100024830179692
0.465891399886459,8,2.35734210821101,0.752818181818182,0.473333333333333,0.871851851851852,0.101093227202854,0.167660946071128,0.0993265245480043
0.476814853469841,10,0.779012356419116,0.750020202020202,0.47,0.871851851851852,0.097952203578148,0.161835263794948,0.0993265245480043
0.509980539348908,9,1.72419056738727,0.751151515151515,0.473333333333333,0.871851851851852,0.099320772882065,0.167660946071128,0.0993265245480043
0.520363575173542,5,2.06787525274558,0.751151515151515,0.473333333333333,0.871851851851852,0.099320772882065,0.167660946071128,0.0993265245480043
0.605492771696299,10,0.423415259632748,0.74420202020202,0.473030303030303,0.861851851851852,0.0987772850161147,0.164131666511198,0.104422567747736
0.615278686606325,10,2.54410170082701,0.752818181818182,0.473333333333333,0.871851851851852,0.101093227202854,0.167660946071128,0.0993265245480043
0.620753817213699,10,2.25726816256065,0.751151515151515,0.473333333333333,0.871851851851852,0.099320772882065,0.167660946071128,0.0993265245480043
0.836953793698922,7,2.09740167402197,0.753787878787879,0.479393939393939,0.875185185185185,0.100383089642735,0.166843071837909,0.101947128315422
0.847460125014186,7,1.56331761309411,0.754090909090909,0.479393939393939,0.875185185185185,0.10020028477812,0.166843071837909,0.101947128315422
