threshold,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.231132681036682,0.681407407407407,0.700909090909091,0.588148148148148,0.108981603886961,0.122952886782686,0.130719374952369
0.261911151603727,0.682043771043771,0.707272727272727,0.584814814814815,0.109240343886142,0.125953756662225,0.131678211606736
0.32981632834357,0.681774410774411,0.71030303030303,0.571481481481481,0.109159010579386,0.127535182442025,0.121108943470121
0.378785744619806,0.67986531986532,0.716969696969697,0.564444444444444,0.109506546384466,0.126795642615296,0.123086460317515
0.646883336172897,0.676939393939394,0.736363636363636,0.517777777777778,0.111679639029282,0.123407496078416,0.13057817526393
0.709414618602066,0.671144781144781,0.73969696969697,0.494444444444444,0.113461053931139,0.126497489678775,0.130387313133367
0.764935076758713,0.671326599326599,0.758181818181818,0.471111111111111,0.11695890946856,0.134662323215575,0.123024188853237
0.966168418562787,0.658127946127946,0.8,0.391111111111111,0.120811397091967,0.138159542834171,0.109583366718621
1.05245705012097,0.647464646464647,0.834848484848485,0.277407407407407,0.119919692644107,0.130502750879362,0.139892415432569
1.101924315574,0.641720538720539,0.856363636363636,0.21037037037037,0.11721877615675,0.122512874379449,0.124856097102548
1.10534978463752,0.641353535353535,0.856363636363636,0.203703703703704,0.117633354176731,0.122512874379449,0.12796781914183
1.16864558561439,0.636824915824916,0.903333333333333,0.142222222222222,0.112099839758836,0.103940140316771,0.11234563223068
1.19948292434283,0.630451178451178,0.913030303030303,0.115185185185185,0.112194705857147,0.104792085627786,0.105549841883406
1.20434895686989,0.630754208754209,0.916060606060606,0.101481481481481,0.112553138105012,0.100460136394814,0.10257366428888
1.22721365646883,0.625632996632997,0.943333333333333,0.0848148148148148,0.110778075616315,0.092975981335763,0.0887203062927951
