lambda,NumVars,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0621858690859887,1,0.575942760942761,0.679090909090909,0.41,0.113454900845428,0.121596438804327,0.159136398598423
0.000578188298955714,2,0.595814814814815,0.62969696969697,0.498518518518519,0.12109059472567,0.124349165351159,0.176883125624102
0.273627485434435,2,0.595814814814815,0.62969696969697,0.498518518518519,0.12109059472567,0.124349165351159,0.176883125624102
0.959749559409156,2,0.595814814814815,0.62969696969697,0.498518518518519,0.12109059472567,0.124349165351159,0.176883125624102
0.000733192538823477,3,0.614868686868687,0.654848484848485,0.525185185185185,0.130974784205652,0.121252213850063,0.182852226818711
1.50556357095685e-05,5,0.679010101010101,0.642727272727273,0.65037037037037,0.124722875946577,0.133654382168705,0.180669332459098
3.2474381708719e-05,5,0.679010101010101,0.642727272727273,0.65037037037037,0.124722875946577,0.133654382168705,0.180669332459098
0.000703698329220476,5,0.679010101010101,0.642727272727273,0.65037037037037,0.124722875946577,0.133654382168705,0.180669332459098
0.00151457501714633,5,0.679010101010101,0.642727272727273,0.65037037037037,0.124722875946577,0.133654382168705,0.180669332459098
9.37234139980598,6,0.711292929292929,0.626666666666667,0.676666666666667,0.120363768719289,0.138693437726778,0.186549634905901
0.486844678833862,8,0.723814814814815,0.623333333333333,0.696666666666667,0.107696412056488,0.128158212400605,0.178617509106434
0.000318328158604514,9,0.721181818181818,0.615151515151515,0.693333333333333,0.108475248922277,0.15951503399995,0.18328630535804
0.000637152252529522,9,0.721181818181818,0.615151515151515,0.693333333333333,0.108475248922277,0.15951503399995,0.18328630535804
0.0129130212487418,9,0.721181818181818,0.615151515151515,0.693333333333333,0.108475248922277,0.15951503399995,0.18328630535804
1.45301648259953,10,0.712589225589226,0.626666666666667,0.69,0.10267505389276,0.160078588090245,0.174450423305794
