lambda,lambda2,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0100849239630357,0.000151034916512482,0.78250505050505,0.73969696969697,0.698888888888889,0.105357034765938,0.148027466071347,0.151685576972195
0.0210763554514007,0.000177315479856223,0.790915824915825,0.74,0.718888888888889,0.101526104284735,0.154713167343088,0.148158843802927
0.024844983288637,0.0391366852920814,0.772622895622896,0.723939393939394,0.705555555555555,0.107040434208482,0.153694565839941,0.134722962829263
0.0577819615608172,0.233371527000872,0.742841750841751,0.735454545454545,0.642222222222222,0.123795285627892,0.143667509817044,0.145878527935844
0.0604848765790784,0.292326685604697,0.738939393939394,0.729393939393939,0.625555555555556,0.125329547755378,0.153865058282735,0.148675148232651
0.0803397464453462,0.000208748897388565,0.778222222222222,0.73969696969697,0.695555555555556,0.100677853437852,0.147622621882617,0.133480123539656
0.0876821139754696,0.000308805372310529,0.775063973063973,0.73969696969697,0.692222222222222,0.102371184237694,0.147622621882617,0.134609157832961
0.0888012800400746,3.85398418517141e-05,0.775063973063973,0.73969696969697,0.692222222222222,0.102371184237694,0.147622621882617,0.134609157832961
0.0960583271551687,0.0656490728324762,0.762333333333333,0.739090909090909,0.662222222222222,0.117386806839997,0.136544289949076,0.13057817526393
0.0990905654577518,0.295266312038243,0.733703703703704,0.773333333333333,0.564444444444444,0.128234917930965,0.137889753488185,0.133218341217648
0.100851035413056,0.0244175349239895,0.768686868686869,0.742424242424242,0.672222222222222,0.111358588903481,0.136777498056302,0.120935406308226
0.114979873822422,0.119504993238507,0.745962962962963,0.754242424242424,0.618518518518518,0.123461434254325,0.131077985209251,0.134234925350172
0.118797994614429,0.000510159440341766,0.769356902356902,0.742727272727273,0.678888888888889,0.107482837810024,0.138348151004241,0.133120839614047
0.126085409043937,0.000310518470439562,0.76562962962963,0.742727272727273,0.665185185185185,0.110495402875307,0.138348151004241,0.146848063064027
0.129785905585321,0.00101295119366709,0.763454545454545,0.742727272727273,0.658518518518519,0.112542711729444,0.138348151004241,0.147403620865644
