degree,nprune,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,3,0.845473063973064,0.840606060606061,0.771481481481481,0.100856391654675,0.107213025555969,0.164408283622117
2,3,0.846079124579125,0.843939393939394,0.774814814814815,0.099488825123382,0.110623594035489,0.161804777896497
1,4,0.85939898989899,0.821818181818182,0.781481481481481,0.099307165737664,0.115723159003635,0.158438886194129
2,4,0.845880471380471,0.818787878787879,0.751481481481482,0.0944448483380793,0.1164922225796,0.165846855589761
1,5,0.84680303030303,0.824848484848485,0.761111111111111,0.102446481013171,0.116809815963164,0.160902890946768
2,5,0.863040404040404,0.83030303030303,0.758148148148148,0.089475283505132,0.106160573875691,0.163551560976262
2,6,0.855919191919192,0.833636363636364,0.768148148148148,0.0933725019628498,0.113020903853641,0.147137677837917
1,7,0.836740740740741,0.808787878787879,0.777777777777778,0.106799311455723,0.108080043096672,0.149868680987995
2,8,0.85793771043771,0.833636363636364,0.785555555555556,0.102237624932974,0.10992756494838,0.165272585964368
1,9,0.82449494949495,0.805454545454545,0.764444444444444,0.109808845945099,0.111917406341106,0.149510340269811
1,10,0.818350168350168,0.805151515151515,0.760740740740741,0.119882743591487,0.114686267961322,0.151077676415327
1,13,0.818956228956229,0.805151515151515,0.757407407407407,0.118156285539945,0.114686267961322,0.151284646055887
2,13,0.848552188552189,0.818484848484848,0.778148148148148,0.104049285020425,0.139053580200652,0.15469062585084
1,14,0.818956228956229,0.805151515151515,0.757407407407407,0.118156285539945,0.114686267961322,0.151284646055887
