alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0116515217814595,0.0024965835159853,0.720757575757576,0.688181818181818,0.673703703703704,0.0909881607838437,0.127365617691601,0.12965827087349
0.0890508573502302,7.24087183431432,0.5,1,0,0,0,0
0.302097230451182,0.00698333062543822,0.725491582491583,0.688484848484848,0.673703703703704,0.0914605722671357,0.131022532990437,0.118543859040644
0.306352204876021,1.507145252742,0.5,1,0,0,0,0
0.44646734977141,0.00184730030782681,0.721427609427609,0.694848484848485,0.68037037037037,0.0911019346058691,0.138194260562849,0.133482781293859
0.46335953916423,0.0292569815614368,0.742087542087542,0.707575757575758,0.66,0.0912579024858119,0.129494343617677,0.109862718623654
0.58752615749836,0.00213350628812465,0.723306397306397,0.694848484848485,0.68037037037037,0.0914309143387435,0.138194260562849,0.125493774286626
0.622737222816795,0.231046244582528,0.570909090909091,0.993636363636364,0.00666666666666667,0.113359286027646,0.0242469953893044,0.0253708131702462
0.731760821770877,0.00116702453412176,0.721090909090909,0.694848484848485,0.683703703703704,0.0905559470885641,0.138194260562849,0.130027122734129
0.736886369530112,7.73762262784915,0.5,1,0,0,0,0
0.848964765900746,0.0102970707717423,0.734346801346801,0.697575757575758,0.67037037037037,0.0934067003582143,0.145139418304269,0.113248910534244
0.894238524604589,1.41376834219551,0.5,1,0,0,0,0
0.906234073219821,0.0357043380940987,0.745683501683502,0.723333333333333,0.66962962962963,0.0896302007247568,0.130624981961399,0.127320799812883
0.98769047181122,0.0046588932716282,0.727454545454545,0.697575757575758,0.674074074074074,0.0919040961955601,0.134521164742413,0.120779832109806
0.998739019734785,0.0471523190938424,0.738659932659933,0.735757575757576,0.666296296296296,0.0891527697610137,0.134224248741866,0.130476525630471
