threshold	pruned	logLoss	AUC	prAUC	Accuracy	Kappa	Mean_F1	Mean_Sensitivity	Mean_Specificity	Mean_Pos_Pred_Value	Mean_Neg_Pred_Value	Mean_Precision	Mean_Recall	Mean_Detection_Rate	Mean_Balanced_Accuracy
0.01	yes	12.0458639104001	0.63779510484452	0.182784776412187	0.552631578947368	0.256616800920598	0.465737514518002	0.459899749373434	0.756671455313221	0.481962481962482	0.762351687059696	0.481962481962482	0.459899749373434	0.184210526315789	0.608285602343327
