Ca150,Celf4,CUGBP,ESRP1,ESRP2,FBP11,Magoh,Nova1,nSR100,PRP8,PSF,PTB,Raver1,RBM17,RBM22,RBM3,RBM45,Sam68tv1,Sc35,Sf3btv1,SF3btv2,SKIP,SND1,SRM160,SRSF1,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,SRSF10,Tia1,Tra2A,Tra2B,U1,U2,U4,U5,U6,U11,U12,U2af2,U6atac,Class
2.35481,0.005225,0.070439,120.21821,0.174297,0.046542,0.33734,0.083413,0.512591,0.259758,8E-05,0.184004,0.069579,0.022959,0.019467,0.330191,0.034227,0.199405,0.22467,2.324878,0.345769,0.000204,0.161986,1.300154,1.095799,0.160056,0.088795,2.072699,0.037117,1.049995,0.407129,5.189913,0.653613,0.047789,0.313546,3693.932788,54.159012,6.346794,68.38788,66.268625,0.439304,0.050539,0.590792,N
3.278363,0,0.408442,169.842445,0.325448,0.029176,0.381868,0.071608,0.957194,0.409784,1.5E-05,0.348814,0.026087,0.029444,0.035571,0.280545,0.066565,0.118003,0.057513,1.303697,0.251048,9.7E-05,0.251329,1.565919,1.482361,0.175273,0.20516,2.115633,0.022041,0.796078,0.564699,7.254787,0.898205,0.088383,0.204638,992.193249,37.860223,71.807495,24.926625,24.109153,0.462869,0.020841,0.219129,N
2.615681,0,0.149147,120.506749,0.861963,0.404468,0.867913,0.072584,1.544816,1.765711,0.001087,2.359667,0.608936,0.270715,0.101373,1.57103,0.330892,1.531902,1.36163,19.855448,1.011245,0.001668,1.915935,4.06511,1.136043,1.582504,1.990221,6.071447,0.212481,12.049068,2.148515,7.526775,3.814994,1.826333,4.865297,4268.314913,55.838107,62.703608,43.574147,77.270838,0.499032,0.276898,0.615075,N
3.855083,0,0.106902,189.626859,0.428472,0.102925,0.438716,0.022205,0.536771,0.363832,0.000127,0.809578,0.164325,0.058573,0.037522,0.680152,0.154379,0.329696,0.247717,4.259607,0.466316,0.00025,0.78573,2.263612,1.655697,0.499979,0.318476,3.738859,0.034255,2.533963,0.864079,8.18769,1.607281,0.302605,1.162835,1448.903573,37.041038,8.828199,23.225596,49.343457,0.680737,0.077197,0.151377,N
2.144362,0.068806,0.259257,106.380979,0.484238,0.477149,0.809978,0.376761,0.181912,2.577789,0.001349,4.544522,0.838048,0.383737,0.141949,2.068479,0.485294,2.830715,2.533076,29.560586,1.06674,0.004137,2.015478,5.505775,0.812261,2.718248,3.313528,6.630829,0.321265,16.158884,3.527838,7.502439,4.205661,3.021196,5.862524,3579.403394,53.581346,232.563161,36.211222,73.79496,0.348523,0.478233,0.829402,N
2.448851,0,0.160032,110.684082,0.53963,0.248593,1.031856,0.170452,0.430479,1.977359,0.001279,3.029545,0.516181,0.202772,0.117346,1.199268,0.417608,1.486916,1.732058,27.68919,1.053169,0.00322,2.11603,4.872163,1.131787,1.881538,2.081718,5.760793,0.223553,15.656577,3.138019,5.751715,2.944235,1.659593,4.400908,5828.250632,66.780879,92.906498,48.385982,72.851955,0.359107,0.398774,0.91223,N
2.149635,0.024117,0.535761,98.069494,0.436429,0.297778,0.778677,0.1713,0.72334,1.594542,0.00104,2.868012,0.320398,0.288693,0.107338,1.33924,0.384802,1.393336,1.584016,25.250556,0.992247,0.004513,1.299691,4.097093,0.974192,1.295158,1.907374,5.331649,0.337357,10.651754,2.447097,7.110868,3.722154,1.792855,4.851925,4515.694074,48.679997,90.212445,30.665612,69.100234,0.452469,0.279325,0.601811,N
2.666927,0.02098,0.343038,136.909233,0.242847,0.163999,0.818573,0.428329,0.261946,1.428921,0.001217,2.246812,0.552502,0.143072,0.086287,1.423055,0.431432,1.747895,1.959598,36.098472,1.342668,0.007036,0.468024,4.57745,1.313073,1.09027,2.287668,8.438055,0.107708,7.343023,2.092705,6.560555,4.379074,1.864235,3.968671,5103.041445,43.340452,149.889414,49.921172,147.490125,0.655694,0.28488,0.425733,N
3.762941,0.023853,0.475296,178.940185,0.679098,0.80946,1.043234,0.34274,0.869655,1.66715785600064,0.001113,2.480385,0.46642,0.227697,0.156954,1.711106,0.453909,3.750082,1.470553,26.910121,1.171301,0.005251,3.502716,4.058851,1.773907,1.435625,1.961032,7.551316,0.125045,15.093803,2.786652,8.8986,3.699765,2.025373,5.281434,5781.943677,85.589252,85.500351,70.882935,102.204026,1.434225,0.344347,0.659682559019648,N
3.887656,0,0.250194,200.306227,0.345717,0.033476,0.343559,0.025147,0.031767,0.307931,5E-06,0.181339,0,0.013544,0.020722,0.213943,0.012458,0.040324,0.049653,0.19142,0.375402,8E-06,0.20272,1.203215,1.703781,0.14281,0.25845,2.669213,0.023206,0.42937,0.606756,8.094346,0.843302,0.081296,0.422252,728.692291,21.129345,2.035083,10.036213,30.811069,0.516168,0.013407,0.020432,N
4.470791,0.048924,0.56451,252.447055,0.575557,0.042021,0.437327,0.143963,1.214929,0.646365,0.000211,0.23642,0.119113,0.053804,0.010833,0.712966,0.173687,0.188789,0.388356,2.670283,0.565791,0.000671,0.511898,2.590075,2.356166,0.264565,0.35408,4.777823,0.058147,2.729597,1.266097,9.800014,2.198931,0.246118,1.173319,1907.225211,41.239108,12.631897,21.159709,55.341021,0.560559,0.041385,0.350264,N
5.770451,0.309598,0.639182,310.786919,0.400918,0.083274,0.620061,0.612675,0.047988,0.988729,0.000376,1.555679,0.253674,0.10499,0.019958,0.813126,0.155225,0.626514,0.710217,15.94471,1.030444,0.002008,0.46245,4.997975,2.205067,0.669048,0.797735,9.412221,0.521354,5.302171,1.698693,10.811397,3.766408,0.208509,2.420582,5932.434778,127.755997,53.211491,80.416601,102.392882,0.713994,0.217243,0.840956,S
1.385158,0.19209,0.29095,46.875324,0.272046,0.78242,0.665447,1.32584,0.050556,3.07516,0.00166053193894,6.053103,1.252206,0.441652,0.140709,1.396766,0.624277,2.67396,2.4562,64.320197,1.209346,0.010862,1.711945,6.973715,0.394698,2.314819,4.391516,7.258711,0.432276,28.624434,2.877775,5.316698,4.404217,2.284568,13.25086,4139.344698,34.196381,353.281909,42.367537,64.076921,0.332301,0.702874,1.715138,S
4.275636,1.23756,0.499287,177.150662,0.293544234955924,0.580946,1.21469,1.54889,0.754675,3.760983,0.000469,3.188635,1.237454,0.296294,0.231263,1.925504,0.855514,2.16564,1.651399,52.510735,1.697382,0.005869,2.774587,6.68285,1.626722,1.447074,1.846507,9.13301012001681,0.670864,23.53464,3.420512,10.12286,6.763076,2.575691,14.326136,11715.980827,122.361982,146.804037,101.828497,112.493929467455,1.0429,0.648685,1.199084,S
3.46198,0.040356,1.131412,183.153558,0.303217,0.016806,0.541656,1.283531,0.188272,0.276149,0.00038,0.304484,0.188801,0.07135400365103,0.027,0.834658,0.08224,0.362516,0.393254,2.338471,0.347739,0.000561,0.257386,1.745229,1.634395,2.631995,0.271166,3.433289,0.063779,5.906568,1.001652,6.362763,1.981369,0.166169,0.476914,2312.998871,37.349346,10.644777,58.920691,43.386135,0.612287,0.033601,0.578748873125348,S
4.950934,0.029411,0.143622,234.606238,0.382271,0.088327,0.800371,0.499768,0.108214,1.003792,4.6E-05,0.235466,0.240359,0.04018,0.063406,0.944874,0.12018,0.485928,0.406522,3.395449,0.607309,0.00085,0.62847,2.823117,2.197501,0.367616,0.748515,5.99501,0.118188,5.522011,0.950341,10.342513,2.388486,0.189691,1.121849,6258.522088,85.095403,24.050238,78.800397,92.71595,0.974302,0.14849,0.500049,S
2.638965,0,0.978054,137.877908,0.22575,0.054071,0.50901,0.283384,0.095048,0.696526,0.000167,0.412856,0.074462,0.07475,0.033666,0.610472,0.211906,0.501289,0.361229,4.362043,0.46602,0.001033,0.439658,2.239008,1.1935,0.384359,0.664249,5.680698,0.074824,3.741954,0.834177,5.556462,2.604164,0.37907,1.834538,4396.791978,49.133112,21.694243,46.174761,71.010879,0.721787,0.110903,0.350086,S
2.6593,0.029171,0.165512,121.74238,0.29051,0.147553,0.905552,0.926273,0.234283,2.446102,0.000589,2.496456,0.900573,0.151704,0.166881,1.526089,0.302348,1.343386,1.11458,15.835513,0.873811,0.004193,1.795946,4.797643,1.201749,0.86913,1.409728,11.895588,0.300565,15.055239,2.1272,6.402863,4.582507,0.776463,5.697205,7580.722487,69.546444,103.199478,79.344248,33.41847,0.504683,0.494101,1.040324,S
2.761983,0,0.040286,132.086716,0.21549,0.007177,0.228757,0.020035,0.016829,0.097697,1.7E-05,0.198129,0.008088,0.055724,0.009749,0.168475,0.024334,0.075872,0.044419,0.26505,0.18125,4.7E-05,0.078597,1.037883,1.333511,0.13482,0.198905,2.022813,0.007859,0.409236,0.413838,5.77111,0.495429,0.017109,0.297948,308.797904,11.659077,1.8451,4.500399,23.652398,0.291893,0,0.108729,S
4.199675,0.028665,0.369031,193.752565,0.259766,0.028232,0.602689,0.155221,0.071204,0.106541,5E-06,0.125755,0.007178,0.03578,0.005318,0.2972,0.085457,0.161693,0.378286,3.531507,0.369929,0.000256,0.10402,1.882203,1.817305,0.147275,0.239539,3.256214,0.025706,0.965913,1.004035,7.490612,0.703547,0.061252,0.207974,1424.554065,42.587908,3.486587,19.87059,51.690819,0.455976,0.014084,0.307352,S
2.893261,0.691232,0.127549,160.154375,0.241969,0.465386,0.959848,0.815832,0.282578,1.828792,0.00151,3.097778,0.860443,0.102235,0.145956,1.513396,0.456258,1.977698,2.033678,65.17193,1.116716,0.01673,1.601425,5.343956,1.33485,1.243056,2.132212,8.822672,0.270551,30.447297,2.850399,7.586891,4.869843,1.134429,3.410246,9727.702009,65.196394,154.052016,114.355763,137.828823,0.986427,0.435372,1.297415,S
2.336973,0,0.0861,130.337294,0.204308,0.003722,0.230965,0.007345,0.243963,0.143021,0.000132,0.070294,0.015469,0.018582,0.011482,0.160004,0.009104,0.06889,0.04281,4.747648,0.159803,0.000497,0.097963,0.955677,1.135091,0.044974,0.217713,1.904828,0.02376,0.629862,0.411943,4.601182,0.504691,0.036247,0.071494,1312.523157,27.396893,4.800612,21.186003,30.890013,0.361814,0.025779,0.281531,S
2.96869,0.111593,1.219472,151.897605,0.267693,0.074632,0.416467,0.148122,0.187191,0.659526,1.2E-05,0.265278,0.072051,0.057019,0.027111,0.317523,0.092516,0.337021,0.211521,2.807485,0.389412,0.000145,0.228967,2.146758,1.439815,0.368935,0.370329,2.757954,0.098154,2.17026,0.847504,6.162821,1.677639,0.281136,0.39312,2476.413846,43.522171,21.111964,29.029284,35.648207,0.429219,0.095383,0.612249,S
3.629074,0.391642,0.270917,165.915057,0.306907,0.154154,0.670802,0.421102,0.576826,1.655937,0.00025,1.150417,0.353166,0.077638,0.048977,1.095422,0.274635,0.66167,0.920423,15.616438,0.565605,0.003206,0.643987,3.400106,1.505948,0.644289,0.865143,7.286588,0.397528,7.8658,0.99782,7.35289,3.5479,0.38586,2.203614,4968.823743,77.5211,370.130808,57.58372,80.328952,0.442557,0.152625,0.480789,S
3.056946,0.238551,0.485231,150.748527,0.430967,0.191092,0.826934,0.341903,0.126229,0.955124,0.000248,1.118685,0.198486,0.149561,0.066506,1.000163,0.262742,0.681552,0.890112,15.4739,0.67413,0.002776,0.931596,2.094613,1.43531,0.479937,0.553913,4.957988,0.116174,4.339883,1.225228,6.380942,2.95569,0.543441,1.656488,2194.560598,53.837137,41.935408,45.893173,86.312852,0.810528,0.106414,0.68158,S
1.147943,0.607446,0.475514,37.71859,0.326639,0.519261,0.816843,0.961982,0.087,3.631381,0.000772,9.872844,1.345787,0.577887,0.160565,2.130607,0.463663,3.976914,2.866132,47.435484,1.120541,0.008188,1.889316,8.073442,0.351069,2.81701,4.657532,8.201087,0.728849,43.032231,4.370296,4.985777,4.245681,4.273577,14.131866,1986.154204,28.947892,242.593258096104,40.102347,72.453473,0.201891,0.731572,1.262363,S
2.45661,0.14182,0.298703,122.958678,0.465363,0.394374,1.106157,0.247937,0.513951,2.36098,0.001886,5.300101,0.74956,0.273934,0.12415,1.63763,0.468306,2.330095,3.077801,52.928755,1.227444,0.007605,2.103812,5.509015,1.175657,2.377824,3.362514,7.252034,0.197278,17.582725,4.196902,6.98668,4.078613,2.766835,4.932341,6269.055875,63.394467,182.428758,52.977787,89.684796,0.405567,0.510804,1.497959,S
1.158613,0.068213,0.22267,36.608241,0.42437,0.684268,0.514121,1.234742,0.875246,2.920169,0.001764,7.838452,1.496346,0.327162,0.14257,1.305242,0.61218,3.195153,1.2426,61.153142,0.939387,0.011915,2.838314,4.103913,0.353058,1.65331,1.613804,5.826475,0.729063,34.230474,4.734691,4.614356,3.637441,3.216299,5.615316,3248.861668,23.590409,303.50465,52.424138,50.533453,0.343989,0.511853,0.821278,S
2.722171,0.389519,0.053361,116.786753,0.327835,0.276762,0.806784,1.210344,0.530255,2.326547,0.000456,1.282189,0.7211,0.086724,0.113956,1.665628,0.320538,1.584495,1.303175,22.277378,0.715484,0.005992,0.619849,4.340907,1.126402,0.783681,1.610761,9.939315,0.262866,11.059667,1.649354,5.653238,3.568966,0.808874,5.462833,6444.519129,65.726902,77.031372,59.315197,137.867103,0.896035,0.270297,0.381009,S
2.742496,0.226534,0.737548,145.816294,0.392269,0.094348,0.601335,0.388003,0.346962,1.048747,0.000378,1.831554,0.417444,0.067031,0.07621,0.663019,0.113692,0.611281,0.753462,9.323175,0.579158,0.001307,0.832422,2.69361,1.215152,0.637866,0.636932,4.301928,0.094205,10.212754,1.452664,5.823585,1.49898,0.433278,1.383158,4586.437823,78.946713,17.674087,52.480782,68.943855,0.620415,0.179593,0.950971,S
4.320354,0.011525,0.197808,213.554957,0.19295,0.106711,0.752917,0.083482,0.056093,0.580287,0.000216,0.932537,0.081523,0.0912,0.010987,0.609705,0.585468,0.63445,1.11089,12.045165,0.906009,0.001216,0.158688,3.864649,2.008435,0.536948,1.138828,6.99438,0.083023,4.113531,1.602566,8.760233,2.844585,0.452714,1.451984,1670.330517,33.465571,24.460014,42.446224,93.871992,0.753348,0.131857,0.223225,S
3.812516,0.522313,0.10837,192.082778,0.310896,0.1509,0.659206,0.686408,0.287394800180121,1.600622,0.001303,2.493503,0.356964,0.147065,0.077164,0.754332,0.201964,0.911987,0.804903,25.49017,0.880889,0.003323,0.472489,3.800039,1.914693,0.656568,1.024341,10.168274,0.35395,10.616765,1.602963,9.737886,4.942717,0.467971,3.659866,8065.783739,69.820994,39.030007,96.718364,148.0317,0.764596,0.217678,0.653598,S
