"Ca150","Celf4","CUGBP","ESRP1","ESRP2","FBP11","Magoh","Nova1","nSR100","PRP8","PSF","PTB","Raver1","RBM17","RBM22","RBM3","RBM45","Sam68tv1","Sc35","Sf3btv1","SF3btv2","SKIP","SND1","SRM160","SRSF1","SRSF3","SRSF4","SRSF5","SRSF6","SRSF9","SRSF10","Tia1","Tra2A","Tra2B","U1","U2","U4","U5","U6","U11","U12","U2af2","U6atac","Class"
0.72795633885328,0.0091874333365655,0.169284412793667,0.744935694817232,0.177082067816146,0.0615509104835322,0.274451712236024,0.19389184227512,0.128755787096975,0.0373437946149987,0.0168350168350168,0.0316061229254792,0.0130464478135405,0.287262730173415,0.0276185807190549,0.0237637920981547,0.00200931837468469,0.00478823762985787,0,0.00716874952197205,0.104760096985958,0.00974763784236336,0.0466680626461872,0.0436048123264154,0.755205451083345,0.161806985567801,0.0244531862490628,0.178705460857063,0.0923566702347741,0.0190240737423543,0.0738580411094681,0.49503673141074,0.0652882093859005,0.0269126891121935,0.024178158946398,0.0693935796047482,0.39536727589328,0.010729711967789,0.0264412669007223,0,0.118318572724602,0.114382453128332,0.545556574414677,"N"
0.29059895623761,0,0.344069553064572,0.255225729113772,1,0.937121043658735,0.695807930153469,0.112384653059106,0.0343730256548353,0.574657834523431,0.813973063973064,0.467450565803398,0.503453078365565,0.898545848949819,0.612498210388855,0.892974891441858,0.758183968935634,0.475494005701563,0.564157395423555,0.45279598451905,0.987422734755204,0.132699437866284,0.836114924744146,0.799339562448829,0.278202208944094,1,0.831303641783591,0.617858803828546,0.766991031663718,0.3349459672657,0.589046196123238,0.701946743376437,0.710715560227562,0.620330988039849,0.364405082199328,0.294312479166872,0.444821378551645,0.637739790255043,0.420618350506763,0.33103737832654,0.439496110632345,0.874929603648035,0.530201108628871,"N"
0.561084805045227,0,0.172067850194965,0.622022428016813,0.349123872716228,0.175565191609221,0.57922597174453,0.0450749086144096,0.375075737175172,0.114360986283899,0.154461279461279,0.0504144864902749,0.103874371301825,0.0348039550665748,0.120431068517161,0.20157992249073,0.214266511126644,0.129409449847116,0.119356547392669,0.150444387093915,0.360759035039736,0.0755890443726827,0.126619139112864,0.227589359133555,0.650472695146924,0.189699900812198,0.124742960526843,0.295481373095335,0.0876035074680673,0.0409454333277143,0.199954352289635,0.582678119888016,0.367106737029912,0.108103714159251,0.175043750660311,0.26676134875989,0.329986790347237,0.0750312451690946,0.283532409031934,0.381875411328644,0.251103191180313,0.166047907793081,0.18022123011307,"N"
0.461246362364327,0.00628898800866221,0.150237536741447,0.454842057411919,0.179259536158746,0.0691189187853631,0.0613743530239885,0.0599625700190393,0.0773891518472103,0.0143374009018133,0.0105218855218855,0.0168631660786082,0.0277482614315138,0.0480733681320318,0.0497012976307718,0.0335795692993464,0.0448677637069645,0.025276945183503,0.0123123025735418,0.0140904095705004,0.0560439553392617,0.00215285252960172,0.0230614064522874,0.0997737625625294,0.514477472518553,0.0238618386658391,0.0171859620846321,0.0619386869444475,0.150663335200581,0.00431776321678005,0.0421086406358845,0.388648988620465,0.0839289910451675,0.00336476158166818,0.0151116387209163,0.0949324895344308,0.132930796096916,0.0077870735870911,0.137123882271238,0.044754433677153,0.224808371756358,0.0772241146462686,0.21098998882402,"N"
0.299180012235782,0,0.0359782086965076,0.337917834004583,0,0,0.000882412902296616,0.00546140398107094,0.0560422729956189,0.0241619136480198,0,0.00314175625407223,0,0,0,0.00129046794306108,0.0151148899959556,0.00482804663790107,0.00717098429301878,0.00660290293197145,0,0.00615955029302715,0.00485759986729433,0,0.456638416620059,0.000478943157027412,0.0395269108163251,0,0.018568948591522,0.00370433846800301,0,0.0348368657574259,0,0.00662991005688284,0.00186591848465924,0.068733400266906,0.111779942138,0,0.0662351362287598,0.0192785242442777,0.0901906463669752,0.0085008720946127,0.0461726104704887,"N"
0.790069373595459,0,0.311632770402634,0.6874883611482,0.302724171767674,0.0638746818866899,0.56274513582566,0.0153962420818075,0.391394596466951,0.116893958047502,0.200757575757576,0.0789896871425655,0.0165015310630028,0.198704773519347,0.150982442287752,0.329539232407542,0.218662698681728,0.125138475761259,0.137644178845154,0.108010740451252,0.600810824156198,0.044791292907547,0.181654609550661,0.35476937730428,0.95628006455748,0.23391087510291,0.212181573962668,0.40777095700575,0.20403935640956,0.0876513722229046,0.191472705825206,1,0.490068524296972,0.201301172709392,0.20370985114884,0.274459520212764,0.39747390370046,0.0439875213381486,0.253637655781651,0.393828341322778,0.919253221934962,0.129775333118271,0.232653333380539,"N"
0.260645519704887,0,0.075488514958624,0.354924524802034,0.304471753656371,0.319064561559558,0.466403903713538,0.0764797654301366,0.0661457416287765,0.276491106618484,0.294612794612795,0.186604490976606,0.188947609710588,0.29295387683083,0.328572606151056,0.490076895244755,0.391234976867708,0.249805328879458,0.306870694616832,0.440321090123792,0.417653316882572,0.128931945939481,0.434025219333791,0.387530617069558,0.446447641492496,0.348982322272658,0.289746316914525,0.291931477493336,0.208106166909779,0.226041717622143,0.394342702701219,0.268632758628067,0.422238103350133,0.277373164792969,0.249675439060483,0.376581929388629,0.343958272105754,0.200153201840204,0.374937622527017,0.297786285124336,0.301118852518879,0.278766819943902,0.35825742046113,"N"
0.509497225315781,0,0.0102570756437068,0.477365982485334,0.125281788493788,0,0.00493948371745343,0.0026687511554966,0,0.0158325066620515,0.00126262626262626,0,0.09314089121099,0.00847364077440245,0.00967908476032226,0.0464634429156964,0,0,0.00394009406040975,0.00143860058962295,0.0515184997316277,0.00281066858031336,0.0133155418955942,0.0358815012463113,0.65907511226479,0.00301982328391166,0,0.0738154641891126,0.00391567434456825,0.00379924029271054,0.0338305335613584,0.569004850457306,0.0452432097790815,0.00159968311755192,0.0201798824551329,0,0.0130780213635297,0.00466800052279308,0.0103643459776803,0.0512563157010778,0.131565793039874,0.00243448355049127,0.0300825039859421,"N"
0.789083977788681,0.0199319628947283,0.164105577915613,0.723036169136391,0.233986989185344,0.0100857361697922,0.194533502783658,0.0150667025613913,0.0989133981004858,0.052216780235013,0.00462962962962963,0.0481085692188771,0.0278164274840177,0.070583885714486,0.0605387488774257,0.146532812545196,0.0598143338390722,0.0473103436734485,0.107245704566978,0.0333595719701184,0.199302167947821,0.0157277837579237,0.0520504690403575,0.147827076132655,1,0.0458266001426292,0.0488513177696072,0.179455687914977,0.0601244585443231,0.0265209659715372,0.141805206857768,0.483130505967874,0.110810723885509,0.0175180454780818,0.0182656989912479,0.145122210636928,0.338551591205003,0.00653919008984628,0.234724041331291,0.263655025028546,0.407624069448705,0.0568515470794399,0.222746010222422,"N"
0.413243200444434,0,0.0348045176927134,0.42871845052809,0.243391534144303,0.270402490549255,0.182632085547395,0.031092832191081,0.0254794098455738,0.32848731985436,1,0.099574552354998,0.0877484218222256,0.101538256665808,0.172982728625535,0.161920488297237,0.269798039541141,0.0997405821902612,0.123349381322028,0.369866364545307,0.314809340253084,0.173065422796316,0.184711162199678,0.113673395383563,0.487348967026199,0.126437934201572,0.153261309899382,0.164184857912301,0.0801409864615282,0.0556573042321404,0.188332024430216,0.236208428471799,0.267411725473775,0.105219632803536,0.244808603400913,0.218508089401772,0.25058038576734,0.0754370300637857,0.206179217611987,0.197938193014397,0.228262792392322,0.10763943945367,0.356433505280562,"N"
0.261084891578338,0.00422201751834254,0.0255710295067954,0.304947013421664,0.0478534232564418,0.0574975909865836,0.110132230080543,0.0493452996831101,0.33181362699506,0.0442392431276182,0.0328282828282828,0.0130030263381471,0.0464992722271453,0.0276549777382949,0.081133377007076,0.0863629051615166,0.0400075276383554,0.0421726995908293,0.0653804035025825,0.0328322754007317,0.133248599943183,0.0117210859944983,0.0243534176236281,0.0728073332304836,0.36633566446638,0.039118336690581,0.00972214485419275,0.0347875422807237,0.0405682719452471,0.0150331763406114,0.0103041244398665,0.0839639688464012,0.0598336882734644,0.00720785402357071,0.0169805737667772,0.299206317618158,0.36607288978898,0.0159583379243094,0.581559959147739,0.365772574598738,0.192653128129225,0.0690827423684887,0.336553950950784,"N"
0.460879678304505,0,0.312211983520836,0.485939333327736,0.20480455222757,0.0360437822746028,0.155295542394869,0.0416873980324934,0.61961683462626,0.0851931844797267,0.00547138047138047,0.0297921333137201,0.0174338020751885,0.0390179968495438,0.150999796092791,0.0611696013859717,0.0778070259516501,0.0215323628218349,0.0106236440366768,0.0171170863386575,0.0725066868624555,0.0053223298648487,0.0504456766835498,0.109187797058982,0.556487057759859,0.0442908548030622,0.034944363295316,0.0390063043638256,0.0196643390774316,0.00907589905402002,0.0463397442904914,0.378453330214741,0.0974731925175881,0.0167448692202079,0.00934039592155313,0.063186539231434,0.225683385915837,0.193030596554893,0.185937447715343,0.0387460607006665,0.211775379077425,0.0284879683749515,0.117245705154758,"N"
0.317519839879131,0,0.0923187690491576,0.305999389201227,0.761907283667949,0.499676327428162,0.648275288483092,0.0423205290795922,1,0.455332725864156,0.456649831649832,0.23463665809469,0.40694866026975,0.461773121597446,0.436478565881552,0.716037679837085,0.386775669363681,0.380041386154731,0.437822151334597,0.302614245409893,0.559999640887751,0.0992704221983016,0.536587075390779,0.451301046644172,0.386131848963829,0.522632698526867,0.421857941026849,0.427710783587842,0.283722774693429,0.273088083087545,0.408552039075904,0.417243867758364,0.546328804903575,0.425052884222318,0.336297677626699,0.349383449756503,0.38053576270585,0.168404434464029,0.35568356953421,0.451115563774553,0.24112050791425,0.37849726342725,0.350882689976905,"N"
0.585643118411044,0,0.0564932080265539,0.55809816837763,0.311781900118894,0.127152669681022,0.212954632819877,0.00963967967201736,0.347465976530538,0.0726492553406969,0.0526094276094276,0.0767299167400466,0.109817515467679,0.0900578401327467,0.159464114500406,0.263953723809413,0.180451751812361,0.0752093586160259,0.072930066606196,0.0626062645553259,0.210552000415544,0.014471953115656,0.206515310945677,0.204694710873428,0.641751729165529,0.154663968178323,0.0595057082433185,0.198507033415516,0.0365999079317364,0.0498493125600395,0.114806735918848,0.511502614911341,0.206590698860421,0.0670734515095614,0.076560393449376,0.103084045227629,0.218627341707256,0.0226705787224522,0.17045318788439,0.234485857151727,0.3885683589027,0.105522081216886,0.0772670893948567,"N"
