"Ca150","Celf4","CUGBP","ESRP1","ESRP2","FBP11","Magoh","Nova1","nSR100","PRP8","PSF","PTB","Raver1","RBM17","RBM22","RBM3","RBM45","Sam68tv1","Sc35","Sf3btv1","SF3btv2","SKIP","SND1","SRM160","SRSF1","SRSF3","SRSF4","SRSF5","SRSF6","SRSF9","SRSF10","Tia1","Tra2A","Tra2B","U1","U2","U4","U5","U6","U11","U12","U2af2","U6atac"
2.336973,0,0.0861,130.337294,0.204308,0.003722,0.230965,0.007345,0.243963,0.143021,0.000132,0.070294,0.015469,0.018582,0.011482,0.160004,0.009104,0.06889,0.04281,4.747648,0.159803,0.000497,0.097963,0.955677,1.135091,0.044974,0.217713,1.904828,0.02376,0.629862,0.411943,4.601182,0.504691,0.036247,0.071494,1312.523157,27.396893,4.800612,21.186003,30.890013,0.361814,0.025779,0.281531
2.96869,0.111593,1.219472,151.897605,0.267693,0.074632,0.416467,0.148122,0.187191,0.659526,1.2e-05,0.265278,0.072051,0.057019,0.027111,0.317523,0.092516,0.337021,0.211521,2.807485,0.389412,0.000145,0.228967,2.146758,1.439815,0.368935,0.370329,2.757954,0.098154,2.17026,0.847504,6.162821,1.677639,0.281136,0.39312,2476.413846,43.522171,21.111964,29.029284,35.648207,0.429219,0.095383,0.612249
3.629074,0.391642,0.270917,165.915057,0.306907,0.154154,0.670802,0.421102,0.576826,1.655937,0.00025,1.150417,0.353166,0.077638,0.048977,1.095422,0.274635,0.66167,0.920423,15.616438,0.565605,0.003206,0.643987,3.400106,1.505948,0.644289,0.865143,7.286588,0.397528,7.8658,0.99782,7.35289,3.5479,0.38586,2.203614,4968.823743,77.5211,370.130808,57.58372,80.328952,0.442557,0.152625,0.480789
3.056946,0.238551,0.485231,150.748527,0.430967,0.191092,0.826934,0.341903,0.126229,0.955124,0.000248,1.118685,0.198486,0.149561,0.066506,1.000163,0.262742,0.681552,0.890112,15.4739,0.67413,0.002776,0.931596,2.094613,1.43531,0.479937,0.553913,4.957988,0.116174,4.339883,1.225228,6.380942,2.95569,0.543441,1.656488,2194.560598,53.837137,41.935408,45.893173,86.312852,0.810528,0.106414,0.68158
1.147943,0.607446,0.475514,37.71859,0.326639,0.519261,0.816843,0.961982,0.087,3.631381,0.000772,9.872844,1.345787,0.577887,0.160565,2.130607,0.463663,3.976914,2.866132,47.435484,1.120541,0.008188,1.889316,8.073442,0.351069,2.81701,4.657532,8.201087,0.728849,43.032231,4.370296,4.985777,4.245681,4.273577,14.131866,1986.154204,28.947892,242.593258096104,40.102347,72.453473,0.201891,0.731572,1.262363
2.45661,0.14182,0.298703,122.958678,0.465363,0.394374,1.106157,0.247937,0.513951,2.36098,0.001886,5.300101,0.74956,0.273934,0.12415,1.63763,0.468306,2.330095,3.077801,52.928755,1.227444,0.007605,2.103812,5.509015,1.175657,2.377824,3.362514,7.252034,0.197278,17.582725,4.196902,6.98668,4.078613,2.766835,4.932341,6269.055875,63.394467,182.428758,52.977787,89.684796,0.405567,0.510804,1.497959
1.158613,0.068213,0.22267,36.608241,0.42437,0.684268,0.514121,1.234742,0.875246,2.920169,0.001764,7.838452,1.496346,0.327162,0.14257,1.305242,0.61218,3.195153,1.2426,61.153142,0.939387,0.011915,2.838314,4.103913,0.353058,1.65331,1.613804,5.826475,0.729063,34.230474,4.734691,4.614356,3.637441,3.216299,5.615316,3248.861668,23.590409,303.50465,52.424138,50.533453,0.343989,0.511853,0.821278
2.722171,0.389519,0.053361,116.786753,0.327835,0.276762,0.806784,1.210344,0.530255,2.326547,0.000456,1.282189,0.7211,0.086724,0.113956,1.665628,0.320538,1.584495,1.303175,22.277378,0.715484,0.005992,0.619849,4.340907,1.126402,0.783681,1.610761,9.939315,0.262866,11.059667,1.649354,5.653238,3.568966,0.808874,5.462833,6444.519129,65.726902,77.031372,59.315197,137.867103,0.896035,0.270297,0.381009
2.742496,0.226534,0.737548,145.816294,0.392269,0.094348,0.601335,0.388003,0.346962,1.048747,0.000378,1.831554,0.417444,0.067031,0.07621,0.663019,0.113692,0.611281,0.753462,9.323175,0.579158,0.001307,0.832422,2.69361,1.215152,0.637866,0.636932,4.301928,0.094205,10.212754,1.452664,5.823585,1.49898,0.433278,1.383158,4586.437823,78.946713,17.674087,52.480782,68.943855,0.620415,0.179593,0.950971
4.320354,0.011525,0.197808,213.554957,0.19295,0.106711,0.752917,0.083482,0.056093,0.580287,0.000216,0.932537,0.081523,0.0912,0.010987,0.609705,0.585468,0.63445,1.11089,12.045165,0.906009,0.001216,0.158688,3.864649,2.008435,0.536948,1.138828,6.99438,0.083023,4.113531,1.602566,8.760233,2.844585,0.452714,1.451984,1670.330517,33.465571,24.460014,42.446224,93.871992,0.753348,0.131857,0.223225
3.812516,0.522313,0.10837,192.082778,0.310896,0.1509,0.659206,0.686408,0.287394800180121,1.600622,0.001303,2.493503,0.356964,0.147065,0.077164,0.754332,0.201964,0.911987,0.804903,25.49017,0.880889,0.003323,0.472489,3.800039,1.914693,0.656568,1.024341,10.168274,0.35395,10.616765,1.602963,9.737886,4.942717,0.467971,3.659866,8065.783739,69.820994,39.030007,96.718364,148.0317,0.764596,0.217678,0.653598
