"Ca150","Celf4","CUGBP","ESRP1","ESRP2","FBP11","Magoh","Nova1","nSR100","PRP8","PSF","PTB","Raver1","RBM17","RBM22","RBM3","RBM45","Sam68tv1","Sc35","Sf3btv1","SF3btv2","SKIP","SND1","SRM160","SRSF1","SRSF3","SRSF4","SRSF5","SRSF6","SRSF9","SRSF10","Tia1","Tra2A","Tra2B","U1","U2","U4","U5","U6","U11","U12","U2af2","U6atac"
0.891885439640198,0.165247216812487,0.366163231499316,0.924902751896695,0.177082067816146,0.0615509104835322,0.331512634478317,0.707124523232663,0.128755787096975,0.0347174334828656,0.0168350168350168,0.0676138296488281,0.0232946084233839,0.319697353795753,0.0407585730017671,0.0232358762012496,0.00265017259268281,0.00508044258284708,0,0.0129731897789883,0.106094475343359,0.0231929425156517,0.0420145526643396,0.0545510498602487,0.683375272391799,0.161405346396938,0.0294154686927603,0.270660295449614,0.115900736463196,0.0502704025057608,0.102014205097346,0.476810447193948,0.0918626424402415,0.0359472828346253,0.0551750805630112,0.142885981842977,0.612919027887933,0.0168245923051124,0.0270697254000091,0,0.0309162861926045,0.128307846083225,1
0.130616869558603,0,0.76860908091516,0.0551647528619784,1,0.937121043658735,0.842114190266308,0.4057188092211,0.0343730256548353,0.845542662003567,0.813973063973064,1,0.898922257436328,1,0.903904269214024,0.921940551918956,1,0.504511300648722,0.686689840565807,0.819418815000463,1,0.315737051792829,0.835314950670377,1,0.0664047463773879,1,1,0.93578475771447,1,0.906338637546977,0.813602399420045,0.691188726497035,1,0.878667244079461,0.896509142571547,0.606008910246816,0.692208100670585,1,0.69077053373694,0.332433913028041,0.383932592988336,1,0.971853577601405
0.601427203472704,0,0.372572144908802,0.706605502078116,0.349123872716228,0.175565191609221,0.700839594546261,0.156813874829083,0.375075737175172,0.15093900484847,0.154461279461279,0.107849877994326,0.185469090075986,0.0387336440397028,0.177728122519016,0.207085562339055,0.282604908446481,0.13730673589097,0.145280251866631,0.272257187808122,0.365354191615989,0.179852020489471,0.122355895225982,0.284721750086183,0.547910735020439,0.189311627163546,0.150057036029823,0.447524520841636,0.109671780540146,0.10967172920918,0.27618095468236,0.56761518824537,0.516531166015796,0.151247565290907,0.428244794977198,0.549279305843815,0.508095407634692,0.11765181711351,0.459950290875215,0.383486414491691,0.176864025601393,0.187523598096799,0.33034379671151
0.427647426292972,0.113115135307967,0.322307465501856,0.409688691739339,0.179259536158746,0.0691189187853631,0.0733044332214448,0.211867008899657,0.0773891518472103,0,0.0105218855218855,0.0360747580861857,0.0495448948031616,0.0535012967765839,0.0733475042897021,0.0333847167684891,0.0591779377371319,0.0268194852890733,0.0149864792340014,0.025499225054733,0.0567578134132751,0.00512236767216847,0.0182926650322261,0.124820248176965,0.372010370770968,0.0233940999528989,0.0206735075137636,0.0938099106079038,0.192310837256715,0.0104200295063153,0.0581612975062899,0.366582715719554,0.1180908309061,0.00250660766201867,0.0327548316989428,0.195472290854371,0.192158281481443,0.0122104245431776,0.2134330233833,0.0449432374913692,0.147962564741538,0.0857192543236413,0.386742638103829
0.145553140190301,0,0.0592233597394407,0.202028143196277,0,0,0,0.0103269604433037,0.0560422729956189,0.014825525113591,0,0.00672104492733378,0,0,0,0,0.0199356496777088,0.0051226809584829,0.00872848978107603,0.0119491848008018,0,0.0146556630620376,0,0,0.297199573716776,0,0.0475481025579519,0,0.0192029189599751,0.00875780396012236,0,0,0,0.00714348151889815,0,0.141526628810357,0.158247412436889,0,0.0940731721713323,0.0193598538156904,0,0.00695291974062069,0.0846339548194921
1,0,0.693922820226935,0.822874750560413,0.302724171767674,0.0638746818866899,0.680868035796152,0.047065032264255,0.391394596466951,0.154761345707848,0.200757575757576,0.168979765821457,0.029463706136164,0.221140383377859,0.222814812917766,0.339386714741135,0.288403220907842,0.132775123157149,0.167539874497307,0.195465587094145,0.608463632655924,0.106573705179283,0.177660010928878,0.44382812257837,0.943451303504112,0.233543786144122,0.25523955784366,0.617593928969105,0.262259395674982,0.236232982150625,0.264465934774059,1,0.689542415731067,0.283598318207387,0.499132091418547,0.565130351325323,0.616296554858412,0.06897408944886,0.409614609978362,0.395489769853515,0.911248683317442,0.145950214086634,0.426451342154846
0.0784796227561798,0,0.150196532514269,0.232232480988607,0.304471753656371,0.319064561559558,0.56412125264409,0.272946002350853,0.0661457416287765,0.395598891072142,0.294612794612795,0.39919620303784,0.337368503952041,0.326031083637215,0.484896406894256,0.505371650195285,0.51601589178539,0.265049842628421,0.373521627244722,0.796843166072224,0.422973162539259,0.306772908366534,0.431262520227523,0.484813507644151,0.284018514689274,0.348670372404552,0.348544505702951,0.442147987926278,0.267588896177405,0.611235731758782,0.544674036133446,0.242234586647485,0.594102798614593,0.391629004716947,0.612798624391788,0.775407163479647,0.530495689400701,0.313847755618572,0.61385501189022,0.299042544713237,0.231837807898579,0.316715050924889,0.656682436364187
0.511633353830258,0,0,0.449691785194093,0.125281788493788,0,0.00491637854639894,0,0,0.00225616563065123,0.00126262626262626,0,0.16630431669785,0.00943039332306312,0.0142840679181499,0.0467057586524598,0,0,0.00479586474289811,0.00260341617574175,0.0521747149607608,0.00668753557199772,0.00849922787650485,0.0448889344803428,0.559037363406448,0.00254209764715685,0,0.111798012496975,0,0.00901496384440104,0.0467274102784003,0.553448392036934,0.0636586734707134,0,0.045287896535166,0,0,0.00731960055515159,0,0.0514725487558148,0.045476721587529,0,0.0551409430235853
0.998284810348223,0.358500712147196,0.354238873408848,0.886008608466097,0.233986989185344,0.0100857361697922,0.234667351682077,0.0458464269436515,0.0989133981004858,0.0571612765028403,0.00462962962962963,0.102916913013452,0.0496666062087136,0.0785534603459371,0.0893410505288498,0.150170625184949,0.0788915834280191,0.0501974845836655,0.130538988530276,0.0603703695864534,0.201840772885618,0.0374217416050085,0.0474232322597951,0.184936518942935,1,0.0453693863427292,0.0587647104068918,0.271796559983308,0.0736608562452188,0.070585079742451,0.195864190803803,0.464474475148963,0.155914306772781,0.0226058443694579,0.0405543859308255,0.298816254647598,0.521827233349367,0.0102536962406425,0.377768564834288,0.264767296378504,0.348901032742918,0.0623694760870008,0.40829131325455
0.344092649612171,0,0.0565209156286795,0.363292467096303,0.243391534144303,0.270402490549255,0.220245155216216,0.105109506560798,0.0254794098455738,0.47406295184073,1,0.213016219552246,0.156675989919432,0.113002866558764,0.255282095935667,0.166080426793821,0.355847723765373,0.10582730853573,0.150140311340458,0.669342194953793,0.318819214073626,0.411781445645988,0.180731483562955,0.142209144553432,0.336921535255849,0.126019347148515,0.184362610959522,0.248667958649793,0.0998922470576905,0.149537169425578,0.260127962751499,0.208639923728959,0.376257029448115,0.147151849111093,0.600763613830469,0.449922645187609,0.380784227091428,0.1182881031049,0.32970584540113,0.198773227283622,0.151759426822775,0.120579420422909,0.653339217225961
